t_idx,time_label,node_idx,node_label,ik_suggested_delta,ik_strain_energy
16,2020-W17,12,STK_003,0.0,599.094
16,2020-W17,13,STK_004,0.0,599.094
16,2020-W17,14,STK_005,0.0,599.094
17,2020-W18,0,USR_003,6127335.6454,374.5489
17,2020-W18,1,USR_001,5874024.8057,374.5489
17,2020-W18,2,USR_004,-1954334.6573,374.5489
17,2020-W18,3,USR_005,1114374.0169,374.5489
17,2020-W18,4,USR_007,-1546330.5174,374.5489
17,2020-W18,5,USR_008,14277118.5683,374.5489
17,2020-W18,6,USR_009,-4617420.2804,374.5489
17,2020-W18,7,USR_002,8811920.0975,374.5489
17,2020-W18,8,USR_010,-12194716.275,374.5489
17,2020-W18,9,USR_006,-15891971.4038,374.5489
17,2020-W18,10,STK_001,0.0,374.5489
17,2020-W18,11,STK_002,0.0,374.5489
17,2020-W18,12,STK_003,0.0,374.5489
17,2020-W18,13,STK_004,0.0,374.5489
17,2020-W18,14,STK_005,0.0,374.5489
18,2020-W19,0,USR_003,8439450.9709,370.0207
18,2020-W19,1,USR_001,9342302.6265,370.0207
18,2020-W19,2,USR_004,-888692.9067,370.0207
18,2020-W19,3,USR_005,14304185.2001,370.0207
18,2020-W19,4,USR_007,2043834.5088,370.0207
18,2020-W19,5,USR_008,-8710481.3449,370.0207
18,2020-W19,6,USR_009,-10511358.152,370.0207
18,2020-W19,7,USR_002,10357958.4833,370.0207
18,2020-W19,8,USR_010,-8270329.7981,370.0207
18,2020-W19,9,USR_006,-16106869.588,370.0207
18,2020-W19,10,STK_001,0.0,370.0207
18,2020-W19,11,STK_002,0.0,370.0207
18,2020-W19,12,STK_003,0.0,370.0207
18,2020-W19,13,STK_004,0.0,370.0207
18,2020-W19,14,STK_005,0.0,370.0207
19,2020-W20,0,USR_003,5380214.5891,311.1665
19,2020-W20,1,USR_001,9870869.2708,311.1665
19,2020-W20,2,USR_004,2456939.0189,311.1665
19,2020-W20,3,USR_005,7884273.9284,311.1665
19,2020-W20,4,USR_007,2096761.2195,311.1665
19,2020-W20,5,USR_008,-10887432.4463,311.1665
19,2020-W20,6,USR_009,-2473785.2021,311.1665
19,2020-W20,7,USR_002,11885730.9462,311.1665
19,2020-W20,8,USR_010,-10708444.5451,311.1665
19,2020-W20,9,USR_006,-15505126.7793,311.1665
19,2020-W20,10,STK_001,0.0,311.1665
19,2020-W20,11,STK_002,0.0,311.1665
19,2020-W20,12,STK_003,0.0,311.1665
19,2020-W20,13,STK_004,0.0,311.1665
19,2020-W20,14,STK_005,0.0,311.1665
20,2020-W21,0,USR_003,8526448.8507,462.485
20,2020-W21,1,USR_001,6810572.2582,462.485
20,2020-W21,2,USR_004,398710.0628,462.485
20,2020-W21,3,USR_005,11415446.9406,462.485
20,2020-W21,4,USR_007,2623035.0466,462.485
20,2020-W21,5,USR_008,-8558799.4185,462.485
20,2020-W21,6,USR_009,-8776342.0353,462.485
20,2020-W21,7,USR_002,15295415.4707,462.485
20,2020-W21,8,USR_010,-8901787.3221,462.485
20,2020-W21,9,USR_006,-18832699.8536,462.485
20,2020-W21,10,STK_001,0.0,462.485
20,2020-W21,11,STK_002,0.0,462.485
20,2020-W21,12,STK_003,0.0,462.485
20,2020-W21,13,STK_004,0.0,462.485
20,2020-W21,14,STK_005,0.0,462.485
21,2020-W22,0,USR_003,-3058017.4416,308.7578
21,2020-W22,1,USR_001,3634546.5748,308.7578
21,2020-W22,2,USR_004,-4614099.6235,308.7578
21,2020-W22,3,USR_005,-2630145.6919,308.7578
21,2020-W22,4,USR_007,-728591.4716,308.7578
21,2020-W22,5,USR_008,3183810.7563,308.7578
21,2020-W22,6,USR_009,-1452620.1902,308.7578
21,2020-W22,7,USR_002,-20560751.3559,308.7578
21,2020-W22,8,USR_010,9478047.8388,308.7578
21,2020-W22,9,USR_006,16747820.6049,308.7578
21,2020-W22,10,STK_001,0.0,308.7578
21,2020-W22,11,STK_002,0.0,308.7578
21,2020-W22,12,STK_003,0.0,308.7578
21,2020-W22,13,STK_004,0.0,308.7578
21,2020-W22,14,STK_005,0.0,308.7578
22,2020-W23,0,USR_003,8491531.9587,444.6076
22,2020-W23,1,USR_001,8762289.1675,444.6076
22,2020-W23,2,USR_004,-1122033.0659,444.6076
22,2020-W23,3,USR_005,16352513.5832,444.6076
22,2020-W23,4,USR_007,3462751.0449,444.6076
22,2020-W23,5,USR_008,-8909058.7174,444.6076
22,2020-W23,6,USR_009,-12754692.5966,444.6076
22,2020-W23,7,USR_002,8675181.8705,444.6076
22,2020-W23,8,USR_010,-5749905.8703,444.6076
22,2020-W23,9,USR_006,-17208577.3747,444.6076
22,2020-W23,10,STK_001,0.0,444.6076
22,2020-W23,11,STK_002,0.0,444.6076
22,2020-W23,12,STK_003,0.0,444.6076
22,2020-W23,13,STK_004,0.0,444.6076
22,2020-W23,14,STK_005,0.0,444.6076
23,2020-W24,0,USR_003,9295143.5549,552.7881
23,2020-W24,1,USR_001,7844745.7047,552.7881
23,2020-W24,2,USR_004,-810155.1479,552.7881
23,2020-W24,3,USR_005,10891149.1043,552.7881
23,2020-W24,4,USR_007,1789092.5262,552.7881
23,2020-W24,5,USR_008,-6073715.8635,552.7881
23,2020-W24,6,USR_009,-10556907.3979,552.7881
23,2020-W24,7,USR_002,16333358.7145,552.7881
23,2020-W24,8,USR_010,-7852290.855,552.7881
23,2020-W24,9,USR_006,-20860420.3403,552.7881
23,2020-W24,10,STK_001,0.0,552.7881
23,2020-W24,11,STK_002,0.0,552.7881
23,2020-W24,12,STK_003,0.0,552.7881
23,2020-W24,13,STK_004,0.0,552.7881
23,2020-W24,14,STK_005,0.0,552.7881
24,2020-W25,0,USR_003,4363054.5847,188.4262
24,2020-W25,1,USR_001,11250251.126,188.4262
24,2020-W25,2,USR_004,-536919.4152,188.4262
24,2020-W25,3,USR_005,10874592.4726,188.4262
24,2020-W25,4,USR_007,3902930.0562,188.4262
24,2020-W25,5,USR_008,-13956777.6092,188.4262
24,2020-W25,6,USR_009,-7025693.0623,188.4262
24,2020-W25,7,USR_002,2250717.5906,188.4262
24,2020-W25,8,USR_010,-2966694.9034,188.4262
24,2020-W25,9,USR_006,-8155460.8401,188.4262
24,2020-W25,10,STK_001,0.0,188.4262
24,2020-W25,11,STK_002,0.0,188.4262
24,2020-W25,12,STK_003,0.0,188.4262
24,2020-W25,13,STK_004,0.0,188.4262
24,2020-W25,14,STK_005,0.0,188.4262
25,2020-W26,0,USR_003,8940061.8073,421.7283
25,2020-W26,1,USR_001,8340024.5578,421.7283
25,2020-W26,2,USR_004,-865570.9217,421.7283
25,2020-W26,3,USR_005,10407709.3499,421.7283
25,2020-W26,4,USR_007,2838971.9091,421.7283
25,2020-W26,5,USR_008,-4390446.3927,421.7283
25,2020-W26,6,USR_009,-9994230.0846,421.7283
25,2020-W26,7,USR_002,11345061.6188,421.7283
25,2020-W26,8,USR_010,-7872828.9302,421.7283
25,2020-W26,9,USR_006,-18748752.9137,421.7283
25,2020-W26,10,STK_001,0.0,421.7283
25,2020-W26,11,STK_002,0.0,421.7283
25,2020-W26,12,STK_003,0.0,421.7283
25,2020-W26,13,STK_004,0.0,421.7283
25,2020-W26,14,STK_005,0.0,421.7283
26,2020-W27,0,USR_003,3763899.3837,260.8848
26,2020-W27,1,USR_001,6429600.1165,260.8848
26,2020-W27,2,USR_004,-4980875.4172,260.8848
26,2020-W27,3,USR_005,4739653.7695,260.8848
26,2020-W27,4,USR_007,-4866121.6813,260.8848
26,2020-W27,5,USR_008,21773764.7251,260.8848
26,2020-W27,6,USR_009,-8869179.598,260.8848
26,2020-W27,7,USR_002,-5354783.028,260.8848
26,2020-W27,8,USR_010,-2764689.5895,260.8848
26,2020-W27,9,USR_006,-9871268.6808,260.8848
26,2020-W27,10,STK_001,0.0,260.8848
26,2020-W27,11,STK_002,0.0,260.8848
26,2020-W27,12,STK_003,0.0,260.8848
26,2020-W27,13,STK_004,0.0,260.8848
26,2020-W27,14,STK_005,0.0,260.8848
27,2020-W28,0,USR_003,5338948.5671,322.6514
27,2020-W28,1,USR_001,8804902.6959,322.6514
27,2020-W28,2,USR_004,936496.7076,322.6514
27,2020-W28,3,USR_005,10742597.6029,322.6514
27,2020-W28,4,USR_007,3906155.2245,322.6514
27,2020-W28,5,USR_008,-14771514.0709,322.6514
27,2020-W28,6,USR_009,-6840807.2803,322.6514
27,2020-W28,7,USR_002,11817218.5666,322.6514
27,2020-W28,8,USR_010,-6311436.7881,322.6514
27,2020-W28,9,USR_006,-13622561.2253,322.6514
27,2020-W28,10,STK_001,0.0,322.6514
27,2020-W28,11,STK_002,0.0,322.6514
27,2020-W28,12,STK_003,0.0,322.6514
27,2020-W28,13,STK_004,0.0,322.6514
27,2020-W28,14,STK_005,0.0,322.6514
28,2020-W29,0,USR_003,4774457.2296,257.8972
28,2020-W29,1,USR_001,9174566.2797,257.8972
28,2020-W29,2,USR_004,171849.2739,257.8972
28,2020-W29,3,USR_005,5620140.6285,257.8972
28,2020-W29,4,USR_007,5795073.0216,257.8972
28,2020-W29,5,USR_008,-18777708.0606,257.8972
28,2020-W29,6,USR_009,-5457119.518,257.8972
28,2020-W29,7,USR_002,8311376.2673,257.8972
28,2020-W29,8,USR_010,-974849.596,257.8972
28,2020-W29,9,USR_006,-8637785.5261,257.8972
28,2020-W29,10,STK_001,0.0,257.8972
28,2020-W29,11,STK_002,0.0,257.8972
28,2020-W29,12,STK_003,0.0,257.8972
28,2020-W29,13,STK_004,0.0,257.8972
28,2020-W29,14,STK_005,0.0,257.8972
29,2020-W30,0,USR_003,5089212.9119,44.462
29,2020-W30,1,USR_001,10543393.9272,44.462
29,2020-W30,2,USR_004,-2511481.1147,44.462
29,2020-W30,3,USR_005,4297132.7468,44.462
29,2020-W30,4,USR_007,455312.8318,44.462
29,2020-W30,5,USR_008,-353791.2744,44.462
29,2020-W30,6,USR_009,-7889055.3294,44.462
29,2020-W30,7,USR_002,2469107.5436,44.462
29,2020-W30,8,USR_010,-1981609.4418,44.462
29,2020-W30,9,USR_006,-10118222.801,44.462
29,2020-W30,10,STK_001,0.0,44.462
29,2020-W30,11,STK_002,0.0,44.462
29,2020-W30,12,STK_003,0.0,44.462
29,2020-W30,13,STK_004,0.0,44.462
29,2020-W30,14,STK_005,0.0,44.462
30,2020-W31,0,USR_003,5519003.528,38.181
30,2020-W31,1,USR_001,10435102.1553,38.181
30,2020-W31,2,USR_004,-2452676.4398,38.181
30,2020-W31,3,USR_005,3548617.595,38.181
30,2020-W31,4,USR_007,465362.6089,38.181
30,2020-W31,5,USR_008,-5706971.7646,38.181
30,2020-W31,6,USR_009,-6596334.1342,38.181
30,2020-W31,7,USR_002,3624951.1552,38.181
30,2020-W31,8,USR_010,-1951551.2502,38.181
30,2020-W31,9,USR_006,-6885503.4536,38.181
30,2020-W31,10,STK_001,0.0,38.181
30,2020-W31,11,STK_002,0.0,38.181
30,2020-W31,12,STK_003,0.0,38.181
30,2020-W31,13,STK_004,0.0,38.181
30,2020-W31,14,STK_005,0.0,38.181
31,2020-W32,0,USR_003,6072573.7664,38.0168
31,2020-W32,1,USR_001,7511497.7138,38.0168
31,2020-W32,2,USR_004,-2391648.0718,38.0168
31,2020-W32,3,USR_005,5967610.5537,38.0168
31,2020-W32,4,USR_007,458735.2213,38.0168
31,2020-W32,5,USR_008,-4824651.5121,38.0168
31,2020-W32,6,USR_009,-7739878.041,38.0168
31,2020-W32,7,USR_002,3625482.0309,38.0168
31,2020-W32,8,USR_010,-1180376.9485,38.0168
31,2020-W32,9,USR_006,-7499344.7127,38.0168
31,2020-W32,10,STK_001,0.0,38.0168
31,2020-W32,11,STK_002,0.0,38.0168
31,2020-W32,12,STK_003,0.0,38.0168
31,2020-W32,13,STK_004,0.0,38.0168
31,2020-W32,14,STK_005,0.0,38.0168
32,2020-W33,0,USR_003,4230695.3514,154.7144
32,2020-W33,1,USR_001,8020900.7785,154.7144
32,2020-W33,2,USR_004,409316.0013,154.7144
32,2020-W33,3,USR_005,1907667.5199,154.7144
32,2020-W33,4,USR_007,3060166.0013,154.7144
32,2020-W33,5,USR_008,-17946131.6098,154.7144
32,2020-W33,6,USR_009,-3172324.4641,154.7144
32,2020-W33,7,USR_002,9885163.1633,154.7144
32,2020-W33,8,USR_010,-2094358.4701,154.7144
32,2020-W33,9,USR_006,-4301094.2717,154.7144
32,2020-W33,10,STK_001,0.0,154.7144
32,2020-W33,11,STK_002,0.0,154.7144
32,2020-W33,12,STK_003,0.0,154.7144
32,2020-W33,13,STK_004,0.0,154.7144
32,2020-W33,14,STK_005,0.0,154.7144
33,2020-W34,0,USR_003,-1184504.794,176.6667
33,2020-W34,1,USR_001,2907716.2673,176.6667
33,2020-W34,2,USR_004,-2753154.903,176.6667
33,2020-W34,3,USR_005,-2897398.2618,176.6667
33,2020-W34,4,USR_007,-6347638.571,176.6667
33,2020-W34,5,USR_008,21778628.2926,176.6667
33,2020-W34,6,USR_009,-710083.1548,176.6667
33,2020-W34,7,USR_002,-8308921.0949,176.6667
33,2020-W34,8,USR_010,-1245985.3039,176.6667
33,2020-W34,9,USR_006,-1238658.4765,176.6667
33,2020-W34,10,STK_001,0.0,176.6667
33,2020-W34,11,STK_002,0.0,176.6667
33,2020-W34,12,STK_003,0.0,176.6667
33,2020-W34,13,STK_004,0.0,176.6667
33,2020-W34,14,STK_005,0.0,176.6667
34,2020-W35,0,USR_003,2658834.1515,88.5234
34,2020-W35,1,USR_001,10101305.6438,88.5234
34,2020-W35,2,USR_004,1114977.7315,88.5234
34,2020-W35,3,USR_005,1643097.2679,88.5234
34,2020-W35,4,USR_007,3971642.3122,88.5234
34,2020-W35,5,USR_008,-15654574.1638,88.5234
34,2020-W35,6,USR_009,-2874409.5451,88.5234
34,2020-W35,7,USR_002,4169157.0814,88.5234
34,2020-W35,8,USR_010,-1401094.8088,88.5234
34,2020-W35,9,USR_006,-3728935.6705,88.5234
34,2020-W35,10,STK_001,0.0,88.5234
34,2020-W35,11,STK_002,0.0,88.5234
34,2020-W35,12,STK_003,0.0,88.5234
34,2020-W35,13,STK_004,0.0,88.5234
34,2020-W35,14,STK_005,0.0,88.5234
35,2020-W36,0,USR_003,1826664.264,123.6344
35,2020-W36,1,USR_001,8114813.1116,123.6344
35,2020-W36,2,USR_004,554171.2677,123.6344
