t_idx,time_label,node_idx,node_label,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
9,2020-W10,2,USR_004,0.4125,0.9614,0
9,2020-W10,3,USR_005,0.3548,2.1332,0
9,2020-W10,4,USR_007,0.4389,1.6962,0
9,2020-W10,5,USR_008,0.8171,0.4512,0
9,2020-W10,6,USR_009,1.444,0.3964,0
9,2020-W10,7,USR_002,0.4138,0.7234,0
9,2020-W10,8,USR_010,0.9395,0.0694,0
9,2020-W10,9,USR_006,0.4662,0.9263,0
10,2020-W11,0,USR_001,0.4381,0.5588,0
10,2020-W11,1,USR_003,0.4981,1.5675,0
10,2020-W11,2,USR_004,0.5274,0.2461,0
10,2020-W11,3,USR_005,0.3682,0.9787,0
10,2020-W11,4,USR_007,0.1755,0.1661,0
10,2020-W11,5,USR_008,0.4385,1.4529,0
10,2020-W11,6,USR_009,0.4424,1.5363,0
10,2020-W11,7,USR_002,0.3495,0.8769,0
10,2020-W11,8,USR_010,0.4722,0.7489,0
10,2020-W11,9,USR_006,0.3704,0.057,0
11,2020-W12,0,USR_001,0.4578,0.2112,0
11,2020-W12,1,USR_003,0.1313,0.3496,0
11,2020-W12,2,USR_004,0.4756,0.3293,0
11,2020-W12,3,USR_005,1.0227,0.2368,0
11,2020-W12,4,USR_007,0.2837,0.6861,0
11,2020-W12,5,USR_008,0.4139,0.3737,0
11,2020-W12,6,USR_009,0.1969,2.5719,0
11,2020-W12,7,USR_002,0.393,0.4468,0
11,2020-W12,8,USR_010,0.6452,1.5131,0
11,2020-W12,9,USR_006,0.714,0.1289,0
12,2020-W13,0,USR_001,0.2796,0.2363,0
12,2020-W13,1,USR_003,0.5395,0.183,0
12,2020-W13,2,USR_004,0.7168,0.0411,0
12,2020-W13,3,USR_005,0.406,0.5258,0
12,2020-W13,4,USR_007,0.7072,1.3219,0
12,2020-W13,5,USR_008,0.7846,1.0598,0
12,2020-W13,6,USR_009,0.2493,0.2312,0
12,2020-W13,7,USR_002,0.6608,0.9967,0
12,2020-W13,8,USR_010,0.8631,2.0732,0
12,2020-W13,9,USR_006,0.2789,0.0399,0
13,2020-W14,0,USR_001,0.8735,0.5888,0
13,2020-W14,1,USR_003,0.8766,0.4514,0
13,2020-W14,2,USR_004,0.2965,1.9222,0
13,2020-W14,3,USR_005,0.7553,0.2781,0
13,2020-W14,4,USR_007,0.5007,0.7031,0
13,2020-W14,5,USR_008,0.759,0.2912,0
13,2020-W14,6,USR_009,0.7911,0.9519,0
13,2020-W14,7,USR_002,0.4825,0.0556,0
13,2020-W14,8,USR_010,0.7129,0.286,0
13,2020-W14,9,USR_006,0.3079,1.0542,0
14,2020-W15,0,USR_001,0.3306,0.2184,0
14,2020-W15,1,USR_003,0.3373,0.4525,0
14,2020-W15,2,USR_004,0.2092,1.5104,0
14,2020-W15,3,USR_005,0.3209,0.0185,0
14,2020-W15,4,USR_007,0.6872,0.0865,0
14,2020-W15,5,USR_008,0.4984,0.503,0
14,2020-W15,6,USR_009,0.3338,1.0778,0
14,2020-W15,7,USR_002,0.4355,1.1511,0
14,2020-W15,8,USR_010,0.143,1.301,0
14,2020-W15,9,USR_006,0.2233,1.0222,0
15,2020-W16,0,USR_001,0.5453,1.3161,0
15,2020-W16,1,USR_003,0.6937,0.5313,0
15,2020-W16,2,USR_004,0.4933,1.4923,0
15,2020-W16,3,USR_005,0.2538,0.3814,0
15,2020-W16,4,USR_007,0.1893,0.4809,0
15,2020-W16,5,USR_008,0.3664,0.7678,0
15,2020-W16,6,USR_009,0.4795,0.9461,0
15,2020-W16,7,USR_002,0.2898,1.1188,0
15,2020-W16,8,USR_010,0.3323,0.9918,0
15,2020-W16,9,USR_006,1.0402,0.9882,0
16,2020-W17,0,USR_001,0.3042,1.7656,0
16,2020-W17,1,USR_003,0.4624,0.3084,0
16,2020-W17,2,USR_004,1.1812,2.108,0
16,2020-W17,3,USR_005,0.1128,0.9996,0
16,2020-W17,4,USR_007,0.5977,1.8279,0
16,2020-W17,5,USR_008,0.7024,1.2959,0
16,2020-W17,6,USR_009,0.1413,0.281,0
16,2020-W17,7,USR_002,0.4526,0.4534,0
16,2020-W17,8,USR_010,0.7622,0.4034,0
16,2020-W17,9,USR_006,0.4808,2.0703,0
17,2020-W18,0,USR_001,0.8234,1.3025,0
17,2020-W18,1,USR_003,0.4358,0.9752,0
17,2020-W18,2,USR_004,0.8551,0.1638,0
17,2020-W18,3,USR_005,0.9059,0.1496,0
17,2020-W18,4,USR_007,0.3412,0.222,0
17,2020-W18,5,USR_008,0.6211,1.0239,0
17,2020-W18,6,USR_009,1.1798,0.7476,0
17,2020-W18,7,USR_002,0.4451,1.1319,0
17,2020-W18,8,USR_010,0.5705,0.4719,0
17,2020-W18,9,USR_006,0.6128,0.6704,0
18,2020-W19,0,USR_001,0.3634,3.6578,1
18,2020-W19,1,USR_003,0.5084,1.8026,0
18,2020-W19,2,USR_004,0.7004,0.141,0
18,2020-W19,3,USR_005,0.3325,0.6273,0
18,2020-W19,4,USR_007,0.4192,0.996,0
18,2020-W19,5,USR_008,0.5861,0.8452,0
18,2020-W19,6,USR_009,0.5104,0.9542,0
18,2020-W19,7,USR_002,0.308,0.0055,0
18,2020-W19,8,USR_010,0.9596,0.7404,0
18,2020-W19,9,USR_006,0.3096,0.6642,0
19,2020-W20,0,USR_001,1.0234,0.1493,0
19,2020-W20,1,USR_003,0.6638,0.7289,0
19,2020-W20,2,USR_004,0.4869,0.151,0
19,2020-W20,3,USR_005,0.1646,1.0099,0
19,2020-W20,4,USR_007,0.342,0.278,0
19,2020-W20,5,USR_008,1.1325,1.4711,0
19,2020-W20,6,USR_009,0.3674,0.5471,0
19,2020-W20,7,USR_002,0.3977,0.2731,0
19,2020-W20,8,USR_010,0.8872,2.4388,0
19,2020-W20,9,USR_006,0.1026,1.181,0
20,2020-W21,0,USR_001,0.7314,1.7277,0
20,2020-W21,1,USR_003,0.6703,0.4769,0
20,2020-W21,2,USR_004,0.4012,1.9056,0
20,2020-W21,3,USR_005,0.7767,0.8613,0
20,2020-W21,4,USR_007,0.2393,1.4062,0
20,2020-W21,5,USR_008,0.2509,0.5314,0
20,2020-W21,6,USR_009,0.2964,0.1894,0
20,2020-W21,7,USR_002,0.5238,0.9347,0
20,2020-W21,8,USR_010,0.4189,2.5215,0
20,2020-W21,9,USR_006,0.3512,2.1401,0
21,2020-W22,0,USR_001,0.8502,0.2496,0
21,2020-W22,1,USR_003,0.3606,0.8978,0
21,2020-W22,2,USR_004,0.4836,0.0334,0
21,2020-W22,3,USR_005,0.8117,0.319,0
21,2020-W22,4,USR_007,0.973,0.1442,0
21,2020-W22,5,USR_008,1.0388,0.7866,0
21,2020-W22,6,USR_009,1.1798,1.3625,0
21,2020-W22,7,USR_002,0.6299,0.06,0
21,2020-W22,8,USR_010,0.3847,0.1524,0
21,2020-W22,9,USR_006,0.62,0.2827,0
22,2020-W23,0,USR_001,0.7881,0.47,0
22,2020-W23,1,USR_003,0.3897,0.517,0
22,2020-W23,2,USR_004,0.5218,1.9816,0
22,2020-W23,3,USR_005,0.3996,0.9317,0
22,2020-W23,4,USR_007,0.6912,2.325,0
22,2020-W23,5,USR_008,0.7354,0.972,0
22,2020-W23,6,USR_009,0.5855,0.3154,0
22,2020-W23,7,USR_002,0.3488,0.8371,0
22,2020-W23,8,USR_010,0.6133,0.0337,0
22,2020-W23,9,USR_006,0.2254,1.2504,0
23,2020-W24,0,USR_001,0.4551,0.9095,0
23,2020-W24,1,USR_003,0.6986,0.6847,0
23,2020-W24,2,USR_004,0.6087,1.2538,0
23,2020-W24,3,USR_005,0.5695,0.5933,0
23,2020-W24,4,USR_007,0.8218,1.2415,0
23,2020-W24,5,USR_008,0.3576,1.6038,0
23,2020-W24,6,USR_009,0.3469,0.0499,0
23,2020-W24,7,USR_002,0.456,0.2255,0
23,2020-W24,8,USR_010,0.4983,0.5522,0
23,2020-W24,9,USR_006,0.5018,1.227,0
24,2020-W25,0,USR_001,0.5009,1.0671,0
24,2020-W25,1,USR_003,0.6162,1.0073,0
24,2020-W25,2,USR_004,1.5708,1.1824,0
24,2020-W25,3,USR_005,0.783,1.0381,0
24,2020-W25,4,USR_007,0.2709,0.3119,0
24,2020-W25,5,USR_008,0.4876,0.7298,0
24,2020-W25,6,USR_009,0.3336,0.5064,0
24,2020-W25,7,USR_002,0.483,2.15,0
24,2020-W25,8,USR_010,0.3537,0.8459,0
24,2020-W25,9,USR_006,1.5503,3.0158,1
25,2020-W26,0,USR_001,0.4563,1.6909,0
25,2020-W26,1,USR_003,0.4156,1.889,0
25,2020-W26,2,USR_004,0.7895,0.5021,0
25,2020-W26,3,USR_005,0.4943,0.0416,0
25,2020-W26,4,USR_007,0.2947,0.9424,0
25,2020-W26,5,USR_008,0.371,1.3825,0
25,2020-W26,6,USR_009,0.625,0.1886,0
25,2020-W26,7,USR_002,0.4232,0.3471,0
25,2020-W26,8,USR_010,0.3197,0.7732,0
25,2020-W26,9,USR_006,0.4248,0.5638,0
26,2020-W27,0,USR_001,0.2177,0.0991,0
26,2020-W27,1,USR_003,0.8294,0.7682,0
26,2020-W27,2,USR_004,0.9673,0.0681,0
26,2020-W27,3,USR_005,1.0775,1.0378,0
26,2020-W27,4,USR_007,0.6615,1.0596,0
26,2020-W27,5,USR_008,0.6486,0.4816,0
26,2020-W27,6,USR_009,0.5832,1.1237,0
26,2020-W27,7,USR_002,1.3932,0.3069,0
26,2020-W27,8,USR_010,0.3209,0.0254,0
26,2020-W27,9,USR_006,1.7165,0.2025,0
27,2020-W28,0,USR_001,0.484,0.0406,0
27,2020-W28,1,USR_003,1.1312,0.4633,0
27,2020-W28,2,USR_004,0.3438,0.337,0
27,2020-W28,3,USR_005,0.5362,1.2608,0
27,2020-W28,4,USR_007,0.1868,1.4415,0
27,2020-W28,5,USR_008,0.5056,1.2031,0
27,2020-W28,6,USR_009,0.2597,1.7389,0
27,2020-W28,7,USR_002,0.2072,0.2765,0
27,2020-W28,8,USR_010,0.3929,0.2542,0
27,2020-W28,9,USR_006,1.3726,0.4484,0
28,2020-W29,0,USR_001,0.5756,0.0648,0
28,2020-W29,1,USR_003,0.2923,1.4641,0
28,2020-W29,2,USR_004,0.5257,0.1262,0
28,2020-W29,3,USR_005,0.2916,0.3182,0
28,2020-W29,4,USR_007,0.3777,0.923,0
28,2020-W29,5,USR_008,0.2992,2.0421,0
28,2020-W29,6,USR_009,0.3436,1.3277,0
28,2020-W29,7,USR_002,0.4595,0.1087,0
28,2020-W29,8,USR_010,0.5882,0.4233,0
28,2020-W29,9,USR_006,0.6201,0.1236,0
29,2020-W30,0,USR_001,0.541,0.1073,0
29,2020-W30,1,USR_003,1.1774,0.129,0
29,2020-W30,2,USR_004,0.6229,0.0233,0
29,2020-W30,3,USR_005,0.7294,1.3241,0
29,2020-W30,4,USR_007,0.4368,1.7322,0
29,2020-W30,5,USR_008,0.2937,1.5107,0
29,2020-W30,6,USR_009,0.5206,1.2326,0
29,2020-W30,7,USR_002,0.3505,3.4679,1
29,2020-W30,8,USR_010,0.3656,0.1566,0
29,2020-W30,9,USR_006,1.035,0.3133,0
30,2020-W31,0,USR_001,0.2844,0.1793,0
30,2020-W31,1,USR_003,0.8034,1.2003,0
30,2020-W31,2,USR_004,0.6916,1.024,0
30,2020-W31,3,USR_005,0.4333,2.2495,0
30,2020-W31,4,USR_007,0.5015,0.2446,0
30,2020-W31,5,USR_008,0.7438,1.0144,0
30,2020-W31,6,USR_009,0.2608,1.2781,0
30,2020-W31,7,USR_002,0.5972,2.1211,0
30,2020-W31,8,USR_010,0.6016,0.7475,0
30,2020-W31,9,USR_006,0.6534,0.2454,0
31,2020-W32,0,USR_001,0.5611,0.1773,0
31,2020-W32,1,USR_003,0.7157,0.609,0
31,2020-W32,2,USR_004,0.4425,0.2153,0
31,2020-W32,3,USR_005,0.575,1.4198,0
31,2020-W32,4,USR_007,0.2692,0.2342,0
31,2020-W32,5,USR_008,0.6429,0.0325,0
31,2020-W32,6,USR_009,0.6233,0.7766,0
31,2020-W32,7,USR_002,0.2701,0.283,0
31,2020-W32,8,USR_010,0.2817,1.7899,0
31,2020-W32,9,USR_006,0.5752,0.5626,0
32,2020-W33,0,USR_001,0.4349,0.3533,0
32,2020-W33,1,USR_003,0.2597,0.8876,0
32,2020-W33,2,USR_004,0.6348,1.1874,0
32,2020-W33,3,USR_005,0.8397,1.5572,0
32,2020-W33,4,USR_007,0.5483,0.5608,0
32,2020-W33,5,USR_008,0.938,2.6212,0
32,2020-W33,6,USR_009,1.3259,1.6573,0
32,2020-W33,7,USR_002,0.5881,1.1704,0
32,2020-W33,8,USR_010,0.8405,0.8754,0
32,2020-W33,9,USR_006,0.2104,0.2596,0
33,2020-W34,0,USR_001,0.4481,0.2127,0
33,2020-W34,1,USR_003,0.2585,0.1991,0
33,2020-W34,2,USR_004,0.6778,0.2361,0
33,2020-W34,3,USR_005,0.4476,1.7914,0
33,2020-W34,4,USR_007,0.366,1.9928,0
33,2020-W34,5,USR_008,0.8023,1.5511,0
33,2020-W34,6,USR_009,0.4326,0.0935,0
33,2020-W34,7,USR_002,0.7924,0.0511,0
33,2020-W34,8,USR_010,0.2167,0.076,0
33,2020-W34,9,USR_006,0.3113,1.1625,0
34,2020-W35,0,USR_001,0.2844,2.4279,0
34,2020-W35,1,USR_003,0.2001,1.1757,0
34,2020-W35,2,USR_004,0.4786,0.0305,0
34,2020-W35,3,USR_005,0.3762,0.7855,0
34,2020-W35,4,USR_007,0.101,1.3884,0
34,2020-W35,5,USR_008,0.2274,1.1916,0
34,2020-W35,6,USR_009,0.1337,1.1391,0
34,2020-W35,7,USR_002,0.2561,0.7146,0
34,2020-W35,8,USR_010,0.4769,1.0108,0
34,2020-W35,9,USR_006,0.5945,0.7277,0
35,2020-W36,0,USR_001,0.369,0.0039,0
35,2020-W36,1,USR_003,0.3028,0.7451,0
35,2020-W36,2,USR_004,0.284,0.1697,0
35,2020-W36,3,USR_005,0.5796,0.0083,0
35,2020-W36,4,USR_007,0.3233,0.0198,0
35,2020-W36,5,USR_008,0.4049,0.6859,0
35,2020-W36,6,USR_009,0.4431,0.3944,0
35,2020-W36,7,USR_002,0.6069,0.0981,0
35,2020-W36,8,USR_010,0.9784,1.3049,0
35,2020-W36,9,USR_006,0.2785,0.5315,0
36,2020-W37,0,USR_001,0.3689,0.6593,0
36,2020-W37,1,USR_003,0.7321,0.2239,0
36,2020-W37,2,USR_004,0.4099,0.1653,0
36,2020-W37,3,USR_005,0.4562,0.4165,0
36,2020-W37,4,USR_007,0.4544,0.192,0
36,2020-W37,5,USR_008,0.3388,0.9854,0
36,2020-W37,6,USR_009,0.6062,0.8434,0
36,2020-W37,7,USR_002,0.7673,0.4835,0
36,2020-W37,8,USR_010,0.9523,0.5329,0
36,2020-W37,9,USR_006,0.3276,0.7979,0
37,2020-W38,0,USR_001,0.4496,0.668,0
37,2020-W38,1,USR_003,0.7704,0.0567,0
37,2020-W38,2,USR_004,0.4788,0.296,0
37,2020-W38,3,USR_005,0.2693,0.0968,0
37,2020-W38,4,USR_007,0.5323,0.3123,0
37,2020-W38,5,USR_008,0.2277,0.7431,0
37,2020-W38,6,USR_009,0.7769,0.3089,0
37,2020-W38,7,USR_002,0.425,0.5424,0
37,2020-W38,8,USR_010,0.2755,0.4885,0
37,2020-W38,9,USR_006,0.6209,1.0259,0
38,2020-W39,0,USR_001,1.6207,0.4942,0
38,2020-W39,1,USR_003,0.1698,1.372,0
38,2020-W39,2,USR_004,0.6584,0.2198,0
38,2020-W39,3,USR_005,0.3573,0.0605,0
38,2020-W39,4,USR_007,0.4814,1.2245,0
38,2020-W39,5,USR_008,0.5073,0.6472,0
38,2020-W39,6,USR_009,1.4702,1.28,0
38,2020-W39,7,USR_002,0.7753,1.2261,0
38,2020-W39,8,USR_010,0.6205,0.0126,0
38,2020-W39,9,USR_006,0.3247,0.8911,0
39,2020-W40,0,USR_001,0.6014,3.7368,1
39,2020-W40,1,USR_003,0.9691,1.0406,0
39,2020-W40,2,USR_004,0.1073,2.4424,0
39,2020-W40,3,USR_005,0.4161,0.6386,0
39,2020-W40,4,USR_007,1.0248,0.1809,0
39,2020-W40,5,USR_008,0.7188,0.2778,0
39,2020-W40,6,USR_009,0.5046,0.8985,0
39,2020-W40,7,USR_002,0.2703,0.5712,0
39,2020-W40,8,USR_010,0.5726,1.1517,0
39,2020-W40,9,USR_006,0.412,1.9225,0
40,2020-W41,0,USR_001,0.5002,0.0149,0
40,2020-W41,1,USR_003,0.5642,1.299,0
40,2020-W41,2,USR_004,0.7514,0.3452,0
40,2020-W41,3,USR_005,0.3453,0.3433,0
40,2020-W41,4,USR_007,1.0058,0.5438,0
40,2020-W41,5,USR_008,0.419,0.0352,0
40,2020-W41,6,USR_009,0.2687,0.3955,0
40,2020-W41,7,USR_002,0.2303,1.3647,0
40,2020-W41,8,USR_010,0.3877,0.4737,0
40,2020-W41,9,USR_006,0.5794,0.5215,0
41,2020-W42,0,USR_001,0.4232,1.3809,0
41,2020-W42,1,USR_003,0.4944,0.6866,0
41,2020-W42,2,USR_004,0.4587,1.2858,0
41,2020-W42,3,USR_005,0.3771,0.6166,0
41,2020-W42,4,USR_007,0.4094,0.6396,0
41,2020-W42,5,USR_008,0.7203,1.3333,0
41,2020-W42,6,USR_009,0.3544,0.3093,0
41,2020-W42,7,USR_002,0.377,1.8328,0
41,2020-W42,8,USR_010,0.4481,1.2666,0
41,2020-W42,9,USR_006,0.5233,1.2778,0
42,2020-W43,0,USR_001,0.2368,0.3224,0
42,2020-W43,1,USR_003,0.4867,0.4693,0
42,2020-W43,2,USR_004,0.3368,0.8683,0
42,2020-W43,3,USR_005,0.3392,0.0091,0
42,2020-W43,4,USR_007,0.6861,1.2348,0
42,2020-W43,5,USR_008,0.4362,0.6245,0
42,2020-W43,6,USR_009,0.3295,0.5024,0
42,2020-W43,7,USR_002,0.5052,0.0166,0
42,2020-W43,8,USR_010,0.2642,1.1081,0
42,2020-W43,9,USR_006,0.246,1.3532,0
43,2020-W44,0,USR_001,0.3494,0.1021,0
43,2020-W44,1,USR_003,0.651,0.6009,0
43,2020-W44,2,USR_004,0.6602,0.141,0
43,2020-W44,3,USR_005,0.7922,0.5711,0
43,2020-W44,4,USR_007,0.5176,1.2758,0
43,2020-W44,5,USR_008,0.654,0.6013,0
43,2020-W44,6,USR_009,0.4407,0.0401,0
43,2020-W44,7,USR_002,0.5053,0.2153,0
43,2020-W44,8,USR_010,0.608,0.8758,0
43,2020-W44,9,USR_006,0.2908,0.2572,0
44,2020-W45,0,USR_001,0.5762,1.5967,0
44,2020-W45,1,USR_003,0.856,0.2742,0
44,2020-W45,2,USR_004,0.3121,0.3319,0
44,2020-W45,3,USR_005,0.1651,0.6457,0
44,2020-W45,4,USR_007,0.8979,1.0928,0
44,2020-W45,5,USR_008,0.2178,0.0006,0
44,2020-W45,6,USR_009,0.3929,1.2654,0
44,2020-W45,7,USR_002,0.6184,0.278,0
44,2020-W45,8,USR_010,0.5022,0.7755,0
44,2020-W45,9,USR_006,0.3556,1.5659,0
45,2020-W46,0,USR_001,0.7946,0.0761,0
45,2020-W46,1,USR_003,0.9692,1.0137,0
45,2020-W46,2,USR_004,0.6456,0.4383,0
45,2020-W46,3,USR_005,0.466,1.3998,0
45,2020-W46,4,USR_007,0.6882,0.0379,0
45,2020-W46,5,USR_008,0.3582,0.2107,0
45,2020-W46,6,USR_009,0.6568,0.0378,0
45,2020-W46,7,USR_002,0.8363,0.4589,0
45,2020-W46,8,USR_010,1.0266,0.2594,0
45,2020-W46,9,USR_006,0.3254,0.5097,0
46,2020-W47,0,USR_001,0.2819,0.6237,0
46,2020-W47,1,USR_003,0.7476,1.0765,0
46,2020-W47,2,USR_004,0.7464,0.7235,0
46,2020-W47,3,USR_005,0.518,2.2139,0
46,2020-W47,4,USR_007,0.5138,1.4399,0
46,2020-W47,5,USR_008,0.4886,0.2433,0
46,2020-W47,6,USR_009,0.6529,0.405,0
46,2020-W47,7,USR_002,0.6128,0.3355,0
46,2020-W47,8,USR_010,0.4335,0.9307,0
46,2020-W47,9,USR_006,0.3639,1.5657,0
47,2020-W48,0,USR_001,0.6452,0.2655,0
47,2020-W48,1,USR_003,0.4516,1.6055,0
47,2020-W48,2,USR_004,0.3555,0.3829,0
47,2020-W48,3,USR_005,0.2787,2.0322,0
47,2020-W48,4,USR_007,0.1261,0.8726,0
47,2020-W48,5,USR_008,0.8603,0.0561,0
47,2020-W48,6,USR_009,0.409,0.4387,0
47,2020-W48,7,USR_002,0.4016,1.0507,0
47,2020-W48,8,USR_010,0.2811,0.0246,0
47,2020-W48,9,USR_006,0.9326,0.5462,0
48,2020-W49,0,USR_001,0.4668,0.2932,0
48,2020-W49,1,USR_003,0.3562,0.8581,0
48,2020-W49,2,USR_004,0.3317,0.7938,0
48,2020-W49,3,USR_005,0.5689,1.2863,0
48,2020-W49,4,USR_007,0.6208,0.774,0
48,2020-W49,5,USR_008,0.5157,1.0617,0
48,2020-W49,6,USR_009,0.3291,0.1109,0
48,2020-W49,7,USR_002,0.328,0.7331,0
48,2020-W49,8,USR_010,0.5944,0.2976,0
48,2020-W49,9,USR_006,0.6314,0.0035,0
49,2020-W50,0,USR_001,0.2787,0.6585,0
49,2020-W50,1,USR_003,0.8049,1.6764,0
49,2020-W50,2,USR_004,0.1802,0.1791,0
49,2020-W50,3,USR_005,0.3496,1.5008,0
49,2020-W50,4,USR_007,0.6861,0.6792,0
49,2020-W50,5,USR_008,0.6386,1.0042,0
49,2020-W50,6,USR_009,0.5316,1.8149,0
49,2020-W50,7,USR_002,0.9207,0.4711,0
49,2020-W50,8,USR_010,0.2846,2.3891,0
49,2020-W50,9,USR_006,0.7527,0.0754,0
50,2020-W51,0,USR_001,0.4206,0.2086,0
50,2020-W51,1,USR_003,1.5244,0.4533,0
50,2020-W51,2,USR_004,0.5922,0.4034,0
50,2020-W51,3,USR_005,0.6043,1.4155,0
50,2020-W51,4,USR_007,0.3099,0.8698,0
50,2020-W51,5,USR_008,0.3502,1.2709,0
50,2020-W51,6,USR_009,1.2089,1.0208,0
50,2020-W51,7,USR_002,0.3231,0.458,0
50,2020-W51,8,USR_010,0.4279,0.2561,0
50,2020-W51,9,USR_006,0.4963,0.7062,0
51,2020-W52,0,USR_001,0.3247,0.0415,0
51,2020-W52,1,USR_003,0.4035,0.103,0
51,2020-W52,2,USR_004,1.0116,1.621,0
51,2020-W52,3,USR_005,0.8591,0.8766,0
51,2020-W52,4,USR_007,0.9829,0.9349,0
51,2020-W52,5,USR_008,0.6651,0.5614,0
51,2020-W52,6,USR_009,0.8342,1.7347,0
51,2020-W52,7,USR_002,0.4771,0.37,0
51,2020-W52,8,USR_010,0.3511,0.1642,0
