t_idx,time_label,node_idx,node_label,curvature,density
7,2020-W08,7,07_USR_008,421618.03,139356.82
7,2020-W08,8,08_USR_009,1528790.04,1532625.63
7,2020-W08,9,09_USR_010,1306412.44,51726.72
8,2020-W09,0,00_USR_001,0.0,0.0
8,2020-W09,1,01_USR_002,0.0,0.0
8,2020-W09,2,02_USR_003,3764610.65,44173723.78
8,2020-W09,3,03_USR_004,320758.51,42758176.1
8,2020-W09,4,04_USR_005,1079187.78,1553589.06
8,2020-W09,5,05_USR_006,557353.49,217820.7
8,2020-W09,6,06_USR_007,163166.73,0.0
8,2020-W09,7,07_USR_008,160174.44,118539.2
8,2020-W09,8,08_USR_009,3141343.92,0.0
8,2020-W09,9,09_USR_010,425183.24,0.0
9,2020-W10,0,00_USR_001,0.0,0.0
9,2020-W10,1,01_USR_002,0.0,0.0
9,2020-W10,2,02_USR_003,11512432.94,47671259.9
9,2020-W10,3,03_USR_004,9110986.75,49170902.7
9,2020-W10,4,04_USR_005,3188284.38,1029908.82
9,2020-W10,5,05_USR_006,616362.18,318132.42
9,2020-W10,6,06_USR_007,269716.5,94749.84
9,2020-W10,7,07_USR_008,97721.58,0.0
9,2020-W10,8,08_USR_009,248688.79,1468531.32
9,2020-W10,9,09_USR_010,51726.72,0.0
10,2020-W11,0,00_USR_001,0.0,0.0
10,2020-W11,1,01_USR_002,0.0,0.0
10,2020-W11,2,02_USR_003,7573686.48,42461817.06
10,2020-W11,3,03_USR_004,7504056.5,42076017.68
10,2020-W11,4,04_USR_005,3705719.56,566714.14
10,2020-W11,5,05_USR_006,579262.26,0.0
10,2020-W11,6,06_USR_007,189499.68,0.0
10,2020-W11,7,07_USR_008,118539.2,0.0
10,2020-W11,8,08_USR_009,2748788.44,349769.16
10,2020-W11,9,09_USR_010,0.0,0.0
11,2020-W12,0,00_USR_001,0.0,0.0
11,2020-W12,1,01_USR_002,0.0,0.0
11,2020-W12,2,02_USR_003,8296683.85,48471746.33
11,2020-W12,3,03_USR_004,8084032.96,48926497.34
11,2020-W12,4,04_USR_005,1535933.86,627403.24
11,2020-W12,5,05_USR_006,180720.78,0.0
11,2020-W12,6,06_USR_007,94749.84,0.0
11,2020-W12,7,07_USR_008,0.0,0.0
11,2020-W12,8,08_USR_009,1473114.13,172652.23
11,2020-W12,9,09_USR_010,0.0,0.0
12,2020-W13,0,00_USR_001,0.0,0.0
12,2020-W13,1,01_USR_002,0.0,0.0
12,2020-W13,2,02_USR_003,20172865.3,46123480.74
12,2020-W13,3,03_USR_004,20431447.52,48043583.26
12,2020-W13,4,04_USR_005,1819642.06,1131549.72
12,2020-W13,5,05_USR_006,72486.52,386759.82
12,2020-W13,6,06_USR_007,855246.72,855246.72
12,2020-W13,7,07_USR_008,333017.72,333017.72
12,2020-W13,8,08_USR_009,817473.32,653083.62
12,2020-W13,9,09_USR_010,0.0,0.0
13,2020-W14,0,00_USR_001,0.0,0.0
13,2020-W14,1,01_USR_002,15532792.8,15532792.8
13,2020-W14,2,02_USR_003,17249105.64,43167889.47
13,2020-W14,3,03_USR_004,34064863.99,58312850.23
13,2020-W14,4,04_USR_005,2890502.68,0.0
13,2020-W14,5,05_USR_006,269348.33,1061213.53
13,2020-W14,6,06_USR_007,1990982.88,280489.44
13,2020-W14,7,07_USR_008,666035.44,0.0
13,2020-W14,8,08_USR_009,1785798.24,306978.77
13,2020-W14,9,09_USR_010,0.0,0.0
14,2020-W15,0,00_USR_001,0.0,0.0
14,2020-W15,1,01_USR_002,31065585.6,0.0
14,2020-W15,2,02_USR_003,8410536.39,40518861.75
14,2020-W15,3,03_USR_004,39983618.23,40068068.13
14,2020-W15,4,04_USR_005,1242701.88,111152.16
14,2020-W15,5,05_USR_006,756156.22,0.0
14,2020-W15,6,06_USR_007,1416225.6,0.0
14,2020-W15,7,07_USR_008,89957.67,423202.25
14,2020-W15,8,08_USR_009,838021.06,429020.1
14,2020-W15,9,09_USR_010,162150.01,556127.93
15,2020-W16,0,00_USR_001,0.0,0.0
15,2020-W16,1,01_USR_002,15532792.8,0.0
15,2020-W16,2,02_USR_003,2038178.19,52813053.24
15,2020-W16,3,03_USR_004,13688849.3,52612526.13
15,2020-W16,4,04_USR_005,222304.32,0.0
15,2020-W16,5,05_USR_006,414321.37,0.0
15,2020-W16,6,06_USR_007,922472.62,641983.18
15,2020-W16,7,07_USR_008,396213.5,246912.28
15,2020-W16,8,08_USR_009,19698.76,734420.11
15,2020-W16,9,09_USR_010,324300.02,0.0
16,2020-W17,0,00_USR_001,0.0,0.0
16,2020-W17,1,01_USR_002,0.0,0.0
16,2020-W17,2,02_USR_003,3136698.28,47569144.61
16,2020-W17,3,03_USR_004,979540.97,46789902.26
16,2020-W17,4,04_USR_005,76817.34,187969.5
16,2020-W17,5,05_USR_006,477044.91,477044.91
16,2020-W17,6,06_USR_007,1391415.35,107448.99
16,2020-W17,7,07_USR_008,63246.85,0.0
16,2020-W17,8,08_USR_009,776575.11,142869.87
16,2020-W17,9,09_USR_010,452641.27,290491.26
17,2020-W18,0,00_USR_001,0.0,0.0
17,2020-W18,1,01_USR_002,0.0,0.0
17,2020-W18,2,02_USR_003,9156222.41,42794458.31
17,2020-W18,3,03_USR_004,10554774.01,42426288.04
17,2020-W18,4,04_USR_005,375939.0,0.0
17,2020-W18,5,05_USR_006,954089.82,0.0
17,2020-W18,6,06_USR_007,856881.16,0.0
17,2020-W18,7,07_USR_008,210449.2,300355.8
17,2020-W18,8,08_USR_009,749287.94,750585.93
17,2020-W18,9,09_USR_010,580982.52,0.0
18,2020-W19,0,00_USR_001,0.0,0.0
18,2020-W19,1,01_USR_002,0.0,0.0
18,2020-W19,2,02_USR_003,10300633.86,48036955.63
18,2020-W19,3,03_USR_004,9119655.55,49646525.67
18,2020-W19,4,04_USR_005,190921.8,2952.3
18,2020-W19,5,05_USR_006,781838.14,304793.23
18,2020-W19,6,06_USR_007,384982.84,985219.99
18,2020-W19,7,07_USR_008,544072.08,56639.52
18,2020-W19,8,08_USR_009,102111.19,109352.12
18,2020-W19,9,09_USR_010,441104.14,150612.88
19,2020-W20,0,00_USR_001,0.0,0.0
19,2020-W20,1,01_USR_002,0.0,0.0
19,2020-W20,2,02_USR_003,3350140.83,45783105.04
19,2020-W20,3,03_USR_004,2106007.76,46299887.2
19,2020-W20,4,04_USR_005,5904.6,0.0
19,2020-W20,5,05_USR_006,371464.28,238122.18
19,2020-W20,6,06_USR_007,984863.66,0.0
19,2020-W20,7,07_USR_008,187076.76,0.0
19,2020-W20,8,08_USR_009,7858.73,278659.98
19,2020-W20,9,09_USR_010,301225.76,0.0
20,2020-W21,0,00_USR_001,0.0,0.0
20,2020-W21,1,01_USR_002,20239045.61,20239045.61
20,2020-W21,2,02_USR_003,17641054.5,81993383.87
20,2020-W21,3,03_USR_004,3379133.67,59820842.08
20,2020-W21,4,04_USR_005,2952.3,0.0
20,2020-W21,5,05_USR_006,85260.87,256712.0
20,2020-W21,6,06_USR_007,602250.19,109818.36
20,2020-W21,7,07_USR_008,261498.51,204858.99
20,2020-W21,8,08_USR_009,508913.16,344498.48
20,2020-W21,9,09_USR_010,866995.47,1017608.35
21,2020-W22,0,00_USR_001,37014668.8,37014668.8
21,2020-W22,1,01_USR_002,35015784.88,5462306.34
21,2020-W22,2,02_USR_003,47774179.67,137911251.17
21,2020-W22,3,03_USR_004,25574398.97,105957127.03
21,2020-W22,4,04_USR_005,0.0,0.0
21,2020-W22,5,05_USR_006,126459.86,401761.68
21,2020-W22,6,06_USR_007,219636.72,0.0
21,2020-W22,7,07_USR_008,409717.98,0.0
21,2020-W22,8,08_USR_009,400550.62,0.0
21,2020-W22,9,09_USR_010,2035216.7,0.0
22,2020-W23,0,00_USR_001,74029337.6,0.0
22,2020-W23,1,01_USR_002,35981754.83,26667321.9
22,2020-W23,2,02_USR_003,67513690.23,125841422.14
22,2020-W23,3,03_USR_004,45510142.2,98857984.68
22,2020-W23,4,04_USR_005,0.0,0.0
22,2020-W23,5,05_USR_006,644095.34,1190906.7
22,2020-W23,6,06_USR_007,29197.89,80620.47
22,2020-W23,7,07_USR_008,204858.99,0.0
22,2020-W23,8,08_USR_009,60945.32,0.0
22,2020-W23,9,09_USR_010,2605251.08,1587642.73
23,2020-W24,0,00_USR_001,37014668.8,0.0
23,2020-W24,1,01_USR_002,47872337.46,0.0
23,2020-W24,2,02_USR_003,59017541.93,94060169.6
23,2020-W24,3,03_USR_004,31170159.92,93753570.25
23,2020-W24,4,04_USR_005,189008.16,189008.16
23,2020-W24,5,05_USR_006,1980051.72,0.0
23,2020-W24,6,06_USR_007,161240.94,0.0
23,2020-W24,7,07_USR_008,400505.68,400505.68
23,2020-W24,8,08_USR_009,201719.61,201719.61
23,2020-W24,9,09_USR_010,3472106.9,296821.44
24,2020-W25,0,00_USR_001,0.0,0.0
24,2020-W25,1,01_USR_002,26667321.9,0.0
24,2020-W25,2,02_USR_003,30205115.51,86547093.23
24,2020-W25,3,03_USR_004,853547.89,87627307.07
24,2020-W25,4,04_USR_005,378016.32,0.0
24,2020-W25,5,05_USR_006,1190906.7,0.0
24,2020-W25,6,06_USR_007,80620.47,0.0
24,2020-W25,7,07_USR_008,1561523.6,760512.24
24,2020-W25,8,08_USR_009,403439.22,0.0
24,2020-W25,9,09_USR_010,2500987.21,319701.6
25,2020-W26,0,00_USR_001,12702634.36,12702634.36
25,2020-W26,1,01_USR_002,0.0,0.0
25,2020-W26,2,02_USR_003,12951859.43,95679468.97
25,2020-W26,3,03_USR_004,1731441.72,107895743.09
25,2020-W26,4,04_USR_005,189008.16,0.0
25,2020-W26,5,05_USR_006,400845.36,400845.36
25,2020-W26,6,06_USR_007,0.0,0.0
25,2020-W26,7,07_USR_008,1921530.16,0.0
25,2020-W26,8,08_USR_009,201719.61,0.0
25,2020-W26,9,09_USR_010,850709.76,246294.52
26,2020-W27,0,00_USR_001,25405268.72,0.0
26,2020-W27,1,01_USR_002,0.0,0.0
26,2020-W27,2,02_USR_003,3991698.31,86343547.3
26,2020-W27,3,03_USR_004,21278845.78,86585765.29
26,2020-W27,4,04_USR_005,0.0,0.0
26,2020-W27,5,05_USR_006,801690.72,0.0
26,2020-W27,6,06_USR_007,177190.99,177190.99
26,2020-W27,7,07_USR_008,760512.24,0.0
26,2020-W27,8,08_USR_009,65027.0,65027.0
26,2020-W27,9,09_USR_010,148671.84,0.0
27,2020-W28,0,00_USR_001,12702634.36,0.0
27,2020-W28,1,01_USR_002,0.0,0.0
27,2020-W28,2,02_USR_003,2227649.6,94236167.69
27,2020-W28,3,03_USR_004,14735201.39,94973389.92
27,2020-W28,4,04_USR_005,0.0,0.0
27,2020-W28,5,05_USR_006,613277.34,1014122.7
27,2020-W28,6,06_USR_007,612036.74,257654.76
27,2020-W28,7,07_USR_008,0.0,0.0
27,2020-W28,8,08_USR_009,195824.46,65770.46
27,2020-W28,9,09_USR_010,498.71,1119527.03
28,2020-W29,0,00_USR_001,0.0,0.0
28,2020-W29,1,01_USR_002,0.0,0.0
28,2020-W29,2,02_USR_003,3336366.23,98187781.77
28,2020-W29,3,03_USR_004,2891184.17,98299360.7
28,2020-W29,4,04_USR_005,2662.44,2662.44
28,2020-W29,5,05_USR_006,1510613.91,517631.49
28,2020-W29,6,06_USR_007,692500.51,0.0
28,2020-W29,7,07_USR_008,29828.4,29828.4
28,2020-W29,8,08_USR_009,196567.92,0.0
28,2020-W29,9,09_USR_010,208854.26,378886.6
29,2020-W30,0,00_USR_001,0.0,0.0
29,2020-W30,1,01_USR_002,0.0,0.0
29,2020-W30,2,02_USR_003,4073680.24,96286504.31
29,2020-W30,3,03_USR_004,4650842.86,95911326.08
29,2020-W30,4,04_USR_005,5324.88,0.0
29,2020-W30,5,05_USR_006,21140.28,0.0
29,2020-W30,6,06_USR_007,257654.76,0.0
29,2020-W30,7,07_USR_008,59656.8,0.0
29,2020-W30,8,08_USR_009,65770.46,0.0
29,2020-W30,9,09_USR_010,297578.8,375178.23
30,2020-W31,0,00_USR_001,0.0,0.0
30,2020-W31,1,01_USR_002,0.0,0.0
30,2020-W31,2,02_USR_003,3259603.25,100112240.46
30,2020-W31,3,03_USR_004,2606144.77,102702991.39
30,2020-W31,4,04_USR_005,2662.44,0.0
30,2020-W31,5,05_USR_006,179489.7,338141.79
30,2020-W31,6,06_USR_007,263555.5,263555.5
30,2020-W31,7,07_USR_008,347268.45,377096.85
30,2020-W31,8,08_USR_009,1229941.36,1229941.36
30,2020-W31,9,09_USR_010,1364134.09,992664.23
31,2020-W32,0,00_USR_001,0.0,0.0
31,2020-W32,1,01_USR_002,0.0,0.0
31,2020-W32,2,02_USR_003,941662.95,92847081.88
31,2020-W32,3,03_USR_004,464867.64,93153933.56
31,2020-W32,4,04_USR_005,28106.51,28106.51
31,2020-W32,5,05_USR_006,376024.36,1064812.82
31,2020-W32,6,06_USR_007,527111.0,0.0
31,2020-W32,7,07_USR_008,754193.7,0.0
31,2020-W32,8,08_USR_009,2604896.26,145013.54
31,2020-W32,9,09_USR_010,2075539.5,284967.19
32,2020-W33,0,00_USR_001,0.0,0.0
32,2020-W33,1,01_USR_002,0.0,0.0
32,2020-W33,2,02_USR_003,10482084.48,94668476.1
32,2020-W33,3,03_USR_004,13320537.44,94621684.19
32,2020-W33,4,04_USR_005,83740.72,27527.7
32,2020-W33,5,05_USR_006,687641.19,425264.54
32,2020-W33,6,06_USR_007,760217.05,496661.55
32,2020-W33,7,07_USR_008,377096.85,0.0
32,2020-W33,8,08_USR_009,1519968.44,0.0
32,2020-W33,9,09_USR_010,422729.85,0.0
33,2020-W34,0,00_USR_001,0.0,0.0
33,2020-W34,1,01_USR_002,0.0,0.0
33,2020-W34,2,02_USR_003,15053603.93,94872451.01
33,2020-W34,3,03_USR_004,16668989.29,95569270.13
33,2020-W34,4,04_USR_005,83161.91,0.0
33,2020-W34,5,05_USR_006,1150788.3,0.0
33,2020-W34,6,06_USR_007,1251155.19,257832.09
33,2020-W34,7,07_USR_008,0.0,0.0
33,2020-W34,8,08_USR_009,988363.41,1292424.63
33,2020-W34,9,09_USR_010,284967.19,0.0
34,2020-W35,0,00_USR_001,0.0,0.0
34,2020-W35,1,01_USR_002,0.0,0.0
34,2020-W35,2,02_USR_003,1280016.12,97533303.04
34,2020-W35,3,03_USR_004,1809311.43,96186157.8
34,2020-W35,4,04_USR_005,26147.22,498226.4
34,2020-W35,5,05_USR_006,425264.54,0.0
34,2020-W35,6,06_USR_007,1153111.41,140785.68
34,2020-W35,7,07_USR_008,127057.98,127057.98
34,2020-W35,8,08_USR_009,2266753.9,0.0
34,2020-W35,9,09_USR_010,1116762.5,1116762.5
35,2020-W36,0,00_USR_001,0.0,0.0
35,2020-W36,1,01_USR_002,0.0,0.0
35,2020-W36,2,02_USR_003,17167726.32,101618785.85
35,2020-W36,3,03_USR_004,15864448.87,100827692.68
35,2020-W36,4,04_USR_005,3795.48,225547.22
35,2020-W36,5,05_USR_006,692122.07,692122.07
35,2020-W36,6,06_USR_007,539403.45,0.0
35,2020-W36,7,07_USR_008,352052.54,97936.58
35,2020-W36,8,08_USR_009,1133376.95,0.0
35,2020-W36,9,09_USR_010,2233525.0,0.0
36,2020-W37,0,00_USR_001,0.0,0.0
36,2020-W37,1,01_USR_002,24585458.82,24585458.82
36,2020-W37,2,02_USR_003,34311013.9,107476014.84
36,2020-W37,3,03_USR_004,8667700.72,133149850.68
36,2020-W37,4,04_USR_005,3449.52,0.0
36,2020-W37,5,05_USR_006,1384244.14,0.0
36,2020-W37,6,06_USR_007,800247.34,659461.66
36,2020-W37,7,07_USR_008,322931.14,0.0
36,2020-W37,8,08_USR_009,115103.68,115103.68
36,2020-W37,9,09_USR_010,1430574.18,313811.68
37,2020-W38,0,00_USR_001,0.0,0.0
37,2020-W38,1,01_USR_002,49170917.64,0.0
37,2020-W38,2,02_USR_003,39769465.5,135617631.55
37,2020-W38,3,03_USR_004,11784711.2,136274922.42
37,2020-W38,4,04_USR_005,1034.52,0.0
37,2020-W38,5,05_USR_006,17757.67,709879.74
37,2020-W38,6,06_USR_007,1450764.83,444810.09
37,2020-W38,7,07_USR_008,674994.34,577057.76
37,2020-W38,8,08_USR_009,486179.16,255971.8
37,2020-W38,9,09_USR_010,724886.86,97263.5
38,2020-W39,0,00_USR_001,0.0,0.0
38,2020-W39,1,01_USR_002,24585458.82,0.0
38,2020-W39,2,02_USR_003,3714988.94,144174535.94
38,2020-W39,3,03_USR_004,24303890.14,144319076.46
38,2020-W39,4,04_USR_005,0.0,0.0
38,2020-W39,5,05_USR_006,791245.37,628514.11
38,2020-W39,6,06_USR_007,1022969.53,99824.85
38,2020-W39,7,07_USR_008,1154115.52,0.0
38,2020-W39,8,08_USR_009,980493.94,353446.66
38,2020-W39,9,09_USR_010,1445583.78,1128506.1
39,2020-W40,0,00_USR_001,0.0,0.0
39,2020-W40,1,01_USR_002,0.0,0.0
39,2020-W40,2,02_USR_003,18162548.13,139236867.84
39,2020-W40,3,03_USR_004,18074805.77,140396293.25
39,2020-W40,4,04_USR_005,456742.99,456742.99
39,2020-W40,5,05_USR_006,502001.78,45146.7
39,2020-W40,6,06_USR_007,191229.21,140262.0
39,2020-W40,7,07_USR_008,577057.76,0.0
39,2020-W40,8,08_USR_009,778628.17,184236.95
39,2020-W40,9,09_USR_010,881343.61,1090410.09
40,2020-W41,0,00_USR_001,0.0,0.0
40,2020-W41,1,01_USR_002,0.0,0.0
40,2020-W41,2,02_USR_003,5359939.14,141420914.2
40,2020-W41,3,03_USR_004,7554079.43,140411347.45
40,2020-W41,4,04_USR_005,1084862.66,171376.68
40,2020-W41,5,05_USR_006,538220.71,0.0
40,2020-W41,6,06_USR_007,180699.15,0.0
40,2020-W41,7,07_USR_008,809714.07,809714.07
40,2020-W41,8,08_USR_009,15027.24,0.0
40,2020-W41,9,09_USR_010,1215099.08,28476.0
41,2020-W42,0,00_USR_001,0.0,0.0
41,2020-W42,1,01_USR_002,0.0,0.0
41,2020-W42,2,02_USR_003,16469124.6,149332421.82
41,2020-W42,3,03_USR_004,16522837.65,148951932.06
41,2020-W42,4,04_USR_005,854229.21,505914.22
41,2020-W42,5,05_USR_006,45146.7,0.0
41,2020-W42,6,06_USR_007,140262.0,0.0
41,2020-W42,7,07_USR_008,1744852.6,125424.46
41,2020-W42,8,08_USR_009,184236.95,0.0
41,2020-W42,9,09_USR_010,1033458.09,0.0
42,2020-W43,0,00_USR_001,38525123.92,38525123.92
42,2020-W43,1,01_USR_002,36806914.26,36806914.26
42,2020-W43,2,02_USR_003,2499172.54,234502915.78
42,2020-W43,3,03_USR_004,3194523.17,157265374.42
42,2020-W43,4,04_USR_005,280842.4,0.0
42,2020-W43,5,05_USR_006,331646.04,1636234.56
42,2020-W43,6,06_USR_007,0.0,0.0
42,2020-W43,7,07_USR_008,1208051.0,509137.61
42,2020-W43,8,08_USR_009,0.0,0.0
42,2020-W43,9,09_USR_010,235995.61,2521528.27
43,2020-W44,0,00_USR_001,83798923.34,6748675.5
43,2020-W44,1,01_USR_002,73613828.52,0.0
43,2020-W44,2,02_USR_003,13147778.98,149402323.66
43,2020-W44,3,03_USR_004,3896934.16,155585763.72
43,2020-W44,4,04_USR_005,54732.86,0.0
43,2020-W44,5,05_USR_006,663292.08,0.0
43,2020-W44,6,06_USR_007,0.0,0.0
43,2020-W44,7,07_USR_008,354899.52,65500.96
43,2020-W44,8,08_USR_009,499734.48,1658067.6
43,2020-W44,9,09_USR_010,528943.22,0.0
44,2020-W45,0,00_USR_001,79951022.42,27928547.5
44,2020-W45,1,01_USR_002,36806914.26,0.0
44,2020-W45,2,02_USR_003,26253433.35,160126137.59
44,2020-W45,3,03_USR_004,16621557.15,131733360.57
44,2020-W45,4,04_USR_005,0.0,0.0
44,2020-W45,5,05_USR_006,156754.89,174891.15
44,2020-W45,6,06_USR_007,786289.6,826345.9
44,2020-W45,7,07_USR_008,181494.98,197981.07
44,2020-W45,8,08_USR_009,999468.96,0.0
44,2020-W45,9,09_USR_010,80678.39,345150.0
45,2020-W46,0,00_USR_001,89244350.75,26638580.25
45,2020-W46,1,01_USR_002,0.0,0.0
45,2020-W46,2,02_USR_003,55152621.9,182231886.44
45,2020-W46,3,03_USR_004,35764229.98,155474629.82
45,2020-W46,4,04_USR_005,290718.13,521074.67
45,2020-W46,5,05_USR_006,500423.17,209393.77
45,2020-W46,6,06_USR_007,1948107.72,1474140.76
45,2020-W46,7,07_USR_008,461463.1,0.0
45,2020-W46,8,08_USR_009,88327.12,411407.36
45,2020-W46,9,09_USR_010,858447.61,168147.61
46,2020-W47,0,00_USR_001,81205708.0,0.0
46,2020-W47,1,01_USR_002,0.0,0.0
46,2020-W47,2,02_USR_003,66392469.83,141481440.5
46,2020-W47,3,03_USR_004,16768666.39,140725200.6
46,2020-W47,4,04_USR_005,581436.26,0.0
46,2020-W47,5,05_USR_006,476172.89,0.0
46,2020-W47,6,06_USR_007,2007463.78,470117.14
46,2020-W47,7,07_USR_008,197981.07,0.0
46,2020-W47,8,08_USR_009,536691.96,286122.76
46,2020-W47,9,09_USR_010,681445.22,0.0
47,2020-W48,0,00_USR_001,26638580.25,0.0
47,2020-W48,1,01_USR_002,0.0,0.0
47,2020-W48,2,02_USR_003,33039557.39,131214819.89
47,2020-W48,3,03_USR_004,4495520.81,131417213.15
47,2020-W48,4,04_USR_005,339786.91,49068.78
47,2020-W48,5,05_USR_006,721982.03,571341.16
47,2020-W48,6,06_USR_007,1315762.8,0.0
47,2020-W48,7,07_USR_008,32387.19,264450.57
47,2020-W48,8,08_USR_009,309210.96,148372.8
47,2020-W48,9,09_USR_010,484322.18,652469.79
48,2020-W49,0,00_USR_001,0.0,0.0
48,2020-W49,1,01_USR_002,0.0,0.0
48,2020-W49,2,02_USR_003,5078275.11,142560315.13
48,2020-W49,3,03_USR_004,5913735.07,142034262.87
48,2020-W49,4,04_USR_005,98137.56,0.0
48,2020-W49,5,05_USR_006,672684.68,469997.64
48,2020-W49,6,06_USR_007,470117.14,0.0
48,2020-W49,7,07_USR_008,64774.38,0.0
48,2020-W49,8,08_USR_009,582868.36,0.0
48,2020-W49,9,09_USR_010,308889.68,996049.9
49,2020-W50,0,00_USR_001,0.0,0.0
49,2020-W50,1,01_USR_002,9391408.8,9391408.8
49,2020-W50,2,02_USR_003,31382862.26,145369197.69
49,2020-W50,3,03_USR_004,20217282.44,135147227.61
49,2020-W50,4,04_USR_005,49068.78,0.0
49,2020-W50,5,05_USR_006,302023.16,66630.96
49,2020-W50,6,06_USR_007,0.0,0.0
49,2020-W50,7,07_USR_008,430620.62,398233.43
49,2020-W50,8,08_USR_009,514069.69,724312.21
49,2020-W50,9,09_USR_010,1339630.01,0.0
50,2020-W51,0,00_USR_001,0.0,0.0
50,2020-W51,1,01_USR_002,45183520.3,26400702.7
50,2020-W51,2,02_USR_003,51715424.52,145404622.39
50,2020-W51,3,03_USR_004,4619310.04,119034439.81
50,2020-W51,4,04_USR_005,0.0,0.0
50,2020-W51,5,05_USR_006,375865.16,518378.08
50,2020-W51,6,06_USR_007,268051.32,268051.32
50,2020-W51,7,07_USR_008,796466.86,0.0
50,2020-W51,8,08_USR_009,1069094.66,337700.88
50,2020-W51,9,09_USR_010,996049.9,0.0
51,2020-W52,0,00_USR_001,0.0,0.0
51,2020-W52,1,01_USR_002,62192814.2,0.0
51,2020-W52,2,02_USR_003,57131804.01,96889383.74
51,2020-W52,3,03_USR_004,7218102.45,97174803.28
51,2020-W52,4,04_USR_005,0.0,0.0
51,2020-W52,5,05_USR_006,11627.92,0.0
