t_idx,time_label,node_idx,node_label,account_category,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,30.7949,8.5,3,0.0088,-36.011,5
7,2020-08,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0034,-15.9101,5
7,2020-08,3,03_ACC_Cash,Asset,24.4646,3.7931,0,0.0034,-25.237,2
7,2020-08,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0009,-12.6325,2
7,2020-08,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0011,-13.293,2
7,2020-08,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0036,24.9021,2
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,36.1757,8.5,1,0.0027,21.3764,2
7,2020-08,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0236,64.1095,2
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0428,-86.575,2
7,2020-08,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0093,-24.6977,2
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,33.6361,8.5,3,0.0551,-45.6751,6
8,2020-09,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0034,-10.6326,6
8,2020-09,3,03_ACC_Cash,Asset,27.8072,5.9187,0,0.004,-21.887,2
8,2020-09,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0012,-11.998,2
8,2020-09,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0059,-14.6942,2
8,2020-09,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0024,-8.2381,2
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,38.5907,8.5,1,0.0165,25.3943,2
8,2020-09,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.004,-11.8017,6
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0775,-52.6624,2
8,2020-09,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0331,-20.5423,6
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,32.569,8.5,3,0.0248,-17.0064,6
9,2020-10,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0045,-7.1907,6
9,2020-10,3,03_ACC_Cash,Asset,26.5518,5.1204,0,0.0196,-15.4544,6
9,2020-10,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0211,-16.6247,6
9,2020-10,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0007,-9.1184,2
9,2020-10,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0092,-10.0022,2
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,37.6836,8.5,1,0.025,17.5292,2
9,2020-10,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0159,13.6589,6
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.2293,-53.2442,2
9,2020-10,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0223,-16.4301,6
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,33.1966,8.4246,3,0.0326,-18.1546,6
10,2020-11,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0059,-7.5951,6
10,2020-11,3,03_ACC_Cash,Asset,27.4448,5.6883,0,0.0239,-16.1594,6
10,2020-11,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0099,-11.3024,6
10,2020-11,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.052,-24.8424,2
10,2020-11,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0109,-8.5356,2
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,38.2171,8.5,1,0.0334,18.2069,2
10,2020-11,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0201,13.4426,6
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0036,-4.5886,6
10,2020-11,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0104,-24.5446,9
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,32.9319,8.5,3,0.0111,-33.5081,9
11,2020-12,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0004,-7.0236,9
11,2020-12,3,03_ACC_Cash,Asset,26.9787,5.3918,0,0.0089,-24.8683,9
11,2020-12,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0063,-18.436,9
11,2020-12,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0016,-9.8191,9
11,2020-12,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0088,-19.8781,9
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,37.9921,8.5,1,0.0038,21.9634,2
11,2020-12,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0064,-16.6925,9
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0019,-3.9247,8
11,2020-12,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
