t_idx,time_label,node_idx,node_label,account_category,ik_suggested_delta,ik_strain_energy
7,2024-01-01 10:01:10,1,01_Parietal_Lobe,Unknown,-334.6172,474.7356
7,2024-01-01 10:01:10,2,02_Prefrontal_Cortex,Unknown,-429.7562,474.7356
7,2024-01-01 10:01:10,3,03_Temporal_Lobe,Unknown,1210.1284,474.7356
7,2024-01-01 10:01:10,4,04_Visual_Cortex,Unknown,-302.3116,474.7356
8,2024-01-01 10:01:20,0,00_Motor_Cortex,Unknown,-238.8756,288.7365
8,2024-01-01 10:01:20,1,01_Parietal_Lobe,Unknown,-402.4518,288.7365
8,2024-01-01 10:01:20,2,02_Prefrontal_Cortex,Unknown,-405.161,288.7365
8,2024-01-01 10:01:20,3,03_Temporal_Lobe,Unknown,1212.6746,288.7365
8,2024-01-01 10:01:20,4,04_Visual_Cortex,Unknown,-166.2872,288.7365
9,2024-01-01 10:01:30,0,00_Motor_Cortex,Unknown,-196.5775,314.4243
9,2024-01-01 10:01:30,1,01_Parietal_Lobe,Unknown,-336.3032,314.4243
9,2024-01-01 10:01:30,2,02_Prefrontal_Cortex,Unknown,-467.55,314.4243
9,2024-01-01 10:01:30,3,03_Temporal_Lobe,Unknown,1213.7016,314.4243
9,2024-01-01 10:01:30,4,04_Visual_Cortex,Unknown,-213.2462,314.4243
10,2024-01-01 10:01:40,0,00_Motor_Cortex,Unknown,-186.6999,342.3191
10,2024-01-01 10:01:40,1,01_Parietal_Lobe,Unknown,-363.4739,342.3191
10,2024-01-01 10:01:40,2,02_Prefrontal_Cortex,Unknown,-475.3707,342.3191
10,2024-01-01 10:01:40,3,03_Temporal_Lobe,Unknown,1212.6988,342.3191
10,2024-01-01 10:01:40,4,04_Visual_Cortex,Unknown,-187.1717,342.3191
11,2024-01-01 10:01:50,0,00_Motor_Cortex,Unknown,-143.7024,360.5845
11,2024-01-01 10:01:50,1,01_Parietal_Lobe,Unknown,-376.2724,360.5845
11,2024-01-01 10:01:50,2,02_Prefrontal_Cortex,Unknown,-488.9393,360.5845
11,2024-01-01 10:01:50,3,03_Temporal_Lobe,Unknown,1209.6988,360.5845
11,2024-01-01 10:01:50,4,04_Visual_Cortex,Unknown,-200.7667,360.5845
12,2024-01-01 10:02:00,0,00_Motor_Cortex,Unknown,-243.9835,394.1441
12,2024-01-01 10:02:00,1,01_Parietal_Lobe,Unknown,-203.9027,394.1441
12,2024-01-01 10:02:00,2,02_Prefrontal_Cortex,Unknown,-387.1613,394.1441
12,2024-01-01 10:02:00,3,03_Temporal_Lobe,Unknown,1210.7771,394.1441
12,2024-01-01 10:02:00,4,04_Visual_Cortex,Unknown,-375.9266,394.1441
13,2024-01-01 10:02:10,0,00_Motor_Cortex,Unknown,-207.7797,376.9111
13,2024-01-01 10:02:10,1,01_Parietal_Lobe,Unknown,-240.005,376.9111
13,2024-01-01 10:02:10,2,02_Prefrontal_Cortex,Unknown,-351.3686,376.9111
13,2024-01-01 10:02:10,3,03_Temporal_Lobe,Unknown,1210.949,376.9111
13,2024-01-01 10:02:10,4,04_Visual_Cortex,Unknown,-411.8225,376.9111
14,2024-01-01 10:02:20,0,00_Motor_Cortex,Unknown,-196.0488,398.1367
14,2024-01-01 10:02:20,1,01_Parietal_Lobe,Unknown,-232.2662,398.1367
14,2024-01-01 10:02:20,2,02_Prefrontal_Cortex,Unknown,-439.0184,398.1367
14,2024-01-01 10:02:20,3,03_Temporal_Lobe,Unknown,1207.4752,398.1367
14,2024-01-01 10:02:20,4,04_Visual_Cortex,Unknown,-340.0419,398.1367
15,2024-01-01 10:02:30,0,00_Motor_Cortex,Unknown,-272.1972,369.4497
15,2024-01-01 10:02:30,1,01_Parietal_Lobe,Unknown,-236.9909,369.4497
15,2024-01-01 10:02:30,2,02_Prefrontal_Cortex,Unknown,-405.9981,369.4497
15,2024-01-01 10:02:30,3,03_Temporal_Lobe,Unknown,1217.8435,369.4497
15,2024-01-01 10:02:30,4,04_Visual_Cortex,Unknown,-302.792,369.4497
16,2024-01-01 10:02:40,0,00_Motor_Cortex,Unknown,-253.7219,318.6331
16,2024-01-01 10:02:40,1,01_Parietal_Lobe,Unknown,-227.8804,318.6331
16,2024-01-01 10:02:40,2,02_Prefrontal_Cortex,Unknown,-415.7252,318.6331
16,2024-01-01 10:02:40,3,03_Temporal_Lobe,Unknown,1209.4072,318.6331
16,2024-01-01 10:02:40,4,04_Visual_Cortex,Unknown,-312.0831,318.6331
17,2024-01-01 10:02:50,0,00_Motor_Cortex,Unknown,-214.7361,317.0145
17,2024-01-01 10:02:50,1,01_Parietal_Lobe,Unknown,-213.7022,317.0145
17,2024-01-01 10:02:50,2,02_Prefrontal_Cortex,Unknown,-454.6766,317.0145
17,2024-01-01 10:02:50,3,03_Temporal_Lobe,Unknown,1209.4718,317.0145
17,2024-01-01 10:02:50,4,04_Visual_Cortex,Unknown,-326.3011,317.0145
18,2024-01-01 10:03:00,0,00_Motor_Cortex,Unknown,-286.6998,332.5268
18,2024-01-01 10:03:00,1,01_Parietal_Lobe,Unknown,-258.9032,332.5268
18,2024-01-01 10:03:00,2,02_Prefrontal_Cortex,Unknown,-388.4308,332.5268
18,2024-01-01 10:03:00,3,03_Temporal_Lobe,Unknown,1217.4669,332.5268
18,2024-01-01 10:03:00,4,04_Visual_Cortex,Unknown,-283.7565,332.5268
19,2024-01-01 10:03:10,0,00_Motor_Cortex,Unknown,-280.6642,326.604
19,2024-01-01 10:03:10,1,01_Parietal_Lobe,Unknown,-290.4898,326.604
19,2024-01-01 10:03:10,2,02_Prefrontal_Cortex,Unknown,-346.1988,326.604
19,2024-01-01 10:03:10,3,03_Temporal_Lobe,Unknown,1210.1503,326.604
19,2024-01-01 10:03:10,4,04_Visual_Cortex,Unknown,-292.4895,326.604
20,2024-01-01 10:03:20,0,00_Motor_Cortex,Unknown,-295.6569,309.3609
20,2024-01-01 10:03:20,1,01_Parietal_Lobe,Unknown,-266.8647,309.3609
20,2024-01-01 10:03:20,2,02_Prefrontal_Cortex,Unknown,-331.209,309.3609
20,2024-01-01 10:03:20,3,03_Temporal_Lobe,Unknown,1214.393,309.3609
20,2024-01-01 10:03:20,4,04_Visual_Cortex,Unknown,-320.6713,309.3609
21,2024-01-01 10:03:30,0,00_Motor_Cortex,Unknown,-301.2817,309.8807
21,2024-01-01 10:03:30,1,01_Parietal_Lobe,Unknown,-261.4379,309.8807
21,2024-01-01 10:03:30,2,02_Prefrontal_Cortex,Unknown,-337.9501,309.8807
21,2024-01-01 10:03:30,3,03_Temporal_Lobe,Unknown,1210.1003,309.8807
21,2024-01-01 10:03:30,4,04_Visual_Cortex,Unknown,-309.7327,309.8807
22,2024-01-01 10:03:40,0,00_Motor_Cortex,Unknown,-294.1164,304.8026
22,2024-01-01 10:03:40,1,01_Parietal_Lobe,Unknown,-255.6197,304.8026
22,2024-01-01 10:03:40,2,02_Prefrontal_Cortex,Unknown,-330.6505,304.8026
22,2024-01-01 10:03:40,3,03_Temporal_Lobe,Unknown,1209.059,304.8026
22,2024-01-01 10:03:40,4,04_Visual_Cortex,Unknown,-328.5646,304.8026
23,2024-01-01 10:03:50,0,00_Motor_Cortex,Unknown,-295.4197,282.8524
23,2024-01-01 10:03:50,1,01_Parietal_Lobe,Unknown,-251.3348,282.8524
23,2024-01-01 10:03:50,2,02_Prefrontal_Cortex,Unknown,-349.9318,282.8524
23,2024-01-01 10:03:50,3,03_Temporal_Lobe,Unknown,1211.1319,282.8524
23,2024-01-01 10:03:50,4,04_Visual_Cortex,Unknown,-314.5622,282.8524
24,2024-01-01 10:04:00,0,00_Motor_Cortex,Unknown,-309.8736,277.8734
24,2024-01-01 10:04:00,1,01_Parietal_Lobe,Unknown,-252.3892,277.8734
24,2024-01-01 10:04:00,2,02_Prefrontal_Cortex,Unknown,-335.287,277.8734
24,2024-01-01 10:04:00,3,03_Temporal_Lobe,Unknown,1213.711,277.8734
24,2024-01-01 10:04:00,4,04_Visual_Cortex,Unknown,-315.9694,277.8734
25,2024-01-01 10:04:10,0,00_Motor_Cortex,Unknown,-309.7092,281.5982
25,2024-01-01 10:04:10,1,01_Parietal_Lobe,Unknown,-266.9104,281.5982
25,2024-01-01 10:04:10,2,02_Prefrontal_Cortex,Unknown,-335.0649,281.5982
25,2024-01-01 10:04:10,3,03_Temporal_Lobe,Unknown,1214.9152,281.5982
25,2024-01-01 10:04:10,4,04_Visual_Cortex,Unknown,-303.0023,281.5982
26,2024-01-01 10:04:20,0,00_Motor_Cortex,Unknown,-297.0097,287.6819
26,2024-01-01 10:04:20,1,01_Parietal_Lobe,Unknown,-276.2192,287.6819
26,2024-01-01 10:04:20,2,02_Prefrontal_Cortex,Unknown,-337.7477,287.6819
26,2024-01-01 10:04:20,3,03_Temporal_Lobe,Unknown,1210.829,287.6819
26,2024-01-01 10:04:20,4,04_Visual_Cortex,Unknown,-300.0289,287.6819
27,2024-01-01 10:04:30,0,00_Motor_Cortex,Unknown,-312.3647,297.4029
27,2024-01-01 10:04:30,1,01_Parietal_Lobe,Unknown,-262.4676,297.4029
27,2024-01-01 10:04:30,2,02_Prefrontal_Cortex,Unknown,-323.3872,297.4029
27,2024-01-01 10:04:30,3,03_Temporal_Lobe,Unknown,1212.1503,297.4029
27,2024-01-01 10:04:30,4,04_Visual_Cortex,Unknown,-313.9728,297.4029
28,2024-01-01 10:04:40,0,00_Motor_Cortex,Unknown,-330.6494,287.6761
28,2024-01-01 10:04:40,1,01_Parietal_Lobe,Unknown,-272.7496,287.6761
28,2024-01-01 10:04:40,2,02_Prefrontal_Cortex,Unknown,-301.5547,287.6761
28,2024-01-01 10:04:40,3,03_Temporal_Lobe,Unknown,1213.7826,287.6761
28,2024-01-01 10:04:40,4,04_Visual_Cortex,Unknown,-308.8702,287.6761
29,2024-01-01 10:04:50,0,00_Motor_Cortex,Unknown,-323.2522,282.4173
29,2024-01-01 10:04:50,1,01_Parietal_Lobe,Unknown,-278.9249,282.4173
29,2024-01-01 10:04:50,2,02_Prefrontal_Cortex,Unknown,-311.7492,282.4173
29,2024-01-01 10:04:50,3,03_Temporal_Lobe,Unknown,1210.2921,282.4173
29,2024-01-01 10:04:50,4,04_Visual_Cortex,Unknown,-296.6608,282.4173
30,2024-01-01 10:05:00,0,00_Motor_Cortex,Unknown,-396.7164,446.4667
30,2024-01-01 10:05:00,1,01_Parietal_Lobe,Unknown,-330.9616,446.4667
30,2024-01-01 10:05:00,2,02_Prefrontal_Cortex,Unknown,-395.2473,446.4667
30,2024-01-01 10:05:00,3,03_Temporal_Lobe,Unknown,1503.2351,446.4667
30,2024-01-01 10:05:00,4,04_Visual_Cortex,Unknown,-380.2487,446.4667
31,2024-01-01 10:05:10,0,00_Motor_Cortex,Unknown,-404.2957,453.282
31,2024-01-01 10:05:10,1,01_Parietal_Lobe,Unknown,-333.4081,453.282
31,2024-01-01 10:05:10,2,02_Prefrontal_Cortex,Unknown,-394.0218,453.282
31,2024-01-01 10:05:10,3,03_Temporal_Lobe,Unknown,1491.1714,453.282
31,2024-01-01 10:05:10,4,04_Visual_Cortex,Unknown,-359.6024,453.282
32,2024-01-01 10:05:20,0,00_Motor_Cortex,Unknown,-393.8641,469.4553
32,2024-01-01 10:05:20,1,01_Parietal_Lobe,Unknown,-343.1943,469.4553
32,2024-01-01 10:05:20,2,02_Prefrontal_Cortex,Unknown,-404.9732,469.4553
32,2024-01-01 10:05:20,3,03_Temporal_Lobe,Unknown,1494.2868,469.4553
32,2024-01-01 10:05:20,4,04_Visual_Cortex,Unknown,-353.1103,469.4553
33,2024-01-01 10:05:30,0,00_Motor_Cortex,Unknown,-388.8224,473.5707
33,2024-01-01 10:05:30,1,01_Parietal_Lobe,Unknown,-328.4728,473.5707
33,2024-01-01 10:05:30,2,02_Prefrontal_Cortex,Unknown,-410.7151,473.5707
33,2024-01-01 10:05:30,3,03_Temporal_Lobe,Unknown,1478.6579,473.5707
33,2024-01-01 10:05:30,4,04_Visual_Cortex,Unknown,-350.2546,473.5707
34,2024-01-01 10:05:40,0,00_Motor_Cortex,Unknown,-388.4157,478.898
34,2024-01-01 10:05:40,1,01_Parietal_Lobe,Unknown,-323.0694,478.898
34,2024-01-01 10:05:40,2,02_Prefrontal_Cortex,Unknown,-410.2885,478.898
34,2024-01-01 10:05:40,3,03_Temporal_Lobe,Unknown,1465.7018,478.898
34,2024-01-01 10:05:40,4,04_Visual_Cortex,Unknown,-343.7609,478.898
35,2024-01-01 10:05:50,0,00_Motor_Cortex,Unknown,-392.6825,501.7585
35,2024-01-01 10:05:50,1,01_Parietal_Lobe,Unknown,-319.8499,501.7585
35,2024-01-01 10:05:50,2,02_Prefrontal_Cortex,Unknown,-418.8695,501.7585
35,2024-01-01 10:05:50,3,03_Temporal_Lobe,Unknown,1478.6718,501.7585
35,2024-01-01 10:05:50,4,04_Visual_Cortex,Unknown,-347.6286,501.7585
36,2024-01-01 10:06:00,0,00_Motor_Cortex,Unknown,-407.6431,553.066
36,2024-01-01 10:06:00,1,01_Parietal_Lobe,Unknown,-324.855,553.066
36,2024-01-01 10:06:00,2,02_Prefrontal_Cortex,Unknown,-435.1936,553.066
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,1530.0961,553.066
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,-363.4167,553.066
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,-427.3524,619.7647
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,-348.2737,619.7647
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,-459.4178,619.7647
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,1599.169,619.7647
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,-363.6067,619.7647
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,-448.2144,687.0389
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,-354.4248,687.0389
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,-490.8463,687.0389
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,1663.7545,687.0389
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,-368.7235,687.0389
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,-444.5044,717.715
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,-354.8124,717.715
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,-497.1474,717.715
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,1677.3172,717.715
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,-380.5207,717.715
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,-445.6642,732.3398
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,-357.3952,732.3398
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,-494.0766,732.3398
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,1672.7121,732.3398
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,-374.9097,732.3398
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,-442.2572,738.7117
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,-356.618,738.7117
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,-504.3305,738.7117
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,1661.0458,738.7117
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,-358.7323,738.7117
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,-439.147,755.9259
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,-365.7038,755.9259
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,-495.3062,755.9259
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,1658.7166,755.9259
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,-359.8747,755.9259
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,-439.0161,745.6115
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,-352.1132,745.6115
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,-485.8508,745.6115
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,1628.6974,745.6115
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,-351.107,745.6115
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,-438.4939,729.9945
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,-336.9137,729.9945
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,-475.1178,729.9945
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,1593.1646,729.9945
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,-340.9965,729.9945
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,-428.1465,734.7056
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,-333.1152,734.7056
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,-481.9632,734.7056
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,1580.6695,734.7056
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,-337.4751,734.7056
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,-438.8603,775.3344
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,-356.0171,775.3344
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,-481.887,775.3344
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,1606.0388,775.3344
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,-328.5821,775.3344
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,-447.6867,846.5126
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,-370.9874,846.5126
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,-489.7134,846.5126
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,1658.4104,846.5126
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,-349.4087,846.5126
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,-443.3368,891.7588
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,-363.8491,891.7588
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,-527.5084,891.7588
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,1686.5106,891.7588
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,-352.443,891.7588
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,-459.5448,881.0531
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,-366.5826,881.0531
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,-504.587,881.0531
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,1659.3722,881.0531
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,-328.0138,881.0531
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,-416.8662,842.3507
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,-355.3625,842.3507
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,-504.0054,842.3507
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,1605.8457,842.3507
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,-330.0274,842.3507
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,-421.1039,808.9395
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,-340.8792,808.9395
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,-483.2872,808.9395
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,1557.9906,808.9395
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,-313.4637,808.9395
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,-416.7725,798.753
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,-338.5494,798.753
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,-476.4935,798.753
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,1533.7715,798.753
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,-301.8404,798.753
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,-408.871,790.3697
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,-333.6189,790.3697
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,-464.4321,790.3697
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,1510.4462,790.3697
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,-304.1354,790.3697
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,-397.613,768.1507
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,-327.8024,768.1507
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,-457.361,768.1507
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,1475.7943,768.1507
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,-293.0195,768.1507
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,-390.1289,754.6144
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,-324.6782,754.6144
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,-452.8471,754.6144
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,1449.772,754.6144
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,-281.9342,754.6144
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,-392.59,775.5384
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,-321.4128,775.5384
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,-463.7886,775.5384
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,1457.2943,775.5384
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,-279.8053,775.5384
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,-400.5662,831.8124
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,-359.5933,831.8124
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,-451.0325,831.8124
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,1494.8088,831.8124
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,-284.1213,831.8124
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,-411.1737,896.1998
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,-359.4823,896.1998
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,-477.0037,896.1998
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,1539.0026,896.1998
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,-291.1088,896.1998
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,-421.7121,938.6406
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,-361.3513,938.6406
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,-484.5948,938.6406
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,1562.0028,938.6406
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,-293.6952,938.6406
