t_idx,time_label,node_idx,node_label,account_category,curvature,density
36,2024-01-01 10:06:00,0,00_Motor_Cortex,Unknown,5.27,8292.0
36,2024-01-01 10:06:00,1,01_Parietal_Lobe,Unknown,45.1,8283.68
36,2024-01-01 10:06:00,2,02_Prefrontal_Cortex,Unknown,17.22,8231.93
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,0.0,19579.76
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,22.61,8262.51
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,35.42,8068.21
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,124.45,8119.64
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,27.7,8057.02
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,0.0,21049.52
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,132.17,8058.21
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,85.97,7590.23
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,55.23,7546.79
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,93.21,7565.94
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,0.0,21147.76
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,47.99,7535.1
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,59.49,6970.96
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,23.89,6991.07
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,78.68,7002.72
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,0.0,19746.24
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,43.08,7006.51
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,33.5,6645.61
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,41.13,6635.08
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,18.62,6615.96
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,0.0,18676.4
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,26.25,6656.03
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,12.93,6997.17
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,37.09,6973.42
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,51.26,6952.88
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,0.0,19336.0
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,1.24,6945.21
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,42.37,7550.62
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,58.16,7554.04
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,92.29,7511.63
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,0.0,20863.44
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,8.24,7573.53
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,15.74,7901.97
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,86.24,7926.84
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,0.64,7883.5
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,0.0,21262.56
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,69.86,7848.93
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,15.25,7735.57
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,44.94,7695.5
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,11.57,7704.0
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,0.0,20011.84
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,71.76,7685.77
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,76.98,7374.89
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,19.36,7351.4
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,63.78,7370.0
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,0.0,18745.76
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,32.56,7343.15
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,74.53,7262.56
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,68.88,7311.48
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,89.92,7267.2
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,0.0,19118.56
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,53.49,7249.58
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,47.91,7412.92
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,25.78,7467.52
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,30.29,7406.11
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,0.0,20643.2
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,43.4,7485.91
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,80.16,7493.1
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,74.95,7489.39
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,114.63,7525.41
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,0.0,21327.36
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,40.48,7524.48
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,164.34,7309.1
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,64.22,7302.88
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,154.55,7295.46
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,0.0,20276.96
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,74.01,7279.04
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,155.39,7153.49
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,14.27,7210.62
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,91.35,7227.88
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,0.0,18864.72
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,78.31,7205.25
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,103.33,7696.57
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,10.78,7682.02
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,50.71,7682.41
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,0.0,18935.92
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,41.84,7656.96
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,72.62,8522.21
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,16.92,8570.5
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,16.33,8523.37
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,0.0,20397.6
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,72.03,8532.78
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,87.2,9255.07
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,32.7,9304.18
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,51.66,9291.21
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,0.0,21339.68
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,106.16,9285.02
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,39.86,9430.09
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,2.13,9491.19
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,101.2,9449.13
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,0.0,20531.2
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,63.47,9453.23
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,28.87,9169.14
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,28.65,9233.77
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,52.76,9207.25
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,0.0,19028.56
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,4.76,9186.32
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,42.6,8963.49
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,109.71,8938.7
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,102.8,8983.55
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,0.0,18795.36
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,49.51,8944.68
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,75.91,8944.95
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,191.32,8980.03
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,232.16,8999.13
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,0.0,20136.32
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,35.07,9030.21
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,42.5,8810.03
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,245.43,8855.73
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,212.79,8860.66
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,0.0,21299.2
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,75.14,8856.06
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,10.48,8337.33
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,189.53,8301.98
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,55.48,8325.03
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,0.0,20764.4
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,144.53,8394.14
