t_idx,time_label,node_idx,node_label,account_category,optimal_input_u,state_error_x
23,2024-01-01 10:03:50,2,02_Prefrontal_Cortex,Unknown,0.0,979.39
23,2024-01-01 10:03:50,3,03_Temporal_Lobe,Unknown,385.9152,32.79
23,2024-01-01 10:03:50,4,04_Visual_Cortex,Unknown,0.0,22.04
24,2024-01-01 10:04:00,0,00_Motor_Cortex,Unknown,0.0,76.25
24,2024-01-01 10:04:00,1,01_Parietal_Lobe,Unknown,0.0,8.33
24,2024-01-01 10:04:00,2,02_Prefrontal_Cortex,Unknown,0.0,952.67
24,2024-01-01 10:04:00,3,03_Temporal_Lobe,Unknown,402.0728,22.48
24,2024-01-01 10:04:00,4,04_Visual_Cortex,Unknown,0.0,14.77
25,2024-01-01 10:04:10,0,00_Motor_Cortex,Unknown,0.0,17.82
25,2024-01-01 10:04:10,1,01_Parietal_Lobe,Unknown,0.0,25.77
25,2024-01-01 10:04:10,2,02_Prefrontal_Cortex,Unknown,0.0,935.03
25,2024-01-01 10:04:10,3,03_Temporal_Lobe,Unknown,394.1192,24.61
25,2024-01-01 10:04:10,4,04_Visual_Cortex,Unknown,0.0,83.95
26,2024-01-01 10:04:20,0,00_Motor_Cortex,Unknown,0.0,1.33
26,2024-01-01 10:04:20,1,01_Parietal_Lobe,Unknown,0.0,10.0
26,2024-01-01 10:04:20,2,02_Prefrontal_Cortex,Unknown,0.0,920.08
26,2024-01-01 10:04:20,3,03_Temporal_Lobe,Unknown,398.4052,1.79
26,2024-01-01 10:04:20,4,04_Visual_Cortex,Unknown,0.0,73.04
27,2024-01-01 10:04:30,0,00_Motor_Cortex,Unknown,0.0,63.95
27,2024-01-01 10:04:30,1,01_Parietal_Lobe,Unknown,0.0,50.76
27,2024-01-01 10:04:30,2,02_Prefrontal_Cortex,Unknown,0.0,1080.87
27,2024-01-01 10:04:30,3,03_Temporal_Lobe,Unknown,393.1513,53.02
27,2024-01-01 10:04:30,4,04_Visual_Cortex,Unknown,0.0,14.66
28,2024-01-01 10:04:40,0,00_Motor_Cortex,Unknown,0.0,54.76
28,2024-01-01 10:04:40,1,01_Parietal_Lobe,Unknown,0.0,7.56
28,2024-01-01 10:04:40,2,02_Prefrontal_Cortex,Unknown,0.0,1038.04
28,2024-01-01 10:04:40,3,03_Temporal_Lobe,Unknown,391.9492,25.32
28,2024-01-01 10:04:40,4,04_Visual_Cortex,Unknown,0.0,1.04
29,2024-01-01 10:04:50,0,00_Motor_Cortex,Unknown,0.0,43.18
29,2024-01-01 10:04:50,1,01_Parietal_Lobe,Unknown,0.0,14.73
29,2024-01-01 10:04:50,2,02_Prefrontal_Cortex,Unknown,0.0,990.81
29,2024-01-01 10:04:50,3,03_Temporal_Lobe,Unknown,399.3861,23.36
29,2024-01-01 10:04:50,4,04_Visual_Cortex,Unknown,0.0,4.1
30,2024-01-01 10:05:00,0,00_Motor_Cortex,Unknown,0.0,11.27
30,2024-01-01 10:05:00,1,01_Parietal_Lobe,Unknown,0.0,29.75
30,2024-01-01 10:05:00,2,02_Prefrontal_Cortex,Unknown,0.0,996.0
30,2024-01-01 10:05:00,3,03_Temporal_Lobe,Unknown,287.7692,0.0
30,2024-01-01 10:05:00,4,04_Visual_Cortex,Unknown,0.0,37.02
31,2024-01-01 10:05:10,0,00_Motor_Cortex,Unknown,0.0,50.74
31,2024-01-01 10:05:10,1,01_Parietal_Lobe,Unknown,0.0,19.15
31,2024-01-01 10:05:10,2,02_Prefrontal_Cortex,Unknown,0.0,1032.67
31,2024-01-01 10:05:10,3,03_Temporal_Lobe,Unknown,290.2027,0.0
31,2024-01-01 10:05:10,4,04_Visual_Cortex,Unknown,0.0,1.08
32,2024-01-01 10:05:20,0,00_Motor_Cortex,Unknown,0.0,25.02
32,2024-01-01 10:05:20,1,01_Parietal_Lobe,Unknown,0.0,76.61
32,2024-01-01 10:05:20,2,02_Prefrontal_Cortex,Unknown,0.0,1031.19
32,2024-01-01 10:05:20,3,03_Temporal_Lobe,Unknown,289.7819,0.0
32,2024-01-01 10:05:20,4,04_Visual_Cortex,Unknown,0.0,20.4
33,2024-01-01 10:05:30,0,00_Motor_Cortex,Unknown,0.0,57.84
33,2024-01-01 10:05:30,1,01_Parietal_Lobe,Unknown,0.0,1.61
33,2024-01-01 10:05:30,2,02_Prefrontal_Cortex,Unknown,0.0,999.45
33,2024-01-01 10:05:30,3,03_Temporal_Lobe,Unknown,292.7787,0.0
33,2024-01-01 10:05:30,4,04_Visual_Cortex,Unknown,0.0,58.9
34,2024-01-01 10:05:40,0,00_Motor_Cortex,Unknown,0.0,8.67
34,2024-01-01 10:05:40,1,01_Parietal_Lobe,Unknown,0.0,10.16
34,2024-01-01 10:05:40,2,02_Prefrontal_Cortex,Unknown,0.0,990.77
34,2024-01-01 10:05:40,3,03_Temporal_Lobe,Unknown,295.8749,0.0
34,2024-01-01 10:05:40,4,04_Visual_Cortex,Unknown,0.0,28.06
35,2024-01-01 10:05:50,0,00_Motor_Cortex,Unknown,0.0,8.09
35,2024-01-01 10:05:50,1,01_Parietal_Lobe,Unknown,0.0,8.41
35,2024-01-01 10:05:50,2,02_Prefrontal_Cortex,Unknown,0.0,1009.16
35,2024-01-01 10:05:50,3,03_Temporal_Lobe,Unknown,293.0893,0.0
35,2024-01-01 10:05:50,4,04_Visual_Cortex,Unknown,0.0,9.48
36,2024-01-01 10:06:00,0,00_Motor_Cortex,Unknown,0.0,12.78
36,2024-01-01 10:06:00,1,01_Parietal_Lobe,Unknown,0.0,72.08
36,2024-01-01 10:06:00,2,02_Prefrontal_Cortex,Unknown,0.0,1010.33
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,282.0742,0.0
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,0.0,69.63
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,0.0,52.89
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,0.0,11.3
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,0.0,1039.2
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,270.7325,0.0
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,0.0,2.39
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,0.0,7.03
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,0.0,5.75
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,0.0,974.86
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,263.8677,0.0
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,0.0,26.42
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,0.0,20.66
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,0.0,24.09
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,0.0,989.2
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,262.908,0.0
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,0.0,7.37
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,0.0,0.79
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,0.0,1.3
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,0.0,984.92
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,263.0674,0.0
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,0.0,14.57
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,0.0,32.01
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,0.0,15.6
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,0.0,929.38
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,264.8155,0.0
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,0.0,23.01
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,0.0,22.44
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,0.0,28.26
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,0.0,966.13
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,264.8436,0.0
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,0.0,39.69
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,0.0,2.87
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,0.0,14.12
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,0.0,1002.24
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,267.4865,0.0
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,0.0,13.49
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,0.0,43.43
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,0.0,11.56
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,0.0,1026.78
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,271.36,0.0
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,0.0,5.09
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,0.0,7.01
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,0.0,28.36
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,0.0,987.54
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,273.9758,0.0
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,0.0,8.89
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,0.0,45.12
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,0.0,23.72
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,0.0,1038.22
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,269.8495,0.0
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,0.0,30.62
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,0.0,35.32
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,0.0,50.02
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,0.0,1058.61
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,263.8554,0.0
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,0.0,26.73
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,0.0,54.64
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,0.0,1.37
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,0.0,964.37
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,262.4848,0.0
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,0.0,17.64
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,0.0,19.74
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,0.0,16.94
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,0.0,1024.68
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,264.1803,0.0
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,0.0,12.0
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,0.0,61.27
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,0.0,18.24
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,0.0,993.64
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,270.8026,0.0
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,0.0,36.67
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,0.0,38.95
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,0.0,8.76
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,0.0,1013.31
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,277.5231,0.0
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,0.0,43.5
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,0.0,55.99
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,0.0,17.64
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,0.0,1016.65
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,281.204,0.0
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,0.0,21.7
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,0.0,63.73
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,0.0,11.34
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,0.0,1071.65
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,285.8243,0.0
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,0.0,19.26
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,0.0,31.61
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,0.0,2.91
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,0.0,1025.45
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,293.5294,0.0
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,0.0,3.25
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,0.0,28.36
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,0.0,34.17
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,0.0,1032.01
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,300.0814,0.0
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,0.0,30.52
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,0.0,17.49
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,0.0,38.46
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,0.0,935.77
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,299.128,0.0
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,0.0,8.28
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,0.0,12.57
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,0.0,80.23
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,0.0,1071.69
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,289.1253,0.0
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,0.0,21.11
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,0.0,0.13
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,0.0,46.51
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,0.0,994.82
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,280.6399,0.0
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,0.0,41.2
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,0.0,1.83
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,0.0,16.28
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,0.0,973.43
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,276.546,0.0
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,0.0,41.02
