t_idx,node_idx,curvature,density
21,5,1047193.280000,6612757.9900
21,6,1689759.700000,6258916.8200
21,7,4357087.720000,11156587.6000
21,8,23459463.010000,9300860.5300
21,9,10484503.680000,8120377.4900
22,0,8435708.010000,7782830.0000
22,1,3890625.390000,12280637.5000
22,2,821290.520000,17461674.7400
22,3,32959.150000,6942712.5700
22,4,511781.840000,14338069.2500
22,5,91556.600000,12602317.2400
22,6,6895905.350000,14791324.6300
22,7,844659.190000,11518598.4300
22,8,7083213.020000,8980765.2900
22,9,2063419.730000,11620984.4300
23,0,6231971.420000,9841238.8700
23,1,1493020.980000,11181618.8000
23,2,17010882.070000,12401527.3400
23,3,4172843.810000,11224263.7100
23,4,9599044.580000,12322507.6500
23,5,1903992.430000,8632560.1800
23,6,2231772.140000,14449976.6000
23,7,2567060.270000,12142905.2100
23,8,1802778.340000,14662602.2900
23,9,7592503.440000,15151115.8700
24,0,3332196.000000,8160008.9400
24,1,4409321.450000,8782153.1700
24,2,19535671.850000,37864634.2700
24,3,4988077.690000,7797791.4800
24,4,9325235.880000,6385291.6100
24,5,2205773.010000,3024769.9100
24,6,524586.250000,10496222.7400
24,7,5379296.670000,12180618.7800
24,8,1475270.130000,10184844.3200
24,9,15186715.510000,38323738.9000
25,0,9781935.170000,15166768.0800
25,1,10318943.770000,12434545.4300
25,2,15279543.620000,10145211.3200
25,3,4111064.130000,11424232.3600
25,4,1613124.700000,12902880.5700
25,5,1015129.330000,6344112.5700
25,6,1104055.160000,11274524.3600
25,7,7892285.250000,7283655.8200
25,8,454188.130000,9753415.6600
25,9,18349910.940000,10076467.1300
26,0,14856245.010000,8397683.9300
26,1,12724227.000000,14286719.2300
26,2,9010340.400000,14944434.6500
26,3,299710.770000,11023013.4900
26,4,965396.710000,14641004.8400
26,5,2007721.550000,5385107.4600
26,6,2839205.700000,6886985.8800
26,7,5030918.670000,35143313.4500
26,8,3018800.200000,12574792.1800
26,9,9324064.190000,39162694.7100
27,0,5975333.930000,14606742.0500
27,1,6870670.920000,38045704.5700
27,2,4461944.990000,12745870.7300
27,3,5532273.910000,11124785.3100
27,4,5485609.450000,16737578.1400
27,5,697499.370000,10602923.3200
27,6,475062.980000,14564452.7400
27,7,1701495.280000,9180822.5400
27,8,4113034.060000,14458548.4000
27,9,1819845.310000,37260810.0000
28,0,93152.450000,12103457.8200
28,1,4513390.010000,15034144.7000
28,2,2863792.890000,11452056.4600
28,3,5300111.900000,18094138.1900
28,4,5804945.530000,12244609.0500
28,5,3595209.330000,9347388.3500
28,6,7153243.080000,11736516.2400
28,7,1062712.000000,9699255.4900
28,8,408527.200000,10321568.8000
28,9,1964635.350000,12651977.7200
29,0,780291.870000,9881282.1800
29,1,9350665.150000,11450056.5600
29,2,984577.280000,9631782.2300
29,3,1467679.020000,5438546.4300
29,4,4345258.760000,12678181.3200
29,5,5077498.250000,9194934.2900
29,6,5474657.760000,9097490.1800
29,7,5215472.520000,9997122.7000
29,8,1829328.450000,10048380.2700
29,9,1173160.480000,6868952.8800
30,0,2078611.760000,11039092.3600
30,1,892217.210000,8753984.6700
30,2,3262582.580000,16485940.0000
30,3,8983912.930000,8626432.5600
30,4,9078710.150000,9532063.2600
30,5,3026015.010000,5976215.2800
30,6,5490818.550000,11222229.2500
30,7,13261740.340000,14133209.1300
30,8,3191740.060000,15880694.4800
30,9,1798032.510000,8626342.8700
31,0,2919956.520000,11777380.6800
31,1,5306281.510000,16108366.5300
31,2,6781840.440000,13575498.4300
31,3,12266641.880000,12884511.0900
31,4,4057730.920000,15313443.8600
31,5,469681.000000,3947372.5100
31,6,6502481.270000,13035934.6900
31,7,11382949.020000,11021356.3800
31,8,11101388.520000,17966920.9500
31,9,3847110.860000,12231059.3000
32,0,3023088.190000,11116400.8700
32,1,1141365.610000,10889094.9600
32,2,382403.020000,11283583.5000
32,3,11623670.800000,25194300.3800
32,4,979525.300000,32475424.0200
32,5,1455527.210000,20190838.3900
32,6,3954110.820000,25615911.2300
32,7,93698.450000,9384114.8400
32,8,16996386.520000,8820953.2200
32,9,4210269.360000,8257635.8900
33,0,2259258.870000,10328668.9300
33,1,5442830.040000,10475884.5100
33,2,5546237.550000,9060602.5400
33,3,11463566.620000,12488760.5100
33,4,6315452.380000,13380919.4200
33,5,5885076.270000,10887456.3600
33,6,7999012.310000,7765678.7400
33,7,5385342.940000,9521797.0000
33,8,9997006.700000,5932045.2500
33,9,578365.800000,10367387.0000
34,0,6388723.890000,16600926.0800
34,1,164101.620000,13961879.2800
34,2,1681020.740000,10182105.0200
34,3,7677465.270000,8328966.3500
34,4,12559053.170000,17413442.1500
34,5,6406037.330000,10836644.0000
34,6,134056.590000,11000656.0600
34,7,679917.130000,12985958.0300
34,8,451140.490000,14718641.7700
34,9,7065051.990000,14193889.5600
35,0,10112500.790000,17132173.4200
35,1,6592422.500000,18154646.4100
35,2,698714.180000,13524540.1600
35,3,98883.210000,14370525.1400
35,4,9782887.520000,11067290.3600
35,5,4839080.320000,16778744.5600
35,6,3991538.980000,13803522.4600
35,7,3353089.720000,10532561.1400
35,8,7418751.560000,12430351.7900
35,9,7431069.300000,17181477.0800
36,0,5997280.050000,9480635.1300
36,1,6525001.350000,7184803.0900
36,2,316366.380000,7521113.8600
36,3,520900.460000,9401500.7500
36,4,2866583.190000,7800266.4000
36,5,1766240.930000,8396310.9100
36,6,1305086.490000,9746967.0900
36,7,898717.590000,8616972.0600
36,8,6646813.970000,7906178.9400
36,9,1977679.490000,10260735.2300
37,0,4641432.230000,12173500.3900
37,1,2862865.460000,7414898.4900
37,2,503454.910000,6377026.2700
37,3,2141199.080000,10948492.0600
37,4,1211875.140000,9253469.7000
37,5,2259930.770000,7981865.4700
37,6,3474412.790000,10376448.2500
37,7,442108.390000,10040071.9500
37,8,1392670.960000,8139354.8500
37,9,1695128.410000,9851415.7100
38,0,4318959.900000,39449203.7700
38,1,1925134.130000,6127376.7600
38,2,238180.130000,9487007.7700
38,3,1470648.910000,7203316.9800
38,4,4465325.330000,10796024.7100
38,5,3583529.090000,8735744.8400
38,6,2475313.870000,45368083.8400
38,7,3781019.740000,7429365.5800
38,8,1073961.780000,12576506.2800
38,9,804035.700000,10362475.8100
39,0,6370013.590000,12330313.1000
39,1,2709951.240000,8826205.2900
39,2,3971625.310000,13144705.6800
39,3,1038388.130000,9567396.3900
39,4,6024244.470000,16543705.9700
39,5,1964690.440000,8862387.1700
39,6,8123022.550000,12168059.1400
39,7,6869023.860000,23367437.0100
39,8,1479447.300000,9903926.0300
39,9,4144432.130000,14316536.8200
40,0,10807378.590000,7275804.0000
40,1,4293443.380000,11230263.6400
40,2,6707638.900000,12638439.1700
40,3,3446356.980000,7330471.4600
40,4,1677155.080000,7861114.8100
40,5,69980.720000,10068967.7600
40,6,7164079.700000,8491955.0200
40,7,1687555.070000,7712958.1900
40,8,6345233.990000,9986850.5500
40,9,6115944.390000,7601320.1800
41,0,2294783.880000,12001256.8000
41,1,7961469.720000,19417528.1500
41,2,19123.090000,14186529.1300
41,3,1429459.750000,13183117.4600
41,4,546048.470000,9210414.7000
41,5,842715.820000,5612133.6900
41,6,3687212.370000,10874516.1300
41,7,8473355.010000,12560631.7000
41,8,8025441.060000,12689466.6100
41,9,3238563.530000,15757010.0500
42,0,6912874.160000,12730361.3400
42,1,5518107.510000,10226167.1700
42,2,3255771.570000,13061992.9400
42,3,2015632.170000,8935221.7500
42,4,4036769.390000,10766497.0000
42,5,3139760.130000,7844872.6700
42,6,2966757.760000,12045375.2400
42,7,10078294.870000,11017516.5800
42,8,4288913.970000,12131009.5000
42,9,5579968.790000,15427108.4100
43,0,4642796.930000,9676289.7300
43,1,2161660.500000,9684792.8700
43,2,962967.230000,7099702.6600
43,3,765044.850000,6598909.1900
43,4,8111550.640000,8283840.0800
43,5,1941359.100000,4973847.3100
43,6,2760655.230000,8892847.6200
43,7,3446454.840000,8072121.6200
43,8,4799933.310000,7361414.0800
43,9,6048246.170000,6431370.9600
44,0,2837828.970000,19479190.1900
44,1,491086.510000,13572771.1600
44,2,1119797.880000,5943478.6200
44,3,284613.450000,9953537.7000
44,4,8841563.190000,10147296.3100
44,5,551316.110000,5271681.0200
44,6,1327443.240000,11770444.6800
44,7,1004251.290000,5469967.2100
44,8,7987362.330000,6164070.4100
44,9,1298427.450000,12265480.0800
45,0,7606010.180000,4986935.2100
45,1,1889593.350000,4622613.4600
45,2,47973.310000,4343385.3300
45,3,279024.140000,3971600.3700
45,4,6552089.540000,4601648.6800
45,5,600943.290000,4427141.1400
45,6,4535431.180000,6934481.1800
45,7,803931.270000,3062171.6700
45,8,5056374.310000,6650559.8900
45,9,4542334.230000,5916718.2900
46,0,2423704.260000,10662299.9900
46,1,1030911.380000,10179508.0200
46,2,141536.020000,15066229.1200
46,3,3976593.770000,9803965.5100
46,4,297484.680000,10076931.6100
46,5,128451.910000,10211938.5300
46,6,1485848.620000,7436519.9600
46,7,272854.550000,9161888.2200
46,8,458298.790000,14046380.7400
46,9,1849879.260000,13351637.3600
47,0,1933374.200000,11713838.4500
47,1,4533949.460000,10398785.9800
47,2,1851451.440000,10831264.8700
47,3,7494734.920000,7686991.9300
47,4,5156256.920000,9036506.4000
47,5,378220.140000,8167093.3200
47,6,838819.040000,6850742.9000
47,7,1969952.650000,6854243.0400
47,8,2979150.810000,16194163.2600
47,9,6746509.200000,15095917.7700
48,0,683868.280000,11816614.5900
48,1,8045273.870000,12448235.6700
48,2,2928944.660000,11633031.6200
48,3,7437092.730000,11401644.8600
48,4,5743266.900000,9012971.1700
48,5,941363.890000,3852818.3800
48,6,657440.880000,6805900.5600
48,7,4961240.790000,9637927.4500
48,8,1942575.390000,9645266.6300
48,9,4191434.910000,12432127.0700
49,0,2128349.540000,9252960.3100
49,1,7877291.390000,5843903.5900
49,2,2736003.060000,7443480.3900
49,3,2846449.060000,9317938.2700
49,4,2486754.150000,12118013.2300
49,5,1822112.100000,5834564.3200
49,6,3367812.080000,9853453.6400
49,7,4880810.420000,6099806.6400
49,8,3154188.520000,11507587.3200
49,9,1140033.820000,3575726.3500
50,0,2782810.930000,11943673.0000
50,1,7450816.030000,25175288.6600
50,2,1992192.920000,9508212.8600
50,3,4015591.750000,8829527.2300
50,4,2490545.280000,13672418.5700
50,5,2299211.130000,10138289.6900
50,6,6097443.930000,32142281.7100
50,7,3465851.130000,8070324.9000
50,8,7915422.470000,9130044.9400
50,9,866653.230000,11157110.1200
51,0,488395.890000,14690537.0600
51,1,3756384.920000,5884862.6700
51,2,3471711.230000,6907645.8800
51,3,6434958.360000,9998382.0900
51,4,5435991.750000,4340290.6000
51,5,2056231.500000,4795838.8800
51,6,6756345.090000,9791132.9300
51,7,2563912.020000,6143265.7800
51,8,5211719.280000,7538760.8200
51,9,3301414.740000,6517898.7700
