t_idx,node_idx,ik_suggested_delta,ik_strain_energy
29,7,5010427.8548,32.7559
29,8,621205.4343,32.7559
29,9,-3987265.7204,32.7559
30,0,955904.8918,66.5915
30,1,9442870.2944,66.5915
30,2,-1809697.5005,66.5915
30,3,4449100.6566,66.5915
30,4,-2499144.5106,66.5915
30,5,-10798680.6060,66.5915
30,6,-3647156.5128,66.5915
30,7,7631009.4675,66.5915
30,8,167201.6544,66.5915
30,9,-3891407.8348,66.5915
31,0,2300809.0007,19.3346
31,1,9595849.6209,19.3346
31,2,-3945158.7889,19.3346
31,3,180956.6810,19.3346
31,4,-5478549.6917,19.3346
31,5,4245517.5060,19.3346
31,6,-5446139.5712,19.3346
31,7,3322839.8936,19.3346
31,8,-1218144.6952,19.3346
31,9,-3557979.9552,19.3346
32,0,2866894.5383,96.8103
32,1,8709439.7366,96.8103
32,2,-2117168.5997,96.8103
32,3,3038732.3561,96.8103
32,4,-469121.3844,96.8103
32,5,-14747656.0484,96.8103
32,6,-2254983.7483,96.8103
32,7,5055954.3458,96.8103
32,8,1758391.6880,96.8103
32,9,-1840482.8841,96.8103
33,0,1869299.5141,57.2630
33,1,10190353.9947,57.2630
33,2,-2989514.6431,57.2630
33,3,1380854.0813,57.2630
33,4,-2089798.9272,57.2630
33,5,-10084788.6577,57.2630
33,6,-2205539.3297,57.2630
33,7,6336189.8123,57.2630
33,8,185371.1289,57.2630
33,9,-2592426.9738,57.2630
34,0,1421018.8909,124.4878
34,1,9782653.6366,124.4878
34,2,-1612750.1577,124.4878
34,3,2703454.4321,124.4878
34,4,190257.6639,124.4878
34,5,-16901020.8954,124.4878
34,6,-2724180.5340,124.4878
34,7,6416213.3363,124.4878
34,8,2149934.9959,124.4878
34,9,-1425581.3688,124.4878
35,0,400726.1441,85.3999
35,1,11247503.3935,85.3999
35,2,-1845737.0128,85.3999
35,3,1445525.8336,85.3999
35,4,1162850.9177,85.3999
35,5,-13300256.7730,85.3999
35,6,-3347323.9655,85.3999
35,7,6452360.9612,85.3999
35,8,550193.5463,85.3999
35,9,-2765843.0451,85.3999
36,0,595925.2873,103.8739
36,1,8163520.1877,103.8739
36,2,-1641446.1361,103.8739
36,3,3565735.6981,103.8739
36,4,563544.2697,103.8739
36,5,-14955490.2914,103.8739
36,6,-2248198.3618,103.8739
36,7,7344859.0312,103.8739
36,8,1154612.7919,103.8739
36,9,-2543062.4767,103.8739
37,0,-734413.7375,19.2551
37,1,10118249.8882,19.2551
37,2,-1724872.5620,19.2551
37,3,418084.8646,19.2551
37,4,502358.0736,19.2551
37,5,-2917701.3219,19.2551
37,6,-4790987.4223,19.2551
37,7,6072997.7438,19.2551
37,8,-1283858.0731,19.2551
37,9,-5659857.4533,19.2551
38,0,2101729.2523,36.3661
38,1,6723304.2378,36.3661
38,2,-2029980.6590,36.3661
38,3,-85528.7971,36.3661
38,4,-392229.1828,36.3661
38,5,-9659351.3206,36.3661
38,6,1447822.2067,36.3661
38,7,3505855.1613,36.3661
38,8,144364.7687,36.3661
38,9,-1755985.6673,36.3661
39,0,1218800.1994,79.2956
39,1,9194939.6957,79.2956
39,2,-1617667.4107,79.2956
39,3,2382370.6591,79.2956
39,4,1782477.9412,79.2956
39,5,-13399495.6292,79.2956
39,6,-2745508.8613,79.2956
39,7,5527840.4490,79.2956
39,8,890667.9516,79.2956
39,9,-3234424.9948,79.2956
40,0,586657.0003,102.4183
40,1,9189257.6161,102.4183
40,2,-1172568.2753,102.4183
40,3,3760582.8844,102.4183
40,4,2117320.6069,102.4183
40,5,-15345355.0548,102.4183
40,6,-1901713.0278,102.4183
40,7,5521424.5921,102.4183
40,8,635262.9310,102.4183
40,9,-3390869.2728,102.4183
41,0,1531298.1797,114.2030
41,1,9157615.0157,114.2030
41,2,-2201261.0709,114.2030
41,3,2963810.3654,114.2030
41,4,-897434.0740,114.2030
41,5,-16416857.3187,114.2030
41,6,-1739787.8303,114.2030
41,7,6835840.2079,114.2030
41,8,1905896.6080,114.2030
41,9,-1139120.0829,114.2030
42,0,1059271.0995,98.4351
42,1,10095710.0272,98.4351
42,2,-1600630.4845,98.4351
42,3,4334363.3885,98.4351
42,4,-88136.7998,98.4351
42,5,-14620505.6901,98.4351
42,6,-3035161.9058,98.4351
42,7,6332100.6373,98.4351
42,8,1305180.6731,98.4351
42,9,-3782190.9454,98.4351
43,0,1139227.1004,89.7358
43,1,7735560.0788,89.7358
43,2,-1161532.6946,89.7358
43,3,3230967.7723,89.7358
43,4,1261585.7547,89.7358
43,5,-14501590.0330,89.7358
43,6,-2027610.4766,89.7358
43,7,6092649.0396,89.7358
43,8,1100490.4212,89.7358
43,9,-2869746.9627,89.7358
44,0,2467476.6253,28.3740
44,1,10120729.1122,28.3740
44,2,-984462.8107,28.3740
44,3,-984492.2995,28.3740
44,4,169577.7861,28.3740
44,5,-7979012.7914,28.3740
44,6,-5049743.9779,28.3740
44,7,-7037.7067,28.3740
44,8,574842.2847,28.3740
44,9,1672123.7778,28.3740
45,0,1624766.2750,104.6037
45,1,9250949.9390,104.6037
45,2,-285317.9033,104.6037
45,3,4178815.4325,104.6037
45,4,1030576.6711,104.6037
45,5,-15463872.1745,104.6037
45,6,-2634059.6422,104.6037
45,7,5422340.7681,104.6037
45,8,517410.7816,104.6037
45,9,-3641610.1474,104.6037
46,0,350798.3037,64.5491
46,1,10810283.6045,64.5491
46,2,-2133138.6051,64.5491
46,3,1036082.3509,64.5491
46,4,1173415.4780,64.5491
46,5,-11433701.2369,64.5491
46,6,-3184788.8970,64.5491
46,7,5772792.4798,64.5491
46,8,-155765.8649,64.5491
46,9,-2235977.6131,64.5491
47,0,1548432.3759,10.6870
47,1,9388042.9735,10.6870
47,2,-2338522.1337,10.6870
47,3,-1758784.3637,10.6870
47,4,2777859.2387,10.6870
47,5,-1923024.7038,10.6870
47,6,-4267480.2013,10.6870
47,7,2110159.5504,10.6870
47,8,-1601272.1700,10.6870
47,9,-3935410.5660,10.6870
48,0,-41936.8071,73.0196
48,1,8955387.2351,73.0196
48,2,-1049732.6923,73.0196
48,3,1956586.8169,73.0196
48,4,5389886.9359,73.0196
48,5,-12541123.9574,73.0196
48,6,-2873780.2957,73.0196
48,7,3630612.7402,73.0196
48,8,692155.2532,73.0196
48,9,-4118055.2287,73.0196
49,0,-280600.6664,81.7845
49,1,10191689.2851,81.7845
49,2,-1213643.4021,81.7845
49,3,2638397.2346,81.7845
49,4,2913767.7178,81.7845
49,5,-12808326.2826,81.7845
49,6,-3497599.0543,81.7845
49,7,5349268.5821,81.7845
49,8,81298.1454,81.7845
49,9,-3374251.5596,81.7845
50,0,60775.2017,7.6320
50,1,10193213.5617,7.6320
50,2,-1500081.1905,7.6320
50,3,-3377098.2138,7.6320
50,4,-731525.4349,7.6320
50,5,2862774.3854,7.6320
50,6,-4483976.9772,7.6320
50,7,392156.4494,7.6320
50,8,-2620328.2763,7.6320
50,9,-795909.5055,7.6320
51,0,1057637.2207,101.2088
51,1,7200124.9092,101.2088
51,2,-794414.5022,101.2088
51,3,2505402.9153,101.2088
51,4,4662663.8393,101.2088
51,5,-15330035.7536,101.2088
51,6,-1705486.3285,101.2088
51,7,3732335.9558,101.2088
51,8,1694105.8715,101.2088
51,9,-3022334.1274,101.2088
