t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
144,2012-10,108.0801,0.2942,111.5731,-2.3092,-62.3001,0.0,75.25
145,2012-11,182.7841,0.7897,89.7842,7.8466,32.43,0.0,111.8828
146,2012-12,195.8998,0.8919,89.0317,0.554,6.2899,0.0,116.4928
147,2013-01,325.3842,0.3414,95.5199,3.2287,61.8102,0.0,292.7701
148,2013-02,198.7018,0.7404,93.1403,-10.2727,-55.75,0.0,129.7436
149,2013-03,288.4599,0.7607,92.7277,8.6186,38.0398,0.0,217.9263
150,2013-04,221.9401,0.9663,91.7034,-9.5186,-25.8299,0.0,133.3228
151,2013-05,233.1622,1.7267,90.9222,3.703,4.59,0.0,76.1706
152,2013-06,130.5202,-0.1509,63.144,6.5244,-57.53,0.0,140.0458
153,2013-07,345.595,0.241,70.6596,3.4854,103.7099,0.0,328.566
154,2013-08,69.8037,0.2532,82.6651,-4.9493,-132.11,0.0,48.8698
155,2013-09,266.9794,-0.0385,82.9563,-3.3507,101.4401,0.0,270.1702
156,2013-10,315.0381,-1.5453,87.8215,-12.0092,26.4099,0.0,450.7517
157,2013-11,263.3801,-0.6408,81.6088,8.3853,-26.02,0.0,315.6743
158,2013-12,254.5799,-3.3005,80.2913,3.9599,-6.6201,0.0,519.5775
159,2014-01,47.26,0.0089,96.3504,3.9307,-108.2199,0.0,46.3981
160,2014-02,334.2396,0.1025,97.1475,1.0525,142.83,0.0,324.2799
161,2014-03,194.4007,0.4615,96.9173,-5.7175,-64.07,0.0,149.6754
162,2014-04,188.64,2.063,95.5549,-1.5948,-1.78,0.0,-8.4852
163,2014-05,254.9921,0.8187,95.7801,5.0957,28.61,0.0,176.5734
164,2014-06,242.5201,1.498,95.8446,-3.0629,-3.26,0.0,98.9463
165,2014-07,106.1732,0.3782,97.6087,-4.7222,-65.92,0.0,69.2595
166,2014-08,310.24,0.1395,94.7157,1.3674,102.0599,0.0,297.0302
167,2014-09,102.7002,0.1715,90.6384,-1.8568,-103.8799,0.0,87.1581
168,2014-10,256.1501,-0.1125,90.7549,-6.322,76.84,0.0,266.3579
169,2014-11,264.7383,-20.751,88.2075,-3.5426,4.05,0.0,2095.1298
170,2014-12,147.2598,0.1638,90.1231,0.6111,-58.4702,0.0,132.5001
171,2015-01,37.3603,0.0799,100.5682,5.7713,-54.9498,0.0,29.3214
172,2015-02,388.3401,0.3236,104.0111,8.0274,173.1199,0.0,354.6834
173,2015-03,96.2199,-0.0009,102.2843,0.3139,-146.0201,0.0,96.3074
174,2015-04,228.1363,0.7177,103.9123,10.9867,54.3302,0.0,153.5557
175,2015-05,215.5398,-1.3787,104.0886,-10.2038,4.4598,0.0,359.0456
176,2015-06,79.2205,0.2486,107.647,-1.6021,-66.6597,0.0,52.4548
177,2015-07,246.6894,-0.1234,107.8742,-11.1499,85.2098,0.0,260.0062
178,2015-08,102.1284,-0.058,131.7216,13.3306,-172.39,0.0,109.7677
179,2015-09,60.54,-0.1132,127.8851,-6.6329,79.51,0.0,75.0146
180,2015-10,491.1202,0.2101,156.6429,6.0353,211.5801,0.0,458.2163
181,2015-11,172.1997,0.0894,155.0872,-1.3795,-158.1803,0.0,158.3283
182,2015-12,91.8601,0.9122,154.3889,-10.2384,-37.7198,0.0,-48.9683
183,2016-01,47.6218,-0.1479,163.4453,7.2806,-67.33,0.0,71.7967
184,2016-02,153.9681,0.2482,159.5307,2.2738,95.9899,0.0,114.3734
185,2016-03,434.1851,0.2925,164.8131,5.7098,135.52,0.0,385.9796
186,2016-04,196.0982,-0.0358,164.3106,4.0799,-121.95,0.0,201.9866
187,2016-05,232.4199,-0.8777,163.7168,-8.5007,25.6898,0.0,376.106
188,2016-06,178.376,-0.1205,163.2782,2.9441,-29.3397,0.0,198.0491
189,2016-07,314.2601,-0.2358,165.7329,-10.1345,72.6298,0.0,353.3451
190,2016-08,170.7398,-0.185,163.9926,10.1529,-77.1901,0.0,201.079
191,2016-09,171.7842,1.7783,143.5761,0.9654,-0.0298,0.0,-83.5394
192,2016-10,82.5798,0.5814,141.6478,-4.9403,-39.6402,0.0,0.2292
193,2016-11,321.1414,0.2572,119.7674,3.9251,114.6803,0.0,290.3334
194,2016-12,259.3105,-0.0225,121.1721,2.5353,-32.4401,0.0,262.0398
195,2017-01,249.7022,0.9539,116.4102,-5.1286,0.02,0.0,138.6594
196,2017-02,339.7716,0.0852,94.9268,-0.1827,44.6297,0.0,331.685
197,2017-03,163.3642,0.3232,94.3444,-3.3504,-85.7897,0.0,132.8685
198,2017-04,211.0432,0.6996,75.1696,2.6821,22.5999,0.0,158.458
199,2017-05,222.7003,0.1542,73.9972,-0.9098,6.1201,0.0,211.2881
200,2017-06,188.1828,0.4468,74.5158,-0.8026,-16.0902,0.0,154.8913
201,2017-07,272.1373,0.6956,74.4763,6.1914,35.3803,0.0,220.3311
202,2017-08,168.2808,0.6233,70.9104,-6.622,-45.4403,0.0,124.0798
203,2017-09,274.3045,0.7072,70.9489,7.9767,46.1604,0.0,224.1262
204,2017-10,283.0443,-1.0948,70.4931,-4.0631,8.1897,0.0,360.2176
205,2017-11,325.7382,1.0012,58.9753,5.1389,16.5202,0.0,266.6902
206,2017-12,227.9441,0.3612,55.6869,-2.6877,-46.39,0.0,207.8279
207,2018-01,479.008,0.1277,84.6047,1.4151,124.1699,0.0,468.2021
208,2018-02,58.1161,0.1952,120.4327,-7.4171,-259.9799,0.0,34.6085
209,2018-03,30.1024,0.6289,128.9641,5.7082,36.82,0.0,-51.0081
210,2018-04,185.3381,0.1058,128.2253,-1.9315,80.2399,0.0,171.7709
211,2018-05,287.997,0.2117,129.6016,0.0773,49.84,0.0,260.5606
212,2018-06,211.0173,-0.1391,129.979,6.0711,-43.7199,0.0,229.0912
213,2018-07,364.9199,-0.138,135.2376,-7.612,84.4198,0.0,383.579
214,2018-08,335.982,0.899,138.2889,-3.8775,-12.4899,0.0,211.6575
215,2018-09,201.575,-0.1042,137.0806,7.8196,-72.87,0.0,215.8629
216,2018-10,253.3117,0.3082,189.3414,-11.723,-214.5,0.0,194.9477
217,2018-11,262.0069,-0.0243,190.2336,-6.9532,250.5699,0.0,266.6294
218,2018-12,351.7568,-0.0231,235.7754,8.6305,-301.6498,0.0,357.2092
219,2019-01,581.1811,0.2036,262.472,13.2845,450.5698,0.0,527.7399
220,2019-02,336.9609,0.2579,252.164,-3.7695,-117.1601,0.0,271.9229
221,2019-03,275.2359,0.1536,245.4022,0.0386,-30.28,0.0,237.5506
222,2019-04,399.7724,0.1,246.5519,0.2572,61.4203,0.0,375.127
223,2019-05,242.3642,0.2982,275.0759,-14.6643,-305.2002,0.0,160.3492
224,2019-06,558.858,0.2468,291.963,15.2765,383.57,0.0,486.8066
225,2019-07,247.1598,0.2324,291.7429,-4.5172,-150.9801,0.0,179.3716
226,2019-08,57.4824,0.3192,290.5837,-3.2476,-92.7398,0.0,-35.2736
227,2019-09,270.0201,0.2643,288.2842,3.2195,104.2,0.0,193.8344
228,2019-10,289.6792,0.2158,289.7152,-1.0653,10.74,0.0,227.1531
229,2019-11,378.7039,0.4573,264.178,3.2807,42.4999,0.0,257.905
230,2019-12,349.2202,0.6553,264.4931,-1.768,-13.6199,0.0,175.8896
231,2020-01,154.4601,0.3198,204.8615,-4.5656,-95.0601,0.0,88.94
232,2020-02,389.3378,0.114,253.1037,-2.5698,-266.14,0.0,360.4782
233,2020-03,588.8743,0.2905,326.1686,0.8016,-97.3298,0.0,494.1385
234,2020-04,841.4598,0.0368,379.0914,-35.4422,706.9697,0.0,827.5209
235,2020-05,468.2271,-0.2294,383.4907,59.1129,-207.9597,0.0,556.2121
236,2020-06,300.3648,0.591,364.8047,-6.901,-76.5001,0.0,84.7685
237,2020-07,519.7804,0.0357,362.2707,-5.2223,116.2501,0.0,506.83
238,2020-08,633.6754,0.096,379.5431,-1.3324,57.3599,0.0,597.2331
239,2020-09,112.4942,0.1342,388.7708,-6.1248,-365.3,0.0,60.3373
240,2020-10,28.467,0.0643,394.7944,-1.531,43.97,0.0,3.0685
241,2020-11,872.6199,0.1023,433.9484,4.2247,445.41,0.0,828.2136
242,2020-12,467.0371,-0.1084,436.9737,14.6617,-217.0297,0.0,514.4197
243,2021-01,93.3621,0.3821,438.6564,-10.6252,-176.5703,0.0,-74.2544
244,2021-02,382.8809,0.2651,439.4654,2.575,138.84,0.0,266.3949
245,2021-03,494.6713,0.2937,399.695,-5.5545,64.9301,0.0,377.2684
246,2021-04,597.3771,0.6425,301.021,4.6809,46.64,0.0,403.9724
247,2021-05,223.419,0.1044,273.8107,-1.185,-185.6401,0.0,194.8421
248,2021-06,373.4824,0.408,271.7208,3.7333,70.8502,0.0,262.6329
249,2021-07,366.5968,-0.8407,270.1557,-7.1342,3.7696,0.0,593.7111
250,2021-08,423.9009,0.0174,267.245,-1.6414,29.8606,0.0,419.2569
251,2021-09,270.168,0.0379,303.266,0.3029,-342.6605,0.0,258.6864
252,2021-10,788.092,0.1999,304.3253,12.176,513.18,0.0,727.2465
253,2021-11,91.2827,0.4241,297.7666,-27.4629,-336.4197,0.0,-34.9863
254,2021-12,587.8254,0.4837,267.5932,25.2094,237.7601,0.0,458.3836
255,2022-01,338.6439,0.0027,320.3023,3.6538,-449.5105,0.0,337.7806
256,2022-02,118.6396,0.0491,333.9881,-3.9597,108.8205,0.0,102.2248
257,2022-03,496.9789,0.0317,337.6896,-1.6275,297.9801,0.0,486.2724
258,2022-04,633.9185,0.0643,409.4497,-3.1985,-554.7502,0.0,607.5733
259,2022-05,173.7335,0.0344,393.081,-2.8378,398.5997,0.0,160.2263
260,2022-06,531.8672,0.0188,433.9126,1.1925,-346.8897,0.0,523.7295
261,2022-07,854.6004,-0.0082,474.7889,-11.3225,691.5802,0.0,858.4941
262,2022-08,202.3916,0.0409,478.8737,-1.7287,-520.0002,0.0,182.8263
263,2022-09,590.4969,0.044,502.3221,1.0092,-194.2898,0.0,568.402
264,2022-10,758.9558,0.1823,529.9212,17.1596,655.9397,0.0,662.3762
265,2022-11,581.8113,0.7463,512.3959,-14.3633,-78.3297,0.0,199.4348
266,2022-12,322.0599,0.0348,522.4159,3.6459,-448.8402,0.0,303.8986
267,2023-01,645.6593,0.0835,527.5846,3.8634,477.8102,0.0,601.627
268,2023-02,50.8413,0.1084,516.0691,-3.768,-343.4503,0.0,-5.1245
269,2023-03,444.8204,0.066,520.855,0.8183,245.4104,0.0,410.44
270,2023-04,292.0679,0.0063,512.306,2.6451,-78.9902,0.0,288.8213
271,2023-05,186.3603,0.7753,465.5409,-10.5864,-49.5198,0.0,-174.5824
272,2023-06,716.2387,0.2712,487.5219,11.3654,259.9997,0.0,584.0313
273,2023-07,470.2662,-0.1062,441.3182,10.2346,-132.0697,0.0,517.1278
274,2023-08,12.926,0.2942,414.7695,-9.662,-219.5799,0.0,-109.1169
275,2023-09,275.2852,-0.0199,420.6466,5.4157,-138.5105,0.0,283.6452
276,2023-10,26.8995,-0.0681,359.0653,-8.4115,125.5604,0.0,51.3349
277,2023-11,912.7251,-0.0258,378.177,-14.4678,467.85,0.0,922.465
278,2023-12,569.2826,-0.0457,377.4128,9.7737,-171.6697,0.0,586.5327
279,2024-01,329.5537,-0.0192,336.0599,8.2445,-126.4104,0.0,336.0096
