t_idx,time_label,node_idx,node_label,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
8,2001-06,2,Oil,1.1055,0.9129,0.0,0
8,2001-06,3,SP500,0.5989,0.4381,0.0,0
8,2001-06,4,US10Y,1.2232,1.4438,0.0,0
8,2001-06,5,US_Inflation,1.2773,1.1251,0.0,0
8,2001-06,6,US_Production,0.311,0.1785,0.0,0
8,2001-06,7,US_Unemployment,1.7216,1.5686,0.0,0
9,2001-07,0,US_Economy,0.5072,0.1341,,0
9,2001-07,1,Copper,1.2575,1.2421,0.0,0
9,2001-07,2,Oil,1.3919,0.4227,0.0,0
9,2001-07,3,SP500,0.5267,0.1204,0.0,0
9,2001-07,4,US10Y,0.352,0.2756,0.0,0
9,2001-07,5,US_Inflation,1.0157,1.4401,0.0,0
9,2001-07,6,US_Production,0.1895,0.0058,0.0,0
9,2001-07,7,US_Unemployment,0.7699,0.7407,0.0,0
10,2001-08,0,US_Economy,0.5772,0.692,,0
10,2001-08,1,Copper,0.4912,0.498,0.0,0
10,2001-08,2,Oil,0.1572,0.1522,0.0,0
10,2001-08,3,SP500,0.5391,0.7085,0.0,0
10,2001-08,4,US10Y,0.9256,0.8401,0.0,0
10,2001-08,5,US_Inflation,0.7575,0.9004,0.0,0
10,2001-08,6,US_Production,1.2721,1.7826,0.0,0
10,2001-08,7,US_Unemployment,0.7503,0.8947,0.0,0
11,2001-09,0,US_Economy,0.6564,0.2043,,0
11,2001-09,1,Copper,0.0063,0.0307,0.0,0
11,2001-09,2,Oil,1.4196,1.1005,0.0,0
11,2001-09,3,SP500,0.5954,0.156,0.0,0
11,2001-09,4,US10Y,0.2439,0.1933,0.0,0
11,2001-09,5,US_Inflation,1.3631,1.6964,0.0,0
11,2001-09,6,US_Production,0.5939,0.865,0.0,0
11,2001-09,7,US_Unemployment,1.2062,1.3082,0.0,0
12,2001-10,0,US_Economy,0.3304,1.2066,,0
12,2001-10,1,Copper,0.3479,0.3232,0.0,0
12,2001-10,2,Oil,0.2355,0.3602,0.0,0
12,2001-10,3,SP500,0.0954,1.1956,0.0,0
12,2001-10,4,US10Y,0.4226,0.3792,0.0,0
12,2001-10,5,US_Inflation,2.5627,2.4085,0.0,0
12,2001-10,6,US_Production,0.7376,0.82,0.0,0
12,2001-10,7,US_Unemployment,0.7874,0.9113,0.0,0
13,2001-11,0,US_Economy,0.302,0.6158,,0
13,2001-11,1,Copper,3.0523,3.0016,0.0,1
13,2001-11,2,Oil,0.31,0.1534,0.0,0
13,2001-11,3,SP500,0.2961,0.6045,0.0,0
13,2001-11,4,US10Y,1.0411,0.9609,0.0,0
13,2001-11,5,US_Inflation,0.6424,0.8158,0.0,0
13,2001-11,6,US_Production,1.0785,1.1007,0.0,0
13,2001-11,7,US_Unemployment,0.6451,0.6509,0.0,0
14,2001-12,0,US_Economy,0.4195,0.9057,,0
14,2001-12,1,Copper,3.73,3.7674,0.0,1
14,2001-12,2,Oil,1.2778,0.5678,0.0,0
14,2001-12,3,SP500,0.3634,0.9455,0.0,0
14,2001-12,4,US10Y,1.423,1.3155,0.0,0
14,2001-12,5,US_Inflation,0.2123,0.0568,0.0,0
14,2001-12,6,US_Production,2.006,2.0928,0.0,0
14,2001-12,7,US_Unemployment,0.1587,0.0854,0.0,0
15,2002-01,0,US_Economy,0.3685,0.3058,,0
15,2002-01,1,Copper,2.2354,2.3039,0.0,0
15,2002-01,2,Oil,0.6951,0.4012,0.0,0
15,2002-01,3,SP500,0.3359,0.2995,0.0,0
15,2002-01,4,US10Y,1.9343,2.3365,0.0,0
15,2002-01,5,US_Inflation,0.6935,0.7548,0.0,0
15,2002-01,6,US_Production,2.755,2.1106,0.0,0
15,2002-01,7,US_Unemployment,1.102,1.1107,0.0,0
16,2002-02,0,US_Economy,0.3384,0.0208,,0
16,2002-02,1,Copper,1.2974,1.2758,0.0,0
16,2002-02,2,Oil,0.8169,1.2368,0.0,0
16,2002-02,3,SP500,0.3209,0.0033,0.0,0
16,2002-02,4,US10Y,0.4016,0.3088,0.0,0
16,2002-02,5,US_Inflation,0.2746,0.1025,0.0,0
16,2002-02,6,US_Production,2.8299,2.0384,0.0,0
16,2002-02,7,US_Unemployment,0.0616,0.1365,0.0,0
17,2002-03,0,US_Economy,0.2435,0.7964,,0
17,2002-03,1,Copper,0.7663,0.7409,0.0,0
17,2002-03,2,Oil,0.046,0.7418,0.0,0
17,2002-03,3,SP500,0.2629,0.7572,0.0,0
17,2002-03,4,US10Y,2.0603,1.8872,0.0,0
17,2002-03,5,US_Inflation,0.493,0.382,0.0,0
17,2002-03,6,US_Production,1.8095,1.5775,0.0,0
17,2002-03,7,US_Unemployment,0.0618,0.0,0.0,0
18,2002-04,0,US_Economy,0.4288,1.6764,,0
18,2002-04,1,Copper,1.0235,0.9832,0.0,0
18,2002-04,2,Oil,1.0545,1.6061,0.0,0
18,2002-04,3,SP500,0.3724,1.6301,0.0,0
18,2002-04,4,US10Y,1.4775,1.6415,0.0,0
18,2002-04,5,US_Inflation,0.6504,0.4933,0.0,0
18,2002-04,6,US_Production,0.7474,0.7039,0.0,0
18,2002-04,7,US_Unemployment,1.3058,1.2979,0.0,0
19,2002-05,0,US_Economy,1.0716,1.0783,,0
19,2002-05,1,Copper,0.7054,0.6911,0.0,0
19,2002-05,2,Oil,1.2362,1.208,0.0,0
19,2002-05,3,SP500,1.7347,1.155,0.0,0
19,2002-05,4,US10Y,0.1092,0.1568,0.0,0
19,2002-05,5,US_Inflation,1.2979,1.1799,0.0,0
19,2002-05,6,US_Production,0.3601,0.3534,0.0,0
19,2002-05,7,US_Unemployment,1.6996,1.8076,0.0,0
20,2002-06,0,US_Economy,0.5857,0.9715,,0
20,2002-06,1,Copper,0.3053,0.2971,0.0,0
20,2002-06,2,Oil,2.7504,1.4412,0.0,0
20,2002-06,3,SP500,0.5679,1.0447,0.0,0
20,2002-06,4,US10Y,0.7002,0.5203,0.0,0
20,2002-06,5,US_Inflation,0.1245,0.0768,0.0,0
20,2002-06,6,US_Production,1.2499,0.8058,0.0,0
20,2002-06,7,US_Unemployment,0.5706,0.5477,0.0,0
21,2002-07,0,US_Economy,0.3566,0.0095,,0
21,2002-07,1,Copper,1.1931,1.1578,0.0,0
21,2002-07,2,Oil,0.7654,0.6493,0.0,0
21,2002-07,3,SP500,0.3081,0.0451,0.0,0
21,2002-07,4,US10Y,0.1895,0.1404,0.0,0
21,2002-07,5,US_Inflation,0.6258,0.6176,0.0,0
21,2002-07,6,US_Production,2.2463,2.1834,0.0,0
21,2002-07,7,US_Unemployment,0.0435,0.1026,0.0,0
22,2002-08,0,US_Economy,3.8491,1.3785,,1
22,2002-08,1,Copper,1.1452,1.1909,0.0,0
22,2002-08,2,Oil,0.1973,0.7093,0.0,0
22,2002-08,3,SP500,6.4644,1.3556,0.0,1
22,2002-08,4,US10Y,0.3493,0.3169,0.0,0
22,2002-08,5,US_Inflation,0.2338,0.0849,0.0,0
22,2002-08,6,US_Production,0.1712,0.2513,0.0,0
22,2002-08,7,US_Unemployment,0.7019,0.5711,0.0,0
23,2002-09,0,US_Economy,0.7116,1.7042,,0
23,2002-09,1,Copper,0.1219,0.1321,0.0,0
23,2002-09,2,Oil,0.7467,0.7997,0.0,0
23,2002-09,3,SP500,0.5955,1.6847,0.0,0
23,2002-09,4,US10Y,0.0252,0.0359,0.0,0
23,2002-09,5,US_Inflation,0.3245,0.4977,0.0,0
23,2002-09,6,US_Production,0.4018,0.3961,0.0,0
23,2002-09,7,US_Unemployment,0.9811,0.8944,0.0,0
24,2002-10,0,US_Economy,2.0717,2.3051,,0
24,2002-10,1,Copper,0.2826,0.2576,0.0,0
24,2002-10,2,Oil,1.0614,0.9365,0.0,0
24,2002-10,3,SP500,0.9061,2.345,0.0,0
24,2002-10,4,US10Y,1.474,1.698,0.0,0
24,2002-10,5,US_Inflation,0.3763,0.299,0.0,0
24,2002-10,6,US_Production,0.6498,0.7084,0.0,0
24,2002-10,7,US_Unemployment,0.0036,0.0578,0.0,0
25,2002-11,0,US_Economy,0.4809,0.268,,0
25,2002-11,1,Copper,0.0647,0.045,0.0,0
25,2002-11,2,Oil,0.6836,0.6171,0.0,0
25,2002-11,3,SP500,0.4565,0.2946,0.0,0
25,2002-11,4,US10Y,0.0408,0.0678,0.0,0
25,2002-11,5,US_Inflation,0.4388,0.6381,0.0,0
25,2002-11,6,US_Production,1.3565,1.5634,0.0,0
25,2002-11,7,US_Unemployment,1.7994,1.7321,0.0,0
26,2002-12,0,US_Economy,0.6285,1.3114,,0
26,2002-12,1,Copper,0.3542,0.3444,0.0,0
26,2002-12,2,Oil,0.2591,0.0931,0.0,0
26,2002-12,3,SP500,0.5549,1.2971,0.0,0
26,2002-12,4,US10Y,0.5271,0.4416,0.0,0
26,2002-12,5,US_Inflation,0.009,0.1286,0.0,0
26,2002-12,6,US_Production,2.8382,2.3384,0.0,0
26,2002-12,7,US_Unemployment,0.7067,0.7071,0.0,0
27,2003-01,0,US_Economy,0.0844,0.5478,,0
27,2003-01,1,Copper,0.5362,0.4946,0.0,0
27,2003-01,2,Oil,1.9849,3.0227,0.0,1
27,2003-01,3,SP500,0.2128,0.4513,0.0,0
27,2003-01,4,US10Y,0.2918,0.2784,0.0,0
27,2003-01,5,US_Inflation,1.5811,1.7999,0.0,0
27,2003-01,6,US_Production,1.6834,2.4353,0.0,0
27,2003-01,7,US_Unemployment,2.0633,2.0241,0.0,0
28,2003-02,0,US_Economy,0.4452,0.0655,,0
28,2003-02,1,Copper,0.9267,0.9064,0.0,0
28,2003-02,2,Oil,0.7863,1.4437,0.0,0
28,2003-02,3,SP500,0.4148,0.12,0.0,0
28,2003-02,4,US10Y,0.8388,0.7135,0.0,0
28,2003-02,5,US_Inflation,0.8201,0.5817,0.0,0
28,2003-02,6,US_Production,0.9915,1.0763,0.0,0
28,2003-02,7,US_Unemployment,2.4885,2.014,0.0,0
29,2003-03,0,US_Economy,0.4298,0.1289,,0
29,2003-03,1,Copper,0.7787,0.7992,0.0,0
29,2003-03,2,Oil,1.6575,2.9256,0.0,0
29,2003-03,3,SP500,0.3936,0.2477,0.0,0
29,2003-03,4,US10Y,0.2651,0.2464,0.0,0
29,2003-03,5,US_Inflation,3.1069,2.755,0.0,1
29,2003-03,6,US_Production,0.4899,0.5598,0.0,0
29,2003-03,7,US_Unemployment,0.6331,0.6016,0.0,0
30,2003-04,0,US_Economy,0.2753,0.7875,,0
30,2003-04,1,Copper,1.489,1.5161,0.0,0
30,2003-04,2,Oil,0.1003,0.306,0.0,0
30,2003-04,3,SP500,0.3209,0.7842,0.0,0
30,2003-04,4,US10Y,1.69,1.3808,0.0,0
30,2003-04,5,US_Inflation,2.1151,2.8823,0.0,0
30,2003-04,6,US_Production,0.1868,0.373,0.0,0
30,2003-04,7,US_Unemployment,0.472,0.5477,0.0,0
31,2003-05,0,US_Economy,0.5087,0.3062,,0
31,2003-05,1,Copper,0.7497,0.6968,0.0,0
31,2003-05,2,Oil,1.8183,2.5847,0.0,0
31,2003-05,3,SP500,0.4843,0.4373,0.0,0
31,2003-05,4,US10Y,3.2451,3.2007,0.0,1
31,2003-05,5,US_Inflation,0.8426,1.2483,0.0,0
31,2003-05,6,US_Production,0.8407,0.9719,0.0,0
31,2003-05,7,US_Unemployment,0.0313,0.0475,0.0,0
32,2003-06,0,US_Economy,0.4873,0.5778,,0
32,2003-06,1,Copper,1.0474,1.0369,0.0,0
32,2003-06,2,Oil,0.8426,0.9559,0.0,0
32,2003-06,3,SP500,0.4324,0.5325,0.0,0
32,2003-06,4,US10Y,0.7177,0.7658,0.0,0
32,2003-06,5,US_Inflation,0.9632,1.2982,0.0,0
32,2003-06,6,US_Production,0.3821,0.27,0.0,0
32,2003-06,7,US_Unemployment,0.4154,0.5488,0.0,0
33,2003-07,0,US_Economy,0.4125,0.0008,,0
33,2003-07,1,Copper,0.7124,0.6751,0.0,0
33,2003-07,2,Oil,0.0905,0.2471,0.0,0
33,2003-07,3,SP500,0.3887,0.0332,0.0,0
33,2003-07,4,US10Y,3.8605,3.8262,0.0,1
33,2003-07,5,US_Inflation,0.8777,0.8852,0.0,0
33,2003-07,6,US_Production,0.8428,0.6395,0.0,0
33,2003-07,7,US_Unemployment,1.8037,2.0855,0.0,0
34,2003-08,0,US_Economy,0.4371,0.0917,,0
34,2003-08,1,Copper,1.3151,1.2757,0.0,0
34,2003-08,2,Oil,0.2414,0.0041,0.0,0
34,2003-08,3,SP500,0.398,0.0804,0.0,0
34,2003-08,4,US10Y,0.5974,0.7626,0.0,0
34,2003-08,5,US_Inflation,0.5755,0.4085,0.0,0
34,2003-08,6,US_Production,1.4918,1.1807,0.0,0
34,2003-08,7,US_Unemployment,0.0234,0.0475,0.0,0
35,2003-09,0,US_Economy,0.4066,0.4854,,0
35,2003-09,1,Copper,0.6112,0.6033,0.0,0
35,2003-09,2,Oil,0.9929,0.7487,0.0,0
35,2003-09,3,SP500,0.4142,0.4382,0.0,0
35,2003-09,4,US10Y,1.7528,2.1138,0.0,0
35,2003-09,5,US_Inflation,0.559,0.4987,0.0,0
35,2003-09,6,US_Production,1.245,1.2613,0.0,0
35,2003-09,7,US_Unemployment,0.5605,0.5774,0.0,0
36,2003-10,0,US_Economy,0.0195,0.9547,,0
36,2003-10,1,Copper,2.547,2.4949,0.0,0
36,2003-10,2,Oil,1.7585,0.5498,0.0,0
36,2003-10,3,SP500,0.0813,0.9329,0.0,0
36,2003-10,4,US10Y,0.4867,0.4612,0.0,0
36,2003-10,5,US_Inflation,1.9651,1.8286,0.0,0
36,2003-10,6,US_Production,0.7774,0.7757,0.0,0
36,2003-10,7,US_Unemployment,0.6521,0.5774,0.0,0
37,2003-11,0,US_Economy,0.8235,0.9678,,0
37,2003-11,1,Copper,2.7801,2.9518,0.0,0
37,2003-11,2,Oil,0.0422,0.2763,0.0,0
37,2003-11,3,SP500,0.8931,1.0191,0.0,0
37,2003-11,4,US10Y,0.0598,0.0154,0.0,0
37,2003-11,5,US_Inflation,0.6205,0.6942,0.0,0
37,2003-11,6,US_Production,0.9212,0.7053,0.0,0
37,2003-11,7,US_Unemployment,0.646,0.5226,0.0,0
38,2003-12,0,US_Economy,0.6251,1.0754,,0
38,2003-12,1,Copper,2.4037,2.4197,0.0,0
38,2003-12,2,Oil,0.1529,0.1489,0.0,0
38,2003-12,3,SP500,0.6765,1.0685,0.0,0
38,2003-12,4,US10Y,0.1432,0.0839,0.0,0
38,2003-12,5,US_Inflation,0.7879,0.8124,0.0,0
38,2003-12,6,US_Production,0.9037,0.9009,0.0,0
38,2003-12,7,US_Unemployment,0.8478,0.8081,0.0,0
39,2004-01,0,US_Economy,0.9425,1.2283,,0
39,2004-01,1,Copper,0.5454,0.5612,0.0,0
39,2004-01,2,Oil,0.581,0.3876,0.0,0
39,2004-01,3,SP500,0.9973,1.2001,0.0,0
39,2004-01,4,US10Y,0.3374,0.2373,0.0,0
39,2004-01,5,US_Inflation,0.6964,0.5389,0.0,0
39,2004-01,6,US_Production,0.2575,0.1115,0.0,0
39,2004-01,7,US_Unemployment,0.6676,0.6965,0.0,0
40,2004-02,0,US_Economy,0.3962,0.244,,0
40,2004-02,1,Copper,1.2283,1.2372,0.0,0
40,2004-02,2,Oil,0.2989,0.0055,0.0,0
40,2004-02,3,SP500,0.4161,0.2401,0.0,0
40,2004-02,4,US10Y,0.1523,0.1639,0.0,0
40,2004-02,5,US_Inflation,0.9081,0.7795,0.0,0
40,2004-02,6,US_Production,1.0841,0.9518,0.0,0
40,2004-02,7,US_Unemployment,0.8453,0.7977,0.0,0
41,2004-03,0,US_Economy,0.9813,0.8679,,0
41,2004-03,1,Copper,2.4991,2.4324,0.0,0
41,2004-03,2,Oil,0.6588,0.7412,0.0,0
41,2004-03,3,SP500,1.0668,0.9291,0.0,0
41,2004-03,4,US10Y,0.6428,0.4998,0.0,0
41,2004-03,5,US_Inflation,0.2517,0.0961,0.0,0
41,2004-03,6,US_Production,2.2568,2.0487,0.0,0
41,2004-03,7,US_Unemployment,2.9095,2.6099,0.0,0
42,2004-04,0,US_Economy,0.1449,0.0205,,0
42,2004-04,1,Copper,3.3324,3.7118,0.0,1
42,2004-04,2,Oil,0.609,0.5627,0.0,0
42,2004-04,3,SP500,0.1096,0.0514,0.0,0
42,2004-04,4,US10Y,2.1036,2.0804,0.0,0
42,2004-04,5,US_Inflation,0.0963,0.2247,0.0,0
42,2004-04,6,US_Production,1.072,1.3595,0.0,0
42,2004-04,7,US_Unemployment,2.5198,2.849,0.0,0
43,2004-05,0,US_Economy,1.3865,1.2216,,0
43,2004-05,1,Copper,1.4457,1.5619,0.0,0
43,2004-05,2,Oil,0.1762,0.0964,0.0,0
43,2004-05,3,SP500,1.4111,1.1963,0.0,0
43,2004-05,4,US10Y,0.3753,0.4197,0.0,0
43,2004-05,5,US_Inflation,1.1585,1.1016,0.0,0
43,2004-05,6,US_Production,0.7047,0.4513,0.0,0
43,2004-05,7,US_Unemployment,1.4435,1.2285,0.0,0
44,2004-06,0,US_Economy,0.1161,0.0602,,0
44,2004-06,1,Copper,0.9756,0.8873,0.0,0
44,2004-06,2,Oil,1.5712,2.6572,0.0,0
44,2004-06,3,SP500,0.078,0.2773,0.0,0
44,2004-06,4,US10Y,1.0166,1.0579,0.0,0
44,2004-06,5,US_Inflation,0.4207,0.4964,0.0,0
44,2004-06,6,US_Production,2.5575,2.6465,0.0,0
44,2004-06,7,US_Unemployment,0.0392,0.0431,0.0,0
45,2004-07,0,US_Economy,1.4322,1.4768,,0
45,2004-07,1,Copper,1.1022,1.1037,0.0,0
45,2004-07,2,Oil,7.979,4.3848,0.0,1
45,2004-07,3,SP500,1.6863,1.8174,0.0,0
45,2004-07,4,US10Y,0.8057,0.6278,0.0,0
45,2004-07,5,US_Inflation,1.5548,1.4701,0.0,0
45,2004-07,6,US_Production,1.4271,2.1928,0.0,0
45,2004-07,7,US_Unemployment,0.5339,0.4369,0.0,0
46,2004-08,0,US_Economy,1.5207,1.0611,,0
46,2004-08,1,Copper,0.6665,0.6292,0.0,0
46,2004-08,2,Oil,0.7194,2.0531,0.0,0
46,2004-08,3,SP500,2.2406,1.2522,0.0,0
46,2004-08,4,US10Y,0.2255,0.2554,0.0,0
46,2004-08,5,US_Inflation,0.0049,0.1757,0.0,0
46,2004-08,6,US_Production,0.7499,0.8203,0.0,0
46,2004-08,7,US_Unemployment,0.0738,0.0,0.0,0
47,2004-09,0,US_Economy,0.2181,0.4239,,0
47,2004-09,1,Copper,0.5512,0.5208,0.0,0
47,2004-09,2,Oil,0.6856,1.4622,0.0,0
47,2004-09,3,SP500,0.0062,0.2326,0.0,0
47,2004-09,4,US10Y,0.3871,0.3919,0.0,0
47,2004-09,5,US_Inflation,1.3038,1.497,0.0,0
47,2004-09,6,US_Production,0.1814,0.0435,0.0,0
47,2004-09,7,US_Unemployment,0.5557,0.5774,0.0,0
48,2004-10,0,US_Economy,0.1941,0.0054,,0
48,2004-10,1,Copper,0.9167,0.8599,0.0,0
48,2004-10,2,Oil,0.6561,1.0427,0.0,0
48,2004-10,3,SP500,0.1461,0.0895,0.0,0
48,2004-10,4,US10Y,0.4698,0.4309,0.0,0
48,2004-10,5,US_Inflation,1.2089,1.0,0.0,0
48,2004-10,6,US_Production,1.1535,0.9515,0.0,0
48,2004-10,7,US_Unemployment,0.5032,0.5774,0.0,0
49,2004-11,0,US_Economy,0.5361,0.8315,,0
49,2004-11,1,Copper,0.9333,0.9173,0.0,0
49,2004-11,2,Oil,0.8153,1.1321,0.0,0
49,2004-11,3,SP500,0.5594,0.9517,0.0,0
49,2004-11,4,US10Y,0.5609,0.4621,0.0,0
49,2004-11,5,US_Inflation,0.547,0.603,0.0,0
49,2004-11,6,US_Production,0.7113,0.8099,0.0,0
49,2004-11,7,US_Unemployment,1.25,1.2568,0.0,0
50,2004-12,0,US_Economy,0.4513,0.4087,,0
50,2004-12,1,Copper,0.3739,0.3496,0.0,0
50,2004-12,2,Oil,1.4494,0.5992,0.0,0
50,2004-12,3,SP500,0.3723,0.2754,0.0,0
50,2004-12,4,US10Y,0.2318,0.2092,0.0,0
50,2004-12,5,US_Inflation,3.8391,2.9294,0.0,1
50,2004-12,6,US_Production,0.9545,0.7137,0.0,0
50,2004-12,7,US_Unemployment,0.4841,0.509,0.0,0
51,2005-01,0,US_Economy,1.7409,2.2503,,0
51,2005-01,1,Copper,0.3984,0.3519,0.0,0
51,2005-01,2,Oil,1.0586,2.4149,0.0,0
51,2005-01,3,SP500,1.6418,2.3973,0.0,0
51,2005-01,4,US10Y,0.2388,0.206,0.0,0
51,2005-01,5,US_Inflation,0.0596,0.1433,0.0,0
51,2005-01,6,US_Production,0.5497,0.6151,0.0,0
51,2005-01,7,US_Unemployment,0.6906,0.6016,0.0,0
52,2005-02,0,US_Economy,2.6846,1.9979,,0
52,2005-02,1,Copper,0.4324,0.4145,0.0,0
52,2005-02,2,Oil,0.3089,0.2823,0.0,0
52,2005-02,3,SP500,2.4003,1.7462,0.0,0
52,2005-02,4,US10Y,0.2225,0.182,0.0,0
52,2005-02,5,US_Inflation,1.654,2.4748,0.0,0
52,2005-02,6,US_Production,0.6593,0.431,0.0,0
52,2005-02,7,US_Unemployment,1.1991,1.1569,0.0,0
53,2005-03,0,US_Economy,1.2195,1.4462,,0
53,2005-03,1,Copper,0.2065,0.1819,0.0,0
53,2005-03,2,Oil,0.2278,0.0356,0.0,0
53,2005-03,3,SP500,1.1231,1.268,0.0,0
53,2005-03,4,US10Y,1.6633,1.4008,0.0,0
53,2005-03,5,US_Inflation,0.1813,0.2883,0.0,0
53,2005-03,6,US_Production,1.1013,1.0802,0.0,0
53,2005-03,7,US_Unemployment,1.676,1.6994,0.0,0
54,2005-04,0,US_Economy,0.5557,0.2898,,0
54,2005-04,1,Copper,0.0258,0.0176,0.0,0
54,2005-04,2,Oil,0.8635,1.7233,0.0,0
54,2005-04,3,SP500,0.2529,0.01,0.0,0
54,2005-04,4,US10Y,1.7268,1.9039,0.0,0
54,2005-04,5,US_Inflation,0.1379,0.2695,0.0,0
54,2005-04,6,US_Production,0.4534,0.4152,0.0,0
54,2005-04,7,US_Unemployment,1.4498,1.2675,0.0,0
55,2005-05,0,US_Economy,2.4793,1.8727,,0
55,2005-05,1,Copper,0.0232,0.0042,0.0,0
55,2005-05,2,Oil,0.4597,1.0395,0.0,0
55,2005-05,3,SP500,1.7559,1.57,0.0,0
55,2005-05,4,US10Y,0.0072,0.0748,0.0,0
55,2005-05,5,US_Inflation,1.4309,1.5628,0.0,0
55,2005-05,6,US_Production,0.1095,0.1468,0.0,0
55,2005-05,7,US_Unemployment,0.7973,0.742,0.0,0
56,2005-06,0,US_Economy,0.6956,0.7667,,0
56,2005-06,1,Copper,0.6318,0.6003,0.0,0
56,2005-06,2,Oil,0.7975,1.1112,0.0,0
56,2005-06,3,SP500,0.8211,0.9158,0.0,0
56,2005-06,4,US10Y,0.4318,0.4862,0.0,0
56,2005-06,5,US_Inflation,0.5771,0.5732,0.0,0
56,2005-06,6,US_Production,0.6474,0.5381,0.0,0
56,2005-06,7,US_Unemployment,0.0081,0.0556,0.0,0
57,2005-07,0,US_Economy,0.6764,1.0959,,0
57,2005-07,1,Copper,0.7627,0.7185,0.0,0
57,2005-07,2,Oil,0.4377,0.5523,0.0,0
57,2005-07,3,SP500,0.7076,1.0864,0.0,0
57,2005-07,4,US10Y,1.6814,1.6525,0.0,0
57,2005-07,5,US_Inflation,1.9314,2.3681,0.0,0
57,2005-07,6,US_Production,1.8832,1.357,0.0,0
57,2005-07,7,US_Unemployment,0.7064,0.7233,0.0,0
58,2005-08,0,US_Economy,1.171,1.5884,,0
58,2005-08,1,Copper,1.4859,1.5491,0.0,0
58,2005-08,2,Oil,0.3307,0.7761,0.0,0
