t_idx,time_label,conservation_residual,kl_divergence_drift,z_score_X,z_score_v,anomaly_flag
63,2006-01,0.0,0.1156,2.0747,2.7745,0
64,2006-02,0.0,-0.0574,3.6105,3.8759,1
65,2006-03,0.0,-0.3505,1.7893,1.9858,0
66,2006-04,0.0,1.4721,3.4367,4.6002,1
67,2006-05,0.0,-0.2585,3.4686,4.1467,1
68,2006-06,0.0,-0.1699,4.7141,4.6541,1
69,2006-07,0.0,0.9215,1.6984,1.7156,0
70,2006-08,0.0,0.4026,2.2581,2.1891,0
71,2006-09,0.0,13.4704,5.8035,4.4892,1
72,2006-10,0.0,0.4142,1.4357,2.496,0
73,2006-11,0.0,1.5073,2.1233,2.203,0
74,2006-12,0.0,1.3621,3.9284,4.9758,1
75,2007-01,0.0,230.1989,3.4627,3.8201,1
76,2007-02,0.0,0.0,7.1779,6.0011,1
77,2007-03,0.0,-0.109,4.0071,4.0357,1
78,2007-04,0.0,-0.0789,3.3803,4.571,1
79,2007-05,0.0,-0.5804,2.0708,2.1149,0
80,2007-06,0.0,-0.0473,6.3529,5.2905,1
81,2007-07,0.0,-0.6039,2.935,3.6054,1
82,2007-08,0.0,-0.2588,7.0452,4.5674,1
83,2007-09,0.0,-0.4923,2.2441,3.0883,1
84,2007-10,0.0,-0.1771,2.4951,3.9213,1
85,2007-11,0.0,-0.3929,3.5285,6.1921,1
86,2007-12,0.0,-0.4132,6.9954,3.1771,1
87,2008-01,0.0,-0.3657,3.2847,3.7812,1
88,2008-02,0.0,0.448,4.2888,2.436,1
89,2008-03,0.0,0.777,4.343,3.9511,1
90,2008-04,0.0,0.1527,3.0859,3.0233,1
91,2008-05,0.0,0.208,3.4899,3.8476,1
92,2008-06,0.0,0.0503,2.8997,3.8009,1
93,2008-07,0.0,0.1682,3.6058,3.3411,1
94,2008-08,0.0,0.889,5.2645,5.7805,1
95,2008-09,0.0,-0.0217,4.2061,14.3302,1
96,2008-10,0.0,0.5695,10.2468,13.0691,1
97,2008-11,0.0,0.1086,4.9984,6.44,1
98,2008-12,0.0,-0.0278,7.9736,5.3607,1
99,2009-01,0.0,0.2434,3.9126,7.0191,1
100,2009-02,0.0,1.0579,4.1356,2.184,1
101,2009-03,0.0,-0.1035,15.3357,2.409,1
102,2009-04,0.0,-0.3862,3.0688,2.1443,1
103,2009-05,0.0,0.3899,2.3077,2.8614,0
104,2009-06,0.0,-0.2887,2.4704,2.9068,0
105,2009-07,0.0,0.0583,4.7913,2.6707,1
106,2009-08,0.0,0.0191,1.3058,1.0653,0
107,2009-09,0.0,0.4457,1.5369,1.1208,0
108,2009-10,0.0,0.1132,1.3543,2.654,0
109,2009-11,0.0,0.0459,2.3425,3.0213,1
110,2009-12,0.0,-0.0161,2.9913,3.1514,1
111,2010-01,0.0,-0.2752,3.0793,3.3757,1
112,2010-02,0.0,-0.2719,3.5726,3.182,1
113,2010-03,0.0,0.0919,1.4317,2.534,0
114,2010-04,0.0,-0.0509,2.2634,2.2887,0
115,2010-05,0.0,-0.2008,4.7928,5.3811,1
116,2010-06,0.0,0.6528,3.7666,2.486,1
117,2010-07,0.0,-0.0484,7.3266,4.3455,1
118,2010-08,0.0,-0.0391,1.6658,2.2622,0
119,2010-09,0.0,-0.0092,3.2838,2.8957,1
120,2010-10,0.0,0.0652,2.9173,2.9825,0
121,2010-11,0.0,0.1552,3.9339,4.2631,1
122,2010-12,0.0,-0.0029,6.3645,6.2421,1
123,2011-01,0.0,0.0386,3.2439,4.2811,1
124,2011-02,0.0,0.2823,1.3658,0.6932,0
125,2011-03,0.0,0.4198,5.0034,5.5263,1
126,2011-04,0.0,0.2543,2.7476,2.5293,0
127,2011-05,0.0,0.0428,2.6969,2.9054,0
128,2011-06,0.0,2.4588,11.9689,4.632,1
129,2011-07,0.0,4.6227,1.9286,3.7639,1
130,2011-08,0.0,0.038,3.5108,3.1882,1
131,2011-09,0.0,0.0779,8.6221,4.1852,1
132,2011-10,0.0,0.0603,110.8576,10.418,1
133,2011-11,0.0,0.1571,2.1377,3.284,1
134,2011-12,0.0,2.7452,2.2744,2.1732,1
135,2012-01,0.0,0.1141,1.9685,5.0809,1
136,2012-02,0.0,4.0314,4.1411,3.5672,1
137,2012-03,0.0,0.3333,2.7948,2.4849,0
138,2012-04,0.0,0.6996,2.8772,3.281,1
139,2012-05,0.0,0.045,2.8826,3.3296,1
140,2012-06,0.0,0.157,8.7797,3.4581,1
141,2012-07,0.0,0.4945,1.4034,1.7779,0
142,2012-08,0.0,0.7769,3.7525,4.0205,1
143,2012-09,0.0,6.8488,2.9826,4.5281,1
144,2012-10,0.0,0.3619,3.6287,3.5357,1
145,2012-11,0.0,0.0739,5.0009,4.6639,1
146,2012-12,0.0,0.652,2.408,2.5426,0
147,2013-01,0.0,0.4629,2.4071,1.6141,0
148,2013-02,0.0,0.1807,4.0586,4.0084,1
149,2013-03,0.0,0.0934,4.5363,4.0986,1
150,2013-04,0.0,-0.0048,2.9034,3.2905,1
151,2013-05,0.0,0.2155,2.7161,3.5033,1
152,2013-06,0.0,0.8338,3.8662,2.3494,1
153,2013-07,0.0,0.3442,5.3913,3.5407,1
154,2013-08,0.0,0.3346,2.4943,4.5236,1
155,2013-09,0.0,0.4996,8.45,4.1082,1
156,2013-10,0.0,1.9147,4.0488,3.3125,1
157,2013-11,0.0,0.9529,2.143,2.5826,0
158,2013-12,0.0,3.3216,1.4415,1.2513,1
159,2014-01,0.0,-0.157,2.7552,5.3676,1
160,2014-02,0.0,-0.2258,9.3906,6.0856,1
161,2014-03,0.0,-0.3262,2.3643,2.9901,0
162,2014-04,0.0,-0.6218,3.0657,3.7365,1
163,2014-05,0.0,-0.382,4.1453,3.8514,1
164,2014-06,0.0,-0.5356,1.8104,2.0414,0
165,2014-07,0.0,-0.2437,2.2557,1.9782,0
166,2014-08,0.0,-0.1713,3.8195,2.654,1
167,2014-09,0.0,-0.1868,3.0765,3.0926,1
168,2014-10,0.0,-0.0328,2.6785,2.2668,0
169,2014-11,0.0,30.9978,3.335,3.6929,1
170,2014-12,0.0,-0.6909,2.2371,3.0667,1
171,2015-01,0.0,-0.4396,4.3379,5.702,1
172,2015-02,0.0,-0.5655,25.1903,14.0697,1
173,2015-03,0.0,-0.5077,1.4616,2.835,0
174,2015-04,0.0,-0.6592,3.2104,5.2526,1
175,2015-05,0.0,0.0,3.2036,4.2998,1
176,2015-06,0.0,-0.4759,2.5583,3.0778,1
177,2015-07,0.0,-0.3523,6.5785,4.6813,1
178,2015-08,0.0,-0.4217,2.6342,3.1585,1
179,2015-09,0.0,-0.4049,2.2403,3.5184,1
180,2015-10,0.0,-0.5274,7.2838,3.9215,1
181,2015-11,0.0,-0.5053,2.1405,2.961,0
182,2015-12,0.0,-0.0092,2.5617,2.3427,0
183,2016-01,0.0,0.4433,4.0254,4.568,1
184,2016-02,0.0,0.1101,4.011,3.3168,1
185,2016-03,0.0,0.0913,2.6395,4.0104,1
186,2016-04,0.0,0.2964,2.3288,2.9039,0
187,2016-05,0.0,1.2304,2.8225,2.9214,0
188,2016-06,0.0,0.1253,2.8369,2.3114,0
189,2016-07,0.0,0.1479,2.6623,2.6296,0
190,2016-08,0.0,0.1442,2.6632,2.4447,0
191,2016-09,0.0,2.9379,1.8637,2.2806,1
192,2016-10,0.0,-0.1454,1.2926,1.5094,0
193,2016-11,0.0,-0.0181,4.7477,4.4065,1
194,2016-12,0.0,0.173,3.4238,4.5484,1
195,2017-01,0.0,0.4175,5.2383,5.469,1
196,2017-02,0.0,0.1227,2.4698,2.0018,0
197,2017-03,0.0,0.0639,2.6104,2.7277,0
198,2017-04,0.0,0.0728,1.8843,2.5586,0
199,2017-05,0.0,0.5137,2.2951,3.2685,1
200,2017-06,0.0,0.0881,2.1452,2.1314,0
201,2017-07,0.0,0.0624,7.7965,1.9157,1
202,2017-08,0.0,0.0769,2.0552,3.9277,1
203,2017-09,0.0,0.0911,3.6321,4.1669,1
204,2017-10,0.0,2.7111,3.9873,5.0704,1
205,2017-11,0.0,0.5302,1.5949,3.2279,1
206,2017-12,0.0,-0.0071,1.8272,2.3103,0
207,2018-01,0.0,0.0467,6.5769,6.7442,1
208,2018-02,0.0,-0.065,3.435,6.1757,1
209,2018-03,0.0,-0.1922,4.5006,5.0687,1
210,2018-04,0.0,0.022,18.9317,3.2772,1
211,2018-05,0.0,-0.0299,4.1304,4.7125,1
212,2018-06,0.0,0.2639,3.5012,4.4132,1
213,2018-07,0.0,0.1162,2.2244,3.1709,1
214,2018-08,0.0,-0.285,2.7381,2.489,0
215,2018-09,0.0,0.1199,3.3844,5.0249,1
216,2018-10,0.0,-0.1559,3.2213,3.6475,1
217,2018-11,0.0,0.082,4.8089,6.4018,1
218,2018-12,0.0,0.0495,3.7717,4.3125,1
219,2019-01,0.0,0.0087,3.4853,5.4522,1
220,2019-02,0.0,0.0325,4.1662,3.7434,1
221,2019-03,0.0,0.0293,1.6077,1.1928,0
222,2019-04,0.0,0.0719,1.0097,0.9142,0
223,2019-05,0.0,0.0621,4.7482,4.9396,1
224,2019-06,0.0,0.0495,3.0392,2.8069,1
225,2019-07,0.0,-0.0038,2.5909,3.1553,1
226,2019-08,0.0,-0.0079,3.2352,3.4914,1
227,2019-09,0.0,0.0387,3.4166,2.4695,1
228,2019-10,0.0,0.1981,1.963,2.2701,0
229,2019-11,0.0,-0.0024,3.9243,4.8747,1
230,2019-12,0.0,-0.0041,2.2928,1.9244,0
231,2020-01,0.0,-0.0036,1.575,2.5834,0
232,2020-02,0.0,0.0132,4.8904,11.1485,1
233,2020-03,0.0,0.105,18.0781,14.9793,1
234,2020-04,0.0,0.1569,35.9835,73.7204,1
235,2020-05,0.0,0.9942,2.5735,7.928,1
236,2020-06,0.0,-0.1356,3.2678,5.0544,1
237,2020-07,0.0,0.0503,1.8285,2.6555,0
238,2020-08,0.0,0.0525,3.3684,7.5614,1
239,2020-09,0.0,-0.0406,1.5472,4.9073,1
240,2020-10,0.0,0.044,3.8009,2.9791,1
241,2020-11,0.0,-0.0365,33.8521,3.1774,1
242,2020-12,0.0,0.0828,8.8957,8.2541,1
243,2021-01,0.0,-0.1291,2.4078,3.046,1
244,2021-02,0.0,-0.0741,7.6381,4.7257,1
245,2021-03,0.0,0.0946,3.8069,4.0048,1
246,2021-04,0.0,-0.1797,4.3703,2.9724,1
247,2021-05,0.0,-0.0393,1.2924,1.8608,0
248,2021-06,0.0,0.0925,3.3653,5.405,1
249,2021-07,0.0,28.9876,3.2145,5.2731,1
250,2021-08,0.0,0.3993,2.0782,2.5553,0
251,2021-09,0.0,0.3059,2.7617,3.1929,1
252,2021-10,0.0,0.2023,4.2951,6.5642,1
253,2021-11,0.0,0.0892,2.495,9.994,1
254,2021-12,0.0,0.0782,13.8321,5.0157,1
255,2022-01,0.0,0.3631,3.6879,7.2006,1
256,2022-02,0.0,0.4032,1.5942,1.3205,0
257,2022-03,0.0,0.3299,3.26,3.5449,1
258,2022-04,0.0,0.321,3.1886,4.6149,1
259,2022-05,0.0,0.3324,6.3952,3.055,1
260,2022-06,0.0,0.3349,5.4482,3.3406,1
261,2022-07,0.0,0.3492,4.4518,8.6664,1
262,2022-08,0.0,0.0015,2.2739,4.7186,1
263,2022-09,0.0,0.0177,4.2389,3.9373,1
264,2022-10,0.0,0.0189,4.6716,3.7043,1
265,2022-11,0.0,0.4245,3.573,3.1224,1
266,2022-12,0.0,0.0404,3.7153,3.9617,1
267,2023-01,0.0,0.0092,4.3489,5.473,1
268,2023-02,0.0,0.0042,3.1629,3.0418,1
269,2023-03,0.0,0.0117,5.5362,2.6435,1
270,2023-04,0.0,0.0741,1.7913,1.0299,0
271,2023-05,0.0,0.4734,4.5495,5.7382,1
272,2023-06,0.0,0.0193,3.0208,3.6257,1
273,2023-07,0.0,0.1726,5.1321,6.0558,1
274,2023-08,0.0,0.019,4.095,3.9706,1
275,2023-09,0.0,0.1032,298.2424,1.3666,1
276,2023-10,0.0,0.1504,1.9958,2.6988,0
277,2023-11,0.0,0.0783,17.6633,4.6786,1
278,2023-12,0.0,0.1103,1.7955,2.1695,0
279,2024-01,0.0,0.1388,4.4539,4.1268,1
