t_idx,node_idx,net_flux_q,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
5,4,3880.1400,-129.1600,2864.3700,4846.5250,0.0007,13882240.7259
5,5,9946.9100,4111.8600,4269.3600,7528.5617,0.0004,32142141.8507
5,6,65606.4100,-3790.6800,-11580.5500,61019.9833,0.0002,-706644968.6497
5,7,-115957.4300,9592.2400,22886.0600,109515.5233,0.0001,2506378838.8917
5,8,6884.2600,-2631.5900,5249.1900,40296.2300,0.0001,211522567.3888
6,0,11642.0300,9488.1300,15795.8000,18232.6714,0.0000,287999631.7683
6,1,-18954.2400,12644.6700,11190.6700,23804.5029,0.0001,266388337.1279
6,2,37620.7100,1146.0200,8439.0600,28560.4671,0.0001,241023495.9197
6,3,19912.5000,-2697.5300,-7691.5700,18341.8900,0.0004,-141077931.9007
6,4,5150.2700,1270.1300,1399.2900,4889.9171,0.0007,6842413.0432
6,5,5969.2000,-3977.7100,-8089.5700,7305.7957,0.0004,-59100747.3864
6,6,61124.2600,-4482.1500,-691.4700,61034.8800,0.0002,-42203789.2257
6,7,-111729.3200,4228.1100,-5364.1300,109831.7800,0.0001,-589151945.6236
6,8,-10735.4100,-17619.6700,-14988.0800,36073.2557,0.0001,-540668843.6915
7,0,473.2700,-11168.7600,-20656.8900,16012.7462,0.0000,-330773538.3883
7,1,-18771.7000,182.5400,-12462.1300,23175.4025,0.0001,-288814878.7398
7,2,50228.0700,12607.3600,11461.3400,31268.9175,0.0001,358383695.7579
7,3,18783.5800,-1128.9200,1568.6100,18397.1012,0.0004,28857876.5380
7,4,3063.7300,-2086.5400,-3356.6700,4661.6438,0.0007,-15647601.0947
7,5,10816.2600,4847.0600,8824.7700,7744.6037,0.0003,68344348.4754
7,6,53666.1900,-7458.0700,-2975.9200,60113.7938,0.0002,-178893842.2612
7,7,-97153.2600,14576.0600,10347.9500,108246.9650,0.0001,1120134182.7872
7,8,-21106.1400,-10370.7300,7248.9400,34202.3662,0.0001,247930900.0606
8,0,3399.9400,2926.6700,14095.4300,14611.3233,0.0000,205952885.3924
8,1,-12093.8600,6677.8400,6495.3000,21944.1200,0.0001,142533643.2951
8,2,46983.8900,-3244.1800,-15851.5400,33015.0256,0.0001,-523338998.4191
8,3,19395.1700,611.5900,1740.5100,18507.9978,0.0004,32213355.4724
8,4,6438.3700,3374.6400,5461.1800,4859.0578,0.0005,26536191.0087
8,5,3386.8000,-7429.4600,-12276.5200,7260.4033,0.0003,-89132488.7411
8,6,49458.4000,-4207.7900,3250.2800,58929.8611,0.0002,191538548.2984
8,7,-90398.9000,6754.3600,-7821.7000,106263.8467,0.0001,-831163928.8455
8,8,-26569.8100,-5463.6700,4907.0600,33354.3044,0.0001,163671572.7586
9,0,-2588.2200,-5988.1600,-8914.8300,13409.0130,0.0000,-119539071.6609
9,1,-13360.5500,-1266.6900,-7944.5300,21085.7630,0.0001,-167516476.8581
9,2,30122.2500,-16861.6400,-13617.4600,32725.7480,0.0001,-445641565.4332
9,3,18450.5800,-944.5900,-1556.1800,18502.2560,0.0004,-28792841.1609
9,4,4760.5700,-1677.8000,-5052.4400,4849.2090,0.0006,-24500338.4428
9,5,7666.2700,4279.4700,11708.9300,7300.9900,0.0003,85486781.9686
9,6,41169.8400,-8288.5600,-4080.7700,57153.8590,0.0002,-233231754.4741
9,7,-73533.4600,16865.4400,10111.0800,102990.8080,0.0001,1041348300.4205
9,8,-12687.2800,13882.5300,19346.2000,31287.6020,0.0001,605296206.7424
10,0,9014.2800,11602.5000,17590.6600,13009.4918,0.0001,228845547.9481
10,1,-950.2400,12410.3100,13677.0000,19255.2609,0.0001,263354204.7066
10,2,16404.1000,-13718.1500,3143.4900,31241.9618,0.0001,98208793.6999
10,3,17881.7400,-568.8400,375.7500,18445.8455,0.0005,6931026.1660
10,4,4835.0600,74.4900,1752.2900,4847.9227,0.0006,8494966.5587
10,5,4043.4700,-3622.8000,-7902.2700,7004.8518,0.0003,-55354231.3413
10,6,34484.5900,-6685.2500,1603.3100,55093.0164,0.0002,88331183.0228
10,7,-62646.6200,10886.8400,-5978.6000,99323.1545,0.0001,-593813410.8029
10,8,-23066.3800,-10379.1000,-24261.6300,30540.2182,0.0001,-740955474.3757
11,0,-21889.2300,-30903.5100,-42506.0100,13749.4700,0.0000,-584435110.7943
11,1,10392.4200,11342.6600,-1067.6500,18516.6908,0.0001,-19769343.8272
11,2,27072.6500,10668.5500,24386.7000,30894.5192,0.0001,753415371.2525
11,3,18838.3500,956.6100,1525.4500,18478.5542,0.0005,28188110.9128
11,4,5935.4800,1100.4200,1025.9300,4938.5525,0.0006,5066609.8191
11,5,6410.0600,2366.5900,5989.3900,6955.2858,0.0003,41657920.0607
11,6,25529.4800,-8955.1100,-2269.8600,52629.3883,0.0002,-119461344.7783
11,7,-44823.6500,17822.9700,6936.1300,94781.5292,0.0001,657417009.4247
11,8,-27465.5600,-4399.1800,5979.9200,30283.9967,0.0001,181095877.0260
12,0,8788.9200,30678.1500,61581.6600,13367.8892,0.0000,823216810.9523
12,1,5902.8400,-4489.5800,-15832.2400,17546.3946,0.0001,-277798731.1492
12,2,-14918.4600,-41991.1100,-52659.6600,29665.5915,0.0001,-1562179966.2804
12,3,21347.4600,2509.1100,1552.5000,18699.2392,0.0005,29030570.0994
12,4,4595.7200,-1339.7600,-2440.1800,4912.1808,0.0006,-11986606.0738
12,5,9549.3900,3139.3300,772.7400,7154.8323,0.0003,5528825.9792
12,6,24729.2000,-800.2800,8154.8300,50483.2200,0.0002,411682076.8247
12,7,-43815.6100,1008.0400,-16814.9300,90861.0738,0.0001,-1527822596.3582
12,8,-16179.4600,11286.1000,15685.2800,29199.0323,0.0001,457994998.2660
13,0,171.0800,-8617.8400,-39295.9900,12425.2600,0.0000,-488262893.1181
13,1,9158.4400,3255.6000,7745.1800,16947.2550,0.0001,131259540.8292
13,2,-6966.0500,7952.4100,49943.5200,28044.1957,0.0001,1400625849.9642
13,3,18175.9900,-3171.4700,-5680.5800,18661.8643,0.0005,-106010214.4578
13,4,5874.4200,1278.7000,2618.4600,4980.9121,0.0006,13042319.9902
13,5,6647.8900,-2901.5000,-6040.8300,7118.6221,0.0003,-43002387.0067
13,6,20537.6100,-4191.5900,-3391.3100,48344.2479,0.0002,-163950331.8915
13,7,-37116.5500,6699.0600,5691.0200,87022.1793,0.0001,495244963.3750
13,8,-16482.8300,-303.3700,-11589.4700,28290.7321,0.0001,-327874591.4695
14,0,-7162.1900,-7333.2700,1284.5700,12074.3887,0.0000,15510397.0906
14,1,12938.6500,3780.2100,524.6100,16680.0147,0.0001,8750502.9118
14,2,-16674.7800,-9708.7300,-17661.1400,27286.2347,0.0001,-481906011.0501
14,3,18364.5000,188.5100,3359.9800,18642.0400,0.0005,62636881.6474
14,4,5292.7400,-581.6800,-1860.3800,5001.7007,0.0006,-9305064.2517
14,5,4957.5000,-1690.3900,1211.1100,6974.5473,0.0003,8446943.5370
14,6,25023.7400,4486.1300,8677.7200,46789.5473,0.0002,406026591.4245
14,7,-45735.8900,-8619.3400,-15318.4000,84269.7600,0.0001,-1290877892.3734
14,8,2995.7300,19478.5600,19781.9300,26604.3987,0.0001,526286353.4168
15,0,1317.0300,8479.2200,15812.4900,11402.0538,0.0001,180294861.3287
15,1,11903.1300,-1035.5200,-4815.7300,16381.4594,0.0001,-78888685.4738
15,2,-26572.1700,-9897.3900,-188.6600,27241.6056,0.0001,-5139401.8684
15,3,17316.8500,-1047.6500,-1236.1600,18559.2156,0.0005,-22942160.4891
15,4,4282.7500,-1009.9900,-428.3100,4956.7663,0.0006,-2123033.1989
15,5,7286.2000,2328.7000,4019.0900,6994.0256,0.0003,28109619.1264
15,6,24564.5500,-459.1900,-4945.3200,45400.4850,0.0002,-224519926.5583
15,7,-45117.3600,618.5300,9237.8700,81822.7350,0.0001,755867789.0329
15,8,5019.0200,2023.2900,-17455.2700,25255.3125,0.0001,-440838298.4834
16,0,-1426.4900,-2743.5200,-11222.7400,10815.2559,0.0001,-121376804.9434
16,1,-3437.3200,-15340.4500,-14304.9300,15620.0394,0.0001,-223443572.0201
16,2,-11907.3400,14664.8300,24562.2200,26339.5900,0.0001,646958805.1162
16,3,16780.1700,-536.6800,510.9700,18454.5659,0.0005,9429729.2642
16,4,3964.6700,-318.0800,691.9100,4898.4076,0.0007,3389257.0255
16,5,4863.2500,-2422.9500,-4751.6500,6868.6859,0.0003,-32637591.9894
16,6,36898.4400,12333.8900,12793.0800,44900.3647,0.0002,574413959.5930
16,7,-66711.3000,-21593.9400,-22212.4700,80933.8271,0.0001,-1797740207.3712
16,8,20975.9200,15956.9000,13933.6100,25003.5835,0.0001,348390182.5646
17,0,-11912.6600,-10486.1700,-7742.6500,10876.2228,0.0001,-84210786.8432
17,1,6213.2100,9650.5300,24990.9800,15097.4378,0.0001,377299766.5871
17,2,-14176.6600,-2269.3200,-16934.1500,25663.8717,0.0001,-434595852.5155
17,3,18942.6600,2162.4900,2699.1700,18481.6822,0.0005,49885203.2665
17,4,5302.4700,1337.8000,1655.8800,4920.8556,0.0007,8148347.1846
17,5,8173.9000,3310.6500,5733.6000,6941.1978,0.0003,39798052.5570
17,6,37863.2800,964.8400,-11369.0500,44509.4156,0.0002,-506029770.7707
17,7,-69268.9500,-2557.6500,19036.2900,80285.7783,0.0001,1528343359.0052
17,8,18862.7500,-2113.1700,-18070.0700,24662.4261,0.0001,-445651766.3425
18,0,12271.2900,24183.9500,34670.1200,10949.6474,0.0001,379625589.4842
18,1,-21806.6400,-28019.8500,-37670.3800,15450.5537,0.0001,-582028231.0091
18,2,-15904.0300,-1727.3700,541.9500,25150.1958,0.0001,13630148.5054
18,3,17218.8300,-1723.8300,-3886.3200,18415.2163,0.0005,-71567424.3255
18,4,5555.8200,253.3500,-1084.4500,4954.2747,0.0007,-5372663.0658
18,5,6232.6700,-1941.2300,-5251.8800,6903.9068,0.0003,-36258490.8503
18,6,53416.0400,15552.7600,14587.9200,44978.1853,0.0001,656138170.5335
18,7,-96039.5700,-26770.6200,-24212.9700,81114.9253,0.0001,-1964033254.0546
18,8,39055.5900,20192.8400,22306.0100,25419.9611,0.0001,567017906.7712
19,0,12901.2200,629.9300,-23554.0200,11047.2260,0.0001,-260206582.1148
19,1,-25586.5700,-3779.9300,24239.9200,15957.3545,0.0001,386804996.1442
19,2,13367.9300,29271.9600,30999.3300,24561.0825,0.0001,761377103.2450
19,3,19698.0800,2479.2500,4203.0800,18479.3595,0.0005,77670227.5403
19,4,5283.7000,-272.1200,-525.4700,4970.7460,0.0007,-2611978.0905
19,5,8577.1900,2344.5200,4285.7500,6987.5710,0.0003,29946983.1277
19,6,55842.9200,2426.8800,-13125.8800,45521.4220,0.0001,-597508722.2548
19,7,-102764.5700,-6725.0000,20045.6200,82197.4075,0.0001,1647697995.1906
19,8,12680.1000,-26375.4900,-46568.3300,24782.9680,0.0001,-1154101433.8858
20,0,-11775.0800,-24676.3000,-25306.2300,11081.8857,0.0001,-280440750.0100
20,1,-17008.3500,8578.2200,12358.1500,16007.4019,0.0001,197821874.6429
20,2,16393.0200,3025.0900,-26246.8700,24172.1271,0.0001,-634442678.5652
20,3,18156.9600,-1541.1200,-4020.3700,18464.0071,0.0005,-74232141.1580
20,4,5936.4100,652.7100,924.8300,5016.7300,0.0007,4639622.8707
20,5,5364.0000,-3213.1900,-5557.7100,6910.2581,0.0003,-38405211.4996
20,6,60357.1600,4514.2400,2087.3600,46227.8857,0.0001,96494240.1800
20,7,-108921.4500,-6156.8800,568.1200,83469.9810,0.0001,47420965.0746
20,8,31497.3300,18817.2300,45192.7200,25102.6995,0.0001,1134459271.9978
21,0,-18210.4500,-6435.3700,18240.9300,11405.9114,0.0001,208054430.4271
21,1,-28415.3700,-11407.0200,-19985.2400,16571.4005,0.0001,-331183416.2760
21,2,57488.1600,41095.1400,38070.0500,25686.4923,0.0001,977886047.3607
21,3,15824.4000,-2332.5600,-791.4400,18344.0250,0.0005,-14518196.2904
21,4,4069.9600,-1866.4500,-2519.1600,4973.6950,0.0007,-12529534.8013
21,5,5867.0900,503.0900,3716.2800,6862.8414,0.0003,25504240.2599
21,6,61333.2300,976.0700,-3538.1700,46914.4923,0.0001,-165991448.9796
21,7,-111887.6000,-2966.1500,3190.7300,84761.6909,0.0001,270451669.7859
21,8,13930.5800,-17566.7500,-36383.9800,24594.8759,0.0001,-894859474.2789
22,0,17383.1600,35593.6100,42028.9800,11665.7917,0.0001,490301329.4995
22,1,-35764.7100,-7349.3400,4057.6800,17405.8922,0.0001,70627539.8659
22,2,26135.6800,-31352.4800,-72447.6200,25706.0222,0.0001,-1862340127.7719
22,3,21223.2700,5398.8700,7731.4300,18469.2096,0.0004,142793403.2708
22,4,4708.7800,638.8200,2505.2700,4962.1770,0.0007,12431593.5185
22,5,7267.7900,1400.7000,897.6100,6880.4478,0.0003,6175959.2182
22,6,67373.0300,6039.8000,5063.7300,47803.9939,0.0001,242066519.0025
22,7,-121693.9000,-9806.3000,-6840.1500,86367.4391,0.0001,-590766239.5986
22,8,13366.9000,-563.6800,17003.0700,24106.7030,0.0001,409887959.2814
23,0,12817.1100,-4566.0500,-40159.6600,11713.7633,0.0001,-470420753.0239
23,1,-27702.7900,8061.9200,15411.2600,17834.9296,0.0001,274858737.6519
23,2,40333.5600,14197.8800,45550.3600,26315.5029,0.0001,1198680632.1720
23,3,18916.2200,-2307.0500,-7705.9200,18487.8350,0.0004,-142465778.4902
23,4,5191.6600,482.8800,-155.9400,4971.7388,0.0007,-775292.5904
23,5,7348.0100,80.2200,-1320.4800,6899.9296,0.0003,-9111218.9902
23,6,66107.1800,-1265.8500,-7305.6500,48566.6267,0.0002,-354810776.3007
23,7,-117854.7400,3839.1600,13645.4600,87679.4100,0.0001,1196425882.3093
23,8,-5156.2100,-18523.1100,-17959.4300,23317.0992,0.0001,-418761811.4738
24,0,-6958.9600,-19776.0700,-15210.0200,11523.5712,0.0001,-175273749.4438
24,1,-28328.7100,-625.9200,-8687.8400,18254.6808,0.0001,-158593746.1018
24,2,43423.5600,3090.0000,-11107.8800,26999.8252,0.0001,-299910818.1789
24,3,18815.1800,-101.0400,2206.0100,18500.9288,0.0004,40813233.8971
24,4,6688.1400,1496.4800,1013.6000,5040.3948,0.0007,5108945.2528
24,5,8894.0700,1546.0600,1465.8400,6979.6952,0.0003,10231116.9213
24,6,59644.9500,-6462.2300,-5196.3800,49009.7596,0.0002,-254673335.5738
24,7,-108262.1600,9592.5800,5753.4200,88502.7200,0.0001,509193320.1310
24,8,6083.9300,11240.1400,29763.2500,22627.7724,0.0001,673476047.6062
25,0,9047.1900,16006.1500,35782.2200,11428.3258,0.0001,408930867.7393
25,1,-12374.0400,15954.6700,16580.5900,18028.5023,0.0001,298923206.5728
25,2,47081.7500,3658.1900,568.1900,27772.2069,0.0001,15779890.4492
25,3,18619.8200,-195.3600,-94.3200,18505.5015,0.0005,-1745438.9938
25,4,5993.8800,-694.2600,-2190.7400,5077.0673,0.0007,-11122534.9431
25,5,8363.5000,-530.5700,-2076.6300,7032.9185,0.0003,-14604769.6429
25,6,41409.5200,-18235.4300,-11773.2000,48717.4427,0.0001,-573560198.7748
25,7,-78196.9700,30065.1900,20472.6100,88106.3450,0.0001,1803766842.0549
25,8,-39944.6500,-46028.5800,-57268.7200,23293.8062,0.0001,-1334006465.0114
26,0,-15202.4300,-24249.6200,-40255.7700,11568.1074,0.0001,-465683072.3721
26,1,1900.8500,14274.8900,-1679.7800,17431.1819,0.0001,-29280549.3323
26,2,56189.2100,9107.4600,5449.2700,28824.6885,0.0001,157073510.9036
26,3,18149.7200,-470.1000,-274.7400,18492.3244,0.0005,-5080581.4352
26,4,6749.6300,755.7500,1450.0100,5139.0141,0.0007,7451622.3600
26,5,6502.8500,-1860.6500,-1330.0800,7013.2863,0.0003,-9328232.4691
26,6,44991.8500,3582.3300,21817.7600,48579.4578,0.0001,1059894951.2177
26,7,-78606.8000,-409.8300,-30475.0200,87754.5100,0.0001,-2674320447.3728
26,8,-40674.8800,-730.2300,45298.3500,23937.5496,0.0001,1084331501.2225
27,0,-10195.1600,5007.2700,29256.8900,11519.0736,0.0001,337012268.6426
27,1,-1910.3800,-3811.2300,-18086.1200,16876.8675,0.0001,-305237051.1867
27,2,18866.6500,-37322.5600,-46430.0200,28469.0443,0.0001,-1321818297.4909
27,3,18673.9700,524.2500,994.3500,18498.8118,0.0005,18394293.7457
27,4,5200.4400,-1549.1900,-2304.9400,5141.2079,0.0007,-11850176.7826
27,5,11578.9200,5076.0700,6936.7200,7176.3446,0.0003,49780295.0784
27,6,34747.8300,-10244.0200,-13826.3500,48085.4711,0.0001,-664846554.3337
27,7,-64474.1900,14132.6100,14542.4400,86923.0700,0.0001,1264073531.2102
27,8,-12488.0800,28186.8000,28917.0300,23528.6400,0.0001,680378390.3216
28,0,-732.6000,9462.5600,4455.2900,11147.1262,0.0001,49663680.4194
28,1,8299.7600,10210.1400,14021.3700,16581.1052,0.0001,232489811.5918
28,2,2441.9500,-16424.7000,20897.8600,27571.5583,0.0001,576186563.9818
28,3,17170.5500,-1503.4200,-2027.6700,18453.0097,0.0005,-37416614.8008
28,4,4808.3800,-392.0600,1157.1300,5129.7310,0.0008,5935765.3777
28,5,8663.0300,-2915.8900,-7991.9600,7227.6097,0.0003,-57762768.2183
28,6,26889.6800,-7858.1500,2385.8700,47354.5817,0.0001,112981874.8351
28,7,-49988.0900,14486.1000,353.4900,85649.4500,0.0001,30276225.2250
28,8,-17552.6600,-5064.5800,-33251.3800,23322.5717,0.0001,-775507695.2659
29,0,2815.0000,3547.6000,-5914.9600,10869.3887,0.0001,-64291998.9967
29,1,20383.2200,12083.4600,1873.3200,16707.8423,0.0001,31299136.3339
29,2,-7463.7000,-9905.6500,6519.0500,26901.2963,0.0001,175370895.3438
29,3,15881.3200,-1289.2300,214.1900,18367.2867,0.0005,3934088.5127
29,4,6979.7400,2171.3600,2563.4200,5191.3980,0.0007,13307735.0504
29,5,12323.2000,3660.1700,6576.0600,7397.4627,0.0003,48646159.5392
29,6,20971.6700,-5918.0100,1940.1400,46475.1513,0.0001,90168299.3003
29,7,-37955.0000,12033.0900,-2453.0100,84059.6350,0.0001,-206199124.2960
29,8,-33935.4500,-16382.7900,-11318.2100,23676.3343,0.0001,-267973724.9583
30,0,13702.8200,10887.8200,7340.2200,10960.7897,0.0001,80454608.1995
30,1,7426.7400,-12956.4800,-25039.9400,16408.4519,0.0001,-410866653.1610
30,2,-29647.2500,-22183.5500,-12277.9000,26989.8755,0.0001,-331378993.3561
30,3,18782.9600,2901.6400,4190.8700,18380.6955,0.0005,77031106.6534
30,4,6007.6000,-972.1400,-3143.5000,5217.7271,0.0007,-16401925.8452
30,5,6074.0600,-6249.1400,-9909.3100,7354.7723,0.0003,-72880720.2278
30,6,23459.7600,2488.0900,8406.1000,45732.7194,0.0001,384433812.5127
30,7,-43914.5200,-5959.5200,-17992.6100,82764.6313,0.0001,-1489151733.0788
30,8,-1892.1700,32043.2800,48426.0700,22973.6194,0.0001,1112522100.7887
31,0,-9278.5200,-22981.3400,-33869.1600,10908.2188,0.0001,-369452207.3970
31,1,18620.2000,11193.4600,24149.9400,16477.5691,0.0001,397932305.2457
31,2,-23242.1600,6405.0900,28588.6400,26872.7594,0.0001,768255643.9161
31,3,17644.6300,-1138.3300,-4039.9700,18357.6934,0.0005,-74164531.3005
31,4,5624.5900,-383.0100,589.1300,5230.4416,0.0007,3081409.7514
31,5,10367.9400,4293.8800,10543.0200,7448.9338,0.0003,78534258.8239
31,6,21660.0600,-1799.7000,-4287.7900,44980.4488,0.0001,-192866718.5985
31,7,-38070.7700,5843.7500,11803.2700,81367.9481,0.0001,960407861.5408
31,8,-3325.9700,-1433.8000,-33477.0800,22359.6303,0.0001,-748535132.8219
32,0,5739.0300,15017.5500,37998.8900,10751.5767,0.0001,408547979.8978
32,1,6422.5200,-12197.6800,-23391.1400,16172.8706,0.0001,-378301881.6749
32,2,-25136.7500,-1894.5900,-8299.6800,26820.1530,0.0001,-222598687.8039
32,3,17485.4900,-159.1400,979.1900,18331.2630,0.0005,17949789.3694
32,4,5007.1300,-617.4600,-234.4500,5223.6745,0.0008,-1224690.9643
32,5,4493.7400,-5874.2000,-10168.0800,7359.3824,0.0003,-74830790.9869
32,6,24314.4300,2654.3700,4454.0700,44354.2058,0.0001,197556737.6158
32,7,-42888.8200,-4818.0500,-10661.8000,80201.9139,0.0001,-855096766.4356
32,8,4563.2300,7889.2000,9323.0000,21820.3455,0.0001,203431081.1169
33,0,-1493.3300,-7232.3600,-22249.9100,10479.2753,0.0001,-233162932.5563
33,1,1918.4700,-4504.0500,7693.6300,15753.6235,0.0001,121202550.1736
33,2,-15892.7000,9244.0500,11138.6400,26498.7574,0.0001,295160119.1021
33,3,18749.5000,1264.0100,1423.1500,18343.5641,0.0005,26105643.8930
33,4,4321.3100,-685.8200,-68.3600,5197.1344,0.0008,-355276.6328
33,5,10453.5500,5959.8100,11834.0100,7450.3874,0.0003,88167960.1566
33,6,30484.4200,6169.9900,3515.6200,43946.2709,0.0001,154498389.7172
33,7,-55524.5600,-12635.7400,-7817.6900,79476.1094,0.0001,-621319586.8231
33,8,6983.3400,2420.1100,-5469.0900,21383.9629,0.0001,-116950817.7438
34,0,254.4200,1747.7500,8980.1100,10187.1366,0.0001,91481607.0938
34,1,8928.9200,7010.4500,11514.5000,15558.6320,0.0001,179149868.8251
34,2,-33817.1400,-17924.4400,-27168.4900,26707.8540,0.0001,-725612065.2912
34,3,18542.4900,-207.0100,-1471.0200,18349.2477,0.0005,-26992110.4755
34,4,1187.9600,-3133.3500,-2447.5300,5082.5866,0.0007,-12439785.3649
34,5,9041.6000,-1411.9500,-7371.7600,7495.8506,0.0003,-55257611.8203
34,6,33788.9600,3304.5400,-2865.4500,43656.0620,0.0001,-125094262.3829
34,7,-62016.4300,-6491.8700,6143.8700,78977.2614,0.0001,485226026.6360
34,8,24089.2200,17105.8800,14685.7700,21461.2560,0.0001,315175070.5010
35,0,-4193.8900,-4448.3100,-6196.0600,10020.6575,0.0001,-62088595.3603
35,1,-6869.0200,-15797.9400,-22808.3900,15317.2539,0.0001,-349361901.8908
35,2,13697.3800,47514.5200,65438.9600,26346.4519,0.0001,1724084417.3323
35,3,0.0000,-18542.4900,-18335.4800,17839.5464,0.0003,-327096651.1166
35,4,0.0000,-1187.9600,1945.3900,4941.4036,0.0007,9612956.3118
35,5,4209.1400,-4832.4600,-3420.5100,7404.5531,0.0003,-25327349.1637
35,6,20247.1700,-13541.7900,-16846.3300,43005.8150,0.0001,-724490153.2916
35,7,-36048.4200,25968.0100,32459.8800,77784.7936,0.0001,2524885068.4988
35,8,8957.6400,-15131.5800,-32237.4600,21113.9333,0.0001,-680659582.1427
