t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
9,6,10.0000,0.0000,0,0.0001,-18.8194,4
9,7,36.2079,8.5000,8,0.0003,-15.9471,5
9,8,30.8329,8.5000,2,0.0002,-13.0503,4
10,0,25.7250,8.5000,1,0.0191,-38.7563,6
10,1,18.5000,8.5000,6,0.0173,-36.3391,6
10,2,26.7055,5.2181,0,0.0001,-10.1374,4
10,3,10.0000,0.0000,0,0.0063,-21.5857,6
10,4,10.0000,0.0000,0,0.0069,-21.9252,6
10,5,10.0000,0.0000,0,0.0132,-30.4251,6
10,6,10.0000,0.0000,0,0.0019,5.2480,7
10,7,37.7947,8.5000,8,0.0064,21.5036,6
10,8,32.6997,8.5000,2,0.0223,39.3880,6
11,0,25.7250,8.5000,1,0.0350,-51.4613,6
11,1,18.5000,8.5000,6,0.0241,-42.0969,6
11,2,22.6481,3.5413,3,0.0007,-11.2157,4
11,3,10.0000,0.0000,0,0.0058,-20.6276,6
11,4,10.0000,0.0000,0,0.0069,-21.6757,6
11,5,10.0000,0.0000,0,0.0135,-30.4094,6
11,6,10.0000,0.0000,0,0.0019,5.2034,7
11,7,34.8633,8.5000,8,0.0065,21.3118,6
11,8,29.2509,8.5000,2,0.0215,38.1975,6
12,0,25.7250,8.5000,1,0.0150,-39.3107,6
12,1,18.5000,8.5000,6,0.0114,-34.1593,6
12,2,25.5336,4.4729,0,0.0049,-23.6514,6
12,3,10.0000,0.0000,0,0.0036,-18.8205,6
12,4,10.0000,0.0000,0,0.0038,-19.2384,6
12,5,10.0000,0.0000,0,0.0132,-36.1682,6
12,6,10.0000,0.0000,0,0.0014,-4.8788,3
12,7,36.9480,8.5000,8,0.0059,24.0451,6
12,8,31.7035,8.5000,2,0.0201,43.8130,6
13,0,25.7250,8.5000,1,0.0171,-40.4869,6
13,1,18.5000,8.5000,6,0.0124,-34.3706,6
13,2,25.0914,4.1917,0,0.0048,-22.5983,6
13,3,10.0000,0.0000,0,0.0039,-18.8592,6
13,4,10.0000,0.0000,0,0.0044,-19.9980,6
13,5,10.0000,0.0000,0,0.0138,-35.6595,6
13,6,10.0000,0.0000,0,0.0015,-5.0284,3
13,7,36.6285,8.5000,8,0.0062,23.9493,6
13,8,31.3277,8.5000,2,0.0215,43.8655,6
14,0,25.7250,8.5000,1,0.0153,-39.8125,6
14,1,18.5000,8.5000,6,0.0099,-31.8947,6
14,2,25.4290,4.4063,0,0.0017,-14.5148,6
14,3,10.0000,0.0000,0,0.0040,-19.9601,6
14,4,10.0000,0.0000,0,0.0036,-18.4806,6
14,5,10.0000,0.0000,0,0.0124,-34.8473,6
14,6,10.0000,0.0000,0,0.0014,4.9961,7
14,7,36.8724,8.5000,8,0.0054,23.0156,6
14,8,31.6146,8.5000,2,0.0185,41.9243,6
15,0,25.7250,8.5000,1,0.0151,-38.3523,6
15,1,18.5000,8.5000,6,0.0100,-31.0958,6
15,2,26.0752,4.8173,0,0.0016,-14.0246,6
15,3,10.0000,0.0000,0,0.0046,-20.6011,6
15,4,10.0000,0.0000,0,0.0038,-18.2910,6
15,5,10.0000,0.0000,0,0.0140,-35.8209,6
15,6,10.0000,0.0000,0,0.0015,5.0160,7
15,7,37.3393,8.5000,8,0.0057,22.9681,6
15,8,32.1639,8.5000,2,0.0196,41.8273,6
16,0,25.7250,8.5000,1,0.0146,-37.7104,6
16,1,18.5000,8.5000,6,0.0096,-30.4645,6
16,2,25.9282,4.7238,0,0.0014,-12.8216,6
16,3,10.0000,0.0000,0,0.0044,-20.1180,6
16,4,10.0000,0.0000,0,0.0036,-17.9713,6
16,5,10.0000,0.0000,0,0.0134,-35.0815,6
16,6,10.0000,0.0000,0,0.0015,5.0095,7
16,7,37.2331,8.5000,8,0.0058,23.0515,6
16,8,32.0390,8.5000,2,0.0189,41.0377,6
17,0,25.7250,8.5000,1,0.0214,-44.2196,6
17,1,18.5000,8.5000,6,0.0115,-32.4212,6
17,2,25.1567,4.2332,0,0.0086,-29.1503,6
17,3,10.0000,0.0000,0,0.0046,-20.0635,6
17,4,10.0000,0.0000,0,0.0041,-18.9751,6
17,5,10.0000,0.0000,0,0.0163,-38.2642,6
17,6,10.0000,0.0000,0,0.0016,4.9429,7
17,7,36.6757,8.5000,8,0.0063,23.7635,6
17,8,31.3832,8.5000,2,0.0272,48.7597,6
18,0,25.7250,8.5000,1,0.0204,-41.8853,6
18,1,18.5000,8.5000,6,0.0121,-32.2465,6
18,2,26.5469,5.1172,0,0.0095,-29.7467,6
18,3,10.0000,0.0000,0,0.0051,-20.6171,6
18,4,10.0000,0.0000,0,0.0055,-21.3924,6
18,5,10.0000,0.0000,0,0.0174,-38.3177,6
18,6,10.0000,0.0000,0,0.0017,4.9644,7
18,7,37.6801,8.5000,8,0.0067,23.7721,6
18,8,32.5648,8.5000,2,0.0289,48.8044,6
19,0,25.7250,8.5000,1,0.0027,-27.9974,6
19,1,18.5000,8.5000,6,0.0013,-19.5681,6
19,2,26.0193,4.7818,0,0.0005,-12.2632,4
19,3,10.0000,0.0000,0,0.0012,-17.3846,6
19,4,10.0000,0.0000,0,0.0006,-11.1231,6
19,5,10.0000,0.0000,0,0.0025,-25.6780,6
19,6,10.0000,0.0000,0,0.0005,4.7776,7
19,7,37.2989,8.5000,8,0.0021,23.2529,6
19,8,32.1164,8.5000,2,0.0054,35.7852,6
20,0,25.7250,8.5000,1,0.0012,-22.8126,6
20,1,18.5000,8.5000,6,0.0006,-15.6420,6
20,2,25.4149,4.3974,0,0.0002,-14.0670,4
20,3,10.0000,0.0000,0,0.0005,-14.2638,6
20,4,10.0000,0.0000,0,0.0002,-8.0284,6
20,5,10.0000,0.0000,0,0.0011,-20.2374,6
20,6,10.0000,0.0000,0,0.0003,4.9834,7
20,7,36.8622,8.5000,8,0.0013,21.8436,6
20,8,31.6026,8.5000,2,0.0025,28.3826,6
21,0,25.7250,8.5000,1,0.0018,-28.2332,6
21,1,18.5000,8.5000,6,0.0006,-16.5478,6
21,2,23.3576,3.3237,3,0.0001,-16.3723,4
21,3,10.0000,0.0000,0,0.0005,-13.3741,6
21,4,10.0000,0.0000,0,0.0003,-8.8120,6
21,5,10.0000,0.0000,0,0.0010,-19.5486,6
21,6,10.0000,0.0000,0,0.0003,-5.1114,4
21,7,35.3759,8.5000,8,0.0012,21.3805,6
21,8,29.8540,8.5000,2,0.0027,29.9755,6
22,0,25.7250,8.5000,1,0.0012,-22.6875,6
22,1,18.5000,8.5000,6,0.0005,-15.1722,6
22,2,26.4672,5.0666,0,0.0002,-17.5780,4
22,3,10.0000,0.0000,0,0.0005,-14.0490,6
22,4,10.0000,0.0000,0,0.0003,-8.8177,6
22,5,10.0000,0.0000,0,0.0011,-19.3997,6
22,6,10.0000,0.0000,0,0.0003,-5.1802,4
22,7,37.6225,8.5000,8,0.0013,21.3984,6
22,8,32.4971,8.5000,2,0.0031,31.4551,6
23,0,25.7250,8.5000,1,0.0005,-16.9688,6
23,1,18.5000,8.5000,6,0.0003,-11.8697,6
23,2,26.7809,5.2660,0,0.0002,-18.2901,4
23,3,10.0000,0.0000,0,0.0002,-11.1651,6
23,4,10.0000,0.0000,0,0.0002,-6.9520,6
23,5,10.0000,0.0000,0,0.0006,-16.4905,6
23,6,10.0000,0.0000,0,0.0003,-5.8867,4
23,7,37.8492,8.5000,8,0.0009,20.5755,6
23,8,32.7637,8.5000,2,0.0018,26.7605,6
24,0,25.7250,8.5000,1,0.0006,-19.8302,6
24,1,18.5000,8.5000,6,0.0003,-12.9275,6
24,2,24.0411,3.5238,0,0.0001,-16.6922,4
24,3,10.0000,0.0000,0,0.0001,-9.0166,6
24,4,10.0000,0.0000,0,0.0001,-3.9707,6
24,5,10.0000,0.0000,0,0.0003,-13.3570,6
24,6,10.0000,0.0000,0,0.0002,5.4134,7
24,7,35.8697,8.5000,8,0.0006,19.5997,6
24,8,30.4349,8.5000,2,0.0009,21.8918,6
25,0,25.7250,8.5000,1,0.0005,-18.1797,6
25,1,18.5000,8.5000,6,0.0003,-12.5131,6
25,2,25.6633,4.5554,0,0.0001,-16.5805,4
25,3,10.0000,0.0000,0,0.0002,-9.5183,6
25,4,10.0000,0.0000,0,0.0001,-4.4144,6
25,5,10.0000,0.0000,0,0.0003,-14.0083,6
25,6,10.0000,0.0000,0,0.0002,5.3505,7
25,7,37.0417,8.5000,8,0.0006,19.8277,6
25,8,31.8138,8.5000,2,0.0010,23.5403,6
26,0,25.7250,8.5000,1,0.0002,-15.2941,4
26,1,18.5000,8.5000,6,0.0001,-9.0467,4
26,2,25.2136,4.2694,0,0.0001,-17.5651,4
26,3,10.0000,0.0000,0,0.0001,-5.9185,6
26,4,10.0000,0.0000,0,0.0000,-2.4502,6
26,5,10.0000,0.0000,0,0.0001,-9.5471,6
26,6,10.0000,0.0000,0,0.0001,-6.6736,4
26,7,36.7169,8.5000,8,0.0003,17.9389,6
26,8,31.4316,8.5000,2,0.0004,17.3474,6
27,0,25.7250,8.5000,1,0.0002,-18.1070,4
27,1,18.5000,8.5000,6,0.0001,-10.1152,4
27,2,23.7094,3.3128,0,0.0002,-17.9191,4
27,3,10.0000,0.0000,0,0.0001,-5.2264,6
27,4,10.0000,0.0000,0,0.0000,-2.2393,6
27,5,10.0000,0.0000,0,0.0001,-7.4890,6
27,6,10.0000,0.0000,0,0.0001,-7.5583,4
27,7,35.6300,8.5000,8,0.0002,17.0156,6
27,8,30.1530,8.5000,2,0.0003,-16.3708,4
28,0,25.7250,8.5000,1,0.0002,-16.5298,4
28,1,18.5000,8.5000,6,0.0001,-9.8423,4
28,2,25.5748,4.4991,0,0.0002,-17.9982,4
28,3,10.0000,0.0000,0,0.0001,-5.2402,6
28,4,10.0000,0.0000,0,0.0000,-2.1943,3
28,5,10.0000,0.0000,0,0.0001,-6.9982,6
28,6,10.0000,0.0000,0,0.0001,-7.6380,4
28,7,36.9778,8.5000,8,0.0002,17.2417,6
28,8,31.7386,8.5000,2,0.0003,-16.5855,4
29,0,25.7250,8.5000,1,0.0001,-15.4431,4
29,1,18.5000,8.5000,6,0.0001,-9.0875,4
29,2,25.9399,4.7312,0,0.0001,-17.6871,4
29,3,10.0000,0.0000,0,0.0000,-5.5366,6
29,4,10.0000,0.0000,0,0.0000,-2.7841,6
29,5,10.0000,0.0000,0,0.0001,-8.1421,6
29,6,10.0000,0.0000,0,0.0001,-7.5664,4
29,7,37.2416,8.5000,8,0.0002,17.1384,6
29,8,32.0489,8.5000,2,0.0004,17.8469,6
30,0,25.7250,8.5000,1,0.0001,-15.5111,4
30,1,18.5000,8.5000,6,0.0001,-9.0464,4
30,2,26.3988,5.0231,0,0.0002,-18.3415,4
30,3,10.0000,0.0000,0,0.0000,-5.9051,6
30,4,10.0000,0.0000,0,0.0000,-2.8582,6
30,5,10.0000,0.0000,0,0.0001,-10.6244,6
30,6,10.0000,0.0000,0,0.0001,-7.6358,4
30,7,37.5731,8.5000,8,0.0003,17.1890,6
30,8,32.4389,8.5000,2,0.0004,18.9128,6
31,0,25.7250,8.5000,1,0.0002,-16.5322,4
31,1,18.5000,8.5000,6,0.0001,-9.0107,4
31,2,24.9106,4.0767,0,0.0002,-18.3757,4
31,3,10.0000,0.0000,0,0.0001,-5.7366,6
31,4,10.0000,0.0000,0,0.0000,-2.7476,6
31,5,10.0000,0.0000,0,0.0001,-11.5514,6
31,6,10.0000,0.0000,0,0.0001,-7.5862,4
31,7,36.4979,8.5000,8,0.0003,17.1227,6
31,8,31.1740,8.5000,2,0.0004,18.8204,6
32,0,25.7250,8.5000,1,0.0002,-15.9186,4
32,1,18.5000,8.5000,6,0.0001,-9.0138,4
32,2,26.1825,4.8855,0,0.0002,-18.9819,4
32,3,10.0000,0.0000,0,0.0001,-5.8337,6
32,4,10.0000,0.0000,0,0.0000,-2.6808,6
32,5,10.0000,0.0000,0,0.0001,-11.9732,6
32,6,10.0000,0.0000,0,0.0001,-7.6404,4
32,7,37.4168,8.5000,8,0.0003,17.3512,6
32,8,32.2551,8.5000,2,0.0004,19.1959,6
33,0,25.7250,8.5000,1,0.0002,-16.5888,4
33,1,18.5000,8.5000,6,0.0001,-9.2274,4
33,2,24.9119,4.0775,0,0.0002,-19.3547,4
33,3,10.0000,0.0000,0,0.0000,-5.4611,6
33,4,10.0000,0.0000,0,0.0000,-2.7125,6
33,5,10.0000,0.0000,0,0.0001,-11.2065,6
33,6,10.0000,0.0000,0,0.0001,-8.1328,4
33,7,36.4989,8.5000,8,0.0003,17.7654,6
33,8,31.1751,8.5000,2,0.0004,18.5691,6
34,0,25.7250,8.5000,1,0.0001,-12.9867,4
34,1,18.5000,8.5000,6,0.0001,-8.3275,6
34,2,26.5059,5.0912,0,0.0001,-17.1088,4
34,3,10.0000,0.0000,0,0.0000,-5.4862,6
34,4,10.0000,0.0000,0,0.0000,-3.6284,6
34,5,10.0000,0.0000,0,0.0001,-11.4934,6
34,6,10.0000,0.0000,0,0.0001,-7.1304,4
34,7,37.6505,8.5000,8,0.0003,17.8243,6
34,8,32.5300,8.5000,2,0.0004,19.3818,6
35,0,25.7250,8.5000,1,0.0002,-14.1232,4
35,1,18.5000,8.5000,6,0.0001,-8.3009,6
35,2,27.6656,5.8287,0,0.0002,-23.0813,4
35,3,10.0000,0.0000,0,0.0000,-5.4434,6
35,4,10.0000,0.0000,0,0.0000,-3.5831,6
35,5,10.0000,0.0000,0,0.0001,-11.6618,6
35,6,10.0000,0.0000,0,0.0001,-8.1518,4
35,7,38.4884,8.5000,8,0.0003,18.8798,6
35,8,33.5158,8.5000,2,0.0006,-23.4237,4
