t_idx,src_idx,tgt_idx,weight,stress
27,1,6,31239.3400,1.6631
27,2,0,34030.8300,0.0028
27,2,3,19972.3000,0.3557
27,2,4,4350.6500,0.2867
27,2,5,6694.1600,0.2621
27,7,8,58092.7900,1.5946
27,8,2,98742.3500,0.4420
28,0,1,30521.8600,0.7074
28,1,6,34810.0400,1.5131
28,2,0,54067.4900,1.6845
28,2,3,19935.0500,0.3795
28,2,4,3969.4200,0.7809
28,2,5,7312.3800,0.0206
28,7,8,62582.7200,1.5665
28,8,2,67274.7300,0.8417
29,0,1,40975.5200,1.1982
29,1,6,23822.5100,2.5731
29,2,0,25729.0800,0.8586
29,2,3,18871.0200,0.1481
29,2,4,6367.4700,2.2381
29,2,5,7537.2500,0.1176
29,7,8,42796.7300,2.5551
29,8,2,70878.7000,0.8207
30,0,1,29678.8000,0.8402
30,1,6,22833.9700,2.1003
30,2,0,24109.6900,1.0545
30,2,3,18594.9600,0.2251
30,2,4,4882.6000,0.2172
30,2,5,9085.5700,1.4890
30,7,8,40129.5500,2.1408
30,8,2,65520.6800,1.4393
31,0,1,34308.8600,0.0252
31,1,6,22252.3900,1.7040
31,2,0,46237.2900,1.0385
31,2,3,18678.5700,0.2180
31,2,4,3111.8600,1.8782
31,2,5,12300.4000,3.2527
31,7,8,39245.2500,1.7187
31,8,2,45104.6300,2.4691
32,0,1,30861.8900,0.7473
32,1,6,20455.0100,1.5070
32,2,0,22975.7600,1.0091
32,2,3,18929.8400,0.0340
32,2,4,5368.8800,0.8028
32,2,5,7399.9500,0.0159
32,7,8,38901.7200,1.4182
32,8,2,32918.0800,2.4603
33,0,1,30600.4200,0.6756
33,1,6,31426.0500,0.6117
33,2,0,20806.3300,1.0569
33,2,3,19528.8000,0.3718
33,2,4,2949.6100,1.7250
33,2,5,7009.6100,0.2855
33,7,8,59449.6900,0.5303
33,8,2,45645.0000,1.4126
34,0,1,43178.0500,2.1380
34,1,6,33626.5300,0.3477
34,2,0,36141.1500,0.3563
34,2,3,18991.9700,0.0885
34,2,4,4640.9800,0.2181
34,2,5,7997.9400,0.1980
34,7,8,61983.9600,0.3192
34,8,2,42307.7300,1.2960
35,0,1,18034.4800,3.1398
35,1,6,22615.9900,0.9830
35,2,0,31458.4200,0.0088
35,2,5,1953.6500,3.0095
35,7,8,41692.7800,0.9604
35,8,2,26670.0100,1.5833
