t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
19,6,0.0000,2.1299,0
19,7,0.0000,2.1666,0
19,8,0.0000,1.5914,0
20,0,0.0000,0.2193,0
20,1,0.0000,1.1716,0
20,2,0.0160,1.2634,0
20,3,0.0000,1.2051,0
20,4,0.0000,1.1771,0
20,5,0.0000,1.3489,0
20,6,0.0000,1.9280,0
20,7,0.0000,1.9980,0
20,8,0.0000,0.3428,0
21,0,0.0000,0.0244,0
21,1,0.0000,2.1488,0
21,2,0.0017,1.7777,0
21,3,0.0000,0.5962,0
21,4,0.0000,1.0048,0
21,5,0.0000,0.3899,0
21,6,0.0000,2.0318,0
21,7,0.0000,2.0459,0
21,8,0.0000,0.7953,0
22,0,0.0000,0.3964,0
22,1,0.0000,1.4397,0
22,2,0.0096,1.2398,0
22,3,0.0000,0.7864,0
22,4,0.0000,1.2505,0
22,5,0.0000,1.2731,0
22,6,0.0000,1.4219,0
22,7,0.0000,1.3360,0
22,8,0.0000,0.2773,0
23,0,0.0000,1.1594,0
23,1,0.0000,0.8850,0
23,2,0.0175,3.6535,1
23,3,0.0000,2.3673,0
23,4,0.0000,1.8256,0
23,5,0.0000,0.5994,0
23,6,0.0000,1.4842,0
23,7,0.0000,1.4994,0
23,8,0.0000,1.3030,0
24,0,0.0000,1.3290,0
24,1,0.0000,1.2667,0
24,2,0.0252,0.6077,0
24,3,0.0000,0.2977,0
24,4,0.0000,1.0428,0
24,5,0.0000,0.1348,0
24,6,0.0000,0.8998,0
24,7,0.0000,0.9926,0
24,8,0.0000,0.0449,0
25,0,0.0000,0.8518,0
25,1,0.0000,0.5414,0
25,2,0.0241,2.2720,0
25,3,0.0000,2.1044,0
25,4,0.0000,1.2167,0
25,5,0.0000,1.4658,0
25,6,0.0000,0.2914,0
25,7,0.0000,0.2515,0
25,8,0.0000,2.3413,0
26,0,0.0000,0.8863,0
26,1,0.0000,0.3785,0
26,2,0.0111,1.1738,0
26,3,0.0000,2.4990,0
26,4,0.0000,1.4073,0
26,5,0.0000,0.7687,0
26,6,0.0000,0.2257,0
26,7,0.0000,0.3004,0
26,8,0.0000,1.9944,0
27,0,0.0000,0.0224,0
27,1,0.0000,1.6226,0
27,2,0.0010,0.3850,0
27,3,0.0000,0.3557,0
27,4,0.0000,0.2867,0
27,5,0.0000,0.2621,0
27,6,0.0000,1.6631,0
27,7,0.0000,1.5946,0
27,8,0.0000,2.4907,0
28,0,0.0000,1.5391,0
28,1,0.0000,1.0401,0
28,2,0.0303,1.2758,0
28,3,0.0000,0.3795,0
28,4,0.0000,0.7809,0
28,5,0.0000,0.0206,0
28,6,0.0000,1.5131,0
28,7,0.0000,1.5665,0
28,8,0.0000,0.3788,0
29,0,0.0000,1.0656,0
29,1,0.0000,2.8503,0
29,2,0.0185,0.3452,0
29,3,0.0000,0.1481,0
29,4,0.0000,2.2381,0
29,5,0.0000,0.1176,0
29,6,0.0000,2.5731,0
29,7,0.0000,2.5551,0
29,8,0.0000,1.3048,0
30,0,0.0000,0.5445,0
30,1,0.0000,1.5921,0
30,2,0.0284,0.5924,0
30,3,0.0000,0.2251,0
30,4,0.0000,0.2172,0
30,5,0.0000,1.4890,0
30,6,0.0000,2.1003,0
30,7,0.0000,2.1408,0
30,8,0.0000,1.0057,0
31,0,0.0000,0.8378,0
31,1,0.0000,1.6476,0
31,2,0.0303,2.3011,0
31,3,0.0000,0.2180,0
31,4,0.0000,1.8782,0
31,5,0.0000,3.2527,1
31,6,0.0000,1.7040,0
31,7,0.0000,1.7187,0
31,8,0.0000,0.0553,0
32,0,0.0000,0.5667,0
32,1,0.0000,1.2653,0
32,2,0.0175,1.5132,0
32,3,0.0000,0.0340,0
32,4,0.0000,0.8028,0
32,5,0.0000,0.0159,0
32,6,0.0000,1.5070,0
32,7,0.0000,1.4182,0
32,8,0.0000,0.8947,0
33,0,0.0000,0.6745,0
33,1,0.0000,0.4272,0
33,2,0.0222,0.7780,0
33,3,0.0000,0.3718,0
33,4,0.0000,1.7250,0
33,5,0.0000,0.2855,0
33,6,0.0000,0.6117,0
33,7,0.0000,0.5303,0
33,8,0.0000,1.3364,0
34,0,0.0000,0.3954,0
34,1,0.0000,0.9589,0
34,2,0.0035,1.2647,0
34,3,0.0000,0.0885,0
34,4,0.0000,0.2181,0
34,5,0.0000,0.1980,0
34,6,0.0000,0.3477,0
34,7,0.0000,0.3192,0
34,8,0.0000,1.7628,0
35,0,0.0000,1.2136,0
35,1,0.0000,0.1410,0
35,2,0.5698,0.5862,0
35,3,0.0000,10.4997,1
35,4,0.0000,4.3456,1
35,5,0.0000,3.0095,1
35,6,0.0000,0.9830,0
35,7,0.0000,0.9604,0
35,8,0.0000,1.3745,0
