t_idx,time_label,node_idx,node_label,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
6,2020-W07,4,ACC_COGS,0.0,1.328,0
6,2020-W07,5,ACC_Sales_Revenue,0.0,1.2901,0
6,2020-W07,6,ACC_Accounts_Receivable,1.0986,0.1492,0
6,2020-W07,7,ACC_Payroll_Exp,0.0,0.4472,0
6,2020-W07,8,ACC_Rent_Exp,0.0,0.4472,0
7,2020-W08,0,ACC_Accounts_Payable,0.0,0.3314,0
7,2020-W08,1,ACC_Inventory,0.0,0.7741,0
7,2020-W08,2,ACC_Cash,0.3088,0.6779,0
7,2020-W08,3,ACC_Travel_Exp,0.0,1.5662,0
7,2020-W08,4,ACC_COGS,0.0,0.8242,0
7,2020-W08,5,ACC_Sales_Revenue,0.0,0.6908,0
7,2020-W08,6,ACC_Accounts_Receivable,0.8473,0.2205,0
7,2020-W08,7,ACC_Payroll_Exp,0.0,0.4082,0
7,2020-W08,8,ACC_Rent_Exp,0.0,0.4082,0
8,2020-W09,0,ACC_Accounts_Payable,0.0,2.6687,0
8,2020-W09,1,ACC_Inventory,0.0,0.3712,0
8,2020-W09,2,ACC_Cash,1.4916,2.2836,0
8,2020-W09,3,ACC_Travel_Exp,0.0,1.8129,0
8,2020-W09,4,ACC_COGS,0.0,0.6747,0
8,2020-W09,5,ACC_Sales_Revenue,0.0,0.8395,0
8,2020-W09,6,ACC_Accounts_Receivable,0.6931,0.385,0
8,2020-W09,7,ACC_Payroll_Exp,0.0,2.5297,0
8,2020-W09,8,ACC_Rent_Exp,0.0,2.051,0
9,2020-W10,0,ACC_Accounts_Payable,0.0,1.5129,0
9,2020-W10,1,ACC_Inventory,0.0,0.3736,0
9,2020-W10,2,ACC_Cash,0.9374,1.408,0
9,2020-W10,3,ACC_Travel_Exp,0.0,1.392,0
9,2020-W10,4,ACC_COGS,0.0,0.4521,0
9,2020-W10,5,ACC_Sales_Revenue,0.0,0.3013,0
9,2020-W10,6,ACC_Accounts_Receivable,0.5878,4.4128,1
9,2020-W10,7,ACC_Payroll_Exp,0.0,0.5344,0
9,2020-W10,8,ACC_Rent_Exp,0.0,0.5305,0
10,2020-W11,0,ACC_Accounts_Payable,0.0,1.1272,0
10,2020-W11,1,ACC_Inventory,0.0,0.6624,0
10,2020-W11,2,ACC_Cash,0.6253,0.9744,0
10,2020-W11,3,ACC_Travel_Exp,0.0,1.4849,0
10,2020-W11,4,ACC_COGS,0.0,0.7119,0
10,2020-W11,5,ACC_Sales_Revenue,0.0,0.6869,0
10,2020-W11,6,ACC_Accounts_Receivable,0.5108,1.2246,0
10,2020-W11,7,ACC_Payroll_Exp,0.0,0.4999,0
10,2020-W11,8,ACC_Rent_Exp,0.0,0.4963,0
11,2020-W12,0,ACC_Accounts_Payable,0.0,0.9849,0
11,2020-W12,1,ACC_Inventory,0.0,0.1997,0
11,2020-W12,2,ACC_Cash,0.4841,2.2092,0
11,2020-W12,3,ACC_Travel_Exp,0.0,0.4151,0
11,2020-W12,4,ACC_COGS,0.0,0.0924,0
11,2020-W12,5,ACC_Sales_Revenue,0.0,0.1865,0
11,2020-W12,6,ACC_Accounts_Receivable,0.452,2.4201,0
11,2020-W12,7,ACC_Payroll_Exp,0.0,0.4713,0
11,2020-W12,8,ACC_Rent_Exp,0.0,0.468,0
12,2020-W13,0,ACC_Accounts_Payable,0.0,0.8648,0
12,2020-W13,1,ACC_Inventory,0.0,1.5511,0
12,2020-W13,2,ACC_Cash,1.3638,0.1585,0
12,2020-W13,3,ACC_Travel_Exp,0.0,1.4309,0
12,2020-W13,4,ACC_COGS,0.0,1.4655,0
12,2020-W13,5,ACC_Sales_Revenue,0.0,1.5647,0
12,2020-W13,6,ACC_Accounts_Receivable,0.4055,2.6738,0
12,2020-W13,7,ACC_Payroll_Exp,0.0,1.6838,0
12,2020-W13,8,ACC_Rent_Exp,0.0,2.1219,0
13,2020-W14,0,ACC_Accounts_Payable,0.0,2.8592,0
13,2020-W14,1,ACC_Inventory,0.0,2.6231,0
13,2020-W14,2,ACC_Cash,1.0341,0.0572,0
13,2020-W14,3,ACC_Travel_Exp,0.0,0.235,0
13,2020-W14,4,ACC_COGS,0.0,1.881,0
13,2020-W14,5,ACC_Sales_Revenue,0.0,1.9517,0
13,2020-W14,6,ACC_Accounts_Receivable,0.2877,1.5566,0
13,2020-W14,7,ACC_Payroll_Exp,0.0,0.5731,0
13,2020-W14,8,ACC_Rent_Exp,0.0,0.5741,0
14,2020-W15,0,ACC_Accounts_Payable,0.0,1.3381,0
14,2020-W15,1,ACC_Inventory,0.0,3.3285,1
14,2020-W15,2,ACC_Cash,0.6856,1.834,0
14,2020-W15,3,ACC_Travel_Exp,0.0,0.1601,0
14,2020-W15,4,ACC_COGS,0.0,3.3272,1
14,2020-W15,5,ACC_Sales_Revenue,0.0,3.2878,1
14,2020-W15,6,ACC_Accounts_Receivable,0.1823,2.489,0
14,2020-W15,7,ACC_Payroll_Exp,0.0,0.5731,0
14,2020-W15,8,ACC_Rent_Exp,0.0,0.5741,0
15,2020-W16,0,ACC_Accounts_Payable,0.0,0.7418,0
15,2020-W16,1,ACC_Inventory,0.0,1.9958,0
15,2020-W16,2,ACC_Cash,0.6856,1.347,0
15,2020-W16,3,ACC_Travel_Exp,0.0,0.0991,0
15,2020-W16,4,ACC_COGS,0.0,2.8008,0
15,2020-W16,5,ACC_Sales_Revenue,0.0,2.8593,0
15,2020-W16,6,ACC_Accounts_Receivable,0.087,1.9744,0
15,2020-W16,7,ACC_Payroll_Exp,0.0,0.5731,0
15,2020-W16,8,ACC_Rent_Exp,0.0,0.5741,0
16,2020-W17,0,ACC_Accounts_Payable,0.0,0.6376,0
16,2020-W17,1,ACC_Inventory,0.0,1.6551,0
16,2020-W17,2,ACC_Cash,1.612,0.0218,0
16,2020-W17,3,ACC_Travel_Exp,0.0,0.041,0
16,2020-W17,4,ACC_COGS,0.0,2.236,0
16,2020-W17,5,ACC_Sales_Revenue,0.0,2.0334,0
16,2020-W17,6,ACC_Accounts_Receivable,0.0,2.2996,0
16,2020-W17,7,ACC_Payroll_Exp,0.0,2.596,0
16,2020-W17,8,ACC_Rent_Exp,0.0,2.0992,0
17,2020-W18,0,ACC_Accounts_Payable,0.0,2.6072,0
17,2020-W18,1,ACC_Inventory,0.0,0.8442,0
17,2020-W18,2,ACC_Cash,0.7717,0.3459,0
17,2020-W18,3,ACC_Travel_Exp,0.0,0.0842,0
17,2020-W18,4,ACC_COGS,0.0,1.3792,0
17,2020-W18,5,ACC_Sales_Revenue,0.0,1.4262,0
17,2020-W18,6,ACC_Accounts_Receivable,0.0,1.3463,0
17,2020-W18,7,ACC_Payroll_Exp,0.0,0.5733,0
17,2020-W18,8,ACC_Rent_Exp,0.0,0.5767,0
18,2020-W19,0,ACC_Accounts_Payable,0.0,2.0205,0
18,2020-W19,1,ACC_Inventory,0.0,0.8768,0
18,2020-W19,2,ACC_Cash,1.1634,0.419,0
18,2020-W19,3,ACC_Travel_Exp,0.0,2.4389,0
18,2020-W19,4,ACC_COGS,0.0,1.0507,0
18,2020-W19,5,ACC_Sales_Revenue,0.0,1.1959,0
18,2020-W19,6,ACC_Accounts_Receivable,0.0,1.2235,0
18,2020-W19,7,ACC_Payroll_Exp,0.0,0.5733,0
18,2020-W19,8,ACC_Rent_Exp,0.0,0.5767,0
19,2020-W20,0,ACC_Accounts_Payable,0.0,1.4042,0
19,2020-W20,1,ACC_Inventory,0.0,0.7298,0
19,2020-W20,2,ACC_Cash,0.8131,0.1771,0
19,2020-W20,3,ACC_Travel_Exp,0.0,1.4522,0
19,2020-W20,4,ACC_COGS,0.0,0.8614,0
19,2020-W20,5,ACC_Sales_Revenue,0.0,0.8244,0
19,2020-W20,6,ACC_Accounts_Receivable,0.0,0.706,0
19,2020-W20,7,ACC_Payroll_Exp,0.0,0.5733,0
19,2020-W20,8,ACC_Rent_Exp,0.0,0.5767,0
20,2020-W21,0,ACC_Accounts_Payable,0.0,1.0394,0
20,2020-W21,1,ACC_Inventory,0.0,1.084,0
20,2020-W21,2,ACC_Cash,1.0507,1.1191,0
20,2020-W21,3,ACC_Travel_Exp,0.0,0.5518,0
20,2020-W21,4,ACC_COGS,0.0,1.0264,0
20,2020-W21,5,ACC_Sales_Revenue,0.0,0.9064,0
20,2020-W21,6,ACC_Accounts_Receivable,0.0,0.5807,0
20,2020-W21,7,ACC_Payroll_Exp,0.0,0.5733,0
20,2020-W21,8,ACC_Rent_Exp,0.0,0.5767,0
21,2020-W22,0,ACC_Accounts_Payable,0.0,1.1838,0
21,2020-W22,1,ACC_Inventory,0.0,1.7981,0
21,2020-W22,2,ACC_Cash,1.5342,2.2552,0
21,2020-W22,3,ACC_Travel_Exp,0.0,0.1203,0
21,2020-W22,4,ACC_COGS,0.0,1.1649,0
21,2020-W22,5,ACC_Sales_Revenue,0.0,1.0849,0
21,2020-W22,6,ACC_Accounts_Receivable,0.0,0.1675,0
21,2020-W22,7,ACC_Payroll_Exp,0.0,2.43,0
21,2020-W22,8,ACC_Rent_Exp,0.0,1.8236,0
22,2020-W23,0,ACC_Accounts_Payable,0.0,0.9345,0
22,2020-W23,1,ACC_Inventory,0.0,0.9997,0
22,2020-W23,2,ACC_Cash,0.8803,0.3896,0
22,2020-W23,3,ACC_Travel_Exp,0.0,0.6311,0
22,2020-W23,4,ACC_COGS,0.0,0.6568,0
22,2020-W23,5,ACC_Sales_Revenue,0.0,0.7246,0
22,2020-W23,6,ACC_Accounts_Receivable,0.0,0.2733,0
22,2020-W23,7,ACC_Payroll_Exp,0.0,0.5733,0
22,2020-W23,8,ACC_Rent_Exp,0.0,0.5746,0
23,2020-W24,0,ACC_Accounts_Payable,0.0,3.3543,1
23,2020-W24,1,ACC_Inventory,0.0,0.6893,0
23,2020-W24,2,ACC_Cash,0.907,3.0706,1
23,2020-W24,3,ACC_Travel_Exp,0.0,0.4549,0
23,2020-W24,4,ACC_COGS,0.0,0.5835,0
23,2020-W24,5,ACC_Sales_Revenue,0.0,0.3693,0
23,2020-W24,6,ACC_Accounts_Receivable,0.0,1.1723,0
23,2020-W24,7,ACC_Payroll_Exp,0.0,0.5733,0
23,2020-W24,8,ACC_Rent_Exp,0.0,0.5746,0
24,2020-W25,0,ACC_Accounts_Payable,0.0,0.0824,0
24,2020-W25,1,ACC_Inventory,0.0,0.5409,0
24,2020-W25,2,ACC_Cash,0.5035,0.2023,0
24,2020-W25,3,ACC_Travel_Exp,0.0,0.721,0
24,2020-W25,4,ACC_COGS,0.0,0.7674,0
24,2020-W25,5,ACC_Sales_Revenue,0.0,0.921,0
24,2020-W25,6,ACC_Accounts_Receivable,0.0,1.8905,0
24,2020-W25,7,ACC_Payroll_Exp,0.0,0.5733,0
24,2020-W25,8,ACC_Rent_Exp,0.0,0.5746,0
25,2020-W26,0,ACC_Accounts_Payable,0.0,0.7797,0
25,2020-W26,1,ACC_Inventory,0.0,0.0196,0
25,2020-W26,2,ACC_Cash,0.6384,3.1411,1
25,2020-W26,3,ACC_Travel_Exp,0.0,1.3173,0
25,2020-W26,4,ACC_COGS,0.0,1.0791,0
25,2020-W26,5,ACC_Sales_Revenue,0.0,1.1646,0
25,2020-W26,6,ACC_Accounts_Receivable,0.0,1.731,0
25,2020-W26,7,ACC_Payroll_Exp,0.0,2.1736,0
25,2020-W26,8,ACC_Rent_Exp,0.0,2.3484,0
26,2020-W27,0,ACC_Accounts_Payable,0.0,0.8782,0
26,2020-W27,1,ACC_Inventory,0.0,3.2994,1
26,2020-W27,2,ACC_Cash,0.9514,0.1326,0
26,2020-W27,3,ACC_Travel_Exp,0.0,1.6578,0
26,2020-W27,4,ACC_COGS,0.0,5.1605,1
26,2020-W27,5,ACC_Sales_Revenue,0.0,6.0086,1
26,2020-W27,6,ACC_Accounts_Receivable,0.0,3.0355,1
26,2020-W27,7,ACC_Payroll_Exp,0.0,0.5772,0
26,2020-W27,8,ACC_Rent_Exp,0.0,0.5763,0
27,2020-W28,0,ACC_Accounts_Payable,0.0,0.0098,0
27,2020-W28,1,ACC_Inventory,0.0,2.7798,0
27,2020-W28,2,ACC_Cash,0.4617,0.0008,0
27,2020-W28,3,ACC_Travel_Exp,0.0,0.3965,0
27,2020-W28,4,ACC_COGS,0.0,2.8112,0
27,2020-W28,5,ACC_Sales_Revenue,0.0,3.2079,1
27,2020-W28,6,ACC_Accounts_Receivable,0.0,1.8965,0
27,2020-W28,7,ACC_Payroll_Exp,0.0,0.5772,0
27,2020-W28,8,ACC_Rent_Exp,0.0,0.5763,0
28,2020-W29,0,ACC_Accounts_Payable,0.0,0.9075,0
28,2020-W29,1,ACC_Inventory,0.0,2.5674,0
28,2020-W29,2,ACC_Cash,0.4176,0.6352,0
28,2020-W29,3,ACC_Travel_Exp,0.0,0.6908,0
28,2020-W29,4,ACC_COGS,0.0,2.6814,0
28,2020-W29,5,ACC_Sales_Revenue,0.0,2.8328,0
28,2020-W29,6,ACC_Accounts_Receivable,0.0,1.8038,0
28,2020-W29,7,ACC_Payroll_Exp,0.0,0.5772,0
28,2020-W29,8,ACC_Rent_Exp,0.0,0.5763,0
29,2020-W30,0,ACC_Accounts_Payable,0.0,0.3669,0
29,2020-W30,1,ACC_Inventory,0.0,2.2553,0
29,2020-W30,2,ACC_Cash,0.9255,2.0,0
29,2020-W30,3,ACC_Travel_Exp,0.0,1.62,0
29,2020-W30,4,ACC_COGS,0.0,3.1526,1
29,2020-W30,5,ACC_Sales_Revenue,0.0,2.8192,0
29,2020-W30,6,ACC_Accounts_Receivable,0.0,2.0121,0
29,2020-W30,7,ACC_Payroll_Exp,0.0,2.623,0
29,2020-W30,8,ACC_Rent_Exp,0.0,3.1465,1
30,2020-W31,0,ACC_Accounts_Payable,0.0,0.0669,0
30,2020-W31,1,ACC_Inventory,0.0,1.7017,0
30,2020-W31,2,ACC_Cash,0.236,0.0795,0
30,2020-W31,3,ACC_Travel_Exp,0.0,1.8415,0
30,2020-W31,4,ACC_COGS,0.0,1.7617,0
30,2020-W31,5,ACC_Sales_Revenue,0.0,1.5298,0
30,2020-W31,6,ACC_Accounts_Receivable,0.0,1.5743,0
30,2020-W31,7,ACC_Payroll_Exp,0.0,0.5757,0
30,2020-W31,8,ACC_Rent_Exp,0.0,0.5689,0
31,2020-W32,0,ACC_Accounts_Payable,0.0,1.1153,0
31,2020-W32,1,ACC_Inventory,0.0,1.3049,0
31,2020-W32,2,ACC_Cash,1.1005,0.9443,0
31,2020-W32,3,ACC_Travel_Exp,0.0,0.5338,0
31,2020-W32,4,ACC_COGS,0.0,1.5602,0
31,2020-W32,5,ACC_Sales_Revenue,0.0,1.3706,0
31,2020-W32,6,ACC_Accounts_Receivable,0.0,1.0176,0
31,2020-W32,7,ACC_Payroll_Exp,0.0,0.5757,0
31,2020-W32,8,ACC_Rent_Exp,0.0,0.5689,0
32,2020-W33,0,ACC_Accounts_Payable,0.0,0.7149,0
32,2020-W33,1,ACC_Inventory,0.0,2.098,0
32,2020-W33,2,ACC_Cash,0.8866,0.9811,0
32,2020-W33,3,ACC_Travel_Exp,0.0,2.0705,0
32,2020-W33,4,ACC_COGS,0.0,1.7587,0
32,2020-W33,5,ACC_Sales_Revenue,0.0,1.6547,0
32,2020-W33,6,ACC_Accounts_Receivable,0.0,1.3293,0
32,2020-W33,7,ACC_Payroll_Exp,0.0,0.5757,0
32,2020-W33,8,ACC_Rent_Exp,0.0,0.5689,0
33,2020-W34,0,ACC_Accounts_Payable,0.0,0.8674,0
33,2020-W34,1,ACC_Inventory,0.0,1.3738,0
33,2020-W34,2,ACC_Cash,0.8866,1.0394,0
33,2020-W34,3,ACC_Travel_Exp,0.0,0.0062,0
33,2020-W34,4,ACC_COGS,0.0,1.4612,0
33,2020-W34,5,ACC_Sales_Revenue,0.0,1.2156,0
33,2020-W34,6,ACC_Accounts_Receivable,0.0,0.9752,0
33,2020-W34,7,ACC_Payroll_Exp,0.0,0.5757,0
33,2020-W34,8,ACC_Rent_Exp,0.0,0.5689,0
34,2020-W35,0,ACC_Accounts_Payable,0.0,0.1599,0
34,2020-W35,1,ACC_Inventory,0.0,0.7962,0
34,2020-W35,2,ACC_Cash,1.1632,0.448,0
34,2020-W35,3,ACC_Travel_Exp,0.0,1.3592,0
34,2020-W35,4,ACC_COGS,0.0,0.5661,0
34,2020-W35,5,ACC_Sales_Revenue,0.0,0.5764,0
34,2020-W35,6,ACC_Accounts_Receivable,0.0,1.0538,0
34,2020-W35,7,ACC_Payroll_Exp,0.0,2.1584,0
34,2020-W35,8,ACC_Rent_Exp,0.0,1.7701,0
35,2020-W36,0,ACC_Accounts_Payable,0.0,0.8765,0
35,2020-W36,1,ACC_Inventory,0.0,0.1399,0
35,2020-W36,2,ACC_Cash,0.4217,0.1973,0
35,2020-W36,3,ACC_Travel_Exp,0.0,1.892,0
35,2020-W36,4,ACC_COGS,0.0,0.6752,0
35,2020-W36,5,ACC_Sales_Revenue,0.0,0.8443,0
35,2020-W36,6,ACC_Accounts_Receivable,0.0,0.4828,0
35,2020-W36,7,ACC_Payroll_Exp,0.0,0.5761,0
35,2020-W36,8,ACC_Rent_Exp,0.0,0.5706,0
36,2020-W37,0,ACC_Accounts_Payable,0.0,1.3677,0
36,2020-W37,1,ACC_Inventory,0.0,0.0633,0
36,2020-W37,2,ACC_Cash,0.8793,2.0582,0
36,2020-W37,3,ACC_Travel_Exp,0.0,0.2156,0
36,2020-W37,4,ACC_COGS,0.0,0.2614,0
36,2020-W37,5,ACC_Sales_Revenue,0.0,0.1779,0
36,2020-W37,6,ACC_Accounts_Receivable,0.0,2.1557,0
36,2020-W37,7,ACC_Payroll_Exp,0.0,0.5761,0
36,2020-W37,8,ACC_Rent_Exp,0.0,0.5706,0
37,2020-W38,0,ACC_Accounts_Payable,0.0,1.5967,0
37,2020-W38,1,ACC_Inventory,0.0,0.9436,0
37,2020-W38,2,ACC_Cash,0.7565,0.4355,0
37,2020-W38,3,ACC_Travel_Exp,0.0,0.8006,0
37,2020-W38,4,ACC_COGS,0.0,1.4355,0
37,2020-W38,5,ACC_Sales_Revenue,0.0,1.6162,0
37,2020-W38,6,ACC_Accounts_Receivable,0.0,2.6088,0
37,2020-W38,7,ACC_Payroll_Exp,0.0,0.5761,0
37,2020-W38,8,ACC_Rent_Exp,0.0,0.5706,0
38,2020-W39,0,ACC_Accounts_Payable,0.0,1.6705,0
38,2020-W39,1,ACC_Inventory,0.0,0.1204,0
38,2020-W39,2,ACC_Cash,0.8914,1.3585,0
38,2020-W39,3,ACC_Travel_Exp,0.0,1.8887,0
38,2020-W39,4,ACC_COGS,0.0,0.8215,0
38,2020-W39,5,ACC_Sales_Revenue,0.0,1.1768,0
38,2020-W39,6,ACC_Accounts_Receivable,0.0,2.1026,0
38,2020-W39,7,ACC_Payroll_Exp,0.0,2.4187,0
38,2020-W39,8,ACC_Rent_Exp,0.0,1.091,0
39,2020-W40,0,ACC_Accounts_Payable,0.0,0.3265,0
39,2020-W40,1,ACC_Inventory,0.0,2.0077,0
39,2020-W40,2,ACC_Cash,0.2273,1.4267,0
39,2020-W40,3,ACC_Travel_Exp,0.0,2.6993,0
39,2020-W40,4,ACC_COGS,0.0,3.1151,1
39,2020-W40,5,ACC_Sales_Revenue,0.0,3.1876,1
39,2020-W40,6,ACC_Accounts_Receivable,0.0,2.9822,0
39,2020-W40,7,ACC_Payroll_Exp,0.0,0.5764,0
39,2020-W40,8,ACC_Rent_Exp,0.0,0.5511,0
40,2020-W41,0,ACC_Accounts_Payable,0.0,1.0611,0
40,2020-W41,1,ACC_Inventory,0.0,1.4117,0
40,2020-W41,2,ACC_Cash,0.7297,0.6219,0
40,2020-W41,3,ACC_Travel_Exp,0.0,1.4441,0
40,2020-W41,4,ACC_COGS,0.0,1.3948,0
40,2020-W41,5,ACC_Sales_Revenue,0.0,1.7533,0
40,2020-W41,6,ACC_Accounts_Receivable,0.0,1.4267,0
40,2020-W41,7,ACC_Payroll_Exp,0.0,0.5764,0
40,2020-W41,8,ACC_Rent_Exp,0.0,0.5511,0
41,2020-W42,0,ACC_Accounts_Payable,0.0,1.1351,0
41,2020-W42,1,ACC_Inventory,0.0,2.8127,0
41,2020-W42,2,ACC_Cash,0.8779,1.8512,0
41,2020-W42,3,ACC_Travel_Exp,0.0,0.3595,0
41,2020-W42,4,ACC_COGS,0.0,2.3827,0
41,2020-W42,5,ACC_Sales_Revenue,0.0,2.4124,0
41,2020-W42,6,ACC_Accounts_Receivable,0.0,1.9447,0
41,2020-W42,7,ACC_Payroll_Exp,0.0,0.5764,0
41,2020-W42,8,ACC_Rent_Exp,0.0,0.5511,0
42,2020-W43,0,ACC_Accounts_Payable,0.0,0.9893,0
42,2020-W43,1,ACC_Inventory,0.0,2.3489,0
42,2020-W43,2,ACC_Cash,1.9262,0.9559,0
42,2020-W43,3,ACC_Travel_Exp,0.0,0.3,0
42,2020-W43,4,ACC_COGS,0.0,2.1623,0
42,2020-W43,5,ACC_Sales_Revenue,0.0,2.0455,0
42,2020-W43,6,ACC_Accounts_Receivable,0.0,0.9107,0
42,2020-W43,7,ACC_Payroll_Exp,0.0,2.0297,0
42,2020-W43,8,ACC_Rent_Exp,0.0,3.6307,1
43,2020-W44,0,ACC_Accounts_Payable,0.0,0.0012,0
43,2020-W44,1,ACC_Inventory,0.0,2.7018,0
43,2020-W44,2,ACC_Cash,0.3253,0.3074,0
43,2020-W44,3,ACC_Travel_Exp,0.0,1.864,0
43,2020-W44,4,ACC_COGS,0.0,2.3108,0
43,2020-W44,5,ACC_Sales_Revenue,0.0,2.3569,0
43,2020-W44,6,ACC_Accounts_Receivable,0.0,1.264,0
43,2020-W44,7,ACC_Payroll_Exp,0.0,0.576,0
43,2020-W44,8,ACC_Rent_Exp,0.0,0.5537,0
44,2020-W45,0,ACC_Accounts_Payable,0.0,1.2665,0
44,2020-W45,1,ACC_Inventory,0.0,1.4164,0
44,2020-W45,2,ACC_Cash,0.7738,0.1489,0
44,2020-W45,3,ACC_Travel_Exp,0.0,1.0738,0
44,2020-W45,4,ACC_COGS,0.0,1.5911,0
44,2020-W45,5,ACC_Sales_Revenue,0.0,1.6019,0
44,2020-W45,6,ACC_Accounts_Receivable,0.0,1.2306,0
44,2020-W45,7,ACC_Payroll_Exp,0.0,0.576,0
44,2020-W45,8,ACC_Rent_Exp,0.0,0.5537,0
45,2020-W46,0,ACC_Accounts_Payable,0.0,1.1994,0
45,2020-W46,1,ACC_Inventory,0.0,1.0519,0
45,2020-W46,2,ACC_Cash,1.0751,1.1046,0
45,2020-W46,3,ACC_Travel_Exp,0.0,1.1716,0
45,2020-W46,4,ACC_COGS,0.0,0.9575,0
45,2020-W46,5,ACC_Sales_Revenue,0.0,0.9626,0
45,2020-W46,6,ACC_Accounts_Receivable,0.0,0.4471,0
45,2020-W46,7,ACC_Payroll_Exp,0.0,0.576,0
45,2020-W46,8,ACC_Rent_Exp,0.0,0.5537,0
46,2020-W47,0,ACC_Accounts_Payable,0.0,0.4645,0
46,2020-W47,1,ACC_Inventory,0.0,1.2083,0
46,2020-W47,2,ACC_Cash,0.3388,0.6054,0
46,2020-W47,3,ACC_Travel_Exp,0.0,0.2197,0
46,2020-W47,4,ACC_COGS,0.0,0.6963,0
46,2020-W47,5,ACC_Sales_Revenue,0.0,0.682,0
46,2020-W47,6,ACC_Accounts_Receivable,0.0,0.5165,0
46,2020-W47,7,ACC_Payroll_Exp,0.0,0.576,0
46,2020-W47,8,ACC_Rent_Exp,0.0,0.5537,0
47,2020-W48,0,ACC_Accounts_Payable,0.0,1.0227,0
47,2020-W48,1,ACC_Inventory,0.0,0.4094,0
47,2020-W48,2,ACC_Cash,1.6075,1.8474,0
47,2020-W48,3,ACC_Travel_Exp,0.0,0.8548,0
47,2020-W48,4,ACC_COGS,0.0,0.7374,0
47,2020-W48,5,ACC_Sales_Revenue,0.0,0.6982,0
47,2020-W48,6,ACC_Accounts_Receivable,0.0,0.9235,0
