t_idx,src_idx,tgt_idx,weight,stress
5,0,3,122.3500,2.1109
5,0,4,119.4500,1.1691
5,1,0,114.0500,0.6350
5,1,2,121.5300,2.4766
5,1,3,110.9500,0.3987
5,1,4,117.4100,1.9534
5,2,0,117.7900,2.4230
5,2,1,127.7900,4.0155
5,2,3,126.2300,4.0468
5,2,4,113.9800,0.5206
5,3,0,118.7300,0.9835
5,3,1,112.2900,0.4021
5,3,2,126.9700,4.0447
5,3,4,126.1300,4.4108
5,4,0,114.6800,0.3941
5,4,1,121.4900,2.4859
5,4,2,120.8900,1.3660
5,4,3,111.7700,0.5690
6,0,1,127.3000,2.6402
6,0,2,122.8400,1.4561
6,0,3,127.6300,2.0124
6,0,4,122.6600,1.2536
6,1,0,112.0600,0.2505
6,1,2,118.5400,1.2068
6,1,3,112.4400,0.5188
6,1,4,130.6400,2.8020
6,2,0,129.6300,3.6276
6,2,1,128.6900,1.9919
6,2,3,118.2000,1.0631
6,2,4,113.2100,0.3637
6,3,0,129.6100,1.8165
6,3,1,130.9900,2.8754
6,3,2,113.7700,0.3759
6,3,4,121.7700,1.4027
6,4,0,113.4400,0.2372
6,4,1,127.2700,2.5046
6,4,2,127.3700,1.8638
6,4,3,114.6200,0.8035
7,0,1,124.6900,1.3884
7,0,2,126.1800,1.4809
7,0,3,120.4800,0.8395
7,0,4,132.6300,1.9292
7,1,0,123.6400,2.1743
7,1,2,119.4200,1.1273
7,1,3,125.9700,2.0071
7,1,4,129.7800,1.7131
7,2,0,119.2000,0.8268
7,2,1,121.4100,0.8945
7,2,3,135.0800,2.7037
7,2,4,128.1800,2.4382
7,3,0,123.9400,0.9301
7,3,1,125.5300,1.2659
7,3,2,117.6000,0.8214
7,3,4,119.6700,0.8936
7,4,0,121.9400,1.0888
7,4,1,126.9500,1.6443
7,4,2,119.7800,0.6094
7,4,3,119.5800,1.2471
8,0,1,119.4900,0.5123
8,0,2,130.6900,1.6106
8,0,3,122.6500,0.9530
8,0,4,136.1700,1.7669
8,1,0,135.2600,3.2654
8,1,2,119.4800,0.9871
8,1,3,122.8300,1.2204
8,1,4,131.4500,1.4912
8,2,0,122.3500,1.0994
8,2,1,120.7100,0.7410
8,2,3,136.7800,1.9675
8,2,4,129.4900,1.8766
8,3,0,127.5200,1.1191
8,3,1,133.7600,1.8702
8,3,2,134.2200,2.8622
8,3,4,121.8700,1.0681
8,4,0,120.0000,0.7524
8,4,1,126.6900,1.3000
8,4,2,126.5400,1.3030
8,4,3,127.4100,1.8940
9,0,1,135.2700,2.5496
9,0,2,134.1600,1.6136
9,0,3,140.3700,2.5082
9,0,4,122.6600,0.4725
9,1,0,128.7400,1.4173
9,1,2,127.4700,1.8904
9,1,3,137.9200,2.5329
9,1,4,125.6600,0.8621
9,2,0,124.4900,1.2148
9,2,1,129.6600,1.4251
9,2,3,129.1300,0.9950
9,2,4,126.2600,1.1694
9,3,0,125.6800,0.8391
9,3,1,139.1500,1.9616
9,3,2,129.5500,1.4944
9,3,4,137.9200,2.9243
9,4,0,131.6900,1.9162
9,4,1,121.7000,0.5692
9,4,2,140.6700,2.6434
9,4,3,137.4100,2.4567
10,0,1,142.4000,2.6518
10,0,2,141.5500,1.9148
10,0,3,140.0000,1.8358
10,0,4,126.3500,0.7175
10,1,0,132.7400,1.6197
10,1,2,127.3000,1.5200
10,1,3,131.0400,1.3252
10,1,4,124.2000,0.6873
10,2,0,130.6000,1.7545
10,2,1,142.7300,2.2808
10,2,3,128.3300,0.8420
10,2,4,138.7000,2.2995
10,3,0,132.1200,1.3023
10,3,1,131.4800,0.9883
10,3,2,142.1700,2.4615
10,3,4,142.9300,2.5141
10,4,0,134.1400,1.7867
10,4,1,137.3900,2.3431
10,4,2,126.1200,0.6611
10,4,3,128.9600,1.1745
11,0,1,144.4300,2.1541
11,0,2,136.6400,1.2484
11,0,3,135.9000,1.2418
11,0,4,140.0100,1.7091
11,1,0,126.2000,0.7826
11,1,2,136.7400,2.3432
11,1,3,135.1100,1.4904
11,1,4,142.1100,1.9237
11,2,0,128.2000,1.2316
11,2,1,144.2700,1.8986
11,2,3,126.6600,0.6540
11,2,4,128.7700,0.9356
11,3,0,136.9600,1.5468
11,3,1,138.5600,1.4533
11,3,2,129.7600,0.9076
11,3,4,127.4500,0.6777
11,4,0,142.8600,2.2624
11,4,1,129.9800,1.0918
11,4,2,136.9500,1.5851
11,4,3,137.4400,1.7164
12,0,1,135.1500,1.0244
12,0,2,138.4400,1.2443
12,0,3,137.2200,1.2108
12,0,4,145.4600,1.8563
12,1,0,130.8500,1.1692
12,1,2,141.0900,2.2672
12,1,3,131.5400,1.0439
12,1,4,134.6800,1.1245
12,2,0,140.2000,2.3272
12,2,1,132.7700,0.8640
12,2,3,133.0900,1.1057
12,2,4,141.8100,2.0117
12,3,0,128.2200,0.6789
12,3,1,135.9300,1.0862
12,3,2,146.7400,2.1913
12,3,4,146.6900,2.2071
12,4,0,128.2300,0.6947
12,4,1,131.0300,1.1004
12,4,2,132.0700,0.9662
12,4,3,145.4300,2.0551
13,0,1,145.7700,1.7817
13,0,2,145.7400,1.6997
13,0,3,135.5400,0.9378
13,0,4,131.3100,0.5635
13,1,0,144.8300,2.3631
13,1,2,142.2300,1.8920
13,1,3,140.3900,1.5387
13,1,4,147.9000,1.9438
13,2,0,141.2300,2.0539
13,2,1,128.3100,0.4164
13,2,3,144.5000,1.9882
13,2,4,134.1400,1.0237
13,3,0,141.4200,1.9303
13,3,1,146.9300,2.0012
13,3,2,130.8400,0.5865
13,3,4,130.4600,0.5411
13,4,0,130.3000,0.7644
13,4,1,139.2200,1.8889
13,4,2,133.6000,0.9526
13,4,3,140.2500,1.4037
14,0,1,143.5600,1.2968
14,0,2,133.2800,0.4797
14,0,3,141.8900,1.3630
14,0,4,134.4900,0.7245
14,1,0,138.9800,1.3183
14,1,2,147.3100,2.0512
14,1,3,146.1300,1.8152
14,1,4,131.0500,0.4229
14,2,0,137.6800,1.3158
14,2,1,134.7400,0.8088
14,2,3,129.2800,0.3708
14,2,4,144.6300,1.8181
14,3,0,141.9500,1.7309
14,3,1,134.4500,0.5644
14,3,2,144.0300,1.5439
14,3,4,140.2400,1.2464
14,4,0,137.7600,1.3425
14,4,1,129.4000,0.5024
14,4,2,130.7100,0.5426
14,4,3,146.8700,1.7008
15,0,1,148.0000,1.4808
15,0,2,140.8400,1.0765
15,0,3,146.6200,1.7568
15,0,4,141.5800,1.4418
15,1,0,132.8900,0.6195
15,1,2,132.4800,0.4540
15,1,3,136.0900,0.7538
15,1,4,147.9100,1.7347
15,2,0,145.8500,1.8651
15,2,1,147.1400,1.7646
15,2,3,147.9000,1.9426
15,2,4,134.1300,0.6012
15,3,0,134.9200,0.7929
15,3,1,131.9800,0.2397
15,3,2,145.5300,1.4203
15,3,4,147.6100,1.7149
15,4,0,138.0500,1.3026
15,4,1,142.3400,2.0286
15,4,2,133.0200,0.6853
15,4,3,148.5200,1.5739
16,0,1,147.6100,1.2027
16,0,2,149.8400,1.8724
16,0,3,146.5300,1.5144
16,0,4,147.9400,2.0368
16,1,0,130.8100,0.3023
16,1,2,145.0400,1.4925
16,1,3,136.9600,0.7158
16,1,4,148.9300,1.7341
16,2,0,146.3600,1.6325
16,2,1,147.5900,1.5797
16,2,3,146.5300,1.5728
16,2,4,135.6500,0.6493
16,3,0,146.0600,2.2060
16,3,1,132.4800,0.1310
16,3,2,147.7600,1.3752
16,3,4,147.4900,1.4679
16,4,0,134.7600,0.7307
16,4,1,146.6500,2.3752
16,4,2,139.5200,1.6883
16,4,3,136.4200,0.3848
17,0,1,146.2800,0.9172
17,0,2,134.9300,0.0422
17,0,3,130.8500,0.4395
17,0,4,134.2400,0.0949
17,1,0,136.9400,0.8542
17,1,2,147.6600,1.5717
17,1,3,149.7100,1.8487
17,1,4,135.9600,0.1678
17,2,0,143.2100,1.1640
17,2,1,138.3700,0.5003
17,2,3,150.0000,1.8987
17,2,4,141.1000,1.1089
17,3,0,149.1600,2.1537
17,3,1,132.6800,0.0143
17,3,2,149.7800,1.4397
17,3,4,133.9500,0.0228
17,4,0,149.6300,2.2637
17,4,1,135.6900,0.5234
17,4,2,132.5500,0.3026
17,4,3,139.0700,0.5181
18,0,1,144.7000,0.6774
18,0,2,136.4000,0.0188
18,0,3,142.2500,0.8261
18,0,4,140.3600,0.7282
18,1,0,137.8300,0.8403
18,1,2,141.6600,0.7442
18,1,3,135.2200,0.1416
18,1,4,144.3000,1.0044
18,2,0,130.1600,0.4316
18,2,1,148.6400,1.5515
18,2,3,140.9000,0.5731
18,2,4,144.5200,1.4005
18,3,0,144.9700,1.2749
18,3,1,143.5400,1.7775
18,3,2,137.4100,0.1247
18,3,4,131.5300,0.3292
18,4,0,143.4100,1.1927
18,4,1,136.7300,0.5468
18,4,2,136.4100,0.8430
18,4,3,147.0900,1.1744
19,0,1,143.9800,0.4709
19,0,2,135.5900,0.2907
19,0,3,135.7700,0.1148
19,0,4,137.7500,0.2318
19,1,0,137.6300,0.7678
19,1,2,135.4900,0.0170
19,1,3,132.1300,0.4971
19,1,4,137.9900,0.1165
19,2,0,148.3900,1.5725
19,2,1,143.1300,0.7089
19,2,3,147.6400,1.2837
19,2,4,141.8900,1.0026
19,3,0,135.6000,0.0576
19,3,1,140.5400,0.9039
19,3,2,129.5900,0.8970
19,3,4,135.3200,0.0355
19,4,0,138.1800,0.4536
19,4,1,141.1800,1.0856
19,4,2,142.6700,1.8056
19,4,3,138.8800,0.1186
20,0,1,137.6000,0.4909
20,0,2,133.0300,0.9801
20,0,3,138.2200,0.0397
20,0,4,146.7800,1.4543
20,1,0,144.6700,2.0779
20,1,2,132.1500,0.5708
20,1,3,130.4500,0.8591
20,1,4,139.0600,0.1671
20,2,0,141.4100,0.5610
20,2,1,135.4600,0.3172
20,2,3,145.1200,0.7949
20,2,4,143.7800,1.1617
20,3,0,142.2100,0.6946
20,3,1,133.2500,0.7417
20,3,2,132.7400,0.8211
20,3,4,129.2400,0.9644
20,4,0,133.6500,0.2808
20,4,1,138.2600,0.4960
20,4,2,145.7500,2.3048
20,4,3,130.2100,1.4289
21,0,1,135.9600,1.6138
21,0,2,140.2600,0.3776
21,0,3,131.5600,1.7300
21,0,4,141.6000,0.5516
21,1,0,137.5600,0.4063
21,1,2,132.5500,0.7995
21,1,3,140.7900,0.6782
21,1,4,127.7800,1.3077
21,2,0,142.6900,0.5997
21,2,1,143.0700,0.5365
21,2,3,129.8000,1.0753
21,2,4,136.1700,0.3013
21,3,0,131.1900,1.0183
21,3,1,146.8300,2.0998
21,3,2,138.0300,0.1039
21,3,4,128.6700,1.2634
21,4,0,132.6500,0.7231
21,4,1,144.6400,1.3604
21,4,2,136.8000,0.1804
21,4,3,143.7000,0.6551
22,0,1,139.7000,0.7748
22,0,2,146.1100,1.4880
22,0,3,138.2600,0.0548
22,0,4,145.3500,1.0249
22,1,0,144.1800,1.5353
22,1,2,138.6100,0.0212
22,1,3,140.7400,0.6175
22,1,4,136.4500,0.2616
22,2,0,142.9600,0.5132
22,2,1,137.3100,0.5155
22,2,3,144.3000,0.6009
22,2,4,141.2300,0.5117
22,3,0,135.8500,0.4606
22,3,1,131.5400,1.0564
22,3,2,131.3000,1.1540
22,3,4,139.1100,0.3100
22,4,0,141.6700,0.8112
22,4,1,136.7800,0.1739
22,4,2,138.8900,0.6554
22,4,3,131.8400,1.3684
23,0,1,126.3800,3.8074
23,0,2,130.5500,1.6686
23,0,3,130.2700,1.6585
23,0,4,131.2300,1.8298
23,1,0,135.6300,0.2321
23,1,2,127.6000,2.1915
23,1,3,129.4600,1.5103
23,1,4,138.7100,0.1220
23,2,0,138.9600,0.2966
23,2,1,126.1200,2.2339
23,2,3,132.9800,0.9352
23,2,4,135.6800,0.6819
23,3,0,133.1500,0.9809
23,3,1,128.9700,1.5231
23,3,2,133.2300,0.7267
23,3,4,142.9300,0.8875
23,4,0,136.5100,0.1852
23,4,1,138.7400,0.2022
23,4,2,141.9700,1.2370
23,4,3,140.1400,0.0587
24,0,1,130.7400,1.6962
24,0,2,123.2500,2.7095
24,0,3,130.1700,1.4460
24,0,4,138.2000,0.2866
24,1,0,140.2000,0.5244
24,1,2,142.2000,0.5636
24,1,3,131.5100,0.9845
24,1,4,138.0800,0.1760
24,2,0,134.0600,1.6574
24,2,1,135.2000,0.4677
24,2,3,127.5400,1.8536
24,2,4,127.5200,3.0711
24,3,0,131.8500,1.1077
24,3,1,123.7100,2.1551
24,3,2,129.8600,1.2689
24,3,4,136.7200,0.1518
24,4,0,131.2200,1.0354
24,4,1,126.4300,2.4795
24,4,2,132.4800,0.9802
24,4,3,125.6900,2.6511
25,0,1,133.7400,1.0710
25,0,2,121.8300,2.1891
25,0,3,129.1700,1.4136
25,0,4,132.5800,1.2150
25,1,0,121.8300,3.9241
25,1,2,134.1500,0.7263
25,1,3,124.0100,2.2226
25,1,4,130.5300,1.4068
25,2,0,122.3000,3.7595
25,2,1,128.8700,1.4047
25,2,3,125.5300,1.8998
25,2,4,127.8300,2.0826
25,3,0,136.5200,0.4354
25,3,1,128.8700,0.9628
25,3,2,136.3300,0.1655
25,3,4,137.9300,0.1555
25,4,0,126.3400,2.0681
25,4,1,122.9300,2.7288
25,4,2,121.6800,3.3571
25,4,3,132.0800,1.0256
26,0,1,139.3400,0.0763
26,0,2,126.3400,1.1632
26,0,3,132.3400,0.7201
26,0,4,134.9600,0.8214
26,1,0,132.3700,0.7219
26,1,2,134.4200,0.5752
26,1,3,138.3300,0.3181
26,1,4,123.3300,2.3439
26,2,0,119.7500,2.7430
26,2,1,122.3900,2.3548
26,2,3,121.8600,1.9437
26,2,4,132.7300,0.8889
26,3,0,130.6200,1.3914
26,3,1,123.7000,1.6556
26,3,2,133.3300,0.6771
26,3,4,134.6800,0.4751
26,4,0,122.6900,2.4519
26,4,1,131.4800,0.7499
26,4,2,134.3000,0.2797
26,4,3,121.6300,2.3742
27,0,1,133.6900,0.8751
27,0,2,136.6000,0.2042
27,0,3,119.4700,2.7118
27,0,4,117.8200,4.0681
27,1,0,123.5500,2.1127
27,1,2,130.8500,1.0670
27,1,3,136.4700,0.1598
27,1,4,125.2400,1.6717
27,2,0,131.6100,0.7072
27,2,1,118.8300,2.2873
27,2,3,131.1200,0.7465
27,2,4,129.8500,1.2687
27,3,0,119.3400,3.0321
27,3,1,132.7600,0.0602
27,3,2,134.3100,0.4129
27,3,4,129.3100,1.2861
27,4,0,119.7300,2.2765
27,4,1,136.9800,0.0236
27,4,2,132.9600,0.5599
27,4,3,124.2500,1.5186
28,0,1,123.8000,2.3090
28,0,2,122.6400,1.4748
28,0,3,125.3500,1.2447
28,0,4,122.0500,1.9417
28,1,0,132.2200,0.4465
28,1,2,131.6800,0.8807
28,1,3,117.3400,2.8396
28,1,4,134.4500,0.1488
28,2,0,127.9400,1.0009
28,2,1,131.8000,0.3907
28,2,3,129.3800,0.8046
28,2,4,123.9400,2.1595
28,3,0,129.9100,0.8195
28,3,1,134.5400,0.1892
28,3,2,120.6300,2.4959
28,3,4,131.3900,0.7613
28,4,0,125.9900,0.9964
28,4,1,124.9000,1.7585
28,4,2,123.9400,2.0536
28,4,3,129.8500,0.5771
29,0,1,118.5100,2.6300
29,0,2,130.1800,0.2915
29,0,3,129.7600,0.3767
29,0,4,114.8700,2.4664
29,1,0,130.7700,0.6829
29,1,2,118.0200,3.2322
29,1,3,122.4400,1.4106
29,1,4,125.3500,1.4877
29,2,0,120.7200,1.6778
29,2,1,113.7200,2.3912
29,2,3,130.1600,0.5862
29,2,4,116.7800,2.7652
29,3,0,117.3800,2.3561
29,3,1,129.1000,0.6266
29,3,2,119.9500,2.1418
29,3,4,130.7500,0.8202
29,4,0,127.1700,0.7376
29,4,1,118.6700,2.4681
29,4,2,113.3400,3.1754
29,4,3,132.1000,0.2085
30,0,1,112.7900,2.7692
30,0,2,125.4800,0.8881
30,0,3,120.8500,1.8695
30,0,4,126.2400,0.7384
30,1,0,124.8900,1.4563
30,1,2,123.9900,1.4999
30,1,3,120.8900,1.5095
30,1,4,126.9300,1.0034
30,2,0,112.9400,2.2296
30,2,1,115.5100,1.6412
30,2,3,124.9100,1.1052
30,2,4,117.2000,1.9687
30,3,0,122.7100,1.2653
30,3,1,120.5400,1.8007
30,3,2,121.6900,1.7369
30,3,4,119.5800,3.3043
30,4,0,125.9900,0.7852
30,4,1,117.6900,1.9886
30,4,2,125.1300,0.9123
30,4,3,116.4900,2.2120
31,0,1,114.0900,1.9340
31,0,2,111.4700,2.6775
31,0,3,112.9100,3.0000
31,0,4,111.4500,2.1053
31,1,0,119.7800,1.9179
31,1,2,124.3000,1.2253
31,1,3,112.7600,2.3323
31,1,4,113.3900,3.2048
31,2,0,118.7400,1.2275
31,2,1,123.5500,0.5923
31,2,3,128.5900,0.4834
31,2,4,119.5500,1.3445
31,3,0,114.7200,2.2448
31,3,1,111.0700,2.8697
31,3,2,112.9400,2.9263
31,3,4,113.6100,3.2859
31,4,0,112.6500,2.7682
31,4,1,109.3400,2.5368
31,4,2,119.7400,1.3677
31,4,3,114.5500,2.1255
32,0,1,126.6100,0.2442
32,0,2,118.1900,1.2131
32,0,3,121.0800,0.9948
32,0,4,109.6500,1.8137
32,1,0,124.5000,0.9585
32,1,2,116.9400,2.1966
32,1,3,124.5800,0.4677
32,1,4,118.6100,1.5235
32,2,0,116.5200,1.2837
32,2,1,115.9400,1.3277
32,2,3,110.8100,2.9648
32,2,4,108.1500,2.4703
32,3,0,125.9500,0.3513
32,3,1,116.6800,1.4452
32,3,2,123.5700,0.6797
32,3,4,115.1400,2.0311
32,4,0,108.6100,2.6038
32,4,1,119.7200,0.9045
32,4,2,108.2000,2.3831
32,4,3,110.1100,2.2298
33,0,1,116.5600,1.2873
33,0,2,111.3800,1.7655
33,0,3,125.1800,0.2365
33,0,4,107.6700,1.6955
33,1,0,120.5900,1.3432
33,1,2,117.4300,1.6467
33,1,3,121.1200,0.7948
33,1,4,109.8200,2.4569
33,2,0,115.7600,1.1655
33,2,1,114.3200,1.2964
33,2,3,114.1600,1.8781
33,2,4,122.5100,0.4204
33,3,0,125.1100,0.3316
33,3,1,111.4100,1.8041
33,3,2,117.7300,1.3499
33,3,4,117.5000,1.3795
33,4,0,120.1100,0.6513
33,4,1,124.2600,0.3092
33,4,2,109.4600,1.7905
33,4,3,109.5300,1.7919
34,0,1,116.8300,1.0550
34,0,2,106.7600,1.9652
34,0,3,107.0900,2.9210
34,0,4,105.1200,1.6328
34,1,0,103.6700,3.3483
34,1,2,112.6300,1.9534
34,1,3,115.4900,1.3362
34,1,4,109.4400,1.9082
34,2,0,108.2500,1.8138
34,2,1,117.7600,0.7396
34,2,3,117.6800,1.0941
34,2,4,112.7000,1.4301
34,3,0,117.3700,1.3782
34,3,1,122.1000,0.3003
34,3,2,119.3700,0.9312
34,3,4,116.1200,1.3349
34,4,0,116.8400,0.9117
34,4,1,122.2900,0.3932
34,4,2,112.1200,1.2147
34,4,3,114.5100,1.0199
35,0,1,115.0400,1.1211
35,0,2,120.2600,0.2126
35,0,3,118.6200,0.6783
35,0,4,103.5200,1.5859
35,1,0,105.4100,2.2491
35,1,2,108.2400,2.1165
35,1,3,117.0700,0.9720
35,1,4,113.4700,1.1353
35,2,0,107.8600,1.6512
35,2,1,104.5800,2.5245
35,2,3,115.8600,1.2891
35,2,4,116.0800,0.8544
35,3,0,120.9400,0.6507
35,3,1,112.1000,1.5587
35,3,2,111.9600,1.7878
35,3,4,103.7000,2.3955
35,4,0,102.8900,2.6725
35,4,1,110.7300,1.7340
35,4,2,108.5300,1.3803
35,4,3,107.1000,1.6562
36,0,1,102.5600,2.3967
36,0,2,119.9700,0.1525
36,0,3,117.4500,0.7220
36,0,4,112.2400,0.5589
36,1,0,119.7500,0.3515
36,1,2,120.7300,0.3921
36,1,3,114.1800,1.1982
36,1,4,106.1300,1.7837
36,2,0,101.5400,2.2716
36,2,1,115.8600,0.5260
36,2,3,110.1500,1.9593
36,2,4,113.7700,1.0491
36,3,0,119.0600,0.8165
36,3,1,104.3700,2.2787
36,3,2,112.4400,1.4071
36,3,4,113.4300,0.9951
36,4,0,110.5700,1.1697
36,4,1,102.5600,2.6168
36,4,2,107.6900,1.3258
36,4,3,107.4000,1.4442
37,0,1,112.9800,0.8041
37,0,2,116.7300,0.5219
37,0,3,106.1700,2.2133
37,0,4,113.4500,0.3069
37,1,0,105.3400,1.8509
37,1,2,118.4800,0.5214
37,1,3,115.8500,0.7991
37,1,4,110.5800,1.0388
37,2,0,108.6700,1.0176
37,2,1,105.8700,1.8268
37,2,3,106.0400,2.1242
37,2,4,118.9800,0.1560
37,3,0,107.6600,2.5109
37,3,1,109.8700,1.1636
37,3,2,119.3400,0.3297
37,3,4,112.7300,0.9126
37,4,0,110.4300,1.0220
37,4,1,107.8400,1.3552
37,4,2,103.3300,1.6063
37,4,3,106.8100,1.2713
38,0,1,113.7500,0.5890
38,0,2,111.1300,1.1550
38,0,3,113.8200,0.7574
38,0,4,102.6900,1.3993
38,1,0,109.6100,1.0765
38,1,2,117.1700,0.5696
38,1,3,107.3800,1.7669
38,1,4,112.5900,0.6451
38,2,0,101.0500,1.7820
38,2,1,118.0800,0.1993
38,2,3,110.8000,1.1008
38,2,4,103.4100,2.3696
38,3,0,101.7900,3.0651
38,3,1,109.6400,1.0086
38,3,2,109.6700,1.5843
38,3,4,100.4800,2.1251
38,4,0,118.4700,0.1978
38,4,1,116.8800,0.2070
38,4,2,107.8500,0.8747
38,4,3,100.9700,1.7889
39,0,1,114.5200,0.3639
39,0,2,107.8500,1.3734
39,0,3,112.2100,0.8640
39,0,4,108.0600,0.6010
39,1,0,103.3500,1.5715
39,1,2,114.5700,0.8373
39,1,3,117.4800,0.1892
39,1,4,102.7500,1.7069
39,2,0,108.9000,0.5905
39,2,1,105.5500,1.5733
39,2,3,116.3200,0.3216
39,2,4,108.0400,1.3140
39,3,0,115.4700,0.4056
39,3,1,115.1600,0.2824
39,3,2,103.4000,2.4019
39,3,4,113.6800,0.3524
39,4,0,106.1800,1.4126
39,4,1,116.5600,0.1238
39,4,2,108.0300,0.7334
39,4,3,114.2900,0.0196
40,0,1,103.0100,2.2171
40,0,2,103.3300,1.9374
40,0,3,109.0900,1.1996
40,0,4,117.3300,0.8685
40,1,0,107.1500,0.9294
40,1,2,100.3300,3.1675
40,1,3,108.1300,2.0271
40,1,4,104.2600,1.2357
40,2,0,108.3900,0.5297
40,2,1,108.2200,0.9448
40,2,3,106.4600,1.4310
40,2,4,103.7900,1.9140
40,3,0,101.1300,2.2726
40,3,1,111.3100,0.6039
40,3,2,108.7900,1.2758
40,3,4,102.0300,1.5849
40,4,0,112.8700,0.3339
40,4,1,98.2300,2.6637
40,4,2,112.2500,0.0045
40,4,3,111.4600,0.2477
41,0,1,113.2800,0.1074
41,0,2,104.7700,1.3683
41,0,3,110.3200,0.8409
41,0,4,113.4700,0.3883
41,1,0,116.6700,0.2246
41,1,2,106.9600,1.4273
41,1,3,97.7900,3.6330
41,1,4,107.1000,0.7802
41,2,0,108.8500,0.3209
41,2,1,114.4400,0.2108
41,2,3,114.5300,0.1887
41,2,4,105.8600,1.2559
41,3,0,107.5700,1.0319
41,3,1,106.1900,1.2822
41,3,2,111.5000,0.6112
41,3,4,105.2500,1.0046
41,4,0,110.1500,0.5901
41,4,1,100.1400,1.7718
41,4,2,106.4400,0.8557
41,4,3,116.4300,0.5889
42,0,1,103.7300,1.6387
42,0,2,110.8100,0.3451
42,0,3,109.9600,0.7952
42,0,4,114.0000,0.4956
42,1,0,114.0100,0.0768
42,1,2,114.1500,0.1463
42,1,3,104.5600,1.4168
42,1,4,103.2900,1.2573
42,2,0,111.3300,0.2954
42,2,1,112.1500,0.2040
42,2,3,114.4100,0.0436
42,2,4,97.6800,2.3690
42,3,0,98.3300,2.0173
42,3,1,109.5800,0.5844
42,3,2,115.3800,0.1772
42,3,4,116.9100,0.9383
42,4,0,111.9000,0.1758
42,4,1,105.6400,0.7835
42,4,2,98.9300,2.0348
42,4,3,109.6300,0.2602
43,0,1,114.5300,0.2723
43,0,2,105.9500,1.0733
43,0,3,110.9600,0.4831
43,0,4,115.1500,1.2041
43,1,0,98.0000,1.9915
43,1,2,113.0000,0.2116
43,1,3,102.9400,1.4152
43,1,4,104.5700,1.0273
43,2,0,99.9900,1.8757
43,2,1,107.7000,0.9451
43,2,3,108.4000,0.9493
43,2,4,112.9300,0.2821
