t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
35,2,0.0008,0.0057,0
35,3,0.0017,1.2516,0
35,4,0.0003,0.3491,0
36,0,0.0022,0.1712,0
36,1,0.0010,1.6512,0
36,2,0.0012,0.8975,0
36,3,0.0008,0.3452,0
36,4,0.0006,0.9900,0
37,0,0.0009,1.1391,0
37,1,0.0008,0.4451,0
37,2,0.0012,0.7189,0
37,3,0.0009,0.7740,0
37,4,0.0003,1.8931,0
38,0,0.0003,0.6339,0
38,1,0.0006,1.0561,0
38,2,0.0020,0.3144,0
38,3,0.0009,1.2102,0
38,4,0.0017,2.2237,0
39,0,0.0004,0.6968,0
39,1,0.0014,1.0240,0
39,2,0.0004,0.6919,0
39,3,0.0012,1.1257,0
39,4,0.0007,0.8782,0
40,0,0.0025,0.3330,0
40,1,0.0006,0.2919,0
40,2,0.0004,0.3723,0
40,3,0.0010,0.9153,0
40,4,0.0021,0.5169,0
41,0,0.0010,0.1895,0
41,1,0.0024,0.5285,0
41,2,0.0004,1.3365,0
41,3,0.0002,0.5058,0
41,4,0.0017,0.0261,0
42,0,0.0009,0.1652,0
42,1,0.0008,0.1199,0
42,2,0.0018,0.0438,0
42,3,0.0029,0.2636,0
42,4,0.0009,0.4634,0
43,0,0.0007,3.7828,1
43,1,0.0011,1.0801,0
43,2,0.0008,0.2437,0
43,3,0.0017,0.3391,0
43,4,0.0014,1.3425,0
44,0,0.0022,1.2236,0
44,1,0.0014,0.4084,0
44,2,0.0000,0.8586,0
44,3,0.0016,0.5883,0
44,4,0.0008,0.2056,0
45,0,0.0011,1.6680,0
45,1,0.0009,0.7541,0
45,2,0.0011,0.0139,0
45,3,0.0006,1.4982,0
45,4,0.0002,0.0271,0
46,0,0.0003,0.5416,0
46,1,0.0007,0.4028,0
46,2,0.0024,1.0654,0
46,3,0.0021,0.6107,0
46,4,0.0015,0.8094,0
47,0,0.0002,0.0576,0
47,1,0.0023,2.0782,0
47,2,0.0004,4.7642,1
47,3,0.0013,0.0662,0
47,4,0.0012,1.1218,0
48,0,0.0001,1.0523,0
48,1,0.0026,2.5352,0
48,2,0.0020,0.4382,0
48,3,0.0016,2.4206,0
48,4,0.0015,0.2270,0
49,0,0.0023,1.7880,0
49,1,0.0005,2.7418,0
49,2,0.0014,2.9274,0
49,3,0.0018,0.6687,0
49,4,0.0012,2.5805,0
50,0,0.0013,0.2126,0
50,1,0.0001,0.3276,0
50,2,0.0005,0.7176,0
50,3,0.0018,0.6325,0
50,4,0.0010,0.6421,0
51,0,0.0013,0.1376,0
51,1,0.0026,1.6660,0
51,2,0.0000,0.7522,0
51,3,0.0026,1.1240,0
51,4,0.0004,1.8108,0
52,0,0.0006,0.9041,0
52,1,0.0006,0.4267,0
52,2,0.0021,0.0824,0
52,3,0.0014,0.0164,0
52,4,0.0003,0.5681,0
53,0,0.0019,0.5526,0
53,1,0.0013,1.0714,0
53,2,0.0011,0.5406,0
53,3,0.0010,1.9820,0
53,4,0.0011,0.2503,0
54,0,0.0001,1.6843,0
54,1,0.0008,0.5415,0
54,2,0.0016,0.5372,0
54,3,0.0020,1.0009,0
54,4,0.0005,1.2487,0
55,0,0.0002,1.3766,0
55,1,0.0000,1.7329,0
55,2,0.0003,0.0107,0
55,3,0.0012,1.1356,0
55,4,0.0002,0.0648,0
56,0,0.0006,1.6898,0
56,1,0.0017,1.0843,0
56,2,0.0005,1.1847,0
56,3,0.0013,1.1718,0
56,4,0.0011,1.2961,0
57,0,0.0005,0.2227,0
57,1,0.0004,0.8380,0
57,2,0.0009,1.4155,0
57,3,0.0001,1.4051,0
57,4,0.0009,0.2376,0
58,0,0.0002,0.6823,0
58,1,0.0007,0.0354,0
58,2,0.0004,0.2259,0
58,3,0.0012,0.7634,0
58,4,0.0003,0.0907,0
59,0,0.0016,1.2789,0
59,1,0.0019,0.5293,0
59,2,0.0001,0.3051,0
59,3,0.0011,0.8060,0
59,4,0.0013,0.3182,0
60,0,0.0006,0.4169,0
60,1,0.0002,0.7795,0
60,2,0.0010,0.1822,0
60,3,0.0001,2.9369,0
60,4,0.0016,0.8042,0
61,0,0.0010,0.1809,0
61,1,0.0001,0.5663,0
61,2,0.0007,0.8597,0
61,3,0.0022,0.0976,0
61,4,0.0003,0.5372,0
62,0,0.0007,1.6200,0
62,1,0.0021,0.7255,0
62,2,0.0005,0.0169,0
62,3,0.0012,1.9748,0
62,4,0.0006,0.8838,0
63,0,0.0017,0.0193,0
63,1,0.0012,0.1417,0
63,2,0.0001,0.0518,0
63,3,0.0004,0.8251,0
63,4,0.0005,1.4309,0
64,0,0.0012,2.4555,0
64,1,0.0000,1.6541,0
64,2,0.0005,0.0430,0
64,3,0.0008,0.0754,0
64,4,0.0014,1.1718,0
65,0,0.0001,1.0823,0
65,1,0.0005,0.6209,0
65,2,0.0002,0.4611,0
65,3,0.0017,0.9572,0
65,4,0.0025,1.0390,0
66,0,0.0021,0.4231,0
66,1,0.0013,1.6890,0
66,2,0.0010,0.6691,0
66,3,0.0007,0.1443,0
66,4,0.0004,2.4243,0
67,0,0.0006,0.4952,0
67,1,0.0005,0.6875,0
67,2,0.0002,0.8924,0
67,3,0.0017,0.0012,0
67,4,0.0006,0.6217,0
68,0,0.0021,0.1910,0
68,1,0.0015,0.2843,0
68,2,0.0009,1.6365,0
68,3,0.0007,1.6259,0
68,4,0.0020,0.6412,0
69,0,0.0002,2.6135,0
69,1,0.0010,0.8817,0
69,2,0.0011,1.1719,0
69,3,0.0017,0.7302,0
69,4,0.0011,0.7654,0
70,0,0.0013,0.1849,0
70,1,0.0007,0.8909,0
70,2,0.0003,0.8511,0
70,3,0.0004,0.1439,0
70,4,0.0028,0.3139,0
71,0,0.0007,0.7643,0
71,1,0.0007,1.9389,0
71,2,0.0023,1.9526,0
71,3,0.0001,0.4875,0
71,4,0.0021,1.7879,0
72,0,0.0011,0.3716,0
72,1,0.0025,0.6590,0
72,2,0.0006,3.8741,1
72,3,0.0034,2.3369,0
72,4,0.0010,1.6604,0
73,0,0.0010,0.0392,0
73,1,0.0014,0.1746,0
73,2,0.0016,1.3884,0
73,3,0.0006,1.1079,0
73,4,0.0018,0.1800,0
74,0,0.0016,0.2476,0
74,1,0.0005,0.3394,0
74,2,0.0022,0.4542,0
74,3,0.0022,1.3436,0
74,4,0.0020,1.4773,0
75,0,0.0023,0.2210,0
75,1,0.0034,1.8853,0
75,2,0.0004,0.9176,0
75,3,0.0009,1.8634,0
75,4,0.0003,0.9486,0
76,0,0.0016,0.8765,0
76,1,0.0012,0.8319,0
76,2,0.0027,2.1899,0
76,3,0.0020,0.1588,0
76,4,0.0025,0.2385,0
77,0,0.0028,0.4269,0
77,1,0.0008,0.9697,0
77,2,0.0006,1.9078,0
77,3,0.0023,1.9400,0
77,4,0.0022,0.2640,0
78,0,0.0014,2.4033,0
78,1,0.0010,1.2920,0
78,2,0.0034,0.9562,0
78,3,0.0010,0.2082,0
78,4,0.0025,0.3703,0
79,0,0.0038,0.4531,0
79,1,0.0011,2.4883,0
79,2,0.0018,1.1575,0
79,3,0.0021,0.1607,0
79,4,0.0012,0.0474,0
80,0,0.0037,0.6403,0
80,1,0.0006,0.3570,0
80,2,0.0028,0.4815,0
80,3,0.0007,0.3483,0
80,4,0.0016,0.0939,0
81,0,0.0016,0.8265,0
81,1,0.0011,2.2820,0
81,2,0.0022,0.2934,0
81,3,0.0051,0.8585,0
81,4,0.0004,1.6377,0
82,0,0.0002,1.2563,0
82,1,0.0014,0.9933,0
82,2,0.0005,1.0686,0
82,3,0.0009,0.7867,0
82,4,0.0052,0.5557,0
83,0,0.0055,1.1453,0
83,1,0.0020,0.5131,0
83,2,0.0024,0.8222,0
83,3,0.0017,0.5870,0
83,4,0.0037,0.1201,0
84,0,0.0038,1.2425,0
84,1,0.0069,0.5160,0
84,2,0.0018,1.0184,0
84,3,0.0023,1.8814,0
84,4,0.0009,1.5144,0
85,0,0.0005,0.5216,0
85,1,0.0067,0.8380,0
85,2,0.0021,0.8316,0
85,3,0.0023,0.2325,0
85,4,0.0012,4.0486,1
86,0,0.0076,1.3587,0
86,1,0.0005,2.1422,0
86,2,0.0020,0.3598,0
86,3,0.0082,0.4479,0
86,4,0.0090,1.7082,0
87,0,0.0053,0.3137,0
87,1,0.0085,1.5675,0
87,2,0.0016,2.3231,0
87,3,0.0064,0.3059,0
87,4,0.0027,0.0843,0
88,0,0.0033,1.5161,0
88,1,0.0065,0.3363,0
88,2,0.0019,2.0504,0
88,3,0.0054,1.5385,0
88,4,0.0030,2.3448,0
89,0,0.0006,2.1081,0
89,1,0.0025,1.4839,0
89,2,0.0021,0.8185,0
89,3,0.0055,0.5714,0
89,4,0.0025,1.9236,0
90,0,0.0028,1.0886,0
90,1,0.0111,1.1175,0
90,2,0.0039,1.3732,0
90,3,0.0084,1.7463,0
90,4,0.0088,0.1879,0
91,0,0.0024,0.2702,0
91,1,0.0096,0.9126,0
91,2,0.0073,1.3993,0
91,3,0.0000,0.7753,0
91,4,0.0144,0.9741,0
92,0,0.0060,0.1763,0
92,1,0.0065,1.0157,0
92,2,0.0017,2.8568,0
92,3,0.0048,0.3671,0
92,4,0.0045,2.5887,0
93,0,0.0047,0.6403,0
93,1,0.0006,0.9643,0
93,2,0.0055,1.5499,0
93,3,0.0074,0.0097,0
93,4,0.0055,1.6354,0
94,0,0.0043,0.3038,0
94,1,0.0056,0.2512,0
94,2,0.0054,0.4017,0
94,3,0.0009,0.0134,0
94,4,0.0030,0.6464,0
95,0,0.0109,1.1723,0
95,1,0.0084,0.0514,0
95,2,0.0032,0.2636,0
95,3,0.0027,1.3805,0
95,4,0.0053,0.4238,0
96,0,0.0022,0.5959,0
96,1,0.0075,0.0539,0
96,2,0.0021,0.6960,0
96,3,0.0109,0.8752,0
96,4,0.0139,0.6961,0
97,0,0.0023,0.2667,0
97,1,0.0018,0.0234,0
97,2,0.0034,0.5942,0
97,3,0.0022,1.1283,0
97,4,0.0038,0.2309,0
98,0,0.0015,3.0793,1
98,1,0.0023,0.9646,0
98,2,0.0033,0.5058,0
98,3,0.0057,1.6069,0
98,4,0.0109,0.3727,0
99,0,0.0061,0.0445,0
99,1,0.0054,1.2067,0
99,2,0.0047,0.0402,0
99,3,0.0037,0.9933,0
99,4,0.0021,0.6285,0
100,0,0.0020,1.1875,0
100,1,0.0072,2.0635,0
100,2,0.0016,0.1795,0
100,3,0.0034,0.2430,0
100,4,0.0027,0.7367,0
101,0,0.0016,0.6565,0
101,1,0.0032,1.8997,0
101,2,0.0028,1.7677,0
101,3,0.0045,0.8669,0
101,4,0.0023,0.1950,0
102,0,0.0022,0.1796,0
102,1,0.0023,0.2759,0
102,2,0.0045,0.3069,0
102,3,0.0066,1.0768,0
102,4,0.0040,1.2313,0
103,0,0.0007,0.7155,0
103,1,0.0004,0.7210,0
103,2,0.0030,0.7950,0
103,3,0.0025,0.4141,0
103,4,0.0031,0.7570,0
104,0,0.0014,0.7173,0
104,1,0.0008,0.0841,0
104,2,0.0031,0.9921,0
104,3,0.0030,0.7400,0
104,4,0.0035,0.1161,0
105,0,0.0030,0.9621,0
105,1,0.0010,0.6798,0
105,2,0.0008,0.4081,0
105,3,0.0027,0.1381,0
105,4,0.0003,1.3447,0
106,0,0.0016,0.9455,0
106,1,0.0044,0.7427,0
106,2,0.0060,0.6417,0
106,3,0.0015,0.7649,0
106,4,0.0016,0.6063,0
107,0,0.0034,0.4413,0
107,1,0.0002,1.8885,0
107,2,0.0037,0.5617,0
107,3,0.0014,3.4699,1
107,4,0.0007,2.2641,0
108,0,0.0004,0.6927,0
108,1,0.0049,1.2247,0
108,2,0.0035,0.0027,0
108,3,0.0050,0.5077,0
108,4,0.0013,2.2444,0
109,0,0.0021,0.3386,0
109,1,0.0005,0.0290,0
109,2,0.0024,0.0998,0
109,3,0.0032,0.6334,0
109,4,0.0031,0.4106,0
110,0,0.0040,0.3490,0
110,1,0.0028,1.3622,0
110,2,0.0013,1.4374,0
110,3,0.0031,0.0584,0
110,4,0.0016,0.8757,0
111,0,0.0011,0.3116,0
111,1,0.0009,1.0268,0
111,2,0.0010,1.2494,0
111,3,0.0010,0.1603,0
111,4,0.0011,0.5783,0
112,0,0.0024,4.2823,1
112,1,0.0008,1.1909,0
112,2,0.0005,0.1450,0
112,3,0.0009,0.5713,0
112,4,0.0010,0.7191,0
113,0,0.0017,1.6315,0
113,1,0.0016,0.0789,0
113,2,0.0034,0.2892,0
113,3,0.0023,0.1884,0
113,4,0.0005,2.6541,0
114,0,0.0019,0.6268,0
114,1,0.0007,0.6069,0
114,2,0.0016,1.7362,0
114,3,0.0004,0.8936,0
114,4,0.0009,1.1379,0
115,0,0.0009,0.1152,0
115,1,0.0032,0.5685,0
115,2,0.0007,3.0824,1
115,3,0.0003,0.7810,0
115,4,0.0008,0.9647,0
116,0,0.0014,1.5282,0
116,1,0.0009,0.9664,0
116,2,0.0026,1.8948,0
116,3,0.0004,1.1879,0
116,4,0.0007,1.1965,0
117,0,0.0007,0.2148,0
117,1,0.0017,0.9181,0
117,2,0.0003,2.6049,0
117,3,0.0001,2.1949,0
117,4,0.0015,0.5382,0
118,0,0.0013,0.2737,0
118,1,0.0025,1.8521,0
118,2,0.0011,0.0525,0
118,3,0.0020,0.1032,0
118,4,0.0006,1.8268,0
119,0,0.0007,1.5583,0
119,1,0.0021,1.2975,0
119,2,0.0008,0.0330,0
119,3,0.0001,0.0509,0
119,4,0.0006,0.0787,0
120,0,0.0006,1.8361,0
120,1,0.0001,2.8511,0
120,2,0.0004,0.5655,0
120,3,0.0002,0.3821,0
120,4,0.0003,1.4375,0
121,0,0.0001,0.3905,0
121,1,0.0006,1.3647,0
121,2,0.0005,0.5861,0
121,3,0.0008,2.2241,0
121,4,0.0012,0.5076,0
122,0,0.0009,1.6306,0
122,1,0.0016,1.8066,0
122,2,0.0018,1.2989,0
122,3,0.0019,0.3913,0
122,4,0.0014,1.7356,0
123,0,0.0017,0.0737,0
123,1,0.0004,1.5879,0
123,2,0.0007,0.2187,0
123,3,0.0017,1.2168,0
123,4,0.0003,1.0632,0
124,0,0.0009,1.1606,0
124,1,0.0014,1.0143,0
124,2,0.0020,0.0461,0
124,3,0.0024,0.1113,0
124,4,0.0006,0.1045,0
125,0,0.0001,0.6417,0
125,1,0.0002,0.1529,0
125,2,0.0015,1.3847,0
125,3,0.0013,0.5218,0
125,4,0.0019,0.5039,0
126,0,0.0007,0.3463,0
126,1,0.0003,0.3670,0
126,2,0.0008,0.0102,0
126,3,0.0003,0.6229,0
126,4,0.0009,0.4984,0
127,0,0.0018,1.2181,0
127,1,0.0016,1.2111,0
127,2,0.0017,0.4298,0
127,3,0.0012,1.1310,0
127,4,0.0008,0.1847,0
128,0,0.0012,0.1547,0
128,1,0.0007,0.3715,0
128,2,0.0023,2.4935,0
128,3,0.0004,2.8066,0
128,4,0.0016,0.4084,0
129,0,0.0014,0.0193,0
129,1,0.0021,0.6496,0
129,2,0.0003,0.1505,0
129,3,0.0016,0.6049,0
129,4,0.0006,0.4562,0
130,0,0.0008,0.6128,0
130,1,0.0007,0.1522,0
130,2,0.0001,2.0644,0
130,3,0.0001,0.4527,0
130,4,0.0023,0.5171,0
131,0,0.0019,0.7031,0
131,1,0.0005,1.3914,0
131,2,0.0019,0.6708,0
131,3,0.0010,1.0639,0
131,4,0.0019,3.8461,1
132,0,0.0030,0.0836,0
132,1,0.0003,0.6223,0
132,2,0.0005,0.1752,0
132,3,0.0011,0.9668,0
132,4,0.0000,0.2023,0
133,0,0.0025,0.6418,0
133,1,0.0015,1.7338,0
133,2,0.0008,0.7442,0
133,3,0.0007,0.7702,0
133,4,0.0023,0.0933,0
134,0,0.0028,0.0678,0
134,1,0.0033,0.1419,0
134,2,0.0025,0.4269,0
134,3,0.0003,0.8164,0
134,4,0.0011,0.1324,0
135,0,0.0009,0.9176,0
135,1,0.0010,0.0935,0
135,2,0.0015,0.5633,0
135,3,0.0002,1.2975,0
135,4,0.0000,0.0874,0
136,0,0.0009,3.3406,1
136,1,0.0009,2.1127,0
136,2,0.0018,0.5769,0
136,3,0.0019,0.6345,0
136,4,0.0005,0.1644,0
137,0,0.0005,1.8627,0
137,1,0.0029,1.1955,0
137,2,0.0008,4.0701,1
137,3,0.0035,1.8336,0
137,4,0.0028,2.1050,0
138,0,0.0007,3.5571,1
138,1,0.0029,1.5622,0
138,2,0.0009,0.7276,0
138,3,0.0024,0.4567,0
138,4,0.0014,0.8898,0
139,0,0.0021,0.3661,0
139,1,0.0006,0.4085,0
139,2,0.0011,1.2034,0
139,3,0.0004,0.1870,0
139,4,0.0021,0.5167,0
140,0,0.0002,1.9823,0
140,1,0.0020,0.7628,0
140,2,0.0017,0.9780,0
140,3,0.0008,0.8031,0
140,4,0.0019,1.9964,0
141,0,0.0008,2.3525,0
141,1,0.0037,1.0473,0
141,2,0.0019,0.5191,0
141,3,0.0010,0.2558,0
141,4,0.0024,2.4866,0
142,0,0.0029,0.8241,0
142,1,0.0014,0.0130,0
142,2,0.0011,0.3865,0
142,3,0.0003,0.9597,0
142,4,0.0016,0.0567,0
143,0,0.0009,0.4539,0
143,1,0.0018,2.1549,0
143,2,0.0006,1.6465,0
143,3,0.0008,1.1666,0
143,4,0.0012,0.1557,0
144,0,0.0017,0.1178,0
144,1,0.0018,0.4958,0
144,2,0.0034,1.5525,0
144,3,0.0011,0.8954,0
144,4,0.0037,0.4954,0
145,0,0.0004,0.8338,0
145,1,0.0010,0.1420,0
145,2,0.0020,1.0254,0
145,3,0.0019,1.3835,0
145,4,0.0010,1.8238,0
146,0,0.0005,0.0159,0
146,1,0.0029,2.0499,0
146,2,0.0016,0.4007,0
146,3,0.0033,1.0959,0
146,4,0.0006,1.7517,0
147,0,0.0019,0.0863,0
147,1,0.0016,1.0274,0
147,2,0.0012,0.9392,0
147,3,0.0013,1.0960,0
147,4,0.0009,0.6183,0
148,0,0.0021,1.4306,0
148,1,0.0029,0.8190,0
148,2,0.0019,0.4109,0
148,3,0.0016,2.6808,0
148,4,0.0030,0.3695,0
149,0,0.0014,0.7838,0
149,1,0.0007,0.8067,0
149,2,0.0003,1.4089,0
149,3,0.0006,2.4337,0
149,4,0.0007,0.4007,0
150,0,0.2190,5.0585,1
150,1,0.0012,25.0022,1
150,2,0.2256,7.5909,1
150,3,0.2250,5.7284,1
150,4,0.2185,5.4343,1
151,0,0.1936,2.4628,0
151,1,0.0010,3.3057,1
151,2,0.1952,2.3970,0
151,3,0.2049,3.2836,1
151,4,0.1977,3.6686,1
152,0,0.1689,1.9700,0
152,1,0.0013,2.3128,0
152,2,0.1772,1.8072,0
152,3,0.1779,2.3113,0
152,4,0.1744,2.5108,0
153,0,0.1506,2.4008,0
153,1,0.0012,1.8513,0
153,2,0.1549,1.1944,0
153,3,0.1572,1.2783,0
153,4,0.1513,2.2066,0
154,0,0.1250,1.4582,0
154,1,0.0016,1.5950,0
154,2,0.1355,1.3237,0
154,3,0.1374,1.9324,0
154,4,0.1325,1.4635,0
155,0,0.1114,1.0537,0
155,1,0.0002,1.2847,0
155,2,0.1086,1.5095,0
155,3,0.1121,2.0156,0
155,4,0.1160,0.4726,0
156,0,0.0859,1.2416,0
156,1,0.0001,1.1484,0
156,2,0.0918,1.1421,0
156,3,0.0914,1.1239,0
156,4,0.0966,0.8882,0
157,0,0.0674,1.0979,0
157,1,0.0005,1.0076,0
157,2,0.0732,0.7363,0
157,3,0.0756,1.3390,0
157,4,0.0750,0.6797,0
158,0,0.0505,0.8149,0
158,1,0.0001,0.8443,0
158,2,0.0518,1.0694,0
158,3,0.0541,0.9237,0
158,4,0.0549,0.4440,0
159,0,0.0339,0.9099,0
159,1,0.0009,0.8450,0
159,2,0.0371,1.0412,0
159,3,0.0371,0.5629,0
159,4,0.0378,0.7164,0
160,0,0.0171,0.5712,0
160,1,0.0013,0.7147,0
160,2,0.0207,0.8862,0
160,3,0.0211,0.6988,0
160,4,0.0221,0.5592,0
161,0,0.0073,0.3772,0
161,1,0.0006,0.6956,0
161,2,0.0071,0.2958,0
161,3,0.0089,0.9484,0
161,4,0.0072,1.3348,0
162,0,0.0011,2.1406,0
162,1,0.0002,2.5797,0
162,2,0.0002,0.7572,0
162,3,0.0009,0.3301,0
162,4,0.0004,2.0124,0
163,0,0.0006,0.6130,0
163,1,0.0003,2.0669,0
163,2,0.0006,1.9488,0
163,3,0.0015,0.2024,0
163,4,0.0002,1.9797,0
164,0,0.0004,1.1587,0
164,1,0.0006,1.2134,0
164,2,0.0008,0.0625,0
164,3,0.0010,0.8533,0
164,4,0.0010,1.9025,0
165,0,0.0002,2.1664,0
165,1,0.0005,1.5740,0
165,2,0.0004,0.3842,0
165,3,0.0001,0.6464,0
165,4,0.0002,0.5097,0
166,0,0.0002,0.6947,0
166,1,0.0012,0.9529,0
166,2,0.0009,0.9004,0
166,3,0.0011,0.3329,0
166,4,0.0010,0.3010,0
167,0,0.0007,0.6929,0
167,1,0.0003,1.0463,0
167,2,0.0005,1.0552,0
167,3,0.0009,0.9212,0
167,4,0.0009,0.8407,0
168,0,0.0004,1.4117,0
168,1,0.0011,0.8454,0
168,2,0.0009,0.2915,0
168,3,0.0006,0.8387,0
168,4,0.0004,0.2526,0
169,0,0.0002,0.3283,0
169,1,0.0004,0.5512,0
169,2,0.0007,0.2933,0
169,3,0.0001,3.6983,1
169,4,0.0004,0.5899,0
170,0,0.0005,1.7750,0
170,1,0.0011,0.5211,0
170,2,0.0006,0.7082,0
170,3,0.0012,0.4110,0
170,4,0.0012,1.1213,0
171,0,0.0001,1.2062,0
171,1,0.0007,0.3818,0
171,2,0.0019,0.5774,0
171,3,0.0004,0.7281,0
171,4,0.0010,0.3245,0
172,0,0.0011,0.8674,0
172,1,0.0005,0.7367,0
172,2,0.0008,0.4286,0
172,3,0.0008,0.7153,0
172,4,0.0007,0.9321,0
173,0,0.0009,0.2748,0
173,1,0.0016,1.2470,0
173,2,0.0000,0.8558,0
173,3,0.0001,0.7656,0
173,4,0.0003,1.0791,0
