t_idx,node_idx,optimal_input_u,state_error_x
20,1,412.0179,1.7600
20,2,0.0000,22.1000
20,3,0.0000,6.5600
20,4,0.0000,10.9900
21,0,0.0000,1005.2900
21,1,401.5664,31.8200
21,2,0.0000,4.0900
21,3,0.0000,1.1300
21,4,0.0000,23.5700
22,0,0.0000,1004.7600
22,1,404.3362,14.6500
22,2,0.0000,10.8900
22,3,0.0000,17.3400
22,4,0.0000,12.9600
23,0,0.0000,974.1800
23,1,402.1402,11.1900
23,2,0.0000,0.3900
23,3,0.0000,5.4300
23,4,0.0000,8.8100
24,0,0.0000,985.0300
24,1,396.2107,35.9100
24,2,0.0000,3.4700
24,3,0.0000,7.2300
24,4,0.0000,24.7000
25,0,0.0000,1010.3300
25,1,386.2539,3.8900
25,2,0.0000,9.4600
25,3,0.0000,28.8600
25,4,0.0000,25.8400
26,0,0.0000,1027.5500
26,1,392.3018,11.5400
26,2,0.0000,31.6600
26,3,0.0000,8.1700
26,4,0.0000,15.6000
27,0,0.0000,1013.3500
27,1,382.1094,6.1500
27,2,0.0000,23.3100
27,3,0.0000,4.4100
27,4,0.0000,11.7000
28,0,0.0000,977.7800
28,1,400.6707,0.6500
28,2,0.0000,14.1700
28,3,0.0000,14.5500
28,4,0.0000,7.1500
29,0,0.0000,997.2800
29,1,406.4379,16.5800
29,2,0.0000,0.1100
29,3,0.0000,17.2800
29,4,0.0000,3.5300
30,0,0.0000,998.8300
30,1,394.4146,30.1700
30,2,0.0000,25.7300
30,3,0.0000,1.3800
30,4,0.0000,4.6500
31,0,0.0000,984.0300
31,1,398.9675,12.1800
31,2,0.0000,21.9800
31,3,0.0000,16.4700
31,4,0.0000,1.7200
32,0,0.0000,999.9500
32,1,402.1398,5.6800
32,2,0.0000,15.4800
32,3,0.0000,14.7600
32,4,0.0000,4.9100
33,0,0.0000,979.2200
33,1,405.7587,2.4100
33,2,0.0000,10.7500
33,3,0.0000,1.7600
33,4,0.0000,5.8600
34,0,0.0000,989.6700
34,1,383.7853,37.7500
34,2,0.0000,5.5100
34,3,0.0000,20.1900
34,4,0.0000,22.3800
35,0,0.0000,1020.3400
35,1,384.9321,1.7400
35,2,0.0000,4.6100
35,3,0.0000,9.9500
35,4,0.0000,7.5200
36,0,0.0000,1001.3000
36,1,401.9438,35.4400
36,2,0.0000,19.5100
36,3,0.0000,0.1200
36,4,0.0000,17.3500
37,0,0.0000,1017.2300
37,1,378.8585,13.6900
37,2,0.0000,18.3200
37,3,0.0000,14.7300
37,4,0.0000,27.3300
38,0,0.0000,1010.4700
38,1,388.1684,11.6000
38,2,0.0000,12.4800
38,3,0.0000,11.3900
38,4,0.0000,25.0000
39,0,0.0000,1008.7400
39,1,383.1969,13.6400
39,2,0.0000,4.9600
39,3,0.0000,12.5900
39,4,0.0000,12.5300
40,0,0.0000,1003.2200
40,1,402.9011,0.9000
40,2,0.0000,2.1600
40,3,0.0000,11.8800
40,4,0.0000,7.4000
41,0,0.0000,998.6000
41,1,419.2461,5.5300
41,2,0.0000,14.0100
41,3,0.0000,8.5600
41,4,0.0000,1.4800
42,0,0.0000,1002.9300
42,1,405.0483,4.9100
42,2,0.0000,3.7000
42,3,0.0000,1.6400
42,4,0.0000,5.7800
43,0,0.0000,1046.2300
43,1,376.6958,17.7100
43,2,0.0000,4.3600
43,3,0.0000,5.5000
43,4,0.0000,18.6600
44,0,0.0000,986.8600
44,1,407.4988,5.0900
44,2,0.0000,5.8400
44,3,0.0000,5.9700
44,4,0.0000,3.7600
45,0,0.0000,1033.5500
45,1,378.9945,14.9500
45,2,0.0000,1.7900
45,3,0.0000,16.7500
45,4,0.0000,0.0600
46,0,0.0000,1018.8800
46,1,403.4986,3.6100
46,2,0.0000,13.0400
46,3,0.0000,3.9500
46,4,0.0000,13.4000
47,0,0.0000,1011.4700
47,1,397.2296,29.3700
47,2,0.0000,42.2700
47,3,0.0000,4.7800
47,4,0.0000,19.5900
48,0,0.0000,1027.7200
48,1,389.3558,43.8400
48,2,0.0000,6.7400
48,3,0.0000,17.6500
48,4,0.0000,8.2700
49,0,0.0000,986.0200
49,1,391.9211,33.5200
49,2,0.0000,42.4400
49,3,0.0000,9.4000
49,4,0.0000,32.3000
50,0,0.0000,1007.5500
50,1,404.1647,1.4200
50,2,0.0000,13.3600
50,3,0.0000,10.2700
50,4,0.0000,9.2200
51,0,0.0000,1008.6000
51,1,381.0911,24.4500
51,2,0.0000,12.1200
51,3,0.0000,6.3200
51,4,0.0000,27.2500
52,0,0.0000,995.3200
52,1,412.3816,5.1900
52,2,0.0000,1.0000
52,3,0.0000,2.4800
52,4,0.0000,2.9700
53,0,0.0000,1000.5100
53,1,385.3940,25.0000
53,2,0.0000,10.6600
53,3,0.0000,15.9800
53,4,0.0000,2.1500
54,0,0.0000,980.7600
54,1,401.8803,6.9700
54,2,0.0000,10.2200
54,3,0.0000,9.7900
54,4,0.0000,11.8400
55,0,0.0000,981.9100
55,1,389.2084,32.8000
55,2,0.0000,1.4000
55,3,0.0000,12.4900
55,4,0.0000,3.6200
56,0,0.0000,1032.0100
56,1,395.3818,25.0800
56,2,0.0000,20.8900
56,3,0.0000,13.9600
56,4,0.0000,22.2400
57,0,0.0000,1003.0300
57,1,384.9552,21.8400
57,2,0.0000,28.8200
57,3,0.0000,12.5200
57,4,0.0000,8.5700
58,0,0.0000,1015.4400
58,1,401.6522,5.3500
58,2,0.0000,7.6500
58,3,0.0000,8.9400
58,4,0.0000,4.2000
59,0,0.0000,1024.4400
59,1,379.5186,8.3000
59,2,0.0000,4.1400
59,3,0.0000,10.5900
59,4,0.0000,9.6900
60,0,0.0000,998.3100
60,1,404.3261,11.2400
60,2,0.0000,2.4800
60,3,0.0000,31.2400
60,4,0.0000,15.8300
61,0,0.0000,1005.6000
61,1,394.6395,1.0200
61,2,0.0000,7.7800
61,3,0.0000,0.3500
61,4,0.0000,12.7100
62,0,0.0000,981.0000
62,1,383.6937,5.7000
62,2,0.0000,2.3300
62,3,0.0000,26.4300
62,4,0.0000,0.6000
63,0,0.0000,1002.5500
63,1,388.3235,3.5100
63,2,0.0000,4.0300
63,3,0.0000,9.4300
63,4,0.0000,7.4000
64,0,0.0000,963.2100
64,1,393.0185,30.0500
64,2,0.0000,2.2600
64,3,0.0000,2.7200
64,4,0.0000,6.2800
65,0,0.0000,1019.5800
65,1,401.4662,4.5100
65,2,0.0000,8.1100
65,3,0.0000,12.5500
65,4,0.0000,5.5900
66,0,0.0000,992.2800
66,1,416.8292,17.3100
66,2,0.0000,2.7400
66,3,0.0000,1.8000
66,4,0.0000,20.4900
67,0,0.0000,992.1700
67,1,395.5300,17.2100
67,2,0.0000,13.9900
67,3,0.0000,0.6100
67,4,0.0000,4.0000
68,0,0.0000,1005.9800
68,1,402.5711,0.3600
68,2,0.0000,10.2100
68,3,0.0000,21.5100
68,4,0.0000,4.9600
69,0,0.0000,1042.5700
69,1,379.0665,9.3900
69,2,0.0000,15.4800
69,3,0.0000,9.9600
69,4,0.0000,7.7400
70,0,0.0000,999.9000
70,1,391.7639,11.0600
70,2,0.0000,9.1200
70,3,0.0000,1.3300
70,4,0.0000,3.1700
71,0,0.0000,1017.3300
71,1,383.5480,25.2300
71,2,0.0000,17.8300
71,3,0.0000,7.1500
71,4,0.0000,17.5800
72,0,0.0000,1008.8000
72,1,393.8156,12.5400
72,2,0.0000,37.3000
72,3,0.0000,34.3600
72,4,0.0000,18.4000
73,0,0.0000,1001.8300
73,1,379.4981,7.5600
73,2,0.0000,9.6300
73,3,0.0000,16.1800
73,4,0.0000,2.8400
74,0,0.0000,997.5300
74,1,385.2113,10.4900
74,2,0.0000,13.0100
74,3,0.0000,20.4700
74,4,0.0000,15.4800
75,0,0.0000,999.6400
75,1,416.2189,17.5600
75,2,0.0000,3.2700
75,3,0.0000,26.7300
75,4,0.0000,12.0800
76,0,0.0000,987.4900
76,1,401.5829,6.8600
76,2,0.0000,20.5900
76,3,0.0000,0.9200
76,4,0.0000,0.3000
77,0,0.0000,999.2100
77,1,378.1349,15.1500
77,2,0.0000,22.9800
77,3,0.0000,30.8900
77,4,0.0000,6.4500
78,0,0.0000,970.1200
78,1,409.0850,21.3600
78,2,0.0000,13.1000
78,3,0.0000,3.9800
78,4,0.0000,0.6000
79,0,0.0000,1009.4000
79,1,378.9537,23.8500
79,2,0.0000,17.9900
79,3,0.0000,2.4000
79,4,0.0000,5.9400
80,0,0.0000,1013.8400
80,1,384.3359,9.1000
80,2,0.0000,8.2100
80,3,0.0000,6.9300
80,4,0.0000,7.8000
81,0,0.0000,1017.7600
81,1,382.4087,29.1100
81,2,0.0000,6.3400
81,3,0.0000,15.9400
81,4,0.0000,1.7500
82,0,0.0000,985.7300
82,1,383.7760,19.9400
82,2,0.0000,18.9100
82,3,0.0000,16.9400
82,4,0.0000,3.7000
83,0,0.0000,985.1100
83,1,388.1498,5.3900
83,2,0.0000,13.6100
83,3,0.0000,14.9200
83,4,0.0000,8.2500
84,0,0.0000,1014.5200
84,1,402.0458,9.6400
84,2,0.0000,19.4200
84,3,0.0000,27.9400
84,4,0.0000,15.6400
85,0,0.0000,1005.6800
85,1,362.0291,12.8500
85,2,0.0000,5.3100
85,3,0.0000,3.3400
85,4,0.0000,15.8200
86,0,0.0000,980.0100
86,1,416.5994,34.8400
86,2,0.0000,10.0100
86,3,0.0000,5.8800
86,4,0.0000,18.9800
87,0,0.0000,1002.0200
87,1,411.5836,31.2900
87,2,0.0000,23.5200
87,3,0.0000,5.3400
87,4,0.0000,4.4500
88,0,0.0000,1020.0900
88,1,366.9366,11.9800
88,2,0.0000,27.2600
88,3,0.0000,19.4700
88,4,0.0000,24.2800
89,0,0.0000,1033.4200
89,1,387.6411,22.3500
89,2,0.0000,13.2900
89,3,0.0000,10.2600
89,4,0.0000,12.4800
90,0,0.0000,983.3600
90,1,425.7152,19.7900
90,2,0.0000,19.5200
90,3,0.0000,23.9800
90,4,0.0000,7.0700
91,0,0.0000,999.8000
91,1,427.2965,19.0900
91,2,0.0000,21.3200
91,3,0.0000,14.3200
91,4,0.0000,16.3500
92,0,0.0000,1006.3400
92,1,415.9311,21.8300
92,2,0.0000,49.9100
92,3,0.0000,1.7400
92,4,0.0000,23.4800
93,0,0.0000,1013.1600
93,1,397.0869,19.0200
93,2,0.0000,28.3700
93,3,0.0000,4.4000
93,4,0.0000,26.9100
94,0,0.0000,1007.2500
94,1,396.4762,2.5600
94,2,0.0000,11.5800
94,3,0.0000,3.1000
94,4,0.0000,3.7900
95,0,0.0000,1021.8700
95,1,383.1318,1.7300
95,2,0.0000,7.6400
95,3,0.0000,17.0500
95,4,0.0000,1.0900
96,0,0.0000,1015.9800
96,1,355.8749,0.2400
96,2,0.0000,12.4600
96,3,0.0000,13.0000
96,4,0.0000,15.6800
97,0,0.0000,1011.3200
97,1,397.2075,0.9800
97,2,0.0000,9.2700
97,3,0.0000,13.1900
97,4,0.0000,8.3800
98,0,0.0000,962.7100
98,1,398.0087,20.1600
98,2,0.0000,8.6700
98,3,0.0000,20.6100
98,4,0.0000,12.1500
99,0,0.0000,1005.6500
99,1,363.3848,20.5400
99,2,0.0000,3.7000
99,3,0.0000,15.9500
99,4,0.0000,2.6400
100,0,0.0000,985.6100
100,1,352.4251,28.1900
100,2,0.0000,5.0100
100,3,0.0000,7.3400
100,4,0.0000,16.1300
101,0,0.0000,991.9300
101,1,398.1762,30.6200
101,2,0.0000,34.8300
101,3,0.0000,14.5700
101,4,0.0000,2.2900
102,0,0.0000,1003.3000
102,1,396.6725,7.0100
102,2,0.0000,7.8800
102,3,0.0000,19.1800
102,4,0.0000,21.6100
103,0,0.0000,1012.9700
103,1,391.4700,8.3900
103,2,0.0000,13.5500
103,3,0.0000,0.7200
103,4,0.0000,17.4100
104,0,0.0000,992.0600
104,1,380.0709,6.4000
104,2,0.0000,16.4500
104,3,0.0000,5.9000
104,4,0.0000,9.0100
105,0,0.0000,986.8300
105,1,388.9567,14.3500
105,2,0.0000,5.0000
105,3,0.0000,1.2000
105,4,0.0000,2.6200
106,0,0.0000,984.7800
106,1,383.1813,17.0800
106,2,0.0000,7.5800
106,3,0.0000,6.9700
106,4,0.0000,2.4700
107,0,0.0000,1005.0700
107,1,388.1602,35.0000
107,2,0.0000,7.3200
107,3,0.0000,42.8700
107,4,0.0000,10.1200
108,0,0.0000,986.3100
108,1,400.2776,8.4800
108,2,0.0000,0.3900
108,3,0.0000,8.4500
108,4,0.0000,13.3300
109,0,0.0000,989.4000
109,1,381.5437,9.7200
109,2,0.0000,1.9600
109,3,0.0000,12.2200
109,4,0.0000,9.3800
110,0,0.0000,987.7800
110,1,397.2215,11.2400
110,2,0.0000,16.7500
110,3,0.0000,2.6200
110,4,0.0000,4.0900
111,0,0.0000,991.4100
111,1,395.8181,9.2300
111,2,0.0000,15.9200
111,3,0.0000,0.4400
111,4,0.0000,2.3400
112,0,0.0000,1030.2100
112,1,398.8375,9.4700
112,2,0.0000,1.3400
112,3,0.0000,7.9700
112,4,0.0000,11.4300
113,0,0.0000,1018.1800
113,1,382.7604,4.9000
113,2,0.0000,5.1100
113,3,0.0000,2.3200
113,4,0.0000,30.5100
114,0,0.0000,990.1100
114,1,384.9943,4.2200
114,2,0.0000,20.1300
114,3,0.0000,14.6200
114,4,0.0000,8.6000
115,0,0.0000,999.5800
115,1,402.1395,4.7200
115,2,0.0000,35.1700
115,3,0.0000,14.9700
115,4,0.0000,15.0600
116,0,0.0000,975.9500
116,1,408.3146,16.3100
116,2,0.0000,14.3900
116,3,0.0000,10.8100
116,4,0.0000,11.3200
117,0,0.0000,992.2900
117,1,382.1223,16.9100
117,2,0.0000,28.7900
117,3,0.0000,27.6800
117,4,0.0000,8.0900
118,0,0.0000,999.9200
118,1,423.6490,21.6500
118,2,0.0000,4.7900
118,3,0.0000,3.7300
118,4,0.0000,20.6700
119,0,0.0000,1019.3700
119,1,387.9925,18.5300
119,2,0.0000,3.1700
119,3,0.0000,2.5700
119,4,0.0000,1.4400
120,0,0.0000,1026.6500
120,1,395.0585,37.8800
120,2,0.0000,4.4000
120,3,0.0000,2.7700
120,4,0.0000,18.4000
121,0,0.0000,995.2000
121,1,397.7563,26.8300
121,2,0.0000,13.5800
121,3,0.0000,26.1400
121,4,0.0000,8.0900
122,0,0.0000,975.3800
122,1,404.8090,19.5400
122,2,0.0000,15.4600
122,3,0.0000,3.2600
122,4,0.0000,23.8000
123,0,0.0000,1002.4900
123,1,393.5070,21.5400
123,2,0.0000,6.4400
123,3,0.0000,14.6700
123,4,0.0000,15.8000
124,0,0.0000,981.8800
124,1,386.8025,15.6500
124,2,0.0000,2.7500
124,3,0.0000,1.3500
124,4,0.0000,1.0700
125,0,0.0000,1008.3500
125,1,393.0442,4.5900
125,2,0.0000,20.1400
125,3,0.0000,7.9100
125,4,0.0000,8.4700
126,0,0.0000,1002.5200
126,1,402.4508,9.5600
126,2,0.0000,0.0600
126,3,0.0000,9.8500
126,4,0.0000,2.8700
127,0,0.0000,979.9300
127,1,414.5393,21.0200
127,2,0.0000,5.5600
127,3,0.0000,11.6300
127,4,0.0000,5.1200
128,0,0.0000,999.1200
128,1,400.0908,7.0300
128,2,0.0000,26.7600
128,3,0.0000,32.4000
128,4,0.0000,0.5100
129,0,0.0000,998.3100
129,1,417.2469,11.7100
129,2,0.0000,1.7000
129,3,0.0000,9.7100
129,4,0.0000,2.0100
130,0,0.0000,990.2100
130,1,396.2309,4.9100
130,2,0.0000,26.1200
130,3,0.0000,9.3900
130,4,0.0000,2.0300
131,0,0.0000,987.9500
131,1,389.9803,26.0100
131,2,0.0000,12.8500
131,3,0.0000,11.0500
131,4,0.0000,37.8600
132,0,0.0000,996.7900
132,1,393.4275,15.3600
132,2,0.0000,2.2600
132,3,0.0000,16.4500
132,4,0.0000,2.0400
133,0,0.0000,999.4300
133,1,419.0323,18.7400
133,2,0.0000,15.1800
133,3,0.0000,7.8300
133,4,0.0000,3.7000
134,0,0.0000,992.8600
134,1,391.1367,6.3800
134,2,0.0000,0.4200
134,3,0.0000,5.0500
134,4,0.0000,3.8700
135,0,0.0000,987.4100
135,1,402.6108,5.9900
135,2,0.0000,0.2400
135,3,0.0000,12.1800
135,4,0.0000,5.3400
136,0,0.0000,966.4500
136,1,404.6702,32.7100
136,2,0.0000,13.1200
136,3,0.0000,10.6400
136,4,0.0000,1.6400
137,0,0.0000,1012.4500
137,1,379.3726,9.9700
137,2,0.0000,43.4900
137,3,0.0000,21.5600
137,4,0.0000,19.4500
138,0,0.0000,952.6200
138,1,416.4473,30.2600
138,2,0.0000,17.5600
138,3,0.0000,8.6500
138,4,0.0000,8.2100
139,0,0.0000,994.2600
139,1,401.7641,16.5000
139,2,0.0000,14.7500
139,3,0.0000,0.7300
139,4,0.0000,4.7200
140,0,0.0000,959.6500
140,1,405.3972,21.3900
140,2,0.0000,13.4100
140,3,0.0000,8.9200
140,4,0.0000,23.4500
141,0,0.0000,1026.5600
141,1,374.1388,5.0800
141,2,0.0000,10.6500
141,3,0.0000,3.8100
141,4,0.0000,35.9400
142,0,0.0000,1005.4900
142,1,390.6839,9.4500
142,2,0.0000,4.8600
142,3,0.0000,8.3700
142,4,0.0000,1.7100
143,0,0.0000,980.7800
143,1,394.5699,22.3900
143,2,0.0000,26.8600
143,3,0.0000,14.6900
143,4,0.0000,0.0600
144,0,0.0000,987.1100
144,1,399.9549,1.6900
144,2,0.0000,28.5400
144,3,0.0000,7.4700
144,4,0.0000,6.4900
145,0,0.0000,1006.0300
145,1,384.0408,7.8300
145,2,0.0000,22.9100
145,3,0.0000,10.6700
145,4,0.0000,26.1000
146,0,0.0000,989.6400
146,1,382.1610,24.1200
146,2,0.0000,4.4900
146,3,0.0000,13.2400
146,4,0.0000,25.7300
147,0,0.0000,987.2200
147,1,384.9251,13.2200
147,2,0.0000,22.1100
147,3,0.0000,14.4200
147,4,0.0000,10.5300
148,0,0.0000,1019.1400
148,1,383.0226,11.6800
148,2,0.0000,13.5900
148,3,0.0000,27.5700
148,4,0.0000,6.5200
149,0,0.0000,1010.1700
149,1,407.3552,13.6400
149,2,0.0000,24.1600
149,3,0.0000,34.1900
149,4,0.0000,6.5600
150,0,0.0000,885.8900
150,1,308.7255,420.4200
150,2,0.0000,125.5000
150,3,0.0000,86.6200
150,4,0.0000,94.1900
151,0,0.0000,900.8700
151,1,300.3486,421.9100
151,2,0.0000,101.3300
151,3,0.0000,99.7900
151,4,0.0000,121.6600
152,0,0.0000,896.1700
152,1,290.7247,434.5400
152,2,0.0000,99.4400
152,3,0.0000,103.1500
152,4,0.0000,128.1200
153,0,0.0000,858.7700
153,1,310.0300,448.5500
153,2,0.0000,83.8900
153,3,0.0000,80.4100
153,4,0.0000,143.0200
154,0,0.0000,880.4100
154,1,292.6147,469.3800
154,2,0.0000,101.2200
154,3,0.0000,121.0800
154,4,0.0000,127.4900
155,0,0.0000,889.8000
155,1,288.5676,462.0700
155,2,0.0000,124.1700
155,3,0.0000,146.0700
155,4,0.0000,81.6300
156,0,0.0000,869.6500
156,1,281.0805,476.9400
156,2,0.0000,116.8300
156,3,0.0000,117.3700
156,4,0.0000,112.3900
157,0,0.0000,866.6200
157,1,273.4608,485.0900
157,2,0.0000,103.0100
157,3,0.0000,140.3600
157,4,0.0000,108.3400
158,0,0.0000,873.5500
158,1,286.7428,483.3300
158,2,0.0000,127.7600
158,3,0.0000,128.0500
158,4,0.0000,101.0700
159,0,0.0000,860.6700
159,1,259.3359,511.0100
159,2,0.0000,134.5500
159,3,0.0000,115.5500
159,4,0.0000,121.5800
160,0,0.0000,871.0200
160,1,257.1402,509.9100
160,2,0.0000,131.9500
160,3,0.0000,128.6500
160,4,0.0000,120.3300
161,0,0.0000,873.9800
161,1,260.0314,520.1300
161,2,0.0000,97.5800
161,3,0.0000,145.8900
161,4,0.0000,150.6400
162,0,0.0000,849.5900
162,1,249.2535,554.5000
162,2,0.0000,124.1900
162,3,0.0000,124.6500
162,4,0.0000,155.2500
163,0,0.0000,865.2500
163,1,248.2016,556.6900
163,2,0.0000,142.6700
163,3,0.0000,117.1300
163,4,0.0000,162.1400
164,0,0.0000,885.7100
164,1,241.0852,537.6800
164,2,0.0000,116.6900
164,3,0.0000,137.4400
164,4,0.0000,169.2600
165,0,0.0000,846.7000
165,1,252.5551,555.5400
165,2,0.0000,123.4400
165,3,0.0000,136.2700
165,4,0.0000,142.5300
166,0,0.0000,860.7800
166,1,267.7662,542.1200
166,2,0.0000,132.3600
166,3,0.0000,133.4200
166,4,0.0000,137.1200
167,0,0.0000,859.3500
167,1,237.8708,549.8700
167,2,0.0000,135.9900
167,3,0.0000,121.3800
167,4,0.0000,151.8500
168,0,0.0000,850.6400
168,1,252.3467,547.9000
168,2,0.0000,120.1600
168,3,0.0000,136.8500
168,4,0.0000,141.5300
169,0,0.0000,867.2600
169,1,257.5116,543.6600
169,2,0.0000,120.4500
169,3,0.0000,164.1200
169,4,0.0000,126.3500
170,0,0.0000,844.1900
170,1,260.7259,545.9000
170,2,0.0000,133.5600
170,3,0.0000,137.7300
170,4,0.0000,118.8000
171,0,0.0000,847.0600
171,1,241.3019,545.7000
171,2,0.0000,132.7000
171,3,0.0000,123.9000
171,4,0.0000,136.1600
172,0,0.0000,849.3600
172,1,244.8469,552.4600
172,2,0.0000,130.8100
172,3,0.0000,142.5900
172,4,0.0000,128.4200
173,0,0.0000,854.9500
173,1,269.6097,534.0900
173,2,0.0000,135.4900
173,3,0.0000,125.7900
173,4,0.0000,127.7600
174,0,0.0000,856.2500
174,1,261.2561,517.4800
174,2,0.0000,130.9800
174,3,0.0000,114.3900
174,4,0.0000,128.3600
175,0,0.0000,861.9700
175,1,267.0480,512.3000
175,2,0.0000,107.6300
175,3,0.0000,132.9700
175,4,0.0000,133.6700
176,0,0.0000,861.7700
176,1,272.2572,505.6700
176,2,0.0000,134.4500
176,3,0.0000,135.2300
176,4,0.0000,97.7600
177,0,0.0000,869.0500
177,1,280.5117,475.6200
177,2,0.0000,110.0100
177,3,0.0000,114.2000
177,4,0.0000,120.4600
178,0,0.0000,881.0700
178,1,280.7943,486.8000
178,2,0.0000,116.7500
178,3,0.0000,123.4300
178,4,0.0000,127.6900
179,0,0.0000,867.0600
179,1,288.8512,486.7900
179,2,0.0000,141.0400
179,3,0.0000,131.0200
179,4,0.0000,81.7900
180,0,0.0000,876.7300
180,1,273.8561,469.0400
180,2,0.0000,106.5300
180,3,0.0000,143.6300
180,4,0.0000,95.6100
181,0,0.0000,909.8800
181,1,302.6658,422.9500
181,2,0.0000,102.9200
181,3,0.0000,115.2200
181,4,0.0000,114.6900
182,0,0.0000,904.0700
182,1,295.6622,429.3900
182,2,0.0000,115.9900
182,3,0.0000,122.3100
182,4,0.0000,95.1600
183,0,0.0000,905.5900
183,1,314.4403,427.0900
183,2,0.0000,99.0800
183,3,0.0000,113.4800
183,4,0.0000,120.1200
184,0,0.0000,907.7700
184,1,316.8750,388.0900
184,2,0.0000,85.4400
184,3,0.0000,104.8100
184,4,0.0000,105.6100
185,0,0.0000,894.8500
185,1,317.7901,376.5300
185,2,0.0000,75.9700
185,3,0.0000,97.5800
185,4,0.0000,97.8300
186,0,0.0000,922.7200
186,1,328.7298,380.5000
186,2,0.0000,109.8200
186,3,0.0000,81.6900
186,4,0.0000,111.7100
187,0,0.0000,922.1500
187,1,343.3080,351.8800
187,2,0.0000,67.9200
187,3,0.0000,98.7800
187,4,0.0000,107.3300
188,0,0.0000,904.9500
188,1,360.1099,336.2500
188,2,0.0000,57.8300
188,3,0.0000,63.1600
188,4,0.0000,120.2100
189,0,0.0000,911.4800
189,1,367.1184,318.3400
189,2,0.0000,80.5200
189,3,0.0000,68.6800
189,4,0.0000,80.6200
190,0,0.0000,920.6400
190,1,350.5046,334.9700
190,2,0.0000,79.0900
190,3,0.0000,102.4400
190,4,0.0000,74.0800
191,0,0.0000,947.7300
191,1,372.2437,288.0400
191,2,0.0000,86.3300
191,3,0.0000,65.1800
191,4,0.0000,84.2600
192,0,0.0000,921.2700
192,1,369.1211,278.4500
192,2,0.0000,68.6800
192,3,0.0000,63.0400
192,4,0.0000,68.0000
193,0,0.0000,898.3900
193,1,433.6525,265.4600
193,2,0.0000,62.5900
193,3,0.0000,58.2700
193,4,0.0000,42.9900
194,0,0.0000,931.8200
194,1,382.9679,273.2500
194,2,0.0000,70.9200
194,3,0.0000,96.6200
194,4,0.0000,37.5300
195,0,0.0000,933.3900
195,1,392.6585,241.5400
195,2,0.0000,58.3700
195,3,0.0000,55.0700
195,4,0.0000,61.4900
196,0,0.0000,924.6100
196,1,390.5566,270.2100
196,2,0.0000,46.8000
196,3,0.0000,67.0700
196,4,0.0000,80.9500
197,0,0.0000,938.8500
197,1,378.8614,255.4600
197,2,0.0000,47.2400
197,3,0.0000,64.9100
197,4,0.0000,82.1600
198,0,0.0000,917.0700
