t_idx,component_idx,node_idx,eigenvalue,explained_variance_ratio,vector_value
3,0,3,3059.330206,0.776251,0.148765
3,0,4,3059.330206,0.776251,0.299341
3,1,0,881.831294,0.223749,0.660755
3,1,1,881.831294,0.223749,-0.361231
3,1,2,881.831294,0.223749,-0.030550
3,1,3,881.831294,0.223749,0.310377
3,1,4,881.831294,0.223749,-0.579351
3,2,0,0.000000,0.000000,0.009788
3,2,1,0.000000,0.000000,-0.491045
3,2,2,0.000000,0.000000,-0.808786
3,2,3,0.000000,0.000000,-0.205275
3,2,4,0.000000,0.000000,0.250010
4,0,0,2161.648561,0.636681,-0.161337
4,0,1,2161.648561,0.636681,-0.789137
4,0,2,2161.648561,0.636681,0.486487
4,0,3,2161.648561,0.636681,0.290821
4,0,4,2161.648561,0.636681,0.173166
4,1,0,1028.850352,0.303032,0.400120
4,1,1,1028.850352,0.303032,-0.125292
4,1,2,1028.850352,0.303032,-0.174640
4,1,3,1028.850352,0.303032,0.577874
4,1,4,1028.850352,0.303032,-0.678062
4,2,0,204.685670,0.060287,0.759627
4,2,1,204.685670,0.060287,-0.296254
4,2,2,204.685670,0.060287,0.114198
4,2,3,204.685670,0.060287,-0.567501
4,2,4,204.685670,0.060287,-0.010069
5,0,0,1744.187689,0.573015,-0.070456
5,0,1,1744.187689,0.573015,-0.774214
5,0,2,1744.187689,0.573015,0.425439
5,0,3,1744.187689,0.573015,0.461363
5,0,4,1744.187689,0.573015,-0.042132
5,1,0,1131.651271,0.371779,0.365222
5,1,1,1131.651271,0.371779,0.143671
5,1,2,1131.651271,0.371779,-0.288649
5,1,3,1131.651271,0.371779,0.497496
5,1,4,1131.651271,0.371779,-0.717740
5,2,0,164.028039,0.053888,0.794668
5,2,1,164.028039,0.053888,-0.327412
5,2,2,164.028039,0.053888,0.077726
5,2,3,164.028039,0.053888,-0.503532
5,2,4,164.028039,0.053888,-0.041449
6,0,0,1552.792874,0.593885,-0.055864
6,0,1,1552.792874,0.593885,-0.795622
6,0,2,1552.792874,0.593885,0.427177
6,0,3,1552.792874,0.593885,0.425889
6,0,4,1552.792874,0.593885,-0.001580
6,1,0,909.418142,0.347818,0.353749
6,1,1,909.418142,0.347818,0.112454
6,1,2,909.418142,0.347818,-0.266535
6,1,3,909.418142,0.347818,0.521150
6,1,4,909.418142,0.347818,-0.720818
6,2,0,145.245940,0.055551,0.809014
6,2,1,145.245940,0.055551,-0.312740
6,2,2,145.245940,0.055551,0.018756
6,2,3,145.245940,0.055551,-0.497004
6,2,4,145.245940,0.055551,-0.018026
7,0,0,1775.861176,0.626344,-0.009389
7,0,1,1775.861176,0.626344,-0.812198
7,0,2,1775.861176,0.626344,0.249279
7,0,3,1775.861176,0.626344,0.525254
7,0,4,1775.861176,0.626344,0.047054
7,1,0,765.951407,0.270150,0.360799
7,1,1,765.951407,0.270150,0.173029
7,1,2,765.951407,0.270150,-0.337924
7,1,3,765.951407,0.270150,0.496397
7,1,4,765.951407,0.270150,-0.692302
7,2,0,173.350633,0.061141,-0.011958
7,2,1,173.350633,0.061141,-0.033930
7,2,2,173.350633,0.061141,-0.782849
7,2,3,173.350633,0.061141,0.268679
7,2,4,173.350633,0.061141,0.560058
8,0,0,1523.181539,0.574651,0.006285
8,0,1,1523.181539,0.574651,0.814900
8,0,2,1523.181539,0.574651,-0.257862
8,0,3,1523.181539,0.574651,-0.516969
8,0,4,1523.181539,0.574651,-0.046355
8,1,0,689.590294,0.260162,-0.274037
8,1,1,689.590294,0.260162,-0.190729
8,1,2,689.590294,0.260162,0.438393
8,1,3,689.590294,0.260162,-0.576725
8,1,4,689.590294,0.260162,0.603098
8,2,0,322.206844,0.121559,0.463225
8,2,1,322.206844,0.121559,-0.088667
8,2,2,322.206844,0.121559,0.562477
8,2,3,322.206844,0.121559,-0.363247
8,2,4,322.206844,0.121559,-0.573787
9,0,0,1335.967721,0.502553,0.012547
9,0,1,1335.967721,0.502553,0.802939
9,0,2,1335.967721,0.502553,-0.267219
9,0,3,1335.967721,0.502553,-0.532423
9,0,4,1335.967721,0.502553,-0.015845
9,1,0,724.336418,0.272475,-0.106186
9,1,1,724.336418,0.272475,-0.286279
9,1,2,724.336418,0.272475,0.140205
9,1,3,724.336418,0.272475,-0.527818
9,1,4,724.336418,0.272475,0.780077
9,2,0,374.851662,0.141008,0.178526
9,2,1,374.851662,0.141008,-0.053566
9,2,2,374.851662,0.141008,-0.841201
9,2,3,374.851662,0.141008,0.334248
9,2,4,374.851662,0.141008,0.381994
10,0,0,1458.090508,0.538592,0.022762
10,0,1,1458.090508,0.538592,0.729431
10,0,2,1458.090508,0.538592,-0.316796
10,0,3,1458.090508,0.538592,-0.586661
10,0,4,1458.090508,0.538592,0.151265
10,1,0,692.260305,0.255708,-0.078115
10,1,1,692.260305,0.255708,-0.434032
10,1,2,692.260305,0.255708,0.102114
10,1,3,692.260305,0.255708,-0.391232
10,1,4,692.260305,0.255708,0.801265
10,2,0,357.845063,0.132181,0.210218
10,2,1,357.845063,0.132181,-0.086985
10,2,2,357.845063,0.132181,-0.830103
10,2,3,357.845063,0.132181,0.421768
10,2,4,357.845063,0.132181,0.285102
11,0,0,1477.770174,0.566035,0.017806
11,0,1,1477.770174,0.566035,0.712062
11,0,2,1477.770174,0.566035,-0.329830
11,0,3,1477.770174,0.566035,-0.589793
11,0,4,1477.770174,0.566035,0.189755
11,1,0,628.364417,0.240685,-0.079202
11,1,1,628.364417,0.240685,-0.462277
11,1,2,628.364417,0.240685,0.103840
11,1,3,628.364417,0.240685,-0.361473
11,1,4,628.364417,0.240685,0.799113
11,2,0,325.022473,0.124494,0.203863
11,2,1,325.022473,0.124494,-0.093880
11,2,2,325.022473,0.124494,-0.824626
11,2,3,325.022473,0.124494,0.441763
11,2,4,325.022473,0.124494,0.272881
12,0,0,1343.563140,0.521636,0.018362
12,0,1,1343.563140,0.521636,0.715684
12,0,2,1343.563140,0.521636,-0.329867
12,0,3,1343.563140,0.521636,-0.587425
12,0,4,1343.563140,0.521636,0.183246
12,1,0,770.281479,0.299060,-0.073385
12,1,1,770.281479,0.299060,-0.459421
12,1,2,770.281479,0.299060,0.045491
12,1,3,770.281479,0.299060,-0.331990
12,1,4,770.281479,0.299060,0.819305
12,2,0,298.461678,0.115877,0.205302
12,2,1,298.461678,0.115877,-0.061066
12,2,2,298.461678,0.115877,-0.829803
12,2,3,298.461678,0.115877,0.466370
12,2,4,298.461678,0.115877,0.219198
13,0,0,1305.680181,0.549845,-0.137832
13,0,1,1305.680181,0.549845,0.503940
13,0,2,1305.680181,0.549845,-0.199527
13,0,3,1305.680181,0.549845,-0.663532
13,0,4,1305.680181,0.549845,0.496951
13,1,0,603.941900,0.254331,0.026965
13,1,1,603.941900,0.254331,-0.706900
13,1,2,603.941900,0.254331,-0.018917
13,1,3,603.941900,0.254331,-0.007654
13,1,4,603.941900,0.254331,0.706505
13,2,0,261.551667,0.110144,0.145257
13,2,1,261.551667,0.110144,0.151258
13,2,2,261.551667,0.110144,-0.863863
13,2,3,261.551667,0.110144,0.439913
13,2,4,261.551667,0.110144,0.127434
14,0,0,1208.869951,0.542667,-0.075400
14,0,1,1208.869951,0.542667,0.513470
14,0,2,1208.869951,0.542667,-0.225604
14,0,3,1208.869951,0.542667,-0.679467
14,0,4,1208.869951,0.542667,0.467002
14,1,0,602.226233,0.270342,0.057078
14,1,1,602.226233,0.270342,-0.699395
14,1,2,602.226233,0.270342,-0.033179
14,1,3,602.226233,0.270342,-0.035308
14,1,4,602.226233,0.270342,0.710803
14,2,0,262.939517,0.118035,-0.040828
14,2,1,262.939517,0.118035,0.175129
14,2,2,262.939517,0.118035,-0.818386
14,2,3,262.939517,0.118035,0.520818
14,2,4,262.939517,0.118035,0.163267
15,0,0,1210.077829,0.503475,-0.132265
15,0,1,1210.077829,0.503475,0.539261
15,0,2,1210.077829,0.503475,-0.254497
15,0,3,1210.077829,0.503475,-0.630915
15,0,4,1210.077829,0.503475,0.478415
15,1,0,639.952430,0.266264,0.236588
15,1,1,639.952430,0.266264,-0.710548
15,1,2,639.952430,0.266264,0.120287
15,1,3,639.952430,0.266264,-0.248685
15,1,4,639.952430,0.266264,0.602357
15,2,0,389.086955,0.161887,-0.307615
15,2,1,389.086955,0.161887,-0.060227
15,2,2,389.086955,0.161887,-0.627013
15,2,3,389.086955,0.161887,0.580292
15,2,4,389.086955,0.161887,0.414563
16,0,0,1043.435302,0.439112,-0.172476
16,0,1,1043.435302,0.439112,0.588525
16,0,2,1043.435302,0.439112,-0.274072
16,0,3,1043.435302,0.439112,-0.589976
16,0,4,1043.435302,0.439112,0.447999
16,1,0,685.951376,0.288671,0.183616
16,1,1,685.951376,0.288671,-0.635530
16,1,2,685.951376,0.288671,0.298994
16,1,3,685.951376,0.288671,-0.403798
16,1,4,685.951376,0.288671,0.556719
16,2,0,449.958519,0.189357,-0.084786
16,2,1,449.958519,0.189357,-0.223022
16,2,2,449.958519,0.189357,-0.676923
16,2,3,449.958519,0.189357,0.491392
16,2,4,449.958519,0.189357,0.493338
17,0,0,1221.472945,0.434155,-0.530714
17,0,1,1221.472945,0.434155,0.600883
17,0,2,1221.472945,0.434155,-0.125291
17,0,3,1221.472945,0.434155,-0.384789
17,0,4,1221.472945,0.434155,0.439911
17,1,0,665.629894,0.236588,-0.102206
17,1,1,665.629894,0.236588,0.579261
17,1,2,665.629894,0.236588,-0.289789
17,1,3,665.629894,0.236588,0.431961
17,1,4,665.629894,0.236588,-0.619227
17,2,0,477.579213,0.169749,-0.711670
17,2,1,477.579213,0.169749,-0.260265
17,2,2,477.579213,0.169749,0.376471
17,2,3,477.579213,0.169749,0.528783
17,2,4,477.579213,0.169749,0.066682
18,0,0,1348.100204,0.459533,-0.640720
18,0,1,1348.100204,0.459533,0.575993
18,0,2,1348.100204,0.459533,-0.086181
18,0,3,1348.100204,0.459533,-0.270158
18,0,4,1348.100204,0.459533,0.421066
18,1,0,678.281210,0.231209,-0.251163
18,1,1,678.281210,0.231209,0.419795
18,1,2,678.281210,0.231209,-0.172450
18,1,3,678.281210,0.231209,0.606451
18,1,4,678.281210,0.231209,-0.602634
18,2,0,463.072561,0.157850,-0.537232
18,2,1,463.072561,0.157850,-0.367655
18,2,2,463.072561,0.157850,0.729461
18,2,3,463.072561,0.157850,0.207529
18,2,4,463.072561,0.157850,-0.032103
19,0,0,1308.343819,0.484474,-0.671376
19,0,1,1308.343819,0.484474,0.515414
19,0,2,1308.343819,0.484474,-0.105765
19,0,3,1308.343819,0.484474,-0.214221
19,0,4,1308.343819,0.484474,0.475948
19,1,0,691.251077,0.255967,-0.187978
19,1,1,691.251077,0.255967,0.448339
19,1,2,691.251077,0.255967,-0.314101
19,1,3,691.251077,0.255967,0.602870
19,1,4,691.251077,0.255967,-0.549131
19,2,0,530.556989,0.196463,0.510328
19,2,1,530.556989,0.196463,0.207070
19,2,2,530.556989,0.196463,-0.778347
19,2,3,530.556989,0.196463,-0.180484
19,2,4,530.556989,0.196463,0.241433
20,0,0,1300.847177,0.476743,-0.667043
20,0,1,1300.847177,0.476743,0.515719
20,0,2,1300.847177,0.476743,-0.088774
20,0,3,1300.847177,0.476743,-0.235185
20,0,4,1300.847177,0.476743,0.475284
20,1,0,748.588437,0.274348,0.108328
20,1,1,748.588437,0.274348,-0.556123
20,1,2,748.588437,0.274348,0.337067
20,1,3,748.588437,0.274348,-0.473430
20,1,4,748.588437,0.274348,0.584159
20,2,0,536.880891,0.196760,-0.542412
20,2,1,536.880891,0.196760,-0.201173
20,2,2,536.880891,0.196760,0.713427
20,2,3,536.880891,0.196760,0.294261
20,2,4,536.880891,0.196760,-0.264104
21,0,0,1310.078363,0.480418,-0.683284
21,0,1,1310.078363,0.480418,0.558082
21,0,2,1310.078363,0.480418,-0.069417
21,0,3,1310.078363,0.480418,-0.217263
21,0,4,1310.078363,0.480418,0.411881
21,1,0,747.689595,0.274185,-0.055635
21,1,1,747.689595,0.274185,-0.594203
21,1,2,747.689595,0.274185,0.406365
21,1,3,747.689595,0.274185,-0.352107
21,1,4,747.689595,0.274185,0.595580
21,2,0,433.479661,0.158961,-0.462493
21,2,1,433.479661,0.158961,-0.052127
21,2,2,433.479661,0.158961,0.724703
21,2,3,433.479661,0.158961,0.238558
21,2,4,433.479661,0.158961,-0.448640
22,0,0,1223.327423,0.446273,-0.733785
22,0,1,1223.327423,0.446273,0.624603
22,0,2,1223.327423,0.446273,0.000700
22,0,3,1223.327423,0.446273,-0.126793
22,0,4,1223.327423,0.446273,0.235275
22,1,0,940.167593,0.342975,0.199065
22,1,1,940.167593,0.342975,0.558128
22,1,2,940.167593,0.342975,-0.209857
22,1,3,940.167593,0.342975,0.203322
22,1,4,940.167593,0.342975,-0.750658
22,2,0,407.220095,0.148555,0.037193
22,2,1,407.220095,0.148555,-0.001800
22,2,2,407.220095,0.148555,-0.826350
22,2,3,407.220095,0.148555,0.433893
22,2,4,407.220095,0.148555,0.357065
23,0,0,1248.469254,0.444851,-0.786340
23,0,1,1248.469254,0.444851,0.517866
23,0,2,1248.469254,0.444851,0.003054
23,0,3,1248.469254,0.444851,-0.065091
23,0,4,1248.469254,0.444851,0.330511
23,1,0,973.729707,0.346956,0.114195
23,1,1,973.729707,0.346956,0.651769
23,1,2,973.729707,0.346956,-0.149091
23,1,3,973.729707,0.346956,0.109690
23,1,4,973.729707,0.346956,-0.726565
23,2,0,476.856741,0.169912,-0.002440
23,2,1,476.856741,0.169912,-0.051351
23,2,2,476.856741,0.169912,-0.761833
23,2,3,476.856741,0.169912,0.613173
23,2,4,476.856741,0.169912,0.202451
24,0,0,1245.536400,0.449374,-0.788716
24,0,1,1245.536400,0.449374,0.530217
24,0,2,1245.536400,0.449374,0.004486
24,0,3,1245.536400,0.449374,-0.052599
24,0,4,1245.536400,0.449374,0.306612
24,1,0,960.424420,0.346509,0.162605
24,1,1,960.424420,0.346509,0.660009
24,1,2,960.424420,0.346509,-0.173231
24,1,3,960.424420,0.346509,0.060724
24,1,4,960.424420,0.346509,-0.710107
24,2,0,477.464976,0.172263,-0.003288
24,2,1,477.464976,0.172263,-0.048408
24,2,2,477.464976,0.172263,-0.759868
24,2,3,477.464976,0.172263,0.619006
24,2,4,477.464976,0.172263,0.192558
25,0,0,1350.316710,0.481764,-0.668886
25,0,1,1350.316710,0.481764,0.740211
25,0,2,1350.316710,0.481764,-0.018061
25,0,3,1350.316710,0.481764,-0.064939
25,0,4,1350.316710,0.481764,0.011674
25,1,0,898.994971,0.320742,0.472102
25,1,1,898.994971,0.320742,0.432697
25,1,2,898.994971,0.320742,-0.108285
25,1,3,898.994971,0.320742,-0.037045
25,1,4,898.994971,0.320742,-0.759470
25,2,0,486.370493,0.173527,0.014023
25,2,1,486.370493,0.173527,0.045068
25,2,2,486.370493,0.173527,-0.783770
25,2,3,486.370493,0.173527,0.608202
25,2,4,486.370493,0.173527,0.116477
26,0,0,1344.976101,0.457893,-0.662857
26,0,1,1344.976101,0.457893,0.744314
26,0,2,1344.976101,0.457893,-0.021919
26,0,3,1344.976101,0.457893,-0.076481
26,0,4,1344.976101,0.457893,0.016943
26,1,0,906.216451,0.308518,0.489577
26,1,1,906.216451,0.308518,0.442442
26,1,2,906.216451,0.308518,-0.132478
26,1,3,906.216451,0.308518,-0.062594
26,1,4,906.216451,0.308518,-0.736947
26,2,0,486.677022,0.165688,0.032133
26,2,1,486.677022,0.165688,0.059151
26,2,2,486.677022,0.165688,-0.808949
26,2,3,486.677022,0.165688,0.563221
26,2,4,486.677022,0.165688,0.154443
27,0,0,1168.588635,0.432861,-0.708788
27,0,1,1168.588635,0.432861,0.658181
27,0,2,1168.588635,0.432861,0.165901
27,0,3,1168.588635,0.432861,-0.180626
27,0,4,1168.588635,0.432861,0.065331
27,1,0,1020.894307,0.378153,0.404373
27,1,1,1020.894307,0.378153,0.520224
27,1,2,1020.894307,0.378153,-0.117739
27,1,3,1020.894307,0.378153,-0.066918
27,1,4,1020.894307,0.378153,-0.739939
27,2,0,311.768416,0.115483,-0.151630
27,2,1,311.768416,0.115483,0.181872
27,2,2,311.768416,0.115483,-0.748730
27,2,3,311.768416,0.115483,0.609466
27,2,4,311.768416,0.115483,0.109021
28,0,0,1254.287703,0.445548,-0.702253
28,0,1,1254.287703,0.445548,0.657821
28,0,2,1254.287703,0.445548,0.234775
28,0,3,1254.287703,0.445548,-0.116128
28,0,4,1254.287703,0.445548,-0.074215
28,1,0,985.417327,0.350040,0.487090
28,1,1,985.417327,0.350040,0.446347
28,1,2,985.417327,0.350040,-0.082772
28,1,3,985.417327,0.350040,-0.113202
28,1,4,985.417327,0.350040,-0.737463
28,2,0,391.694757,0.139138,0.131182
28,2,1,391.694757,0.139138,0.408051
28,2,2,391.694757,0.139138,-0.735347
28,2,3,391.694757,0.139138,-0.259938
28,2,4,391.694757,0.139138,0.456052
29,0,0,1098.935100,0.458838,-0.164126
29,0,1,1098.935100,0.458838,0.782537
29,0,2,1098.935100,0.458838,0.113990
29,0,3,1098.935100,0.458838,-0.166828
29,0,4,1098.935100,0.458838,-0.565573
29,1,0,686.140452,0.286484,0.795260
29,1,1,686.140452,0.286484,0.107749
29,1,2,686.140452,0.286484,-0.486744
29,1,3,686.140452,0.286484,-0.335400
29,1,4,686.140452,0.286484,-0.080865
29,2,0,392.636017,0.163937,-0.365514
29,2,1,392.636017,0.163937,0.405772
29,2,2,392.636017,0.163937,-0.423413
29,2,3,392.636017,0.163937,-0.282272
29,2,4,392.636017,0.163937,0.665427
30,0,0,1056.058859,0.470847,-0.016602
30,0,1,1056.058859,0.470847,0.750621
30,0,2,1056.058859,0.470847,0.080380
30,0,3,1056.058859,0.470847,-0.185606
30,0,4,1056.058859,0.470847,-0.628794
30,1,0,648.972994,0.289347,0.680067
30,1,1,648.972994,0.289347,0.123955
30,1,2,648.972994,0.289347,-0.654737
30,1,3,648.972994,0.289347,-0.277523
30,1,4,648.972994,0.289347,0.128237
30,2,0,312.215479,0.139202,-0.157210
30,2,1,312.215479,0.139202,0.170649
30,2,2,312.215479,0.139202,0.298576
30,2,3,312.215479,0.139202,-0.791751
30,2,4,312.215479,0.139202,0.479737
31,0,0,1057.223813,0.431475,-0.004405
31,0,1,1057.223813,0.431475,-0.763957
31,0,2,1057.223813,0.431475,-0.022936
31,0,3,1057.223813,0.431475,0.168990
31,0,4,1057.223813,0.431475,0.622308
31,1,0,756.169943,0.308609,0.575630
31,1,1,756.169943,0.308609,0.124454
31,1,2,756.169943,0.308609,-0.794706
31,1,3,756.169943,0.308609,-0.045225
31,1,4,756.169943,0.308609,0.139847
31,2,0,380.630865,0.155343,-0.281826
31,2,1,380.630865,0.155343,-0.015743
31,2,2,380.630865,0.155343,-0.303358
31,2,3,380.630865,0.155343,0.869561
31,2,4,380.630865,0.155343,-0.268634
32,0,0,1028.291648,0.400653,0.199669
32,0,1,1028.291648,0.400653,-0.643467
32,0,2,1028.291648,0.400653,-0.397420
32,0,3,1028.291648,0.400653,0.289619
32,0,4,1028.291648,0.400653,0.551598
32,1,0,837.641227,0.326370,0.508241
32,1,1,837.641227,0.326370,0.418486
32,1,2,837.641227,0.326370,-0.719293
32,1,3,837.641227,0.326370,0.013890
32,1,4,837.641227,0.326370,-0.221325
32,2,0,443.649545,0.172859,-0.307037
32,2,1,443.649545,0.172859,-0.027325
32,2,2,443.649545,0.172859,-0.085295
32,2,3,443.649545,0.172859,0.846087
32,2,4,443.649545,0.172859,-0.426430
33,0,0,965.985264,0.396289,0.529241
33,0,1,965.985264,0.396289,0.180877
33,0,2,965.985264,0.396289,-0.799987
33,0,3,965.985264,0.396289,0.191852
33,0,4,965.985264,0.396289,-0.101983
33,1,0,782.751924,0.321119,0.028082
33,1,1,782.751924,0.321119,0.738111
33,1,2,782.751924,0.321119,0.154666
33,1,3,782.751924,0.321119,-0.403460
33,1,4,782.751924,0.321119,-0.517399
33,2,0,428.698443,0.175871,-0.341574
33,2,1,428.698443,0.175871,0.056837
33,2,2,428.698443,0.175871,0.039874
33,2,3,428.698443,0.175871,0.773787
33,2,4,428.698443,0.175871,-0.528924
34,0,0,972.570225,0.426474,0.535068
34,0,1,972.570225,0.426474,0.076985
34,0,2,972.570225,0.426474,-0.804619
34,0,3,972.570225,0.426474,0.240890
34,0,4,972.570225,0.426474,-0.048324
34,1,0,622.434624,0.272939,0.044655
34,1,1,622.434624,0.272939,0.801905
34,1,2,622.434624,0.272939,-0.024674
34,1,3,622.434624,0.272939,-0.502044
34,1,4,622.434624,0.272939,-0.319842
34,2,0,415.890104,0.182369,0.384083
34,2,1,415.890104,0.182369,-0.235568
34,2,2,415.890104,0.182369,-0.009291
34,2,3,415.890104,0.182369,-0.696991
34,2,4,415.890104,0.182369,0.557767
35,0,0,1083.722933,0.430620,0.503670
35,0,1,1083.722933,0.430620,0.495167
35,0,2,1083.722933,0.430620,-0.655268
35,0,3,1083.722933,0.430620,-0.092005
35,0,4,1083.722933,0.430620,-0.251564
35,1,0,852.964058,0.338928,-0.237337
35,1,1,852.964058,0.338928,0.602716
35,1,2,852.964058,0.338928,0.452339
35,1,3,852.964058,0.338928,-0.552842
35,1,4,852.964058,0.338928,-0.264876
35,2,0,404.883221,0.160881,0.268344
35,2,1,404.883221,0.160881,-0.168847
35,2,2,404.883221,0.160881,-0.078560
35,2,3,404.883221,0.160881,-0.678709
35,2,4,404.883221,0.160881,0.657773
36,0,0,1052.008362,0.414645,0.477786
36,0,1,1052.008362,0.414645,0.467841
36,0,2,1052.008362,0.414645,-0.721287
36,0,3,1052.008362,0.414645,-0.051235
36,0,4,1052.008362,0.414645,-0.173105
36,1,0,847.362112,0.333985,-0.266824
36,1,1,847.362112,0.333985,0.677773
36,1,2,847.362112,0.333985,0.355567
36,1,3,847.362112,0.333985,-0.540146
36,1,4,847.362112,0.333985,-0.226371
36,2,0,440.311490,0.173547,0.506849
36,2,1,440.311490,0.173547,-0.290328
36,2,2,440.311490,0.173547,0.105231
36,2,3,440.311490,0.173547,-0.706760
36,2,4,440.311490,0.173547,0.385007
37,0,0,1051.841607,0.441281,0.487571
37,0,1,1051.841607,0.441281,0.445291
37,0,2,1051.841607,0.441281,-0.731903
37,0,3,1051.841607,0.441281,-0.036773
37,0,4,1051.841607,0.441281,-0.164186
37,1,0,702.943359,0.294907,-0.151991
37,1,1,702.943359,0.294907,0.636543
37,1,2,702.943359,0.294907,0.371737
37,1,3,702.943359,0.294907,-0.611048
37,1,4,702.943359,0.294907,-0.245241
37,2,0,433.392937,0.181822,0.487541
37,2,1,433.392937,0.181822,-0.348462
37,2,2,433.392937,0.181822,0.040220
37,2,3,433.392937,0.181822,-0.647855
37,2,4,433.392937,0.181822,0.468555
38,0,0,1098.719086,0.422827,0.368965
38,0,1,1098.719086,0.422827,0.523856
38,0,2,1098.719086,0.422827,-0.606896
38,0,3,1098.719086,0.422827,0.157237
38,0,4,1098.719086,0.422827,-0.443163
38,1,0,726.960256,0.279760,-0.305325
38,1,1,726.960256,0.279760,0.580718
38,1,2,726.960256,0.279760,0.510460
38,1,3,726.960256,0.279760,-0.383117
38,1,4,726.960256,0.279760,-0.402736
38,2,0,535.475867,0.206070,0.412718
38,2,1,535.475867,0.206070,0.117251
38,2,2,535.475867,0.206070,-0.153348
38,2,3,535.475867,0.206070,-0.788927
38,2,4,535.475867,0.206070,0.412305
39,0,0,1029.594046,0.406227,0.384394
39,0,1,1029.594046,0.406227,0.473710
39,0,2,1029.594046,0.406227,-0.684593
39,0,3,1029.594046,0.406227,0.181684
39,0,4,1029.594046,0.406227,-0.355195
39,1,0,726.598162,0.286680,-0.271942
39,1,1,726.598162,0.286680,0.636810
39,1,2,726.598162,0.286680,0.437380
39,1,3,726.598162,0.286680,-0.340220
39,1,4,726.598162,0.286680,-0.462028
39,2,0,540.845108,0.213391,0.382389
39,2,1,540.845108,0.213391,0.127711
39,2,2,540.845108,0.213391,-0.128151
39,2,3,540.845108,0.213391,-0.802572
39,2,4,540.845108,0.213391,0.420623
40,0,0,1002.449516,0.443062,0.262221
40,0,1,1002.449516,0.443062,0.585482
40,0,2,1002.449516,0.443062,-0.566033
40,0,3,1002.449516,0.443062,0.197092
40,0,4,1002.449516,0.443062,-0.478761
40,1,0,664.952551,0.293895,-0.109535
40,1,1,664.952551,0.293895,0.550587
40,1,2,664.952551,0.293895,0.420304
40,1,3,664.952551,0.293895,-0.692627
40,1,4,664.952551,0.293895,-0.168729
40,2,0,356.578444,0.157600,0.432475
40,2,1,356.578444,0.157600,-0.016468
40,2,2,356.578444,0.157600,-0.476762
40,2,3,356.578444,0.157600,-0.509783
40,2,4,356.578444,0.157600,0.570538
41,0,0,995.893000,0.471581,-0.248548
41,0,1,995.893000,0.471581,-0.555335
41,0,2,995.893000,0.471581,0.572859
41,0,3,995.893000,0.471581,-0.255280
41,0,4,995.893000,0.471581,0.486304
41,1,0,637.379308,0.301815,0.180090
41,1,1,637.379308,0.301815,-0.574435
41,1,2,637.379308,0.301815,-0.472171
41,1,3,637.379308,0.301815,0.573294
41,1,4,637.379308,0.301815,0.293222
41,2,0,252.482544,0.119557,0.202353
41,2,1,252.482544,0.119557,-0.347984
41,2,2,252.482544,0.119557,0.491021
41,2,3,252.482544,0.119557,0.345576
41,2,4,252.482544,0.119557,-0.690967
42,0,0,955.009708,0.466094,-0.262083
42,0,1,955.009708,0.466094,-0.582563
42,0,2,955.009708,0.466094,0.535458
42,0,3,955.009708,0.466094,-0.204168
42,0,4,955.009708,0.466094,0.513355
42,1,0,626.072605,0.305556,0.219988
42,1,1,626.072605,0.305556,-0.545579
42,1,2,626.072605,0.305556,-0.504820
