t_idx,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
28,2543.7400,9.9961,82.1625,-29.3700,29.3700,0.0000,1722.4325
29,2459.7400,9.9909,79.4353,0.8100,-0.8100,0.0000,1666.1135
30,2422.4400,9.9964,79.1665,-5.8200,5.8200,0.0000,1631.0626
31,2319.2000,9.9971,80.0364,-17.6900,17.6900,0.0000,1519.0653
32,2339.5600,9.9945,74.6652,-4.9600,4.9600,0.0000,1593.3184
33,2331.6100,9.9925,74.3314,-14.9200,14.9200,0.0000,1588.8551
34,2274.1400,9.9957,75.9886,12.0500,-12.0500,0.0000,1514.5810
35,2223.9600,9.9923,75.6103,12.8200,-12.8200,0.0000,1468.4400
36,2231.8500,9.9917,76.4352,-16.0500,16.0500,0.0000,1468.1319
37,2217.1500,9.9945,75.8292,-10.1000,10.1000,0.0000,1459.2754
38,2187.2300,9.9911,75.8737,35.4700,-35.4700,0.0000,1429.1680
39,2212.3700,9.9935,73.6803,21.2700,-21.2700,0.0000,1476.0485
40,2137.5600,9.9936,72.2108,10.6200,-10.6200,0.0000,1415.9135
41,2177.7100,9.9931,69.9740,0.0800,-0.0800,0.0000,1478.4497
42,2176.3800,9.9901,68.9323,-2.8500,2.8500,0.0000,1487.7381
43,2140.6800,9.9910,72.2313,27.5700,-27.5700,0.0000,1419.0168
44,2128.7400,9.9934,69.2812,-16.9000,16.9000,0.0000,1436.3855
45,2196.7800,9.9939,70.3334,33.4900,-33.4900,0.0000,1493.8741
46,2195.3400,9.9929,68.6323,5.4800,-5.4800,0.0000,1509.5046
47,2238.0500,9.9938,68.7768,-8.1200,8.1200,0.0000,1550.7072
48,2212.6300,9.9904,74.3050,19.4500,-19.4500,0.0000,1470.2903
49,2231.0300,9.9913,81.3041,18.3200,-18.3200,0.0000,1418.6933
50,2230.4500,9.9929,77.4576,-1.6700,1.6700,0.0000,1456.4271
51,2199.8400,9.9913,79.2152,-18.6500,18.6500,0.0000,1408.3750
52,2313.9100,9.9932,78.6482,-1.7100,1.7100,0.0000,1527.9664
53,2316.1800,9.9920,80.1994,-1.6400,1.6400,0.0000,1514.8290
54,2312.0100,9.9937,82.4580,-7.4000,7.4000,0.0000,1487.9529
55,2370.9800,9.9959,86.2335,-21.7100,21.7100,0.0000,1508.9976
56,2372.7500,9.9931,86.5043,9.7700,-9.7700,0.0000,1508.3074
57,2358.8600,9.9959,88.2132,-5.5400,5.5400,0.0000,1477.0936
58,2340.9100,9.9959,85.4441,11.2400,-11.2400,0.0000,1486.8227
59,2408.6000,9.9899,86.0436,14.7500,-14.7500,0.0000,1549.0310
60,2383.7200,9.9960,83.0491,-17.5200,17.5200,0.0000,1553.5640
61,2417.2800,9.9965,76.0911,-7.1100,7.1100,0.0000,1656.6384
62,2402.0600,9.9945,68.2760,-18.4000,18.4000,0.0000,1719.6759
63,2341.6800,9.9957,67.9508,9.9500,-9.9500,0.0000,1662.4658
64,2374.1300,9.9957,69.8746,-30.5100,30.5100,0.0000,1675.6858
65,2335.3600,9.9946,71.5965,25.1700,-25.1700,0.0000,1619.7789
66,2300.3900,9.9931,71.5038,12.7700,-12.7700,0.0000,1585.8471
67,2307.9900,9.9946,69.7955,-3.8300,3.8300,0.0000,1610.4155
68,2204.0100,9.9894,68.8971,10.9400,-10.9400,0.0000,1515.7720
69,2178.7800,9.9925,67.2183,34.8300,-34.8300,0.0000,1507.1036
70,2092.2300,9.9908,63.0174,-3.2700,3.2700,0.0000,1462.6384
71,2097.4300,9.9932,66.5763,-0.2500,0.2500,0.0000,1432.1173
72,2009.4000,9.9897,72.1978,-9.6000,9.6000,0.0000,1288.1634
73,1998.3700,9.9904,70.0630,-1.0100,1.0100,0.0000,1298.4137
74,1895.9200,9.9894,70.7294,-17.9500,17.9500,0.0000,1189.3735
75,1839.5100,9.9902,71.5817,-12.4400,12.4400,0.0000,1124.3911
76,1747.8300,9.9881,73.9368,-12.8100,12.8100,0.0000,1009.3445
77,1692.0200,9.9883,72.2716,-7.2400,7.2400,0.0000,970.1519
78,1653.3400,9.9865,74.8733,-30.4800,30.4800,0.0000,905.6143
79,1523.3800,9.9857,73.6316,3.4600,-3.4600,0.0000,788.1175
80,1505.1400,9.9865,72.4242,6.0400,-6.0400,0.0000,781.8765
81,1402.2500,9.9864,74.2480,19.5100,-19.5100,0.0000,660.7811
82,1316.6900,9.9865,71.5646,-17.9700,17.9700,0.0000,602.0114
83,1297.0800,9.9814,72.6940,-23.1400,23.1400,0.0000,571.4943
84,1237.0800,9.9791,72.8948,-1.1200,1.1200,0.0000,509.6522
85,1221.1400,9.9824,68.5306,21.5000,-21.5000,0.0000,537.0420
86,1140.3500,9.9620,72.1592,-38.9700,38.9700,0.0000,421.4998
87,1100.4400,9.9681,73.7209,-2.4300,2.4300,0.0000,365.5849
88,1056.1300,9.9712,76.7590,-4.1900,4.1900,0.0000,290.7492
89,1060.2200,9.9827,80.8431,45.9000,-45.9000,0.0000,253.1881
90,1031.7600,9.9538,80.9311,-23.7100,23.7100,0.0000,226.1863
91,1070.9000,9.9584,79.6104,-16.5500,16.5500,0.0000,278.1066
92,1018.5700,9.9660,85.5840,29.8200,-29.8200,0.0000,165.6432
93,967.9300,9.9619,88.9862,-13.7500,13.7500,0.0000,81.4587
94,1005.6500,9.9763,86.6102,11.0400,-11.0400,0.0000,141.6032
95,991.5300,9.9679,85.9158,22.9600,-22.9600,0.0000,135.1259
96,1060.7800,9.9497,84.8104,0.3000,-0.3000,0.0000,216.9443
97,1133.3400,9.9820,82.0377,2.9400,-2.9400,0.0000,314.4424
98,1099.1200,9.9700,86.8788,-49.4400,49.4400,0.0000,232.9380
99,1134.3800,9.9703,83.8978,8.2900,-8.2900,0.0000,297.8961
100,1231.2500,9.9759,83.6052,-30.5200,30.5200,0.0000,397.2120
101,1282.9000,9.9818,84.5905,-10.3600,10.3600,0.0000,438.5341
102,1352.7700,9.9699,80.6500,-18.3100,18.3100,0.0000,548.6952
103,1376.2900,9.9823,78.1674,-4.4400,4.4400,0.0000,596.0028
104,1454.7600,9.9862,76.4760,-16.9500,16.9500,0.0000,691.0553
105,1507.1900,9.9891,68.2313,-10.5500,10.5500,0.0000,825.6218
106,1531.7600,9.9811,63.9839,-17.6900,17.6900,0.0000,893.1299
107,1633.8900,9.9906,70.7178,15.1900,-15.1900,0.0000,927.3773
108,1695.8800,9.9820,70.8051,-0.3600,0.3600,0.0000,989.1005
109,1768.6100,9.9838,68.4104,-19.9800,19.9800,0.0000,1085.6141
110,1823.1800,9.9862,68.5514,-8.1300,8.1300,0.0000,1138.6089
111,1796.7200,9.9932,65.2206,-6.2500,6.2500,0.0000,1144.9594
112,1882.7800,9.9930,67.6637,18.7800,-18.7800,0.0000,1206.6165
113,2018.6600,9.9885,69.0355,-12.3300,12.3300,0.0000,1329.0955
114,2047.3800,9.9949,63.8890,-1.2900,1.2900,0.0000,1408.8130
115,2106.9200,9.9920,64.2338,-15.4800,15.4800,0.0000,1465.0945
116,2123.1500,9.9934,66.8231,-12.7300,12.7300,0.0000,1455.3580
117,2109.5200,9.9935,72.2545,-15.8000,15.8000,0.0000,1387.4422
118,2158.2900,9.9917,74.7012,20.5900,-20.5900,0.0000,1411.9018
119,2207.2100,9.9939,75.7389,17.9300,-17.9300,0.0000,1450.2854
120,2200.9500,9.9966,72.2435,45.0500,-45.0500,0.0000,1478.7607
121,2198.9700,9.9955,74.3488,-12.8900,12.8900,0.0000,1455.8152
122,2251.0400,9.9913,78.4502,-0.8200,0.8200,0.0000,1467.2178
123,2236.8200,9.9944,80.5062,-13.3100,13.3100,0.0000,1432.2092
124,2291.4000,9.9907,81.3212,-17.0500,17.0500,0.0000,1478.9461
125,2257.4600,9.9930,80.0834,16.8200,-16.8200,0.0000,1457.1853
126,2200.3400,9.9948,76.4336,-0.3500,0.3500,0.0000,1436.4035
127,2203.8200,9.9900,76.8564,-14.9500,14.9500,0.0000,1436.0267
128,2179.4500,9.9906,76.8410,-1.3900,1.3900,0.0000,1411.7613
129,2181.0200,9.9898,74.7103,-3.7000,3.7000,0.0000,1434.6778
130,2176.6800,9.9931,70.5810,-11.8200,11.8200,0.0000,1471.3561
131,2183.9100,9.9910,75.5209,-49.9100,49.9100,0.0000,1429.3828
132,2121.9200,9.9939,73.9849,-1.1700,1.1700,0.0000,1382.5254
133,2123.5600,9.9907,67.0409,-4.2700,4.2700,0.0000,1453.7774
134,2072.8000,9.9904,61.5778,-11.0100,11.0100,0.0000,1457.6127
135,2084.3900,9.9925,57.0849,-17.9300,17.9300,0.0000,1513.9707
136,2052.3600,9.9904,60.2750,-35.1900,35.1900,0.0000,1450.1913
137,2063.3200,9.9902,70.9128,31.9000,-31.9000,0.0000,1354.8897
138,2040.4100,9.9885,74.4050,-39.1700,39.1700,0.0000,1297.2191
139,2023.6000,9.9913,73.7304,-1.0200,1.0200,0.0000,1286.9364
140,2004.9300,9.9910,77.9457,-16.9000,16.9000,0.0000,1226.1746
141,2040.1000,9.9871,80.0936,-9.3800,9.3800,0.0000,1240.2000
142,2008.8700,9.9901,80.4238,3.7800,-3.7800,0.0000,1205.4293
143,2070.9100,9.9937,82.6202,-19.1600,19.1600,0.0000,1245.2274
144,2107.9700,9.9854,80.0122,-19.3800,19.3800,0.0000,1309.0145
145,2140.2800,9.9908,81.9494,-20.0700,20.0700,0.0000,1321.5357
146,2131.1100,9.9904,84.3288,15.3700,-15.3700,0.0000,1288.6294
147,2169.6100,9.9890,86.2717,-23.3100,23.3100,0.0000,1307.8431
148,2234.8700,9.9863,90.7020,25.6600,-25.6600,0.0000,1329.0961
149,2195.6300,9.9955,91.8833,3.6100,-3.6100,0.0000,1277.2085
150,1819.8600,8.7109,245.0308,-208.3000,208.3000,0.0000,-314.5721
151,1831.8200,8.7173,320.4790,-220.7900,220.7900,0.0000,-961.8812
152,1863.6000,8.7188,375.1030,-231.9500,231.9500,0.0000,-1406.8437
153,1950.4200,8.7131,416.0547,-284.2500,284.2500,0.0000,-1674.7072
154,2046.7400,8.7066,444.7073,-247.0800,247.0800,0.0000,-1825.1316
155,2037.3600,8.7131,463.6337,-191.8300,191.8300,0.0000,-2002.3217
156,2045.1500,8.7109,466.5956,-242.7400,242.7400,0.0000,-2019.3051
157,2115.1000,8.7044,462.2379,-241.7200,241.7200,0.0000,-1908.3883
158,2141.2500,8.7231,446.6292,-227.5200,227.5200,0.0000,-1754.7568
159,2174.9800,8.7143,412.5838,-260.9100,260.9100,0.0000,-1420.3965
160,2199.5300,8.7179,360.3880,-249.3100,249.3100,0.0000,-942.2801
161,2257.2600,8.7072,277.9841,-276.6600,276.6600,0.0000,-163.2060
162,2291.5000,8.7215,109.2716,-305.6600,305.6600,0.0000,1338.4885
163,2294.7100,8.7233,111.6205,-296.8900,296.8900,0.0000,1321.0079
164,2322.8900,8.7157,108.9728,-283.5500,283.5500,0.0000,1373.1124
165,2336.4500,8.7098,106.1334,-295.8300,295.8300,0.0000,1412.0519
166,2322.6100,8.7081,93.7184,-276.3400,276.3400,0.0000,1506.5014
167,2365.5000,8.7116,92.0985,-292.5000,292.5000,0.0000,1563.1724
168,2345.8700,8.7095,81.8408,-290.8900,290.8900,0.0000,1633.0781
169,2314.7600,8.7135,80.4302,-259.0900,259.0900,0.0000,1613.9351
170,2309.1000,8.7145,75.6299,-274.6100,274.6100,0.0000,1650.0248
171,2284.3700,8.7226,66.8057,-289.1000,289.1000,0.0000,1701.6500
172,2315.9700,8.7037,63.4662,-279.0600,279.0600,0.0000,1763.5797
173,2271.4900,8.7138,59.0700,-272.8100,272.8100,0.0000,1756.7637
174,2250.6900,8.7024,55.6726,-272.1100,272.1100,0.0000,1766.2041
175,2157.0400,8.7264,59.5179,-271.7000,271.7000,0.0000,1637.6630
176,2146.0400,8.7151,62.1774,-235.9900,235.9900,0.0000,1604.1580
177,2111.5000,8.7056,65.0498,-251.4100,251.4100,0.0000,1545.2028
178,2075.6000,8.7127,69.0414,-246.6200,246.6200,0.0000,1474.0659
179,2043.0600,8.7219,76.7671,-214.7300,214.7300,0.0000,1373.5033
180,1966.9900,8.7119,80.9674,-218.8800,218.8800,0.0000,1261.6103
181,1872.5700,8.7096,95.6074,-204.8100,204.8100,0.0000,1039.8683
182,1859.0500,8.7112,99.6521,-191.0900,191.0900,0.0000,990.9653
183,1781.6200,8.7110,103.7635,-214.5300,214.5300,0.0000,877.7358
184,1666.0200,8.7152,111.7483,-197.8400,197.8400,0.0000,692.1109
185,1640.9400,8.7214,115.7391,-202.9800,202.9800,0.0000,631.5348
186,1590.9200,8.7154,119.0824,-188.9900,188.9900,0.0000,553.0657
187,1547.1100,8.6890,124.1016,-185.1800,185.1800,0.0000,468.7848
188,1430.5600,8.7284,131.4628,-215.2600,215.2600,0.0000,283.0987
189,1415.2200,8.7251,133.1139,-169.1400,169.1400,0.0000,253.7832
190,1361.0100,8.6982,133.7815,-153.4400,153.4400,0.0000,197.3531
191,1282.6400,8.7139,137.7208,-136.5300,136.5300,0.0000,82.5606
192,1237.8100,8.7093,130.2681,-146.7300,146.7300,0.0000,103.2630
193,1199.9200,8.7098,129.1396,-144.6000,144.6000,0.0000,75.1410
194,1200.9200,8.7112,131.8647,-105.7100,105.7100,0.0000,52.2265
195,1111.0400,8.7226,129.8172,-128.1000,128.1000,0.0000,-21.3093
196,1120.9900,8.7025,119.9044,-156.3400,156.3400,0.0000,77.5197
197,1060.2900,8.6958,116.7007,-143.3100,143.3100,0.0000,45.4834
198,1081.8100,8.6881,115.1702,-163.0600,163.0600,0.0000,81.1948
199,1054.7700,8.6877,104.7355,-107.0600,107.0600,0.0000,144.8618
200,1080.3900,8.7096,97.7689,-126.0900,126.0900,0.0000,228.8629
201,1048.0900,8.6898,87.9948,-133.4100,133.4100,0.0000,283.4363
202,1082.2700,8.7007,84.0250,-110.6900,110.6900,0.0000,351.1907
203,1037.8800,8.6851,71.2709,-133.1400,133.1400,0.0000,418.8887
204,1099.4600,8.6906,68.0158,-155.9600,155.9600,0.0000,508.3624
205,1083.5900,8.6989,69.1346,-142.2400,142.2400,0.0000,482.1952
206,1147.2700,8.7184,64.6800,-141.3500,141.3500,0.0000,583.3604
207,1115.4600,8.7154,65.0082,-112.6800,112.6800,0.0000,548.8863
208,1167.5400,8.7130,72.1394,-108.3700,108.3700,0.0000,538.9889
209,1209.8200,8.7102,74.6330,-169.1900,169.1900,0.0000,559.7529
210,1208.4600,8.7092,77.4188,-140.4600,140.4600,0.0000,534.2068
211,1205.0900,8.7053,76.2163,-144.8800,144.8800,0.0000,541.6060
212,1278.1200,8.7221,77.0651,-144.7500,144.7500,0.0000,605.9476
213,1306.4400,8.6895,77.9133,-146.9500,146.9500,0.0000,629.4116
214,1295.6600,8.7075,76.4956,-146.9600,146.9600,0.0000,629.5738
215,1317.5900,8.7125,73.6787,-141.2300,141.2300,0.0000,675.6660
216,1371.2500,8.7226,76.1483,-136.4100,136.4100,0.0000,707.0371
217,1379.6900,8.7087,82.5951,-171.0900,171.0900,0.0000,660.3937
218,1380.9200,8.7267,81.7991,-162.4300,162.4300,0.0000,667.0845
219,1387.4700,8.7340,80.7771,-128.4800,128.4800,0.0000,681.9595
220,1458.4400,8.7054,84.0453,-172.4900,172.4900,0.0000,726.7941
221,1452.9700,8.7181,83.8039,-173.2300,173.2300,0.0000,722.3629
222,1419.4900,8.7011,82.7286,-136.0100,136.0100,0.0000,699.6625
223,1498.4100,8.6974,87.7566,-146.7300,146.7300,0.0000,735.1585
224,1435.3900,8.7084,81.8244,-158.8100,158.8100,0.0000,722.8340
225,1460.5500,8.6934,80.9044,-163.9000,163.9000,0.0000,757.2133
226,1444.2800,8.7184,78.8437,-178.7800,178.7800,0.0000,756.8914
227,1436.2500,8.7025,72.7598,-147.5700,147.5700,0.0000,803.0584
228,1398.6800,8.7393,65.4197,-167.7300,167.7300,0.0000,826.9582
229,1429.2300,8.7254,64.0972,-179.9400,179.9400,0.0000,869.9546
230,1389.6900,8.7057,60.4221,-147.1200,147.1200,0.0000,863.6724
231,1383.4300,8.7267,57.7149,-150.4300,150.4300,0.0000,879.7716
232,1317.0500,8.7150,65.2017,-162.2200,162.2200,0.0000,748.8154
233,1312.9600,8.6885,61.9034,-165.8400,165.8400,0.0000,775.1143
234,1302.6700,8.7088,66.2848,-144.7500,144.7500,0.0000,725.4103
235,1275.6900,8.7004,66.0048,-148.1800,148.1800,0.0000,701.4222
236,1234.4800,8.7209,67.0241,-133.6300,133.6300,0.0000,649.9667
237,1217.2600,8.7147,70.6001,-143.0100,143.0100,0.0000,602.0046
238,1252.9800,8.6986,71.1782,-167.3800,167.3800,0.0000,633.8312
239,1237.8400,8.6934,70.4950,-141.4400,141.4400,0.0000,624.9992
240,1233.8600,8.6989,68.8436,-167.3900,167.3900,0.0000,634.9948
241,1151.8000,8.7237,70.1027,-159.0400,159.0400,0.0000,540.2481
242,1210.3100,8.6903,71.8143,-105.7700,105.7700,0.0000,586.2230
243,1189.5000,8.6999,69.4201,-125.2700,125.2700,0.0000,585.5506
244,1154.4300,8.7155,65.0845,-130.6500,130.6500,0.0000,587.1838
245,1189.0800,8.7166,66.1296,-125.6000,125.6000,0.0000,612.6576
246,1188.8700,8.6747,66.2361,-139.9300,139.9300,0.0000,614.2943
247,1192.4800,8.7029,69.2454,-148.4700,148.4700,0.0000,589.8421
248,1192.4600,8.7134,70.7840,-132.8500,132.8500,0.0000,575.6929
249,1256.3500,8.7240,70.0296,-167.9000,167.9000,0.0000,645.4110
250,1284.1900,8.6851,68.7756,-162.0600,162.0600,0.0000,686.8705
251,1284.7700,8.7018,69.6089,-133.7300,133.7300,0.0000,679.0465
252,1383.9800,8.6880,71.0843,-152.9000,152.9000,0.0000,766.4023
253,1386.8400,8.6992,74.8715,-163.6400,163.6400,0.0000,735.5197
254,1450.8200,8.7070,74.2711,-149.4800,149.4800,0.0000,804.1391
255,1453.6700,8.7087,76.9092,-175.2300,175.2300,0.0000,783.8924
256,1487.7600,8.6992,83.3702,-171.3700,171.3700,0.0000,762.5068
257,1621.2300,8.6967,93.6234,-202.7900,202.7900,0.0000,807.0198
258,1640.8300,8.7211,97.9257,-208.1600,208.1600,0.0000,786.8085
259,1711.9700,8.7070,103.3166,-181.0700,181.0700,0.0000,812.3921
260,1767.9000,8.7092,103.9980,-204.0500,204.0500,0.0000,862.1584
261,1814.0500,8.7143,114.5908,-206.5800,206.5800,0.0000,815.4755
262,1862.3800,8.7196,117.4902,-183.6500,183.6500,0.0000,837.9163
263,1904.5400,8.7255,120.1758,-221.1000,221.1000,0.0000,855.9476
264,1990.1800,8.7165,118.3729,-229.5300,229.5300,0.0000,958.3884
265,2079.5900,8.7058,123.9888,-243.0700,243.0700,0.0000,1000.1647
266,2113.0900,8.7115,127.2144,-221.2500,221.2500,0.0000,1004.8650
267,2120.8900,8.7095,127.6728,-241.1800,241.1800,0.0000,1008.9196
268,2205.9000,8.7160,126.1391,-233.6000,233.6000,0.0000,1106.4673
269,2259.3800,8.7049,120.9949,-239.5500,239.5500,0.0000,1206.1304
270,2307.1400,8.7132,125.5084,-286.4500,286.4500,0.0000,1213.5623
271,2284.2200,8.7158,115.2169,-243.1800,243.1800,0.0000,1280.0095
272,2380.1500,8.7108,118.2532,-313.7000,313.7000,0.0000,1350.0676
273,2338.4800,8.7270,115.0472,-312.1700,312.1700,0.0000,1334.4669
274,2410.1800,8.7217,114.6894,-270.7600,270.7600,0.0000,1409.8898
275,2400.3300,8.7173,106.6170,-276.0500,276.0500,0.0000,1470.9192
276,2397.8500,8.7097,99.3213,-295.1700,295.1700,0.0000,1532.7868
277,2368.2900,8.7260,94.0050,-280.6300,280.6300,0.0000,1548.0011
278,2377.2000,8.7253,90.2659,-289.8400,289.8400,0.0000,1589.6024
279,2388.8500,8.7179,82.6428,-267.3800,267.3800,0.0000,1668.3801
280,2359.8000,8.7097,80.3343,-296.9800,296.9800,0.0000,1660.1100
281,2326.6600,8.7226,82.1801,-226.3100,226.3100,0.0000,1609.8359
282,2315.0600,8.7169,78.4549,-287.0700,287.0700,0.0000,1631.1784
283,2279.6700,8.7145,81.1877,-299.4200,299.4200,0.0000,1572.1570
284,2248.4800,8.7180,78.9676,-283.4500,283.4500,0.0000,1560.0410
285,2250.9900,8.7041,78.2358,-251.7200,251.7200,0.0000,1570.0179
286,2170.9600,8.7160,81.0437,-229.1400,229.1400,0.0000,1464.5831
287,2158.2000,8.7056,84.3591,-234.4200,234.4200,0.0000,1423.8037
288,2092.3900,8.7021,87.0792,-228.6700,228.6700,0.0000,1334.6153
289,2029.8900,8.7173,92.8247,-234.7700,234.7700,0.0000,1220.7127
290,2028.6700,8.7080,101.0715,-199.4700,199.4700,0.0000,1148.5424
291,1927.0600,8.7305,102.2720,-245.7100,245.7100,0.0000,1034.1725
292,1914.9700,8.7046,103.2762,-243.7400,243.7400,0.0000,1015.9912
293,1790.1500,8.7244,108.0093,-219.4700,219.4700,0.0000,847.8297
294,1850.3200,8.7114,111.6875,-238.0100,238.0100,0.0000,877.3678
295,1771.0000,8.7103,112.4897,-203.3500,203.3500,0.0000,791.1836
296,1766.8400,8.6979,113.4272,-232.5600,232.5600,0.0000,780.2661
297,1714.5900,8.7053,111.8462,-248.5500,248.5500,0.0000,740.9313
298,1653.8400,8.7127,112.2047,-184.1800,184.1800,0.0000,676.2362
299,1644.4700,8.7027,108.9001,-216.7700,216.7700,0.0000,696.7464
