t_idx,component_idx,singular_value,explained_ratio,effective_rank
67,0,461.733350,0.499856,5
67,1,127.369678,0.137886,5
67,2,119.796056,0.129687,5
67,3,111.065532,0.120236,5
67,4,103.768494,0.112336,5
68,0,440.938838,0.498699,5
68,1,119.704272,0.135385,5
68,2,114.069513,0.129012,5
68,3,105.973147,0.119855,5
68,4,103.493289,0.117050,5
69,0,436.134929,0.499854,5
69,1,118.640691,0.135974,5
69,2,111.515503,0.127808,5
69,3,108.741593,0.124629,5
69,4,97.491829,0.111735,5
70,0,418.530938,0.499312,5
70,1,115.530148,0.137829,5
70,2,111.658442,0.133210,5
70,3,97.347333,0.116137,5
70,4,95.147929,0.113513,5
71,0,419.881620,0.499991,5
71,1,114.089988,0.135857,5
71,2,105.339733,0.125437,5
71,3,102.229341,0.121734,5
71,4,98.238147,0.116981,5
72,0,402.430790,0.499775,5
72,1,105.822032,0.131419,5
72,2,104.296465,0.129525,5
72,3,99.141249,0.123123,5
72,4,93.533812,0.116159,5
73,0,399.872589,0.499560,5
73,1,108.691521,0.135788,5
73,2,104.710515,0.130815,5
73,3,98.102568,0.122559,5
73,4,89.071887,0.111277,5
74,0,379.472441,0.499409,5
74,1,107.632848,0.141651,5
74,2,95.689095,0.125933,5
74,3,90.934836,0.119676,5
74,4,86.113866,0.113331,5
75,0,368.157796,0.499451,5
75,1,99.700711,0.135256,5
75,2,96.055482,0.130311,5
75,3,87.850386,0.119180,5
75,4,85.361198,0.115803,5
76,0,349.715466,0.499084,5
76,1,96.913185,0.138306,5
76,2,91.283981,0.130273,5
76,3,87.175048,0.124409,5
76,4,75.626867,0.107928,5
77,0,338.856657,0.499996,5
77,1,93.084840,0.137350,5
77,2,88.882548,0.131150,5
77,3,87.108367,0.128532,5
77,4,69.785712,0.102972,5
78,0,331.005235,0.499627,5
78,1,93.412841,0.141000,5
78,2,87.383056,0.131898,5
78,3,77.679786,0.117252,5
78,4,73.023177,0.110223,5
79,0,305.112466,0.499426,5
79,1,87.435161,0.143119,5
79,2,78.748647,0.128900,5
79,3,69.964080,0.114521,5
79,4,69.666122,0.114034,5
80,0,301.326916,0.499131,5
80,1,81.890207,0.135647,5
80,2,78.928364,0.130740,5
80,3,76.510654,0.126736,5
80,4,65.046904,0.107747,5
81,0,280.855217,0.499352,5
81,1,79.259542,0.140921,5
81,2,72.049822,0.128102,5
81,3,66.858593,0.118872,5
81,4,63.416494,0.112753,5
82,0,263.729338,0.499031,5
82,1,70.799951,0.133968,5
82,2,68.759887,0.130108,5
82,3,65.010089,0.123013,5
82,4,60.183860,0.113880,5
83,0,259.764315,0.499289,5
83,1,75.820770,0.145734,5
83,2,65.734140,0.126347,5
83,3,64.711948,0.124382,5
83,4,54.236891,0.104248,5
84,0,247.932922,0.499866,5
84,1,75.530976,0.152281,5
84,2,62.587988,0.126186,5
84,3,58.252856,0.117446,5
84,4,51.693813,0.104222,5
85,0,244.449610,0.499770,5
85,1,72.748916,0.148733,5
85,2,63.554184,0.129935,5
85,3,57.860374,0.118294,5
85,4,50.510987,0.103268,5
86,0,228.810513,0.499773,5
86,1,70.632980,0.154278,5
86,2,57.773410,0.126190,5
86,3,55.611566,0.121468,5
86,4,45.000544,0.098291,5
87,0,220.600360,0.498822,5
87,1,67.636223,0.152939,5
87,2,55.395003,0.125259,5
87,3,50.338402,0.113825,5
87,4,48.272497,0.109154,5
88,0,211.998573,0.499924,5
88,1,60.485559,0.142634,5
88,2,55.006077,0.129712,5
88,3,49.117976,0.115827,5
88,4,47.453364,0.111902,5
89,0,212.935689,0.501032,5
89,1,60.158271,0.141551,5
89,2,58.585230,0.137849,5
89,3,47.997755,0.112937,5
89,4,45.317427,0.106631,5
90,0,206.938585,0.496833,5
90,1,61.870489,0.148543,5
90,2,56.032088,0.134526,5
90,3,48.780183,0.117115,5
90,4,42.893713,0.102982,5
91,0,214.847744,0.496909,5
91,1,63.370681,0.146566,5
91,2,57.213031,0.132325,5
91,3,52.371429,0.121127,5
91,4,44.565506,0.103073,5
92,0,204.915498,0.501053,5
92,1,60.721103,0.148473,5
92,2,51.184124,0.125154,5
92,3,48.298167,0.118097,5
92,4,43.850418,0.107222,5
93,0,194.376475,0.499075,5
93,1,58.759370,0.150869,5
93,2,50.843786,0.130545,5
93,3,45.150722,0.115928,5
93,4,40.343407,0.103584,5
94,0,201.387232,0.498678,5
94,1,61.323594,0.151850,5
94,2,51.255068,0.126919,5
94,3,49.075212,0.121521,5
94,4,40.801063,0.101032,5
95,0,198.650191,0.497820,5
95,1,58.287158,0.146068,5
95,2,51.500304,0.129060,5
95,3,49.040734,0.122897,5
95,4,41.561858,0.104155,5
96,0,212.481711,0.494194,5
96,1,63.009348,0.146548,5
96,2,53.986474,0.125563,5
96,3,52.062323,0.121088,5
96,4,48.416277,0.112607,5
97,0,226.837453,0.497948,5
97,1,64.110332,0.140733,5
97,2,57.283266,0.125747,5
97,3,55.162129,0.121091,5
97,4,52.151423,0.114481,5
98,0,220.673316,0.499236,5
98,1,63.818272,0.144378,5
98,2,60.194213,0.136179,5
98,3,50.643319,0.114572,5
98,4,46.693066,0.105635,5
99,0,227.163871,0.499169,5
99,1,66.740139,0.146655,5
99,2,62.814150,0.138028,5
99,3,54.904222,0.120646,5
99,4,43.461367,0.095502,5
100,0,246.761384,0.498470,5
100,1,70.570238,0.142555,5
100,2,65.297236,0.131904,5
100,3,60.194830,0.121596,5
100,4,52.213898,0.105475,5
101,0,257.283215,0.499510,5
101,1,71.209292,0.138251,5
101,2,69.280056,0.134506,5
101,3,60.041437,0.116569,5
101,4,57.257681,0.111164,5
102,0,270.823333,0.496676,5
102,1,76.007999,0.139395,5
102,2,69.519056,0.127494,5
102,3,67.043752,0.122955,5
102,4,61.877356,0.113480,5
103,0,275.457715,0.498104,5
103,1,76.045554,0.137511,5
103,2,72.230547,0.130613,5
103,3,66.460551,0.120179,5
103,4,62.818618,0.113593,5
104,0,291.155721,0.498867,5
104,1,81.889649,0.140310,5
104,2,73.320901,0.125628,5
104,3,72.690829,0.124549,5
104,4,64.576761,0.110646,5
105,0,301.798003,0.499614,5
105,1,84.307968,0.139568,5
105,2,77.819262,0.128827,5
105,3,76.129182,0.126029,5
105,4,64.007756,0.105962,5
106,0,306.647321,0.499374,5
106,1,94.357109,0.153660,5
106,2,76.356766,0.124347,5
106,3,68.983808,0.112340,5
106,4,67.718642,0.110280,5
107,0,327.465705,0.500455,5
107,1,92.434221,0.141264,5
107,2,83.074669,0.126960,5
107,3,76.590383,0.117051,5
107,4,74.770960,0.114270,5
108,0,339.476909,0.498380,5
108,1,96.841349,0.142171,5
108,2,88.492559,0.129914,5
108,3,81.513445,0.119668,5
108,4,74.836593,0.109866,5
109,0,353.932677,0.499082,5
109,1,99.594170,0.140438,5
109,2,94.418073,0.133139,5
109,3,87.411850,0.123260,5
109,4,73.811240,0.104081,5
110,0,364.857926,0.499567,5
110,1,100.284616,0.137311,5
110,2,99.035004,0.135600,5
110,3,88.404780,0.121045,5
110,4,77.766336,0.106478,5
111,0,359.477030,0.499446,5
111,1,96.927244,0.134668,5
111,2,91.553030,0.127201,5
111,3,88.395262,0.122814,5
111,4,83.398484,0.115871,5
112,0,376.793045,0.499314,5
112,1,100.799852,0.133577,5
112,2,96.244308,0.127540,5
112,3,92.170572,0.122142,5
112,4,88.613140,0.117427,5
113,0,403.989908,0.499210,5
113,1,109.589565,0.135420,5
113,2,104.660403,0.129329,5
113,3,96.746338,0.119549,5
113,4,94.271700,0.116492,5
114,0,409.638947,0.499888,5
114,1,110.012763,0.134250,5
114,2,105.856379,0.129178,5
114,3,100.075708,0.122124,5
114,4,93.876887,0.114559,5
115,0,421.787854,0.500209,5
115,1,114.404926,0.135676,5
115,2,105.380204,0.124973,5
115,3,104.811932,0.124299,5
115,4,96.837877,0.114843,5
116,0,424.863369,0.499783,5
116,1,116.012928,0.136470,5
116,2,107.637276,0.126618,5
116,3,102.776704,0.120900,5
116,4,98.805629,0.116229,5
117,0,422.299406,0.499850,5
117,1,112.485557,0.133142,5
117,2,107.706866,0.127486,5
117,3,102.466738,0.121284,5
117,4,99.894192,0.118239,5
118,0,431.932584,0.499677,5
118,1,117.918078,0.136412,5
118,2,111.273363,0.128725,5
118,3,103.675416,0.119936,5
118,4,99.624284,0.115249,5
119,0,441.620635,0.499877,5
119,1,119.922581,0.135742,5
119,2,116.452797,0.131815,5
119,3,106.401315,0.120437,5
119,4,99.061434,0.112129,5
120,0,440.656944,0.500159,5
120,1,117.433391,0.133290,5
120,2,110.408288,0.125317,5
120,3,108.487208,0.123136,5
120,4,104.048336,0.118098,5
121,0,440.180726,0.499867,5
121,1,119.564239,0.135777,5
121,2,111.690950,0.126836,5
121,3,106.602342,0.121057,5
121,4,102.557670,0.116464,5
122,0,450.528443,0.499945,5
122,1,124.313358,0.137949,5
122,2,117.084219,0.129927,5
122,3,107.637555,0.119444,5
122,4,101.591989,0.112735,5
123,0,447.631603,0.499489,5
123,1,120.459990,0.134415,5
123,2,114.388780,0.127641,5
123,3,109.360415,0.122030,5
123,4,104.338553,0.116426,5
124,0,458.432283,0.499547,5
124,1,129.229425,0.140820,5
124,2,116.725226,0.127194,5
124,3,110.424961,0.120329,5
124,4,102.883371,0.112111,5
125,0,451.611412,0.499505,5
125,1,121.929398,0.134860,5
125,2,116.602908,0.128969,5
125,3,111.973846,0.123849,5
125,4,102.000280,0.112817,5
126,0,440.130953,0.499740,5
126,1,120.571025,0.136901,5
126,2,111.945274,0.127107,5
126,3,108.389622,0.123069,5
126,4,99.682615,0.113183,5
127,0,441.026938,0.499709,5
127,1,119.409991,0.135298,5
127,2,118.755660,0.134557,5
127,3,104.349658,0.118234,5
127,4,99.024762,0.112201,5
128,0,436.210386,0.499232,5
128,1,115.970581,0.132725,5
128,2,113.056335,0.129390,5
128,3,105.475331,0.120714,5
128,4,103.050583,0.117939,5
129,0,436.360955,0.499403,5
129,1,118.505339,0.135626,5
129,2,115.897317,0.132641,5
129,3,107.398048,0.122914,5
129,4,95.602968,0.109415,5
130,0,435.510110,0.499291,5
130,1,115.551998,0.132475,5
130,2,112.280734,0.128724,5
130,3,105.970057,0.121489,5
130,4,102.944689,0.118021,5
131,0,437.184034,0.499850,5
131,1,124.499095,0.142345,5
131,2,107.630641,0.123059,5
131,3,103.712082,0.118578,5
131,4,101.603944,0.116168,5
132,0,424.568566,0.499697,5
132,1,113.456972,0.133534,5
132,2,108.865248,0.128129,5
132,3,105.999597,0.124757,5
132,4,96.761188,0.113883,5
133,0,424.865957,0.499592,5
133,1,119.822228,0.140897,5
133,2,108.894622,0.128047,5
133,3,100.798107,0.118527,5
133,4,96.045036,0.112938,5
134,0,414.616590,0.498725,5
134,1,110.775024,0.133247,5
134,2,106.246362,0.127799,5
134,3,101.143414,0.121661,5
134,4,98.572548,0.118569,5
135,0,417.062661,0.499436,5
135,1,114.471604,0.137081,5
135,2,107.082056,0.128232,5
135,3,100.762223,0.120664,5
135,4,95.688809,0.114588,5
136,0,410.926833,0.499876,5
136,1,111.884346,0.136103,5
136,2,105.977027,0.128917,5
136,3,101.037134,0.122908,5
136,4,92.232889,0.112198,5
137,0,413.169447,0.500381,5
137,1,116.992330,0.141687,5
137,2,106.098883,0.128494,5
137,3,97.420058,0.117983,5
137,4,92.029230,0.111455,5
138,0,408.762180,0.500161,5
138,1,112.404723,0.137538,5
138,2,103.224682,0.126306,5
138,3,100.050183,0.122421,5
138,4,92.820128,0.113575,5
139,0,404.865454,0.499672,5
139,1,110.357283,0.136199,5
139,2,109.485009,0.135123,5
139,3,98.010269,0.120961,5
139,4,87.544679,0.108045,5
140,0,401.506968,0.500315,5
140,1,109.485081,0.136429,5
140,2,103.879238,0.129443,5
140,3,96.918263,0.120769,5
140,4,90.719031,0.113044,5
141,0,408.439071,0.499401,5
141,1,109.704309,0.134136,5
141,2,105.782844,0.129341,5
141,3,101.196899,0.123734,5
141,4,92.735161,0.113388,5
142,0,401.988466,0.499438,5
142,1,113.107792,0.140527,5
142,2,104.028322,0.129247,5
142,3,93.160910,0.115745,5
142,4,92.596340,0.115043,5
143,0,414.500887,0.500142,5
143,1,112.398627,0.135621,5
143,2,108.911139,0.131413,5
143,3,101.901697,0.122956,5
143,4,91.054828,0.109868,5
144,0,421.836071,0.498808,5
144,1,119.282865,0.141048,5
144,2,107.445477,0.127051,5
144,3,101.202343,0.119669,5
144,4,95.921011,0.113424,5
145,0,428.357996,0.499485,5
145,1,112.412379,0.131078,5
145,2,110.212046,0.128512,5
145,3,106.941063,0.124698,5
145,4,99.675364,0.116226,5
146,0,426.680470,0.499834,5
146,1,119.008816,0.139413,5
146,2,110.975990,0.130002,5
146,3,104.126943,0.121979,5
146,4,92.852964,0.108772,5
147,0,434.111245,0.498911,5
147,1,118.043164,0.135663,5
147,2,111.824327,0.128516,5
147,3,107.081599,0.123066,5
147,4,99.057863,0.113844,5
148,0,447.278043,0.499420,5
148,1,125.408985,0.140029,5
148,2,116.954701,0.130589,5
148,3,106.129780,0.118502,5
148,4,99.823663,0.111461,5
149,0,439.535977,0.499742,5
149,1,117.562129,0.133665,5
149,2,112.707722,0.128146,5
149,3,105.998525,0.120518,5
149,4,103.721979,0.117929,5
150,0,404.964474,0.539575,5
150,1,120.516247,0.160576,5
150,2,115.348060,0.153690,5
150,3,103.465935,0.137858,5
150,4,6.229928,0.008301,5
151,0,407.319496,0.538993,5
151,1,120.000452,0.158793,5
151,2,113.433006,0.150102,5
151,3,108.644182,0.143765,5
151,4,6.307397,0.008346,5
152,0,414.809663,0.540496,5
152,1,121.792014,0.158695,5
152,2,117.514991,0.153122,5
152,3,106.842471,0.139215,5
152,4,6.501994,0.008472,5
153,0,434.254357,0.540186,5
153,1,123.160510,0.153204,5
153,2,122.234294,0.152052,5
153,3,117.670460,0.146375,5
153,4,6.577788,0.008182,5
154,0,455.097541,0.538803,5
154,1,131.384157,0.155550,5
154,2,127.365030,0.150791,5
154,3,124.088399,0.146912,5
154,4,6.710031,0.007944,5
155,0,452.898270,0.538617,5
155,1,133.159035,0.158362,5
155,2,127.868522,0.152070,5
155,3,120.124359,0.142860,5
155,4,6.804499,0.008092,5
156,0,455.238347,0.540467,5
156,1,136.579524,0.162150,5
156,2,125.015840,0.148421,5
156,3,118.567117,0.140765,5
156,4,6.905239,0.008198,5
157,0,470.483119,0.539083,5
157,1,138.629139,0.158842,5
157,2,132.990931,0.152382,5
157,3,123.717492,0.141756,5
157,4,6.927170,0.007937,5
158,0,475.502417,0.537969,5
158,1,144.094605,0.163024,5
158,2,134.597801,0.152280,5
158,3,122.292210,0.138358,5
158,4,7.397273,0.008369,5
159,0,484.381500,0.541234,5
159,1,148.568341,0.166006,5
159,2,128.583543,0.143676,5
159,3,125.928704,0.140709,5
159,4,7.495727,0.008376,5
160,0,489.216904,0.539648,5
160,1,146.690066,0.161812,5
160,2,136.544319,0.150620,5
160,3,126.509520,0.139551,5
160,4,7.587575,0.008370,5
161,0,502.279213,0.539942,5
161,1,146.955233,0.157974,5
161,2,141.417077,0.152021,5
161,3,132.155377,0.142065,5
161,4,7.440533,0.007998,5
162,0,511.512086,0.543974,5
162,1,144.612255,0.153790,5
162,2,140.827905,0.149765,5
162,3,135.217369,0.143799,5
162,4,8.154901,0.008672,5
163,0,512.339745,0.544188,5
163,1,146.080368,0.155161,5
163,2,138.704598,0.147327,5
163,3,136.096725,0.144557,5
163,4,8.254154,0.008767,5
164,0,516.926298,0.540306,5
164,1,152.896027,0.159811,5
164,2,143.758914,0.150261,5
164,3,135.179943,0.141294,5
164,4,7.967721,0.008328,5
165,0,520.850990,0.542296,5
165,1,149.818866,0.155987,5
165,2,143.972055,0.149900,5
165,3,137.947345,0.143627,5
165,4,7.866324,0.008190,5
166,0,517.023493,0.540237,5
166,1,146.479904,0.153057,5
166,2,145.116158,0.151632,5
166,3,140.666500,0.146982,5
166,4,7.745245,0.008093,5
167,0,526.417813,0.539987,5
167,1,151.863456,0.155778,5
167,2,147.969428,0.151784,5
167,3,140.655686,0.144281,5
167,4,7.964848,0.008170,5
168,0,522.298219,0.540666,5
168,1,153.149887,0.158536,5
168,2,142.922241,0.147948,5
168,3,139.869643,0.144789,5
168,4,7.787098,0.008061,5
169,0,515.600101,0.541491,5
169,1,152.720336,0.160389,5
169,2,140.328911,0.147376,5
169,3,135.679621,0.142493,5
169,4,7.856921,0.008251,5
170,0,514.491104,0.541263,5
170,1,150.243415,0.158061,5
170,2,139.762836,0.147035,5
170,3,138.045570,0.145229,5
170,4,7.995263,0.008411,5
171,0,509.311727,0.542546,5
171,1,146.966588,0.156557,5
171,2,140.034561,0.149172,5
171,3,134.339238,0.143105,5
171,4,8.091493,0.008619,5
172,0,516.486310,0.542503,5
172,1,150.914093,0.158516,5
172,2,143.057840,0.150264,5
172,3,133.918532,0.140664,5
172,4,7.666922,0.008053,5
173,0,505.898582,0.541000,5
173,1,147.799205,0.158054,5
173,2,139.560998,0.149244,5
173,3,134.099772,0.143404,5
173,4,7.758486,0.008297,5
174,0,500.565704,0.539182,5
