t_idx,node_idx,fk_echo_impact
52,3,527.8546
52,4,555.9075
53,0,-2495.6592
53,1,685.2234
53,2,608.6819
53,3,562.6730
53,4,639.0809
54,0,-2730.2978
54,1,660.2586
54,2,691.4999
54,3,715.8270
54,4,662.7123
55,0,-2768.6497
55,1,679.1080
55,2,714.0203
55,3,681.2290
55,4,694.2924
56,0,-2642.4867
56,1,637.3662
56,2,684.9777
56,3,662.8377
56,4,657.3052
57,0,-2485.2385
57,1,679.5470
57,2,606.9884
57,3,567.1894
57,4,631.5137
58,0,-2191.8428
58,1,512.2682
58,2,530.4043
58,3,600.5730
58,4,548.5973
59,0,-1990.6414
59,1,491.4829
59,2,555.4503
59,3,491.1163
59,4,452.5919
