t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
8,4,1019.6200,1.9996,15.0656,0.2275
9,0,1043.0600,1.9983,12.1617,16.5959
9,1,1045.5700,1.9991,20.2126,-23.6591
9,2,1041.3900,1.9998,14.0610,7.0991
9,3,1077.1300,1.9987,15.5208,-0.1999
9,4,1043.9700,1.9979,15.4480,0.1640
10,0,1079.9000,1.9983,12.5688,14.5517
10,1,1069.2800,1.9995,21.0953,-28.0810
10,2,1077.5000,1.9986,13.5003,9.8943
10,3,1077.0300,1.9989,15.3672,0.5599
10,4,1058.7900,1.9992,14.8641,3.0751
11,0,1091.2000,1.9996,12.9585,11.0217
11,1,1097.4000,1.9987,20.2542,-25.4566
11,2,1067.9900,1.9979,13.2407,9.6106
11,3,1067.8400,1.9991,14.9529,1.0500
11,4,1085.5700,1.9992,14.4080,3.7742
12,0,1083.7700,1.9994,13.7562,8.5955
12,1,1073.0400,1.9994,19.8836,-22.0415
12,2,1106.2100,1.9994,12.8902,12.9255
12,3,1104.8600,1.9977,14.4025,5.3639
12,4,1105.4000,1.9983,16.4440,-4.8434
13,0,1116.1400,1.9985,13.4220,9.2517
13,1,1135.5800,1.9997,19.4955,-21.1158
13,2,1100.5900,1.9985,12.0015,16.3542
13,3,1110.3300,1.9981,15.1009,0.8568
13,4,1087.1800,1.9993,16.3417,-5.3470
14,0,1109.5900,1.9992,10.4172,19.1551
14,1,1105.6200,1.9985,20.4195,-30.8567
14,2,1101.6600,1.9988,11.1354,15.5642
14,3,1124.8400,1.9995,15.1648,-4.5829
14,4,1095.1500,1.9981,14.1041,0.7203
15,0,1128.7500,1.9997,10.8256,16.8692
15,1,1118.8300,1.9985,18.4342,-21.1742
15,2,1126.8900,1.9989,12.8342,6.8261
15,3,1139.1700,1.9984,14.8225,-3.1155
15,4,1133.1600,1.9988,14.0805,0.5944
16,0,1149.9100,2.0000,11.4537,14.0738
16,1,1136.0700,1.9982,18.5086,-21.2006
16,2,1158.2900,1.9992,12.6034,8.3250
16,3,1140.2300,1.9986,13.9385,1.6498
16,4,1137.3600,1.9992,14.8380,-2.8480
17,0,1125.2400,1.9987,16.8262,-8.7856
17,1,1123.2900,1.9986,19.0038,-19.6734
17,2,1137.6000,1.9994,12.4830,12.9303
17,3,1135.2000,1.9976,13.0275,10.2077
17,4,1102.1900,1.9985,14.0049,5.3210
18,0,1120.0800,1.9997,16.8519,-8.4344
18,1,1132.6200,1.9996,19.1471,-19.9104
18,2,1116.1000,1.9983,12.8154,11.7482
18,3,1122.9100,1.9989,12.7710,11.9702
18,4,1124.3500,1.9993,14.2398,4.6264
19,0,1112.8900,1.9996,17.5510,-10.7224
19,1,1112.0700,1.9998,17.4342,-10.1383
19,2,1124.3900,1.9997,16.1544,-3.7393
19,3,1095.4700,1.9994,11.1683,21.1911
19,4,1113.8600,1.9999,14.7248,3.4089
20,0,1117.5700,1.9991,18.0454,-13.6635
20,1,1090.9000,1.9988,17.4764,-10.8182
20,2,1109.4400,1.9995,16.2602,-4.7376
20,3,1081.4400,1.9991,10.7581,22.7733
20,4,1106.7300,1.9987,14.0235,6.4460
21,0,1093.4700,1.9994,18.0186,-12.0119
21,1,1109.1800,1.9990,18.3365,-13.6016
21,2,1099.3700,1.9989,16.2040,-2.9389
21,3,1090.5700,1.9981,10.3525,26.3186
21,4,1092.0100,1.9991,15.1695,2.2338
22,0,1134.0800,1.9996,17.6565,-11.7889
22,1,1105.3100,1.9997,19.3333,-20.1726
22,2,1120.7100,1.9998,14.4483,4.2521
22,3,1092.9400,1.9996,10.7520,22.7339
22,4,1111.3200,1.9995,14.3037,4.9754
23,0,1062.6800,1.9998,19.3049,-21.8820
23,1,1051.6100,1.9992,17.4584,-12.6491
23,2,1067.0900,1.9991,14.5113,2.0861
23,3,1071.1300,1.9990,8.7217,31.0342
23,4,1105.9100,1.9999,14.6464,1.4108
24,0,1059.6900,1.9988,19.1264,-18.2773
24,1,1068.0700,1.9994,19.7044,-21.1672
24,2,1052.1100,1.9995,13.8466,8.1214
24,3,1037.0500,1.9991,9.2907,30.9013
24,4,1056.3400,1.9996,15.3865,0.4218
25,0,1024.3100,1.9991,17.6613,-10.1864
25,1,1024.9300,1.9989,19.7391,-20.5754
25,2,1018.5200,1.9997,13.7534,9.3534
25,3,1050.4400,1.9995,12.3288,16.4764
25,4,1031.9000,1.9993,14.6377,4.9320
26,0,1038.4100,1.9991,19.1476,-12.7788
26,1,1045.3600,1.9987,19.5597,-14.8394
26,2,1025.1200,1.9988,16.9831,-1.9566
26,3,1036.4900,1.9992,12.3934,20.9920
26,4,1035.8000,1.9987,14.8752,8.5828
27,0,1001.8100,1.9969,19.3157,-12.3414
27,1,1038.3700,1.9989,18.6467,-8.9963
27,2,1046.1300,1.9988,18.2412,-6.9687
27,3,1027.0300,1.9985,12.4611,21.9315
27,4,1016.1400,1.9980,15.5724,6.3749
28,0,1009.9000,1.9999,19.2784,-14.2294
28,1,1030.7300,1.9980,17.8786,-7.2306
28,2,1011.9500,1.9996,17.6412,-6.0436
28,3,1018.3900,1.9988,11.8349,22.9882
28,4,1016.5100,1.9998,15.5294,4.5155
29,0,989.3600,1.9978,16.5247,-3.1882
29,1,976.5800,1.9990,18.0041,-10.5851
29,2,962.8700,1.9981,17.4849,-7.9891
29,3,1011.6400,1.9985,12.7565,15.6526
29,4,979.0300,1.9975,14.6651,6.1097
30,0,971.8900,1.9986,14.1876,8.2285
30,1,963.2300,1.9998,19.1334,-16.5003
30,2,966.8500,1.9990,19.0211,-15.9389
30,3,967.6600,1.9999,12.7033,15.6498
30,4,975.2500,1.9991,14.1211,8.5609
31,0,915.8100,1.9999,14.5062,7.5054
31,1,928.2800,1.9988,18.5487,-12.7069
31,2,958.8800,1.9993,19.6416,-18.1719
31,3,921.1500,1.9999,13.3235,13.4187
31,4,914.2800,1.9992,14.0163,9.9547
32,0,951.1100,1.9981,14.4718,2.3064
32,1,963.5800,1.9994,16.2946,-6.8080
32,2,918.3200,1.9993,17.0050,-10.3599
32,3,947.9200,1.9990,13.2871,8.2295
32,4,898.1900,1.9987,13.6067,6.6319
33,0,942.3600,1.9977,15.2827,-2.0819
33,1,935.5100,1.9989,16.2777,-7.0572
33,2,922.7500,1.9994,15.9670,-5.5038
33,3,941.7400,1.9988,13.0578,9.0425
33,4,920.8600,1.9977,13.7462,5.6004
34,0,881.9300,1.9987,15.1766,0.1054
34,1,920.2100,1.9989,17.4197,-11.1098
34,2,907.2700,1.9991,16.0241,-4.1319
34,3,929.7300,1.9997,13.7990,6.9936
34,4,909.1400,1.9992,13.5692,8.1427
35,0,894.5400,1.9976,16.4218,-6.4989
35,1,886.6400,1.9988,17.3325,-11.0524
35,2,893.3700,1.9985,15.4761,-1.7704
35,3,907.3500,1.9979,13.0272,10.4741
35,4,866.0200,1.9995,13.3526,8.8476
36,0,903.1400,1.9975,15.0930,0.9700
36,1,886.1400,1.9982,18.9970,-18.5499
36,2,902.1500,1.9982,15.8765,-2.9473
36,3,898.4800,1.9984,13.0857,11.0065
36,4,873.7900,1.9995,13.3829,9.5207
37,0,881.4300,1.9992,15.2679,-0.5102
37,1,886.8100,1.9985,17.3398,-10.8699
37,2,897.4400,1.9983,16.1687,-5.0143
37,3,884.4700,1.9989,13.3585,9.0367
37,4,884.1500,1.9996,13.6943,7.3577
38,0,872.3100,1.9988,15.2743,-0.4977
38,1,905.1000,1.9992,17.8048,-13.1506
38,2,879.1600,1.9973,16.2187,-5.2198
38,3,854.5500,1.9988,12.0766,15.4907
38,4,863.3400,1.9970,14.4992,3.3775
39,0,876.5400,1.9995,13.5087,6.1367
39,1,889.9400,1.9974,18.4270,-18.4544
39,2,872.6600,1.9990,14.9237,-0.9382
39,3,908.0100,1.9986,12.5096,11.1324
39,4,877.5900,1.9989,14.3114,2.1235
40,0,862.3000,1.9979,12.9904,7.2589
40,1,840.6400,1.9994,18.2612,-19.0955
40,2,851.5600,1.9998,14.0065,2.1781
40,3,858.4000,1.9988,12.8489,7.9664
40,4,862.2200,1.9977,14.1037,1.6920
41,0,885.0800,1.9993,11.4585,12.6812
41,1,862.5700,1.9972,18.4273,-22.1623
41,2,873.3500,1.9992,13.9917,0.0157
41,3,869.5800,1.9996,12.1649,9.1497
41,4,864.8400,1.9979,13.9317,0.3157
42,0,874.0700,1.9992,11.4283,11.7906
42,1,867.1100,1.9984,18.0599,-21.3673
42,2,874.8400,1.9973,13.9705,-0.9203
42,3,878.7600,1.9968,11.4447,11.7090
42,4,857.9800,1.9984,14.0289,-1.2120
43,0,846.9500,1.9992,16.5366,-10.4515
43,1,854.7300,1.9981,16.9575,-12.5561
43,2,862.4000,1.9986,12.3791,10.3357
43,3,851.7000,1.9973,11.4698,14.8822
43,4,865.5800,1.9978,14.8883,-2.2103
44,0,845.2000,1.9978,16.2788,-12.1128
44,1,861.1900,1.9981,16.6406,-13.9219
44,2,853.1400,1.9996,10.6543,16.0094
44,3,840.3500,1.9983,10.7980,15.2910
44,4,857.6000,1.9995,14.9094,-5.2657
45,0,866.5100,1.9981,17.8648,-18.9909
45,1,888.8900,1.9992,16.8721,-14.0270
45,2,867.1500,1.9977,9.9964,20.3515
45,3,881.6100,1.9990,10.7371,16.6479
45,4,889.4000,2.0000,14.8630,-3.9815
46,0,890.6400,1.9997,16.0588,-11.6615
46,1,863.7900,1.9996,16.9046,-15.8906
46,2,876.0200,1.9980,9.7316,19.9741
46,3,857.1700,1.9972,10.8191,14.5367
46,4,903.0600,1.9984,15.1182,-6.9587
47,0,897.7100,1.9996,14.8787,-5.6167
47,1,886.4500,1.9971,15.6784,-9.6151
47,2,893.7500,1.9998,15.5414,-8.9303
47,3,916.6800,1.9989,8.6541,25.5061
47,4,881.5100,1.9985,14.0242,-1.3440
48,0,895.2400,1.9996,15.3094,-2.2422
48,1,896.0800,1.9971,19.1146,-21.2678
48,2,865.9000,1.9974,15.6136,-3.7630
48,3,882.2700,1.9985,10.2321,23.1445
48,4,885.7700,1.9978,14.0353,4.1284
49,0,887.2200,1.9976,16.6774,-2.0829
49,1,887.9400,1.9992,18.8005,-12.6985
49,2,909.1600,1.9984,18.7269,-12.3305
49,3,894.9600,1.9975,10.3860,29.3740
49,4,882.7800,1.9986,16.7132,-2.2621
50,0,903.6700,1.9978,16.6293,-5.6888
50,1,863.1000,1.9997,18.0036,-12.5602
50,2,909.8600,1.9996,18.4452,-14.7685
50,3,895.1500,1.9979,9.2019,31.4484
50,4,889.1200,1.9980,15.1777,1.5691
51,0,884.1000,1.9983,16.6408,-3.9889
51,1,879.7700,1.9963,19.7800,-19.6850
51,2,867.9600,1.9999,18.4254,-12.9118
51,3,881.2000,1.9970,9.4280,32.0753
51,4,886.6500,1.9998,14.9410,4.5103
52,0,941.0800,1.9997,17.1451,-7.0772
52,1,907.7900,1.9987,19.7318,-20.0106
52,2,943.3800,1.9972,18.3932,-13.3176
52,3,919.4600,1.9977,9.0471,33.4126
52,4,916.1100,1.9998,14.3311,6.9929
53,0,911.9500,1.9972,17.2396,-5.9986
53,1,931.4600,1.9989,20.5762,-22.6818
53,2,927.0800,1.9987,18.5921,-12.7612
53,3,919.9400,1.9983,9.8633,30.8831
53,4,941.9300,1.9990,13.9282,10.5585
54,0,931.9800,1.9998,18.7049,-11.0667
54,1,910.9900,1.9991,20.8056,-21.5700
54,2,904.3200,1.9976,18.4164,-9.6242
54,3,934.0700,1.9974,9.9459,32.7286
54,4,942.6600,1.9998,14.5851,9.5323
55,0,938.3700,1.9992,19.9560,-13.5463
55,1,960.9600,1.9998,22.9172,-28.3524
55,2,929.7600,1.9994,18.3703,-5.6178
55,3,947.3500,1.9981,10.4060,34.2036
55,4,965.5200,1.9994,14.5841,13.3129
56,0,966.1300,1.9997,18.0508,-3.7495
56,1,940.1000,1.9975,23.4325,-30.6584
56,2,947.3500,1.9991,19.2623,-9.8071
56,3,953.3400,1.9979,10.8795,32.1067
56,4,938.5800,1.9988,14.8792,12.1083
57,0,939.4100,1.9992,17.2653,1.8868
57,1,949.1800,1.9995,24.0361,-31.9674
57,2,938.8800,1.9989,20.6124,-14.8488
57,3,944.7800,1.9995,11.3910,31.2582
57,4,945.4700,1.9988,14.9084,13.6712
58,0,937.3200,1.9996,15.7041,6.9235
58,1,940.5700,1.9988,23.4727,-31.9192
58,2,911.5900,1.9997,20.6510,-17.8110
58,3,940.1000,1.9985,10.7765,31.5617
58,4,952.2400,1.9992,14.8398,11.2449
59,0,958.6200,1.9979,16.1372,5.3575
59,1,962.2000,1.9962,23.7226,-32.5697
59,2,967.0400,1.9998,20.5269,-16.5912
59,3,941.1900,1.9981,10.9366,31.3608
59,4,988.1500,1.9980,14.7202,12.4425
60,0,970.5700,1.9991,16.1595,2.2514
60,1,947.2400,2.0000,22.2270,-28.0862
60,2,935.4600,1.9993,16.1170,2.4641
60,3,961.6800,1.9991,14.0759,12.6694
60,4,952.4900,1.9985,14.4696,10.7013
61,0,961.8800,1.9990,14.7537,2.3228
61,1,991.9600,1.9997,17.3865,-10.8412
61,2,974.8200,1.9994,16.1790,-4.8040
61,3,969.9900,1.9987,13.1755,10.2138
61,4,935.9100,1.9996,14.5965,3.1086
62,0,948.5000,1.9993,15.2513,-7.9807
62,1,955.3400,1.9969,16.1086,-12.2669
62,2,976.3900,1.9996,12.0959,7.7966
62,3,957.6900,1.9994,14.7585,-5.5166
62,4,966.2000,1.9993,10.0617,17.9676
63,0,917.1900,1.9975,15.1859,-7.9786
63,1,937.0100,1.9992,16.0034,-12.0662
63,2,941.0300,1.9998,11.2398,11.7518
63,3,929.4900,1.9998,14.7070,-5.5841
63,4,958.6400,1.9995,10.8147,13.8771
64,0,945.2900,1.9987,18.2396,-21.3232
64,1,959.9100,1.9998,16.5681,-12.9657
64,2,922.1200,1.9995,10.9598,15.0759
64,3,967.0000,1.9992,14.6556,-3.4034
64,4,953.9400,1.9986,9.4516,22.6165
65,0,956.2600,1.9999,19.0151,-23.4788
65,1,949.5500,1.9998,16.8097,-12.4520
65,2,906.6700,1.9998,11.0378,16.4076
65,3,938.2900,1.9979,15.1129,-3.9678
65,4,919.9500,1.9972,9.6211,23.4911
66,0,933.2600,1.9973,19.1455,-24.2237
66,1,916.5700,1.9985,15.8377,-7.6848
66,2,942.1200,1.9984,10.4559,19.2241
66,3,910.4800,1.9995,14.4825,-0.9088
66,4,898.3500,1.9994,11.5821,13.5932
67,0,920.2700,1.9993,18.4934,-22.6713
67,1,935.7500,1.9987,16.1203,-10.8062
67,2,907.6900,1.9998,9.9232,20.1793
67,3,935.8900,1.9978,14.2158,-1.2838
67,4,916.3800,1.9989,11.0427,14.5820
68,0,888.6600,1.9974,17.6881,-19.5435
68,1,894.4200,1.9976,14.3032,-2.6191
68,2,883.3100,1.9984,10.6605,15.5944
68,3,870.0100,1.9990,15.0341,-6.2732
68,4,871.6200,1.9969,11.2111,12.8414
69,0,878.7300,1.9998,19.1923,-28.7430
69,1,880.2500,1.9980,13.3610,0.4133
69,2,860.2600,1.9981,10.1264,16.5863
69,3,871.5600,1.9979,14.7861,-6.7124
69,4,866.7600,1.9986,9.7525,18.4558
70,0,835.1400,1.9981,19.2169,-33.0671
70,1,844.2800,1.9979,12.3777,1.1290
70,2,818.3800,1.9991,7.5371,25.3321
70,3,839.2500,1.9995,14.3640,-8.8025
70,4,847.4100,1.9961,9.5218,15.4086
71,0,836.1900,1.9990,19.3150,-29.9988
71,1,824.3300,1.9987,13.9737,-3.2920
71,2,824.4500,1.9978,8.4415,24.3690
71,3,872.3700,1.9999,14.2923,-4.8851
71,4,837.5200,1.9978,10.5539,13.8068
72,0,802.6400,1.9984,18.4376,-19.9904
72,1,805.6200,1.9975,13.8601,2.8971
72,2,803.9400,1.9993,11.9125,12.6354
72,3,791.7200,1.9960,16.6755,-11.1797
72,4,814.8800,1.9985,11.3121,15.6376
73,0,793.4500,1.9983,18.4036,-21.9548
73,1,779.3000,1.9973,13.1678,4.2241
73,2,802.3100,1.9982,12.6852,6.6372
73,3,827.7400,1.9991,15.2083,-5.9784
73,4,793.9400,1.9975,10.5982,17.0719
74,0,742.5300,1.9983,18.4254,-21.3976
74,1,746.2500,1.9993,13.0963,5.2480
74,2,753.4300,1.9971,12.1250,10.1045
74,3,783.3100,1.9973,16.2267,-10.4041
74,4,766.3200,1.9975,10.8560,16.4492
75,0,744.4200,1.9971,17.4420,-15.6285
75,1,732.8000,1.9952,14.2577,0.2931
75,2,722.3500,1.9996,12.4064,9.5495
75,3,732.5700,1.9986,16.2632,-9.7345
75,4,746.8800,1.9997,11.2123,15.5204
76,0,697.5900,1.9978,17.9486,-15.8060
76,1,686.8600,1.9994,14.6225,0.8246
76,2,706.3700,1.9968,14.4726,1.5738
76,3,698.8400,1.9975,16.0049,-6.0877
76,4,706.0000,1.9966,10.8883,19.4953
77,0,657.1300,1.9966,14.0838,1.8526
77,1,697.9500,1.9993,13.0796,6.8734
77,2,684.9600,1.9991,16.3408,-9.4323
77,3,674.1900,1.9967,18.1703,-18.5798
77,4,669.8100,1.9966,10.5971,19.2860
78,0,657.5400,1.9979,16.1465,-5.8590
78,1,664.4600,1.9989,13.6816,6.4652
78,2,652.6800,1.9951,16.8494,-9.3735
78,3,663.3600,1.9982,17.8951,-14.6019
78,4,668.6400,1.9965,10.3008,23.3693
79,0,589.1000,1.9942,16.0679,-6.7079
79,1,615.4300,1.9974,14.5961,0.6512
79,2,640.7300,1.9975,17.6412,-14.5745
79,3,597.6600,1.9977,17.9015,-15.8757
79,4,603.8400,1.9988,7.4249,36.5069
80,0,595.6200,1.9958,16.0380,-7.7659
80,1,614.8200,1.9992,14.2239,1.3049
80,2,570.3700,1.9952,17.3712,-14.4316
80,3,616.3500,1.9992,17.9826,-17.4886
80,4,613.1200,1.9971,6.8086,38.3812
81,0,557.2400,1.9979,16.4448,-7.9761
81,1,555.5700,1.9974,16.7810,-9.6570
81,2,564.2200,1.9974,17.1635,-11.5697
81,3,576.3000,1.9942,17.4485,-12.9943
81,4,551.1700,1.9995,6.4102,42.1970
82,0,509.4300,1.9996,13.0990,6.0696
82,1,523.6600,1.9966,17.0700,-13.7856
82,2,533.0900,1.9984,17.4009,-15.4397
82,3,533.1400,1.9992,17.5095,-15.9827
82,4,534.0600,1.9927,6.4853,39.1383
83,0,513.6500,1.9913,13.7421,3.9835
83,1,540.8500,1.9983,17.1268,-12.9400
83,2,529.6300,1.9976,17.7148,-15.8799
83,3,510.7600,1.9978,17.7227,-15.9194
83,4,499.2700,1.9963,6.3877,40.7557
84,0,500.3000,1.9950,13.4799,5.4954
84,1,490.4000,1.9925,16.0372,-7.2914
84,2,507.0200,1.9966,17.6167,-15.1887
84,3,491.4200,1.9966,19.5913,-25.0618
84,4,485.0200,1.9985,6.1697,42.0465
85,0,470.0400,1.9989,13.3357,1.8520
85,1,493.7500,1.9912,16.1523,-12.2311
85,2,494.7700,1.9973,13.6199,0.4314
85,3,482.8800,1.9964,17.4784,-18.8612
85,4,500.8400,1.9986,7.9443,28.8090
86,0,481.5100,1.9896,14.2257,1.0307
86,1,454.7600,1.9995,18.6075,-20.8781
86,2,445.3700,1.9967,13.6295,4.0115
86,3,449.1800,1.9889,16.9265,-12.4734
86,4,449.8800,1.9874,8.7700,28.3093
87,0,438.7400,1.9942,14.2794,2.3240
87,1,432.0100,1.9893,20.1096,-26.8272
87,2,436.4800,1.9957,14.9415,-0.9868
87,3,441.9800,1.9926,16.0586,-6.5720
87,4,451.6700,1.9963,8.3318,32.0620
88,0,412.0300,1.9959,15.4788,-0.6352
88,1,414.6800,1.9909,19.2504,-19.4929
88,2,433.7600,1.9959,17.1836,-9.1588
88,3,422.8900,1.9931,15.2004,0.7569
88,4,428.9000,1.9954,9.6458,28.5300
89,0,445.0200,1.9995,17.4898,-6.6056
89,1,424.0100,1.9965,20.4391,-21.3522
89,2,404.6100,1.9983,16.7554,-2.9340
89,3,438.5800,1.9914,15.3899,3.8934
89,4,408.2200,1.9970,10.7689,26.9984
90,0,410.4800,1.9941,18.2368,-10.2527
90,1,411.9900,1.9854,21.1591,-24.8645
90,2,421.7800,1.9948,16.4051,-1.0945
90,3,405.2000,1.9903,14.3538,9.1620
90,4,414.0700,1.9892,10.7763,27.0497
91,0,434.5600,1.9976,15.8523,0.3490
91,1,428.5700,1.9856,21.0438,-25.6084
91,2,414.6600,1.9934,17.0700,-5.7397
91,3,457.3400,1.9999,14.5641,6.7898
91,4,406.6700,1.9819,11.0802,24.2093
92,0,407.7800,1.9930,15.7915,6.6265
92,1,397.8700,1.9904,20.7810,-18.3209
92,2,411.2300,1.9975,20.7376,-18.1038
92,3,414.6400,1.9938,14.6345,12.4118
92,4,405.6200,1.9912,13.6395,17.3865
93,0,393.3800,1.9913,15.7588,10.1920
93,1,377.5200,1.9993,21.4155,-18.0915
93,2,382.4100,1.9894,22.5537,-23.7824
93,3,385.8400,1.9899,14.3277,17.3474
93,4,396.7100,1.9920,14.9303,14.3344
94,0,419.4700,1.9964,15.2746,10.2372
94,1,394.6000,1.9894,19.7274,-12.0269
94,2,382.8600,1.9950,22.6656,-26.7176
94,3,416.0800,1.9985,13.9259,16.9805
94,4,398.2900,1.9969,15.0167,11.5268
95,0,389.4900,1.9879,15.2022,9.9049
95,1,403.0700,1.9938,19.0523,-9.3457
95,2,408.2200,1.9948,22.2478,-25.3233
95,3,394.7100,1.9967,14.3014,14.4086
95,4,387.5700,1.9948,15.1121,10.3555
96,0,415.7400,1.9979,14.1959,13.8311
96,1,424.2000,1.9911,18.9707,-10.0432
96,2,431.4200,1.9975,22.1877,-26.1280
96,3,413.3400,1.9836,14.0943,14.3388
96,4,436.8600,1.9796,15.3618,8.0013
97,0,459.9000,1.9965,14.1075,11.5004
97,1,451.0200,1.9948,18.8148,-12.0366
97,2,458.4900,1.9962,21.5868,-25.8965
97,3,455.6500,1.9985,12.4121,19.9770
97,4,441.6200,1.9961,15.1164,6.4557
98,0,427.9100,1.9981,18.5360,-5.8011
98,1,451.5000,1.9989,19.0601,-8.4218
98,2,432.3100,1.9927,21.7867,-22.0549
98,3,430.7900,1.9931,13.5561,19.0983
98,4,455.7300,1.9874,13.9398,17.1795
99,0,437.1100,1.9918,17.1468,-1.8364
99,1,462.9200,1.9939,17.6237,-4.2208
99,2,454.7000,1.9915,21.5191,-23.6975
99,3,455.6100,1.9953,13.8867,14.4642
99,4,458.4200,1.9977,13.7215,15.2905
100,0,471.4100,1.9966,18.0041,-6.4154
100,1,487.8500,1.9900,17.1988,-2.3888
100,2,509.8500,1.9969,20.7024,-19.9066
100,3,505.3800,1.9963,13.6985,15.1125
100,4,488.0100,1.9962,14.0014,13.5983
101,0,525.7900,1.9969,17.7651,-4.2353
101,1,523.9000,1.9985,18.9433,-10.1261
101,2,504.8300,1.9978,21.5110,-22.9645
101,3,510.2300,1.9927,13.3343,17.9187
101,4,501.0500,1.9958,13.0367,19.4071
102,0,540.2800,1.9957,15.4545,3.3774
102,1,544.7700,1.9986,17.8596,-8.6478
102,2,544.0800,1.9895,21.3407,-26.0536
102,3,529.6200,1.9917,13.2588,14.3563
102,4,546.7900,1.9944,12.7365,16.9678
103,0,546.5300,1.9988,14.9129,3.6030
103,1,543.4500,1.9993,17.0138,-6.9015
103,2,551.8500,1.9931,20.9416,-26.5404
103,3,561.0200,1.9974,12.2853,16.7410
103,4,549.7300,1.9937,13.0139,13.0980
104,0,561.2600,1.9986,15.1775,0.5885
104,1,582.4600,1.9985,15.7584,-2.3158
104,2,586.9300,1.9964,20.5599,-26.3234
104,3,583.8800,1.9970,12.1770,15.5910
104,4,594.9900,1.9958,12.8033,12.4597
105,0,583.4700,1.9957,15.6626,-10.0815
105,1,633.8700,1.9995,15.2669,-8.1030
105,2,611.9800,1.9971,15.4263,-8.9004
105,3,578.2800,1.9971,12.1218,7.6222
105,4,606.7800,1.9997,9.7537,19.4628
106,0,603.9400,1.9962,15.7677,-14.8546
106,1,610.9800,1.9928,13.9535,-5.7836
106,2,637.0400,1.9956,13.4593,-3.3125
106,3,590.2500,1.9985,12.3827,2.0704
106,4,621.3100,1.9979,8.4207,21.8803
107,0,652.8100,1.9966,15.6866,-7.7151
107,1,657.1400,1.9997,15.4186,-6.3750
107,2,649.1000,1.9973,13.2377,4.5291
107,3,642.7500,1.9981,17.1792,-15.1783
107,4,665.9800,1.9988,9.1957,24.7394
108,0,644.7100,1.9984,14.4163,-1.2762
108,1,695.5000,1.9953,16.0769,-9.5793
108,2,694.0100,1.9954,13.0653,5.4788
108,3,676.9700,1.9937,16.7541,-12.9656
108,4,680.5700,1.9993,10.4925,18.3423
109,0,684.1600,1.9965,13.2362,2.2296
109,1,706.2200,1.9979,15.8569,-10.8740
109,2,717.0800,1.9965,12.5942,5.4395
109,3,700.9400,1.9952,16.5540,-14.3597
109,4,728.8200,1.9977,10.1692,17.5646
110,0,740.4000,1.9949,12.2755,7.1741
110,1,745.4200,1.9982,16.7124,-15.0107
110,2,710.4500,1.9978,13.1955,2.5740
110,3,712.7000,1.9963,15.9409,-11.1533
110,4,737.3900,1.9990,10.4271,16.4159
111,0,708.6500,1.9992,8.9661,20.3902
111,1,719.6500,1.9995,17.0640,-20.0993
111,2,706.6600,1.9987,13.7012,-3.2852
111,3,725.3400,1.9989,15.1727,-10.6430
111,4,733.1400,1.9970,10.3167,13.6373
112,0,765.9500,1.9970,12.9198,3.0649
112,1,753.1900,1.9994,15.9074,-11.8733
112,2,748.6400,1.9991,13.6615,-0.6437
