t_idx,time_label,node_idx,node_label,account_category,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
3,2020-04,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
3,2020-04,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-8.6042,9
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.3176,8.5,4,0.0,-7.1455,0
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,-13.7055,9
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,57.1933,9
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,36.7226,5.1794,5,0.0,-9.3487,0
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-20.83,9
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,15.4759,9
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.284,5,0.0,-63.3562,0
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,6.8301,10,0.0,76.8725,0
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,6.7987,6
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,67.2201,1
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,404.4422,1
4,2020-05,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
4,2020-05,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-13.0798,5
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.3839,8.5,4,0.0,-16.978,5
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,14.9233,5
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0001,-87.9581,5
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,36.867,5.4028,5,0.0,-23.5552,5
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-26.6847,8
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,20.019,5
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.5609,5,0.0001,-61.0211,5
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8662,7.3883,10,0.0,-7.641,5
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-20.462,5
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-9.7701,5
5,2020-06,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,-64.8107,5
5,2020-06,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
5,2020-06,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
5,2020-06,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
5,2020-06,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
6,2020-07,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-11.1129,6
6,2020-07,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.5172,8.5,4,0.0,-9.1897,6
6,2020-07,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,12.3247,5
6,2020-07,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,11.6343,6
6,2020-07,4,04_ACC_Cash_DPT_Admin,Asset,37.1571,4.938,5,0.0,-10.6529,6
6,2020-07,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-14.1834,6
6,2020-07,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,6.9679,2
6,2020-07,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.1887,5,0.0,-55.7349,5
6,2020-07,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8662,6.6374,10,0.0,-6.0167,6
6,2020-07,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-13.928,6
6,2020-07,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-8.9969,6
6,2020-07,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0,-32.2308,6
6,2020-07,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
6,2020-07,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
6,2020-07,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
6,2020-07,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
7,2020-08,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-9.5761,5
7,2020-08,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.4438,8.5,4,0.0,-7.116,8
7,2020-08,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,12.3169,5
7,2020-08,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,-14.1116,5
7,2020-08,4,04_ACC_Cash_DPT_Admin,Asset,36.9972,5.0719,5,0.0,-6.2862,5
7,2020-08,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,10.2991,8
7,2020-08,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,5.937,2
7,2020-08,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.0623,5,0.0,-24.3831,5
7,2020-08,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,6.9815,10,0.0,-6.2667,6
7,2020-08,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-10.7547,5
7,2020-08,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-9.0077,6
7,2020-08,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,-41.3714,6
7,2020-08,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
7,2020-08,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
7,2020-08,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
7,2020-08,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0001,-25.2982,7
8,2020-09,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.2948,8.5,4,0.0,6.5906,9
8,2020-09,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0001,21.5283,7
8,2020-09,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0001,-18.3772,7
8,2020-09,4,04_ACC_Cash_DPT_Admin,Asset,34.4964,6.1623,5,0.0,5.067,9
8,2020-09,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0001,18.6981,7
8,2020-09,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0001,-25.585,7
8,2020-09,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,8.0397,5,0.0,-3.38,6
8,2020-09,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.6119,10,0.0001,-25.3754,7
8,2020-09,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0001,11.8336,7
8,2020-09,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0002,-31.1013,7
8,2020-09,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0156,-278.5304,7
8,2020-09,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
8,2020-09,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
8,2020-09,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
8,2020-09,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0013,21.682,2
9,2020-10,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.4892,8.5,4,0.0028,31.2604,2
9,2020-10,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0003,-9.2485,3
9,2020-10,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0002,-8.1513,2
9,2020-10,4,04_ACC_Cash_DPT_Admin,Asset,37.0961,5.4142,5,0.0015,22.9971,2
9,2020-10,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0009,19.9541,7
9,2020-10,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0011,-19.8219,2
9,2020-10,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.6309,5,0.0002,-7.6269,2
9,2020-10,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.4238,10,0.0006,14.02,2
9,2020-10,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0024,28.7277,2
9,2020-10,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0008,16.7225,2
9,2020-10,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0386,116.4639,2
9,2020-10,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
9,2020-10,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
9,2020-10,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
9,2020-10,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.014,-18.3737,2
10,2020-11,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.8093,8.5,4,0.1625,-62.9048,3
10,2020-11,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0349,20.758,3
10,2020-11,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0163,18.5209,2
10,2020-11,4,04_ACC_Cash_DPT_Admin,Asset,35.6163,5.6883,5,0.0149,-18.8765,2
10,2020-11,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0042,-10.287,2
10,2020-11,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0105,-16.479,2
10,2020-11,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,7.5261,5,0.0224,-24.7246,2
10,2020-11,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.5277,10,0.0106,-15.891,2
10,2020-11,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0226,24.2553,2
10,2020-11,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0114,-16.521,2
10,2020-11,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.6601,-125.6388,2
10,2020-11,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
10,2020-11,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
10,2020-11,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
10,2020-11,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.002,-14.281,3
11,2020-12,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.0635,8.5,4,0.0131,-43.9185,3
11,2020-12,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0024,10.7247,3
11,2020-12,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0019,10.6946,2
11,2020-12,4,04_ACC_Cash_DPT_Admin,Asset,35.8451,5.4198,0,0.0028,-17.0315,3
11,2020-12,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0018,-12.8075,3
11,2020-12,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0044,-19.3197,2
11,2020-12,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,10.0,0.0,0,0.0034,-18.7606,2
11,2020-12,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.1071,10,0.0017,-13.2886,3
11,2020-12,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,39.9492,8.5,1,0.0069,25.0734,2
11,2020-12,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0025,-16.1512,3
11,2020-12,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0692,-85.7079,3
11,2020-12,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
11,2020-12,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
11,2020-12,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
11,2020-12,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
