t_idx,time_label,node_idx,node_label,account_category,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
2,2020-03,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,34872.39,-0.0,16385.3045,-20546.3812
2,2020-03,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2542.0,0.4211,591.4035,109260.2955
2,2020-03,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,72789.56,0.4393,26017.8112,-59706.8768
2,2020-03,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,468585.33,-0.0,132868.0203,-58334.8762
2,2020-03,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,120667.0127
2,2020-03,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,75050.8385
2,2020-03,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
2,2020-03,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
2,2020-03,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
2,2020-03,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,138984.89,-0.0,24208.2603,16960.7876
3,2020-04,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,227273.44,-0.0,65114.0317,59005.3707
3,2020-04,2,02_ACC_COGS_DPT_Prod_A,Expense,237853.96,-0.0,64597.7072,31907.3245
3,2020-04,3,03_ACC_COGS_DPT_Prod_B,Expense,109867.1,-0.0,33097.6611,-16331.0748
3,2020-04,4,04_ACC_Cash_DPT_Admin,Asset,64039.31,1.7625,33415.06,-77084.2119
3,2020-04,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,306600.62,-0.0,96505.0317,-224248.5916
3,2020-04,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,36887.0,-0.0,16766.5863,-16533.3016
3,2020-04,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1117.36,0.3739,668.7963,144680.2892
3,2020-04,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,90095.54,0.5384,31962.2482,-71678.4843
3,2020-04,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,552705.74,-0.0,155818.374,-90704.3423
3,2020-04,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,161882.34
3,2020-04,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,82143.8946
3,2020-04,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
3,2020-04,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
3,2020-04,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,135414.38,-0.0,17418.8319,25539.2948
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,169763.73,-0.0,55411.8246,32756.5359
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,266741.28,-0.0,46961.5811,60492.5382
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,120697.46,-0.0,22935.4969,-15274.0602
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,72922.8,1.6496,31530.2583,-83860.0835
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,395852.38,-0.0,107454.1193,-274440.2251
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,22843.04,-0.0,7661.4367,911.7385
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,3459.42,0.5922,960.5516,143764.1594
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,107622.19,0.7148,28846.7002,-69121.2688
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,617711.86,-0.0,112049.9268,-56638.1022
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,167831.0778
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,68038.3953
4,2020-05,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
4,2020-05,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,125589.49,-0.0,17410.8071,18667.6912
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,151758.8,-0.0,63837.7448,-9853.5397
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,307094.58,-0.0,38022.1415,68161.7603
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,134195.36,-0.0,15819.9936,-7498.1156
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,103691.85,1.6279,31250.5323,-74128.4901
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,488908.38,-0.0,106183.9018,-279653.9445
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,16851.62,-0.0,8321.878,-8270.0209
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1760.46,0.5014,875.6195,143129.4537
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,132933.38,0.5596,22238.7731,-49305.5123
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,704651.24,-0.0,86571.4176,-22733.6728
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,159673.2072
5,2020-06,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,61811.1834
5,2020-06,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
5,2020-06,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
5,2020-06,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
5,2020-06,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
6,2020-07,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,117988.2,-0.0,8257.671,47851.4715
6,2020-07,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,245049.93,-0.0,38746.9802,85546.9929
6,2020-07,2,02_ACC_COGS_DPT_Prod_A,Expense,378546.96,-0.0,52830.8637,36373.7812
6,2020-07,3,03_ACC_COGS_DPT_Prod_B,Expense,169073.87,-0.0,22295.7162,-14805.391
6,2020-07,4,04_ACC_Cash_DPT_Admin,Asset,170518.15,1.6139,41777.9284,-161025.0653
6,2020-07,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,539525.53,-0.0,89204.6449,-213923.1455
6,2020-07,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,21379.22,-0.0,7490.3252,684.6661
6,2020-07,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2310.6,0.6204,859.9255,135893.1219
6,2020-07,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,148746.52,0.7586,22588.8851,-59508.9844
6,2020-07,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,875874.8,-0.0,121263.0248,-82516.0446
6,2020-07,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,153571.4585
6,2020-07,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,71857.1388
6,2020-07,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
6,2020-07,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
6,2020-07,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
6,2020-07,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
7,2020-08,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,103581.86,-0.0,11627.4663,60045.3411
7,2020-08,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,333393.61,-0.0,71705.1131,81817.665
7,2020-08,2,02_ACC_COGS_DPT_Prod_A,Expense,458058.82,-0.0,72865.0638,-177.8425
7,2020-08,3,03_ACC_COGS_DPT_Prod_B,Expense,207429.51,-0.0,33630.181,-28489.9478
7,2020-08,4,04_ACC_Cash_DPT_Admin,Asset,215061.88,1.6385,55637.3788,-194210.0489
7,2020-08,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,593154.47,-0.0,72687.2213,-144552.3346
7,2020-08,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,31077.1,-0.0,5140.2331,18853.7471
7,2020-08,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2052.13,0.6557,644.2656,131532.0365
7,2020-08,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,183931.34,0.6771,27662.8949,-71361.2185
7,2020-08,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,1060436.36,-0.0,169590.5125,-97885.3994
7,2020-08,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,155987.495
7,2020-08,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,88440.5069
7,2020-08,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
7,2020-08,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
7,2020-08,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
7,2020-08,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
8,2020-09,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,150510.45,-0.0,17012.3146,31603.7727
8,2020-09,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,330460.63,-0.0,74471.8819,79002.1039
8,2020-09,2,02_ACC_COGS_DPT_Prod_A,Expense,518215.92,-0.0,79810.8293,-11002.1799
8,2020-09,3,03_ACC_COGS_DPT_Prod_B,Expense,236371.89,-0.0,38614.7919,-27385.3193
8,2020-09,4,04_ACC_Cash_DPT_Admin,Asset,163363.89,1.7318,39637.2614,-106435.3996
8,2020-09,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,674710.36,-0.0,68808.6493,-126348.4081
8,2020-09,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,46161.03,-0.0,11229.4726,5193.0847
8,2020-09,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1619.91,0.3038,266.7107,118875.2513
8,2020-09,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,197460.39,0.483,25991.1406,-60961.1072
8,2020-09,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,1203882.95,-0.0,188308.6063,-113836.7245
8,2020-09,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,134437.0513
8,2020-09,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,76857.8746
8,2020-09,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
8,2020-09,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
8,2020-09,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
8,2020-09,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,128731.61,-0.0,17120.4932,26219.022
9,2020-10,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,235261.41,-0.0,46027.7302,96369.0701
9,2020-10,2,02_ACC_COGS_DPT_Prod_A,Expense,555775.0,-0.0,66996.8961,23026.0325
9,2020-10,3,03_ACC_COGS_DPT_Prod_B,Expense,253487.08,-0.0,31993.8075,-21927.1254
9,2020-10,4,04_ACC_Cash_DPT_Admin,Asset,128618.57,1.5828,30764.496,-90180.1724
9,2020-10,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,778148.99,-0.0,90022.9287,-202577.8058
9,2020-10,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,44034.79,-0.0,10066.6821,2287.8453
9,2020-10,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,2982.76,0.4761,494.0841,129371.8545
9,2020-10,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,231638.29,0.5481,29695.5124,-71966.0441
9,2020-10,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,1292631.98,-0.0,157660.0345,-111632.3043
9,2020-10,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,150482.9371
9,2020-10,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,70526.6905
9,2020-10,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
9,2020-10,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
9,2020-10,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
9,2020-10,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,150056.45,-0.0,19241.821,38398.1348
10,2020-11,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,148417.97,-0.0,76484.771,4256.3957
10,2020-11,2,02_ACC_COGS_DPT_Prod_A,Expense,580727.52,-0.0,46203.322,62860.5786
10,2020-11,3,03_ACC_COGS_DPT_Prod_B,Expense,265350.19,-0.0,21776.0925,-15958.9203
10,2020-11,4,04_ACC_Cash_DPT_Admin,Asset,83556.31,1.7521,48118.303,-144274.8435
10,2020-11,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,883295.25,-0.0,109063.9005,-280398.3002
10,2020-11,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,38774.21,-0.0,5817.1722,4914.6552
10,2020-11,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,1467.54,0.5136,590.0795,161229.1374
10,2020-11,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,257262.28,0.513,28763.4738,-67048.6004
10,2020-11,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,1349609.22,-0.0,109107.6347,-32622.8637
10,2020-11,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,185945.6773
10,2020-11,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,82698.949
10,2020-11,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
10,2020-11,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
10,2020-11,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
10,2020-11,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,122380.81,-0.0,12566.879,30761.8801
11,2020-12,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,138128.0,-0.0,77571.2688,-42883.4165
11,2020-12,2,02_ACC_COGS_DPT_Prod_A,Expense,619685.1,-0.0,36945.2308,62557.5006
11,2020-12,3,03_ACC_COGS_DPT_Prod_B,Expense,279189.15,-0.0,15729.8203,-11881.3687
11,2020-12,4,04_ACC_Cash_DPT_Admin,Asset,133500.09,1.4119,28523.1828,-42510.644
11,2020-12,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,932985.76,-0.0,99502.7314,-162060.232
11,2020-12,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,36631.56,-0.0,3848.4516,8032.9172
11,2020-12,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25001.13,-0.0,9967.1222,18556.0606
11,2020-12,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,268731.57,0.6435,27372.4552,-69550.4868
11,2020-12,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,1433745.11,-0.0,83735.9384,-6164.6695
11,2020-12,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,0.0,-0.0,0.0,155398.3694
11,2020-12,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,0.0,-0.0,0.0,59744.0896
11,2020-12,12,12_ACC_Cash,Asset,1000000.0,-0.0,0.0,0.0
11,2020-12,13,13_ACC_Raw_Materials,Unknown,500000.0,-0.0,0.0,0.0
11,2020-12,14,14_ACC_Finished_Goods,Unknown,500000.0,-0.0,0.0,0.0
11,2020-12,15,15_ACC_Equity_Capital,Equity,2000000.0,-0.0,0.0,0.0
