t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
3,2020-04,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-16711.4059
3,2020-04,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-65656.4863
3,2020-04,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-84120.41
3,2020-04,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-66487.0076
3,2020-04,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-8952.003
3,2020-04,12,12_ACC_Cash,Asset,0.0
3,2020-04,13,13_ACC_Raw_Materials,Unknown,0.0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,0.0
3,2020-04,15,15_ACC_Equity_Capital,Equity,0.0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-41197.6857
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-112764.912
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,70126.226
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,16228.5104
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,-104733.6652
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,38205.1333
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,3829.8199
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-19378.6899
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-52544.6828
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-65006.12
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-55103.7725
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-12093.8777
4,2020-05,12,12_ACC_Cash,Asset,0.0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,0.0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,0.0
4,2020-05,15,15_ACC_Equity_Capital,Equity,0.0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-38101.963
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-91903.403
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,74901.4517
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,12184.3654
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,-108886.9426
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,37049.0685
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-2086.3734
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-22097.864
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-57697.8586
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-86939.38
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-63597.0828
5,2020-06,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-9674.2411
5,2020-06,12,12_ACC_Cash,Asset,0.0
5,2020-06,13,13_ACC_Raw_Materials,Unknown,0.0
5,2020-06,14,14_ACC_Finished_Goods,Unknown,0.0
5,2020-06,15,15_ACC_Equity_Capital,Equity,0.0
6,2020-07,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-44200.6644
6,2020-07,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-52248.896
6,2020-07,2,02_ACC_COGS_DPT_Prod_A,Expense,72068.6561
6,2020-07,3,03_ACC_COGS_DPT_Prod_B,Expense,20960.5795
6,2020-07,4,04_ACC_Cash_DPT_Admin,Asset,-111237.8616
6,2020-07,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18433.7242
6,2020-07,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-11404.4778
6,2020-07,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-18953.2345
6,2020-07,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-53383.7048
6,2020-07,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-171223.56
6,2020-07,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-54335.5444
6,2020-07,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-14287.4581
6,2020-07,12,12_ACC_Cash,Asset,0.0
6,2020-07,13,13_ACC_Raw_Materials,Unknown,0.0
6,2020-07,14,14_ACC_Finished_Goods,Unknown,0.0
6,2020-07,15,15_ACC_Equity_Capital,Equity,0.0
7,2020-08,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-32018.3582
7,2020-08,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-68533.646
7,2020-08,2,02_ACC_COGS_DPT_Prod_A,Expense,80332.9235
7,2020-08,3,03_ACC_COGS_DPT_Prod_B,Expense,20512.0166
7,2020-08,4,04_ACC_Cash_DPT_Admin,Asset,-102797.3291
7,2020-08,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18071.8902
7,2020-08,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-17271.8279
7,2020-08,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-18474.0849
7,2020-08,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-62400.4245
7,2020-08,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-184561.56
7,2020-08,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-62219.1171
7,2020-08,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-13558.6603
7,2020-08,12,12_ACC_Cash,Asset,0.0
7,2020-08,13,13_ACC_Raw_Materials,Unknown,0.0
7,2020-08,14,14_ACC_Finished_Goods,Unknown,0.0
7,2020-08,15,15_ACC_Equity_Capital,Equity,0.0
8,2020-09,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-59530.4684
8,2020-09,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-124862.5815
8,2020-09,2,02_ACC_COGS_DPT_Prod_A,Expense,82779.1274
8,2020-09,3,03_ACC_COGS_DPT_Prod_B,Expense,11626.0106
8,2020-09,4,04_ACC_Cash_DPT_Admin,Asset,-54435.2043
8,2020-09,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,26296.7425
8,2020-09,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-20409.2298
8,2020-09,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-14860.8747
8,2020-09,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-64129.9482
8,2020-09,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-143446.59
8,2020-09,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-66478.3732
8,2020-09,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-7271.4732
8,2020-09,12,12_ACC_Cash,Asset,0.0
8,2020-09,13,13_ACC_Raw_Materials,Unknown,0.0
8,2020-09,14,14_ACC_Finished_Goods,Unknown,0.0
8,2020-09,15,15_ACC_Equity_Capital,Equity,0.0
9,2020-10,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-28992.1698
9,2020-10,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-170635.8955
9,2020-10,2,02_ACC_COGS_DPT_Prod_A,Expense,97643.5315
9,2020-10,3,03_ACC_COGS_DPT_Prod_B,Expense,15420.6833
9,2020-10,4,04_ACC_Cash_DPT_Admin,Asset,-110295.1912
9,2020-10,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,50708.4739
9,2020-10,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-4889.8012
9,2020-10,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-17527.8204
9,2020-10,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-58821.2443
9,2020-10,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-88749.03
9,2020-10,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-64925.2662
9,2020-10,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-9162.0238
9,2020-10,12,12_ACC_Cash,Asset,0.0
9,2020-10,13,13_ACC_Raw_Materials,Unknown,0.0
9,2020-10,14,14_ACC_Finished_Goods,Unknown,0.0
9,2020-10,15,15_ACC_Equity_Capital,Equity,0.0
10,2020-11,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-44403.682
10,2020-11,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-135274.094
10,2020-11,2,02_ACC_COGS_DPT_Prod_A,Expense,73300.8527
10,2020-11,3,03_ACC_COGS_DPT_Prod_B,Expense,10896.4149
10,2020-11,4,04_ACC_Cash_DPT_Admin,Asset,-69920.7199
10,2020-11,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,43628.8951
10,2020-11,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-2848.8667
10,2020-11,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,-17749.0078
10,2020-11,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-63367.1197
10,2020-11,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-56977.24
10,2020-11,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-65352.2786
10,2020-11,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-8629.7553
10,2020-11,12,12_ACC_Cash,Asset,0.0
10,2020-11,13,13_ACC_Raw_Materials,Unknown,0.0
10,2020-11,14,14_ACC_Finished_Goods,Unknown,0.0
10,2020-11,15,15_ACC_Equity_Capital,Equity,0.0
11,2020-12,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,-37079.7399
11,2020-12,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,-81805.4765
11,2020-12,2,02_ACC_COGS_DPT_Prod_A,Expense,62747.3623
11,2020-12,3,03_ACC_COGS_DPT_Prod_B,Expense,12752.4249
11,2020-12,4,04_ACC_Cash_DPT_Admin,Asset,-119478.435
11,2020-12,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,25553.8166
11,2020-12,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,-1755.3415
11,2020-12,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,6978.9111
11,2020-12,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,-42987.0689
11,2020-12,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,-84135.89
11,2020-12,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,-48299.0282
11,2020-12,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,-8486.5914
11,2020-12,12,12_ACC_Cash,Asset,0.0
11,2020-12,13,13_ACC_Raw_Materials,Unknown,0.0
11,2020-12,14,14_ACC_Finished_Goods,Unknown,0.0
11,2020-12,15,15_ACC_Equity_Capital,Equity,0.0
